,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,비유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출총이익증가율,당기순이익증가율,정상영업손익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,영업비용대영업수익비율,기업순이익률,금융비용대총비용비율,이자부담률,1주당매출액,1주당순이익,1주당CASHFLOW,1주당정상영업이익,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,비유동비율,유동비율,당좌비율,현금비율,매입채무대재고자산비율,부채비율,유동부채비율,단기차입금대총차입금비율,순운전자본비율,차입금비율,CASHFLOW대부채비율,CASHFLOW대차입금비율,CASHFLOW대총자본비율,CASHFLOW대매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,현금및현금성자산의증가,경영기간,상장기간,label,산업분류,기업생애주기_Shake-Out,기업생애주기_도입기,기업생애주기_성숙기,기업생애주기_성장기,기업생애주기_쇠퇴기
20,(주)가비아,79940,2017/12,6.030350485305691,5.159409559946323,9.745692374091163,2.614598428800244,22.80058651026393,4.111430715357678,13.739613814971763,18.493005510809667,-4.99115739831008,1.2989082795441869,48.1,8.32,7.46,8.88,51.9,89.06,7.21,-0.3,-1.03,8586.04,370.0,1510.44,939.16,49.57,2.53,98.28,48.31,50.43,74.89,25.11,67.34,224.87,219.17,101.89,438.75,33.52,29.43,82.29,27.52,9.61,57.21,199.56,14.36,16.48,0.9,1.19,3.67,18.74,1.84,1.88,76.48,7.68,2.62,1.32,20445.0,-8859.0,-5793.0,4513.0,18.0,13.0,0,0,0,0,1,0,0
21,(주)강스템바이오텍,217730,2016/12,89.89713004843294,35.53691275167785,100.91019738582844,55.68517909957279,74.02985074626865,8.193247633846589,-43.23232323232323,-36.282467532467535,-44.24748001390337,-77.91219512195123,93.16,-724.4,-22.92,-37.55,6.84,462.64,-22.36,1.68,1.44,60.18,-593.0,-556.71,-651.03,80.03,1.54,400.69,78.8,19.97,48.43,51.57,41.24,1175.05,1157.01,59.67,47.36,106.48,14.06,1.67,73.22,67.66,-23.7,-37.3,-12.22,-380.47,0.02,0.04,0.06,4.2,0.03,0.03,1.84,3.59,0.24,0.03,-7797.0,-26722.0,30170.0,-4349.0,6.0,2.0,0,1,0,1,0,0,0
22,(주)강스템바이오텍,217730,2017/12,-0.5122043758694828,227.5315672196088,-33.50366117052099,131.6939313984169,195.88336192109776,6.550028289158724,288.34724540901504,315.15923566878985,-38.93975903614458,-28.734371572713314,35.68,-126.27,-24.43,-46.19,64.32,228.52,-22.0,4.59,5.05,561.97,-778.0,-655.12,-722.25,53.49,6.83,115.0,49.83,46.51,51.87,48.13,89.67,396.43,369.34,61.46,71.85,92.79,26.01,13.4,40.0,58.21,-46.87,-74.71,-22.56,-116.58,0.19,0.37,0.4,7.37,0.36,0.39,5.29,20.71,0.69,0.29,-10647.0,6469.0,6163.0,1986.0,7.0,3.0,0,1,0,0,0,0,1
23,(주)강원에너지,114190,2013/12,-18.84088821170092,8.40126811594203,-23.52436918413239,24.15877723280484,-45.20871619847729,27.054946272294227,-52.41802932253853,-44.15596766524013,-56.300835654596106,-72.14710188614245,23.18,7.74,4.85,9.57,76.82,93.62,4.11,-1.17,-1.5,3999.48,323.0,1340.19,255.33,84.97,3.39,565.51,82.09,15.03,63.33,36.67,23.73,231.75,223.89,111.08,331.18,57.9,57.9,0.0,48.31,6.87,26.03,219.36,9.55,13.65,0.63,1.24,1.27,4.14,0.71,0.74,17.19,1.77,11.01,0.46,16976.0,10839.0,-3777.0,23862.0,37.0,5.0,0,1,1,0,0,0,0
24,(주)강원에너지,114190,2014/12,-7.458483455501719,108.9826613745561,-20.72096952368575,67.54248966467617,-16.770483948251076,9.957059092791596,1.618602080495845,-7.058923705722071,-71.36664966853647,-49.721706864564005,21.2,2.18,1.61,2.33,78.8,96.84,0.55,-1.4,-3.44,3577.34,80.0,-1014.55,113.01,72.8,3.56,267.59,70.21,27.2,75.25,24.75,36.15,294.21,283.74,72.26,515.27,32.89,32.88,0.0,48.05,0.0,7.16,0.0,1.77,2.31,0.74,1.07,2.39,6.49,0.93,0.97,26.93,2.52,6.96,0.67,-14600.0,-2463.0,-391.0,-17517.0,38.0,6.0,0,1,1,0,0,0,0
25,(주)강원에너지,114190,2015/12,27.47546167845103,28.42862854858057,28.946128153111616,23.54005593025169,-28.95797351755901,12.16968976112598,-10.279520599832948,-27.41181859825928,-90.91718610863758,-72.50922509225092,17.15,0.22,0.12,0.18,82.85,99.03,-0.15,-0.47,-0.79,3028.16,6.0,622.76,29.32,73.64,1.96,279.3,72.19,26.36,66.21,33.79,39.82,333.65,327.11,169.33,725.99,51.03,33.33,0.0,51.57,17.67,32.9,94.99,11.12,20.57,0.54,0.82,1.6,5.16,0.73,0.75,37.43,2.93,3.6,0.56,9499.0,-4069.0,14511.0,19949.0,39.0,7.0,0,1,0,0,0,1,0
26,(주)강원에너지,114190,2016/12,-9.677381607124053,15.130759651307596,-14.637595944507128,4.172214824678207,-72.85251215559157,-2.6420896366464017,-8.44789885037563,-11.43506247633472,-1202.9411764705883,-393.2885906040268,16.59,-2.66,-1.38,-1.99,83.41,103.1,-1.74,-0.62,-1.12,2772.4,-69.0,-1034.8,-85.96,69.59,0.62,228.87,69.16,30.41,71.37,28.63,42.6,444.3,441.52,131.49,1573.1,40.11,21.95,0.0,53.93,18.16,-14.22,-31.41,-4.07,-7.43,0.52,0.76,1.66,5.94,0.73,0.73,53.9,1.99,3.06,0.57,-15784.0,-273.0,-1.0,-16038.0,40.0,8.0,0,1,1,0,0,0,0
27,(주)강원에너지,114190,2017/12,20.718514775804216,4.056246619794483,26.718296224588578,6.991904559011504,7.761194029850746,-12.318248652181016,93.99579066852696,-87.67279464158473,-473.5111111111111,-326.3157894736842,1.05,-7.86,-7.57,-12.58,98.95,106.81,-7.65,-0.07,-0.19,5378.26,-407.0,-243.02,-366.39,73.05,0.53,271.07,72.66,26.95,51.84,48.16,51.99,202.02,200.95,41.76,4253.67,92.91,69.76,8.76,36.89,22.72,-21.72,-88.8,-10.46,-11.88,0.96,1.59,2.45,7.95,1.35,1.35,235.53,2.27,5.44,0.98,-3707.0,-747.0,2951.0,-1826.0,41.0,9.0,0,1,0,1,0,0,0
28,(주)고영테크놀러지,98460,2011/12,23.10195534678401,17.31399157697707,24.164443747057906,20.357487432082465,55.17841601392516,26.23381803676977,18.05721178228272,14.712402286781009,-3.8913137025880618,-8.149919476843493,57.08,18.15,19.83,25.06,42.92,80.87,19.29,-0.61,-2.59,9985.15,0.0,1611.86,2181.91,72.76,22.53,267.08,56.36,27.24,80.02,19.98,34.04,424.78,329.07,42.81,57.0,24.97,21.4,0.0,55.63,0.0,67.32,0.0,13.45,13.59,1.09,1.38,5.23,11.81,1.51,1.9,7.34,3.74,6.18,1.21,13904.0,-15046.0,-1005.0,-2158.0,9.0,4.0,0,1,0,0,1,0,0
29,(주)고영테크놀러지,98460,2012/12,18.78721007746592,3.3639143730886847,22.990648300265388,7.560543414057886,24.530286034772857,19.789437398560818,25.20695220071752,25.085435313262817,-2.6352820775233465,13.931247011317147,57.02,14.12,15.99,19.91,42.98,80.12,15.37,-0.66,-3.2,12044.42,1743.0,1272.98,2394.92,75.33,22.81,305.39,58.15,24.67,80.7,19.3,30.57,498.93,385.1,49.28,39.78,23.92,18.71,0.0,60.23,0.0,63.41,0.0,12.24,11.73,1.13,1.41,5.78,14.19,1.53,1.98,6.73,4.19,7.05,1.26,11398.0,-8116.0,-1627.0,1310.0,10.0,5.0,0,1,0,0,1,0,0
30,(주)고영테크놀러지,98460,2013/12,17.02918182521867,-4.650115770517108,21.88342880628837,2.20444026045344,17.62089737093959,17.88827472092661,3.765694256412159,0.7041566382618878,-8.46800683221653,-21.778669029520124,55.34,12.45,12.42,15.35,44.66,85.01,11.88,-0.62,-2.85,12495.79,1563.0,1483.26,1873.03,78.46,22.02,364.21,61.18,21.54,81.29,18.71,26.5,532.19,415.02,82.6,51.07,23.02,18.14,0.0,63.72,0.0,54.53,0.0,10.2,11.03,1.0,1.23,5.26,12.62,1.3,1.67,5.79,3.78,7.37,1.09,13283.0,-6568.0,693.0,7039.0,11.0,6.0,0,1,0,0,0,1,0
31,(주)고영테크놀러지,98460,2014/12,17.17044778093789,34.63069139966273,14.493761591637162,26.9227817009518,-13.41597664289475,17.814279902359644,27.64626506885428,33.35163504238999,58.69518409531328,67.8590592022894,57.81,15.48,16.84,20.68,42.19,80.29,16.34,-0.55,-2.68,10630.89,1655.0,1905.52,2095.46,76.66,16.65,328.54,63.9,23.34,81.74,18.26,28.55,530.61,442.26,96.89,48.15,22.35,17.68,37.47,62.22,0.35,75.11,4754.0,13.72,13.61,1.09,1.33,5.89,14.74,1.4,1.74,7.33,4.23,8.21,1.18,25603.0,-14448.0,-5987.0,5111.0,12.0,7.0,0,1,0,0,1,0,0
32,(주)고영테크놀러지,98460,2015/12,12.092859158904885,-1.2325266796933714,12.13529682466636,11.950046868857912,6.937534549474848,13.502827297448958,2.145057406888826,7.786577538811789,6.422142824838316,-16.711063754217722,61.0,16.13,15.66,18.99,39.0,83.93,15.3,-0.42,-2.02,10761.79,1760.0,1222.12,1729.62,76.69,15.88,329.08,64.52,23.31,82.76,17.24,28.16,579.96,487.87,126.58,52.69,20.83,15.98,59.93,63.47,0.21,77.01,7805.62,13.27,14.45,0.97,1.18,5.48,15.44,1.27,1.51,7.8,3.62,7.36,1.07,16569.0,-1979.0,-8348.0,6750.0,13.0,8.0,0,1,0,0,1,0,0
33,(주)고영테크놀러지,98460,2016/12,22.82730488864269,20.94556891391468,27.13259736528912,8.659481943656646,1.1269061773067977,19.61726855091424,17.744544357933982,21.26775121337408,26.318473503038547,41.50959488272921,62.83,17.3,16.79,20.61,37.17,80.68,16.55,-0.3,-1.31,12576.32,2228.0,2140.16,2429.3,79.38,12.63,385.02,69.36,20.62,80.6,19.4,25.58,563.7,492.5,168.56,71.07,24.07,17.47,0.0,65.3,0.07,60.5,9724.89,11.74,13.33,0.97,1.19,5.27,14.26,1.24,1.44,8.83,3.49,7.89,1.06,29235.0,-7025.0,-3591.0,19725.0,14.0,9.0,0,1,0,0,1,0,0
34,(주)고영테크놀러지,98460,2017/12,5.169100199363472,6.274641389145207,4.173875991013093,9.00345521887196,13.99580841384246,2.574586056921942,18.379570881404472,21.80047805221516,-10.059211411653884,31.83763259402121,64.65,13.15,13.36,16.76,35.35,78.49,13.18,-0.2,-0.86,14876.33,2013.0,1458.7,3200.21,78.63,13.82,367.97,67.76,21.37,78.61,21.39,27.18,499.8,430.73,142.52,72.79,27.21,20.01,0.0,62.9,0.0,56.02,0.0,11.98,12.09,1.02,1.28,4.98,13.5,1.29,1.48,9.72,3.33,8.27,1.08,19941.0,5201.0,-22646.0,-303.0,15.0,10.0,0,1,1,0,0,0,0
35,(주)골드앤에스,35290,2011/12,3.6184429595755545,-24.46730345334313,33.08202482852446,-15.347004305626506,-6.644951140065146,3.726133789468818,-5.870818230435558,2.336704017491118,111.18178774690324,115.78113575432609,31.52,2.11,2.19,4.57,68.48,97.63,3.25,1.03,2.06,919.95,21.0,167.04,25.08,50.3,12.21,101.19,44.16,49.7,48.07,51.93,103.4,108.02,94.83,0.68,36.66,108.04,96.87,0.0,3.73,68.68,36.32,57.14,18.86,18.53,1.04,2.16,1.99,53.45,2.31,2.7,16.01,6.78,39.79,1.18,8629.0,-8498.0,-446.0,-315.0,17.0,13.0,0,0,0,0,1,0,0
