,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,비유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출총이익증가율,당기순이익증가율,정상영업손익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,영업비용대영업수익비율,기업순이익률,금융비용대총비용비율,이자부담률,1주당매출액,1주당순이익,1주당CASHFLOW,1주당정상영업이익,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,비유동비율,유동비율,당좌비율,현금비율,매입채무대재고자산비율,부채비율,유동부채비율,단기차입금대총차입금비율,순운전자본비율,차입금비율,CASHFLOW대부채비율,CASHFLOW대차입금비율,CASHFLOW대총자본비율,CASHFLOW대매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,현금및현금성자산의증가,경영기간,상장기간,label,산업분류,기업생애주기_Shake-Out,기업생애주기_도입기,기업생애주기_성숙기,기업생애주기_성장기,기업생애주기_쇠퇴기
1678,(주)싸이맥스,160980,2015/12,81.28294583513713,767.5847457627118,22.3505919269719,356.696558763488,-5.658304339864493,94.84634109234749,1.3268998793727382,-8.719870366619405,-73.78608376439179,-31.75119945167924,16.26,2.83,2.21,3.07,83.74,92.82,1.8,-0.53,-1.45,10255.57,345.0,1845.14,736.86,60.25,12.01,151.57,53.01,39.75,71.96,28.04,55.24,471.42,414.79,30.67,65.14,38.96,17.76,19.59,47.47,24.91,49.98,78.17,14.01,17.99,0.78,1.08,2.78,16.52,1.29,1.47,10.76,8.12,3.16,1.07,9975.0,-49053.0,36144.0,-2942.0,10.0,1.0,0,1,0,0,0,1,0
1679,(주)싸이맥스,160980,2016/12,27.29533067370905,78.12784867821331,16.152949405455814,44.18333451127288,155.10481366459626,8.212145464483008,31.991341991342,45.65627427049817,304.07383831954166,84.78533768516195,17.94,8.67,7.85,11.9,82.06,89.94,7.11,-0.9,-2.17,13528.86,1256.0,-190.64,1360.68,54.98,26.38,122.1,40.47,45.02,61.18,38.82,73.6,260.89,192.06,17.97,95.4,63.47,34.45,6.25,33.9,28.86,12.71,27.95,4.93,6.11,0.9,1.37,2.65,9.21,1.58,1.97,8.0,6.28,3.0,1.21,-1031.0,301.0,1390.0,641.0,11.0,2.0,0,1,0,0,0,0,1
1680,(주)싸이맥스,160980,2017/12,63.17328595548395,40.57252518790981,42.78774740053796,88.06401803877357,48.55816784600167,83.65502561512375,124.23472176669948,152.57464960390007,176.73282923755514,222.7853260869565,20.21,10.71,14.73,23.0,79.79,85.52,14.26,-0.4,-1.4,30213.54,1909.0,1398.63,4374.51,48.11,27.45,92.7,34.9,51.89,68.85,31.15,75.37,175.4,127.25,24.72,52.68,45.24,39.84,84.47,20.68,22.06,7.13,14.62,2.22,2.0,1.38,2.09,4.04,14.38,2.71,3.72,10.05,7.69,4.36,1.82,7596.0,-34242.0,28876.0,6595.0,12.0,3.0,0,1,0,0,0,1,0
1681,(주)썬코어,51170,2011/12,33.63946288179225,121.6542750929368,4.734754586018839,88.47601128880527,20.58435272375253,54.07957462412908,17.30403710180187,25.10407030527289,94.2125,102.5582532181848,23.37,-1.0,-0.92,-1.74,76.63,101.06,0.44,1.43,3.02,2316.55,-25.0,-121.4,7.84,51.32,46.33,105.44,27.55,48.68,58.33,41.67,83.44,153.58,82.43,3.46,15.15,71.43,57.29,95.91,17.91,40.21,-17.44,-30.98,-7.27,-9.05,0.92,1.67,2.04,20.3,1.6,2.83,3.69,4.19,2.43,0.96,-2426.0,904.0,1005.0,-516.0,33.0,11.0,0,1,0,0,0,0,1
1682,(주)썬코어,51170,2012/12,23.290642787727336,30.05526967791119,10.339814032121724,36.94605868301901,5.911545759743103,-0.0386743618730291,-3.547432324410741,-9.926980312413349,-12.526997840172784,74.52229299363057,21.83,-1.17,-0.81,-1.56,78.17,99.39,1.13,2.64,4.06,2133.41,-25.0,-68.71,13.07,45.93,44.47,84.95,25.51,54.07,47.3,52.7,114.32,137.6,76.41,3.89,11.99,111.44,70.58,63.55,12.55,82.82,-5.16,-6.94,-2.72,-4.33,0.69,1.33,1.45,23.4,1.44,2.63,3.16,4.06,1.48,0.85,-1438.0,-13844.0,15539.0,256.0,34.0,12.0,0,1,0,1,0,0,0
1683,(주)썬코어,51170,2013/12,4.007319304666057,12.95134818288394,3.7538687831336377,4.222638758721233,0.847574421168688,-3.017767328353323,-6.618882293649905,-5.479733196511032,-19.769673704414583,-620.07299270073,22.09,-1.5,-0.86,-1.59,77.91,103.42,1.02,3.02,3.47,1973.47,-25.0,-105.56,-67.44,45.82,43.22,84.57,26.02,54.18,44.1,55.9,122.85,137.82,78.25,2.51,14.79,126.75,75.39,61.55,12.57,103.8,-4.44,-5.42,-2.48,-4.4,0.58,1.26,1.06,21.35,1.25,2.23,2.86,3.78,1.15,0.73,-2230.0,-3614.0,5538.0,-306.0,35.0,13.0,0,1,0,1,0,0,0
1684,(주)썬코어,51170,2014/12,-12.464136848373302,-23.39967305846026,-0.295351172544155,-22.75565769096268,3.689784762555517,-13.701782919569151,-4.991604701367234,-22.28856801650201,-422.9166666666667,-72.91228070175438,18.07,-8.24,-4.71,-10.84,81.93,106.22,-2.45,3.5,4.02,1874.92,-156.0,-56.89,-116.65,52.19,44.95,109.16,28.73,47.81,43.48,56.52,109.97,147.32,81.1,3.49,15.28,130.01,81.48,63.29,16.76,106.35,-4.69,-5.74,-2.65,-4.33,0.57,1.3,1.02,17.67,1.17,2.1,2.66,3.45,1.16,0.69,-1202.0,5375.0,-4063.0,182.0,36.0,14.0,0,1,0,0,0,0,1
1685,(주)썬코어,51170,2015/12,81.46006616987724,37.81037227736188,53.6406185200545,111.825766395033,2.827018121911038,47.197923334044525,18.06407634628493,-76.1385861972618,-368.61783634692,-390.3814935064935,3.65,-32.7,-16.8,-35.88,96.35,125.84,-14.99,2.58,2.92,1628.34,-431.0,35.83,-420.73,44.19,30.08,79.18,30.9,55.81,35.27,64.73,158.24,79.72,55.74,2.59,38.81,183.54,157.16,89.45,-11.24,121.46,-0.11,-0.17,-0.07,-0.18,0.51,1.35,0.83,11.17,1.09,1.71,3.04,3.16,1.33,0.54,1029.0,-14152.0,14005.0,884.0,37.0,15.0,0,1,0,0,0,1,0
1686,(주)썬코어,51170,2016/12,-33.99277510820298,-4.245016345893863,-45.993521767631975,-24.489733608121515,-21.398359395026915,-65.0320086967025,-7.005388760585066,-98.47775175644028,-142.42364789745602,-81.42845319870892,0.06,-85.24,-38.05,-119.31,99.94,150.41,-35.98,2.38,2.9,1250.76,-941.0,-111.99,-630.51,36.16,43.79,56.63,20.32,63.84,18.68,81.32,341.71,50.54,28.41,3.01,61.98,435.22,382.88,93.01,-35.38,266.36,-2.27,-3.72,-1.85,-3.29,0.45,1.56,0.63,6.37,1.09,1.67,3.12,3.01,1.09,0.43,-3894.0,6029.0,-2141.0,-12.0,38.0,16.0,1,1,0,0,0,0,1
1687,(주)썬테크놀로지스,122800,2011/12,11.542756860242502,43.941488136374105,-5.121293800539084,40.695251672332496,41.5284924718887,1.282231269596144,3.355063016079965,-8.204600068657742,-21.969399764613573,-28.514791094845982,22.49,8.36,7.5,9.25,77.51,90.98,7.1,-0.49,-2.15,5662.42,481.0,297.55,558.03,54.12,49.07,117.97,27.57,45.88,77.39,22.61,59.28,395.23,201.31,58.0,5.96,29.21,17.69,4.43,40.43,8.51,25.21,86.48,5.7,6.7,0.9,1.11,4.74,41.82,1.53,2.58,3.75,5.4,2.25,1.26,1250.0,-30.0,70.0,1309.0,9.0,2.0,0,1,0,0,0,1,0
1688,(주)썬테크놀로지스,122800,2012/12,30.229564471143533,53.29279026966473,11.812896405919664,51.95635229929852,2.6797737678427147,-2.633645982534769,-1.9300311159700607,-32.442034405385186,-86.37506284565109,-84.85494880546075,15.49,1.16,0.84,1.27,84.51,98.48,1.05,0.29,0.63,5553.04,69.0,700.58,84.46,46.47,45.05,86.81,25.53,53.53,57.86,42.14,92.52,209.66,115.2,25.6,5.01,72.83,38.31,29.35,24.31,44.64,13.66,22.28,5.76,8.99,0.72,1.09,2.15,56.52,1.45,2.74,3.1,5.75,1.47,1.06,2942.0,-12944.0,9913.0,-154.0,10.0,3.0,0,1,0,0,0,1,0
1689,(주)썬테크놀로지스,122800,2013/12,2.7896760021965954,8.37813853943728,-5.187898841881352,9.709684037751334,-25.94098360655737,-13.097328334836044,-5.814003344338206,-42.457791309161365,-691.1439114391144,-538.3098591549297,9.47,-7.29,-4.34,-8.13,90.53,107.08,-4.17,0.26,0.37,5230.28,-432.0,801.15,-370.52,42.86,35.19,75.02,27.78,57.14,48.92,51.08,116.8,153.96,99.77,37.33,7.31,104.42,56.91,39.3,15.02,75.03,16.49,22.95,8.42,14.36,0.59,1.12,1.27,55.27,1.33,2.23,3.31,6.64,1.1,0.85,3365.0,-3917.0,2700.0,1824.0,11.0,4.0,0,1,0,0,0,1,0
1690,(주)썬테크놀로지스,122800,2014/12,-7.372582540869751,-11.742606685290434,-1.9194814907141968,-11.454485950722336,8.28758632902426,-2.397204171899743,-8.608367096098693,93.7950937950938,132.58426966292134,142.9305912596401,20.07,2.6,1.45,2.88,79.93,96.67,2.32,1.56,1.74,4780.04,148.0,557.48,159.03,45.38,38.85,83.1,27.75,54.62,51.55,48.45,105.96,168.29,102.91,66.18,7.29,94.0,52.32,51.96,18.42,81.76,16.98,19.52,8.23,14.21,0.56,1.11,1.12,46.79,1.26,2.01,3.41,6.38,1.03,0.78,2341.0,582.0,-586.0,2299.0,12.0,5.0,0,1,1,0,0,0,0
1691,(주)썬테크놀로지스,122800,2015/12,21.59130234167724,6.805282689369134,31.477951455076887,13.36923808015207,27.65331152902698,44.43325500727314,23.680015939430167,70.14147431124348,220.88122605363984,233.38323353293413,27.61,6.75,3.97,6.49,72.39,91.03,4.55,1.05,1.48,5836.87,442.0,507.24,523.59,49.08,37.72,96.37,30.56,50.92,61.23,38.77,83.17,184.74,115.05,74.38,5.52,63.32,43.39,65.84,22.51,46.18,13.2,18.1,5.12,8.69,0.59,0.96,1.52,57.6,1.2,1.93,3.18,6.31,1.27,0.78,2158.0,-2381.0,2356.0,2142.0,13.0,6.0,0,1,0,0,0,1,0
1692,(주)썬테크놀로지스,122800,2016/12,10.575623176718924,-7.924991058198355,28.363618789870483,-6.566997345256392,-15.782731232385345,-16.09466997211032,0.9061619009262988,6.783369803063458,-567.223880597015,-47.05882352941176,29.22,-31.24,-17.63,-32.97,70.78,95.29,-14.75,3.57,6.19,1164.61,-367.0,71.27,54.82,56.97,24.75,132.4,42.87,43.03,46.46,53.54,92.61,154.49,116.25,60.51,4.81,115.24,79.37,65.77,20.09,81.65,7.39,10.43,3.96,7.37,0.56,1.06,1.21,67.06,1.06,1.52,3.48,6.24,1.33,0.66,1533.0,-13874.0,14414.0,2073.0,14.0,7.0,0,1,0,0,0,1,0
1693,(주)썬테크놀로지스,122800,2017/12,-29.37025438634121,-33.69589345172031,-23.94864651180302,-36.54354219630128,-8.427137207179799,-14.029823184525185,-39.213729794452206,-91.20218579234972,-65.09072323025812,-519.9321458863443,4.23,-84.84,-32.48,-64.15,95.77,132.51,-29.37,3.36,6.3,705.57,-537.0,-47.22,-229.36,61.34,29.8,158.68,43.06,38.66,56.55,43.45,68.36,231.52,162.52,0.26,3.86,76.83,46.85,32.98,34.85,36.59,1.8,3.77,0.78,1.69,0.38,0.76,0.78,55.54,0.65,0.89,2.42,4.06,1.02,0.42,-1019.0,-4470.0,-4891.0,-10381.0,15.0,8.0,0,1,1,0,0,0,0
1694,(주)썸에이지,208640,2017/12,-25.416489813242784,-83.00180831826401,-26.862421848269,-17.036235803136833,0.0,-21.41636000115905,-41.25908790482485,-41.25908790482485,-20.96706961233848,-478.821243523316,0.0,-244.9,-26.46,-27.49,0.0,351.39,-27.68,-3.31,-19.27,46.76,-114.0,-114.3,-117.56,83.63,0.0,510.98,83.63,16.37,95.97,3.54,16.97,2254.36,2130.03,543.16,0.0,3.67,2.64,0.0,81.09,0.0,-221.39,0.0,-20.42,-161.47,0.11,0.12,1.7,0.0,0.13,0.13,0.0,8.58,2.75,0.12,-8689.0,8021.0,-3.0,-671.0,3.0,4.0,0,0,0,0,0,0,1
1695,(주)쎄노텍,222420,2017/12,6.490125848942125,-1.489538928903915,12.265716000141188,-0.6985326421228363,14.628969908284695,11.761326093826307,0.771950794362269,-15.900300816501932,-20.81218274111676,-37.17261448920202,29.02,5.78,4.44,6.35,70.98,89.86,5.0,0.78,1.87,1059.11,61.0,6.57,107.36,58.46,47.55,140.72,30.66,41.54,71.5,28.5,58.1,389.28,204.18,25.56,16.12,39.86,21.0,42.59,43.44,29.05,15.23,20.9,4.34,5.84,0.77,1.1,2.55,14.49,1.35,2.54,2.86,3.46,2.0,1.01,251.0,-2303.0,1371.0,-688.0,2.0,3.0,0,1,0,0,0,1,0
1696,(주)쎄니트,37760,2011/12,0.849066695191742,8.19617323320646,1.9704983982716235,0.2211004964331901,0.1056922844632341,-12.880873573174126,3.18087196747145,-4.0622187941894845,-232.2897483118477,-184.7775175644028,14.07,-10.21,-7.21,-20.28,85.93,104.72,-7.62,-0.55,-0.69,2234.5,-221.0,124.82,-102.45,36.3,24.22,56.97,27.51,63.7,37.34,62.66,170.61,63.12,47.83,4.65,240.42,167.81,154.0,0.0,-21.21,91.57,0.14,0.26,0.09,0.13,0.71,1.75,1.18,3.8,1.96,2.59,8.0,5.74,1.31,0.78,2963.0,-2965.0,484.0,482.0,16.0,12.0,0,1,0,0,0,1,0
1697,(주)쎄니트,37760,2012/12,-1.2184612120971057,-4.311758693636946,9.632876712328766,-7.400932400932401,-9.411764705882351,-0.1420303234740617,18.202730220981973,63.21854482111752,100.3694808793645,196.83388157894737,19.43,0.03,0.03,-0.16,80.57,96.24,1.08,1.24,1.69,2641.23,-2.0,83.16,99.22,40.28,20.01,67.45,32.22,59.72,37.75,62.25,158.21,80.34,64.26,1.3,279.4,164.93,132.84,77.3,-9.86,86.6,5.32,10.13,3.31,3.94,0.84,2.23,1.34,3.83,2.18,2.8,9.92,6.18,1.52,0.91,1974.0,-1906.0,-1599.0,-1532.0,17.0,13.0,0,1,0,0,1,0,0
1698,(주)쎄니트,37760,2013/12,25.54762160420917,23.96850237225824,4.798080767692923,39.54418771914053,6.127206127206128,36.94129360310067,8.069867602488436,23.520236433790327,1646.894409937888,73.71549893842887,22.21,3.45,2.78,7.45,77.79,93.96,3.78,1.29,1.66,2092.06,88.0,96.39,126.33,33.62,20.26,50.66,26.81,66.38,41.17,58.83,161.21,77.44,61.75,3.12,230.46,142.88,105.46,71.23,-9.79,76.04,4.63,8.7,2.72,3.76,0.81,2.03,1.34,4.31,2.2,2.76,10.95,5.87,1.5,0.97,3122.0,-765.0,-1575.0,781.0,18.0,14.0,0,1,0,0,1,0,0
1699,(주)쎄니트,37760,2014/12,18.29737646731809,23.84082074299684,8.044003560981814,23.491608414135232,-6.102918104800753,12.39613626921479,4.140282513395031,15.771633656785855,104.3664383561644,57.93204595453434,24.69,6.77,4.68,11.97,75.31,90.84,5.72,1.62,1.74,2178.61,150.0,230.53,199.5,30.71,17.61,44.32,25.3,69.29,39.12,60.88,177.13,65.98,54.36,2.26,248.18,155.63,118.99,76.59,-15.84,97.82,7.86,12.5,4.78,7.5,0.69,1.73,1.15,4.78,2.16,2.66,11.42,6.09,1.26,0.9,7466.0,-20557.0,12991.0,-101.0,19.0,15.0,0,1,0,0,0,1,0
1700,(주)쎄니트,37760,2015/12,14.87533098967041,5.292537699825254,35.32752633747278,5.810541143326682,28.671679197994987,31.09550432010349,38.50100632139921,28.69854756300591,75.95307917888563,45.87525150905433,22.94,8.6,7.07,17.68,77.06,90.36,8.15,1.41,1.87,3017.38,272.0,183.46,291.02,36.18,16.75,56.69,30.12,63.82,44.64,55.36,142.96,101.27,84.31,8.17,226.71,124.0,80.02,49.51,0.45,76.73,9.53,15.39,5.27,6.86,0.82,1.95,1.42,6.05,2.44,2.95,14.28,7.15,1.54,1.1,5941.0,-7144.0,3746.0,2546.0,20.0,16.0,0,1,0,0,0,1,0
1701,(주)쎄니트,37760,2016/12,18.927253703397763,15.97080291970803,23.61102050579512,16.272218524270887,28.580703804700686,17.846191802065345,18.450029677234493,9.541439914354536,-15.142857142857144,10.758620689655173,21.22,6.16,5.12,11.96,78.78,90.98,6.19,1.37,1.91,3574.11,210.0,203.19,322.35,37.6,17.42,60.26,31.05,62.4,44.24,55.76,141.05,103.99,85.88,8.48,211.1,126.06,81.74,49.4,1.44,75.53,7.43,12.4,4.14,5.41,0.83,1.87,1.5,6.03,2.25,2.72,13.15,5.84,1.65,1.14,6580.0,-15828.0,10121.0,924.0,21.0,17.0,0,1,0,0,0,1,0
1702,(주)쎄니트,37760,2017/12,1.661021882359167,-1.3184396035405734,5.043539449379892,-0.3774104975245688,-0.95940214098162,12.549160348720708,9.054230347222822,-2.756851406930814,-5.359147025813693,-17.99022894913306,18.92,5.34,4.43,9.5,81.08,93.22,5.34,1.16,1.71,3730.91,182.0,303.38,253.04,38.85,16.42,63.54,32.47,61.15,48.97,51.03,124.85,102.45,85.63,14.62,201.58,104.19,77.44,65.28,0.93,64.35,10.74,17.39,5.48,6.67,0.83,1.78,1.55,6.21,2.17,2.61,12.81,5.62,1.68,1.1,10264.0,-4558.0,-1755.0,3888.0,22.0,18.0,0,1,0,0,1,0,0
1703,(주)쎄트렉아이,99320,2011/12,22.121650059582667,33.68017524644031,20.7728052915812,24.193133599074194,118.39080459770116,11.881128008985216,29.73683018526068,25.2989449003517,156.17842073538276,128.55457227138643,18.66,14.84,9.7,12.18,81.34,91.57,9.21,-0.82,-2.41,7825.68,1161.0,2105.68,1058.43,59.89,10.54,149.34,53.58,40.11,76.52,23.48,52.41,275.8,246.74,39.65,3.53,30.69,28.38,0.0,38.18,0.0,25.76,0.0,6.05,10.17,0.65,0.82,3.22,229.98,1.09,1.19,12.93,48.15,2.68,0.83,7707.0,-4539.0,-337.0,2829.0,12.0,4.0,0,1,0,0,1,0,0
1704,(주)쎄트렉아이,99320,2012/12,-1.6443134161026451,-6.063088897992626,-2.707199556310444,-0.0621214474297251,-37.10526315789473,11.110508180264263,25.94441728929544,28.89221556886228,13.576470588235296,20.521424883841,19.09,13.38,10.11,12.41,80.91,87.06,9.69,-0.62,-2.25,9855.93,1319.0,73.87,1275.71,59.25,6.81,145.39,55.21,40.75,86.44,13.56,47.14,497.27,463.41,51.91,3.41,15.68,13.78,0.0,47.33,0.0,62.11,0.0,8.42,11.06,0.76,0.93,4.07,417.88,1.27,1.39,14.57,48.15,3.05,0.99,270.0,-753.0,-732.0,-1217.0,13.0,5.0,0,1,0,0,1,0,0
1705,(주)쎄트렉아이,99320,2013/12,16.32118883775911,67.64064544265155,-15.26649565341314,62.25330225330226,30.753138075313807,5.416096893924595,-12.349957031574862,-20.92044134727061,-34.348456598301226,-29.899336046262583,17.23,10.02,6.18,7.53,82.77,89.65,6.08,-0.18,-0.58,8638.84,866.0,3919.74,894.31,43.16,10.51,75.93,38.62,56.84,78.34,21.66,72.56,409.89,366.8,82.15,5.61,27.65,13.44,0.0,32.63,0.0,61.23,0.0,13.26,23.11,0.62,0.75,3.44,307.61,1.22,1.33,14.33,48.15,2.06,1.0,14346.0,-11559.0,-952.0,1837.0,14.0,6.0,0,1,0,0,1,0,0
1706,(주)쎄트렉아이,99320,2014/12,-0.1778390737850687,-9.365244536940686,9.01063785056553,-7.157679660313508,-27.08,3.215195737780866,-17.480549054336137,-8.55516798237562,-43.48374881666141,-33.18056828597617,19.09,6.86,3.26,3.95,80.91,91.62,3.11,-0.31,-0.75,7128.74,482.0,2082.06,597.48,47.13,7.03,89.15,43.82,52.87,81.0,19.0,65.27,563.51,523.89,44.7,22.07,23.45,10.33,0.0,38.77,0.0,72.92,0.0,13.85,29.21,0.47,0.59,2.5,64.85,1.01,1.08,14.31,24.88,1.5,0.85,7620.0,-9938.0,-403.0,-2710.0,15.0,7.0,0,1,0,0,1,0,0
1707,(주)쎄트렉아이,99320,2015/12,7.531631762652704,-4.018369690011482,-4.242845020442799,18.032392283621608,14.53647833241909,7.994075138022352,16.944540262925916,62.33688014454929,144.61194863204915,111.15683584819386,26.5,14.36,7.68,8.98,73.5,84.87,7.67,-0.02,-0.04,8336.73,1141.0,-1283.48,1261.73,41.97,8.41,72.33,38.44,58.03,81.35,18.65,71.33,496.86,455.06,134.58,21.84,22.92,10.38,0.0,33.52,0.0,13.25,0.0,2.47,4.79,0.53,0.66,2.84,71.08,1.2,1.3,15.6,36.26,1.79,1.01,-4698.0,10171.0,-818.0,4668.0,16.0,8.0,0,1,0,0,0,0,1
1708,(주)쎄트렉아이,99320,2016/12,16.973508478301298,4.007177033492823,-0.1611214049786514,29.366351056081573,71.88697318007662,4.74231088944306,12.211588883062404,-14.518921592876575,-27.527961652590733,-31.61541792983976,20.19,9.27,4.95,6.63,79.81,90.78,5.13,0.36,0.79,9354.77,896.0,2500.12,862.93,35.82,14.48,55.82,30.63,64.18,72.85,27.15,88.1,219.68,187.86,51.28,57.2,37.28,22.39,0.0,19.52,0.0,11.85,0.0,3.22,6.5,0.53,0.7,2.3,27.29,1.38,1.56,12.06,28.84,2.01,1.04,9150.0,-9533.0,-642.0,-938.0,17.0,9.0,0,1,0,0,1,0,0
1709,(주)쎄트렉아이,99320,2017/12,2.0306109176048905,2.42093156986774,-13.584281449205196,10.746537552077468,-37.89356366675955,8.706003730010714,24.89631403703488,51.25868055555556,69.98425196850394,70.04433185560481,24.45,12.62,7.72,10.76,75.55,87.44,8.03,0.55,1.23,11683.68,1557.0,3043.81,1467.25,30.34,10.41,43.55,27.18,69.66,77.61,22.39,89.76,195.98,175.59,66.54,54.49,28.85,19.95,0.0,14.86,0.0,64.19,0.0,14.37,23.73,0.61,0.81,2.47,26.17,1.85,2.12,14.7,15.12,2.43,1.25,11140.0,-8997.0,-584.0,1486.0,18.0,10.0,0,1,0,0,1,0,0
1710,(주)쎌바이오텍,49960,2011/12,17.49376478864232,-3.4610487324921864,36.48132427843803,-11.30693706743924,5.769230769230769,14.608890171741953,19.011892002245705,19.10656192969928,6.469387755102041,-2.608695652173913,64.38,22.37,15.34,17.54,35.62,75.53,14.03,-2.5,-10.44,2480.64,674.0,580.28,619.53,70.01,11.76,233.41,61.77,29.99,86.45,13.55,34.7,562.64,496.48,174.8,81.58,15.68,14.39,0.0,57.56,0.0,113.42,0.0,15.37,24.22,0.69,0.78,5.46,14.04,1.05,1.21,7.92,6.97,2.75,0.89,5455.0,-3164.0,-1763.0,497.0,16.0,10.0,0,1,0,0,1,0,0
1711,(주)쎌바이오텍,49960,2012/12,9.685671519934685,31.163069544364507,3.891307728191572,23.210235005897832,-13.68595041322314,14.657642058869824,11.025816965434428,15.10892012524149,17.404638681234427,12.208104395604396,66.74,23.66,15.9,18.03,33.26,74.76,14.56,-2.63,-11.67,2754.17,795.0,656.3,695.2,66.31,9.77,196.8,59.83,33.69,90.37,9.63,37.28,688.27,621.03,137.47,39.21,10.66,10.66,0.0,56.67,2.2,149.68,726.49,14.42,22.45,0.67,0.76,5.84,14.83,0.99,1.11,9.19,6.93,2.69,0.85,6169.0,-8424.0,-358.0,-2657.0,17.0,11.0,0,1,0,0,1,0,0
1712,(주)쎌바이오텍,49960,2013/12,15.864430329495832,50.43422616326904,6.046772684752105,35.1866853229251,-3.4086556874760627,18.203783531479093,22.0518366873962,27.698362173736907,27.346938775510203,43.71843917368018,69.83,24.68,17.93,19.63,30.17,70.28,17.01,-1.76,-10.59,3361.47,1010.0,956.16,999.11,60.69,8.9,154.39,55.29,39.31,92.19,7.81,42.64,785.04,715.18,131.85,33.67,8.47,8.39,0.0,52.96,0.0,207.77,0.0,16.23,23.98,0.73,0.8,8.39,33.74,1.15,1.27,12.31,9.0,2.31,1.01,8988.0,-7647.0,-1958.0,-578.0,18.0,12.0,0,1,0,0,1,0,0
1713,(주)쎌바이오텍,49960,2014/12,23.354319242794126,1.9081186193485653,36.90413182315373,2.435038404968132,-21.252973830293417,21.62551392534436,29.02082410279132,34.756401540901884,33.37179487179488,37.41482112436116,72.93,25.52,19.95,21.81,27.07,68.34,19.0,-1.73,-11.1,4336.99,1347.0,1053.99,1372.93,67.36,5.12,206.35,63.91,32.64,90.9,9.1,35.91,745.29,707.14,103.45,46.63,10.01,9.94,0.0,58.32,0.0,180.18,0.0,16.4,23.17,0.78,0.85,9.17,45.93,1.21,1.3,18.09,7.19,2.45,1.07,9907.0,-8073.0,-1158.0,626.0,19.0,13.0,0,1,0,0,1,0,0
1714,(주)쎌바이오텍,49960,2015/12,30.1437400180543,11.985688729874775,39.56443298969072,10.70516911295469,26.938569989929505,31.313382097362545,21.431024332810047,28.062151072845896,68.26876862443527,45.35099953509996,76.92,35.36,26.41,28.91,23.08,62.11,25.66,-1.57,-8.62,5266.44,2268.0,1939.98,1995.62,72.23,4.66,260.12,68.87,27.77,91.72,8.28,30.28,878.62,837.71,118.01,42.04,9.03,8.96,0.0,64.01,0.0,226.57,0.0,18.77,28.42,0.75,0.82,8.64,49.85,1.07,1.12,21.97,6.78,2.79,0.95,18236.0,-14967.0,-1158.0,1887.0,20.0,14.0,0,1,0,0,1,0,0
1715,(주)쎌바이오텍,49960,2016/12,20.756856258670368,3.961661341853035,27.91638196893871,2.137675937935341,-18.564061880206268,22.391901915441338,17.717402282597718,19.46530805189348,5.678377606398172,14.936830321445708,78.06,31.74,22.36,24.2,21.94,63.0,21.59,-1.7,-10.11,6199.56,2396.0,1913.96,2293.72,76.51,2.96,325.79,74.25,23.49,92.96,7.04,25.27,1088.96,1056.68,166.56,53.64,7.58,7.56,0.0,69.49,0.0,249.2,0.0,20.01,31.08,0.7,0.76,9.26,53.93,0.94,0.98,25.48,6.85,3.04,0.86,17991.0,-11537.0,-3088.0,3322.0,21.0,15.0,0,1,0,0,1,0,0
1716,(주)쎌바이오텍,49960,2017/12,6.570270300124823,18.7359147715632,2.3113125830109142,20.44022199228671,36.87286897223575,7.180967998764156,4.772118882558858,6.46295889206419,-1.6271149791880644,4.971940076990864,79.32,29.8,19.46,20.88,20.68,62.93,18.89,-1.33,-8.51,6495.4,2412.0,2396.63,2407.73,73.46,3.97,276.75,70.54,26.54,93.49,6.51,28.39,1132.21,1087.31,217.53,35.85,6.96,6.94,0.0,66.97,0.0,249.2,0.0,21.0,33.18,0.65,0.7,9.65,57.91,0.87,0.9,25.11,7.58,2.86,0.8,22528.0,-7414.0,-11907.0,3022.0,22.0,16.0,0,1,0,0,1,0,0
1717,(주)쏠리드,50890,2011/12,22.76486935359216,-37.32128235812811,19.49011198475101,25.825950021473904,35.62790043594431,-19.28897748982473,-30.800536866259687,-46.27559530146564,-122.95702998159976,-180.92944859137967,23.68,-3.32,-1.57,-4.79,76.32,115.54,-0.16,2.49,2.34,3832.41,-152.0,-632.8,-201.5,47.02,27.47,88.76,34.1,52.98,32.54,67.46,162.82,101.42,73.55,1.99,123.34,207.33,142.5,58.98,0.66,144.87,-6.49,-9.29,-4.38,-10.23,0.47,1.18,0.79,3.6,0.99,1.34,3.82,2.58,2.48,0.55,-10556.0,-19643.0,24348.0,-5853.0,13.0,7.0,0,1,0,1,0,0,0
