회사명,거래소코드,회계년도,매출총이익(손실)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원)
(주)엘지,003550,2022/12,2332798,2115750,1941380,1067525,737361,821445
(주)엘지생명과학,068870,2009/12,181175,22618,29564,174570,21669,28484
(주)엘지생명과학,068870,2010/12,161666,16863,20019,155297,16439,19577
(주)엘지생명과학,068870,2011/12,167684,5694,10643,159730,5796,10805
(주)엘지생명과학,068870,2012/12,184499,8531,15242,177283,8124,14870
(주)엘지생명과학,068870,2013/12,200370,3288,14395,191313,4189,15419
(주)엘지생명과학,068870,2014/12,200595,-1993,16196,187823,-2543,15400
(주)엘지생명과학,068870,2015/12,218809,11372,25202,203678,12444,26137
(주)엘지생활건강,051900,2009/12,1129111,157974,228144,786161,126726,180068
(주)엘지생활건강,051900,2010/12,1492709,236952,346817,898510,149090,225242
(주)엘지생활건강,051900,2011/12,1716168,271518,400752,1010914,190246,249559
(주)엘지생활건강,051900,2012/12,1993009,311988,445531,1096265,207796,259745
(주)엘지생활건강,051900,2013/12,2294432,365653,496412,1130709,176960,238060
(주)엘지생활건강,051900,2014/12,2575181,354565,511040,1360053,249319,309065
(주)엘지생활건강,051900,2015/12,3102317,470362,684095,1771467,305961,463099
(주)엘지생활건강,051900,2016/12,3660021,579240,880937,2196488,509160,654161
(주)엘지생활건강,051900,2017/12,3809536,618550,930349,2277516,595659,696600
(주)엘지생활건강,051900,2018/12,4051123,692279,1039250,2466536,605849,761381
(주)엘지생활건강,051900,2019/12,4768178,788173,1176411,2841620,622868,859358
(주)엘지생활건강,051900,2020/12,4881576,813101,1220865,2672763,618439,785609
(주)엘지생활건강,051900,2021/12,5051628,861128,1289630,3064940,607236,980044
(주)엘지생활건강,051900,2022/12,4017247,258340,711123,2112018,76951,428277
(주)엘지에너지솔루션,373220,2020/12,224048,-451771,-475206,150128,-377980,-509130
(주)엘지에너지솔루션,373220,2021/12,3898783,929868,768470,2409354,-102962,-354339
(주)엘지에너지솔루션,373220,2022/12,4290532,779826,1213719,1619677,-528127,-676510
(주)엘지유플러스,032640,2009/12,4958745,292977,356178,4958373,292314,355968
(주)엘지유플러스,032640,2010/12,8500751,570021,655296,8498507,564468,652519
(주)엘지유플러스,032640,2011/12,9185166,84663,285702,9180949,80850,283696
(주)엘지유플러스,032640,2012/12,10904634,-59615,126756,10904831,-62584,125858
(주)엘지유플러스,032640,2013/12,11450300,279461,542129,11452151,277512,542624
(주)엘지유플러스,032640,2014/12,10999828,227721,576338,10984928,244034,593083
(주)엘지유플러스,032640,2015/12,10795218,351232,632331,10780359,367328,646332
(주)엘지유플러스,032640,2016/12,11451046,492739,746483,11434770,501042,755777
(주)엘지유플러스,032640,2017/12,12279382,547118,826295,12261930,570391,843674
(주)엘지유플러스,032640,2018/12,12125051,481609,730945,12096778,476752,734708
(주)엘지유플러스,032640,2019/12,12381969,438831,686244,12337746,445644,691767
(주)엘지유플러스,032640,2020/12,13417627,478065,886151,12352879,452541,837979
(주)엘지유플러스,032640,2021/12,13851135,724218,979014,12804202,679148,937941
(주)엘지유플러스,032640,2022/12,13905990,662588,1081260,12781569,661692,1049830
(주)엘지헬로비전,037560,2009/12,,,,,,
(주)엘지헬로비전,037560,2010/12,211435,57547,93205,200113,52942,88315
(주)엘지헬로비전,037560,2011/12,294617,77023,136656,282442,76357,132608
(주)엘지헬로비전,037560,2012/12,389361,104361,149335,336340,76331,117365
(주)엘지헬로비전,037560,2013/12,443920,76955,115796,391431,58353,94075
(주)엘지헬로비전,037560,2014/12,461431,25655,102124,406523,28048,91331
(주)엘지헬로비전,037560,2015/12,,,,422473,59677,104970
(주)엘지헬로비전,037560,2016/12,,,,361316,21513,42936
(주)엘지헬로비전,037560,2017/12,,,,396860,28883,72865
(주)엘지헬로비전,037560,2018/12,1061144,39691,68005,1054491,39813,68075
(주)엘지헬로비전,037560,2019/12,1022208,-94231,29249,1018379,-95166,30358
(주)엘지헬로비전,037560,2020/12,968490,-312794,34150,966562,-311858,34936
(주)엘지헬로비전,037560,2021/12,971711,26922,44492,971711,27225,44349
(주)엘지헬로비전,037560,2022/12,992423,-26025,53801,992841,-27234,52215
(주)엘지화학,051910,2009/12,3259839,1539197,2097749,2827805,1384472,1854481
(주)엘지화학,051910,2010/12,3998850,2199765,2821328,3496782,1970993,2496244
(주)엘지화학,051910,2011/12,4080731,2169670,2835424,3617513,2028321,2536872
(주)엘지화학,051910,2012/12,3307943,1506345,1910323,2959916,1440317,1726960
(주)엘지화학,051910,2013/12,3308939,1270613,1743044,2963953,1174392,1579269
(주)엘지화학,051910,2014/12,3003890,854025,1310761,2618396,823496,1133125
(주)엘지화학,051910,2015/12,3666042,1148531,1823568,3224404,1203855,1620092
(주)엘지화학,051910,2016/12,4064236,1280994,1991920,3547970,1379589,1813245
(주)엘지화학,051910,2017/12,5563526,2021973,2928457,4511001,1605223,2293229
(주)엘지화학,051910,2018/12,5346197,1519312,2246070,4551268,1581064,1953618
(주)엘지화학,051910,2019/12,4845807,376104,895648,3992195,365924,582425
(주)엘지화학,051910,2020/12,6312224,682408,1798159,4346234,-98223,1114437
(주)엘지화학,051910,2021/12,11218310,3953904,5025466,5711444,2514263,3019160
(주)엘지화학,051910,2022/12,9986462,2195518,2995698,4548667,3006969,1070050
(주)엠씨넥스,097520,2009/12,,,,,,
(주)엠씨넥스,097520,2010/12,19728,5902,9043,17673,4543,7760
(주)엠씨넥스,097520,2011/12,30314,11583,16103,25181,8050,12519
(주)엠씨넥스,097520,2012/12,22765,2372,6211,19390,2245,6247
(주)엠씨넥스,097520,2013/12,32452,7995,12127,28610,7049,12464
(주)엠씨넥스,097520,2014/12,53368,13645,22599,51725,23361,30699
(주)엠씨넥스,097520,2015/12,66590,16163,26294,58675,26897,30846
(주)엠씨넥스,097520,2016/12,17327,-24700,-23870,23235,-8099,-10027
(주)엠씨넥스,097520,2017/12,63417,-892,19661,56798,-13286,22176
(주)엠씨넥스,097520,2018/12,87172,29818,41112,90646,41006,51761
(주)엠씨넥스,097520,2019/12,184124,84507,113067,189174,99541,130321
(주)엠씨넥스,097520,2020/12,127898,38444,59167,123533,36870,68094
(주)엠씨넥스,097520,2021/12,88635,39505,23879,72656,26674,17944
(주)엠씨넥스,097520,2022/12,74601,22973,10702,65333,19989,11254
(주)영원무역,111770,2009/12,103532,50192,66690,67725,50102,39018
(주)영원무역,111770,2010/12,202416,76661,106096,124655,42583,58240
(주)영원무역,111770,2011/12,283585,128516,185331,138844,54250,75485
(주)영원무역,111770,2012/12,294596,131284,185794,144773,51472,79475
(주)영원무역,111770,2013/12,282698,121929,160788,142189,47229,69724
(주)영원무역,111770,2014/12,337458,143318,185502,143449,44023,64072
(주)영원무역,111770,2015/12,449263,144524,196819,160926,55400,82748
(주)영원무역,111770,2016/12,526978,108971,179446,173057,65612,96233
(주)영원무역,111770,2017/12,537134,94673,181147,173086,46014,94756
(주)영원무역,111770,2018/12,569144,111285,201038,171520,41813,95212
(주)영원무역,111770,2019/12,605879,174283,237561,186666,66802,119152
(주)영원무역,111770,2020/12,628334,182426,259689,171535,59520,113918
(주)영원무역,111770,2021/12,827581,334303,442515,216152,136466,155521
(주)영원무역,111770,2022/12,1316617,743155,823027,322960,204215,241564
(주)영원무역홀딩스,009970,2009/12,353636,106064,178562,118265,79106,87858
(주)영원무역홀딩스,009970,2010/12,450560,155312,211878,26596,19131,20697
(주)영원무역홀딩스,009970,2011/12,580897,210947,292946,45491,37402,39374
(주)영원무역홀딩스,009970,2012/12,556037,168939,235666,24766,17401,19276
(주)영원무역홀딩스,009970,2013/12,589611,161436,219994,24310,14264,19321
(주)영원무역홀딩스,009970,2014/12,615611,181666,234996,27005,19535,22820
(주)영원무역홀딩스,009970,2015/12,689712,172629,230875,18448,14021,14958
(주)영원무역홀딩스,009970,2016/12,766650,128986,200996,14599,11414,11792
(주)영원무역홀딩스,009970,2017/12,802219,117580,210302,13866,10629,11235
(주)영원무역홀딩스,009970,2018/12,874881,152106,254902,18605,13295,15825
(주)영원무역홀딩스,009970,2019/12,885695,227683,298988,25713,14929,18572
(주)영원무역홀딩스,009970,2020/12,933359,234466,340765,24236,15161,19967
(주)영원무역홀딩스,009970,2021/12,1227410,446829,570493,31489,23596,23466
(주)영원무역홀딩스,009970,2022/12,1873844,898145,1002199,66428,53576,54863
(주)영풍,000670,2009/12,179416,160323,73984,52437,143815,20705
(주)영풍,000670,2010/12,113059,226344,83588,84446,61095,61479
(주)영풍,000670,2011/12,122934,231970,78677,97661,54676,60987
(주)영풍,000670,2012/12,190685,277424,139331,122035,104130,80265
(주)영풍,000670,2013/12,262148,234427,157525,91861,71429,50837
(주)영풍,000670,2014/12,98898,100585,-29238,67482,33446,19885
(주)영풍,000670,2015/12,111573,89940,-5522,102242,58027,49300
(주)영풍,000670,2016/12,105948,127379,-4150,105281,81643,52530
(주)영풍,000670,2017/12,284703,272291,159425,79818,59989,24919
(주)영풍,000670,2018/12,7872,46237,-108919,22071,36553,-29966
(주)영풍,000670,2019/12,217650,207400,84397,101949,76098,49966
(주)영풍,000670,2020/12,167708,85350,46683,71926,46401,23523
(주)영풍,000670,2021/12,126440,170064,-26784,-33464,-13117,-72816
(주)영풍,000670,2022/12,219785,415564,68872,-61739,-42929,-107770
(주)영흥,012160,2009/12,,,,18340,6103,8352
(주)영흥,012160,2010/12,16834,6063,6691,16224,6177,6821
(주)영흥,012160,2011/12,25311,12378,15312,17824,6291,8069
(주)영흥,012160,2012/12,22049,4830,3655,11650,2156,-1005
(주)영흥,012160,2013/12,25796,7510,9941,16269,3953,4580
(주)영흥,012160,2014/12,24305,2515,3052,16078,2547,1558
(주)영흥,012160,2015/12,25123,4155,2937,17312,4809,2391
(주)영흥,012160,2016/12,21533,327,515,17506,809,585
(주)영흥,012160,2017/12,20418,-4192,1081,16888,-4203,253
(주)영흥,012160,2018/12,19638,-5209,-1709,15879,-12044,-4610
(주)영흥,012160,2019/12,20812,1062,3401,17765,2775,3615
(주)영흥,012160,2020/12,-158,-22750,-25109,2674,-13705,-12791
(주)영흥,012160,2021/12,44117,9975,6674,19825,4257,2156
(주)영흥,012160,2022/12,43189,-2857,4227,25027,-328,3769
(주)예스코홀딩스,015360,2009/12,114525,15213,15682,102321,18349,25879
(주)예스코홀딩스,015360,2010/12,155836,33534,53663,109315,36426,25662
(주)예스코홀딩스,015360,2011/12,124181,21964,28359,103377,21503,24452
(주)예스코홀딩스,015360,2012/12,118445,30356,14282,104954,22803,21629
(주)예스코홀딩스,015360,2013/12,119136,14014,16258,102096,16652,13029
(주)예스코홀딩스,015360,2014/12,106470,13260,4371,100029,4961,7210
(주)예스코홀딩스,015360,2015/12,121720,19434,17379,105660,11979,12066
(주)예스코홀딩스,015360,2016/12,128468,49173,21127,108756,22164,11530
(주)예스코홀딩스,015360,2017/12,136541,27074,24391,116706,34457,14298
(주)예스코홀딩스,015360,2018/12,147428,10689,25214,44850,-17776,10240
(주)예스코홀딩스,015360,2019/12,146189,22132,22143,12600,7990,6001
(주)예스코홀딩스,015360,2020/12,149318,-77911,9591,18004,-72004,4254
(주)예스코홀딩스,015360,2021/12,163593,26558,24030,19687,17821,175
(주)예스코홀딩스,015360,2022/12,146021,-2470,313,5793,-11640,-17576
(주)오뚜기,007310,2009/12,298738,61089,66380,294369,60857,65263
(주)오뚜기,007310,2010/12,319272,62430,70951,304638,52708,67139
(주)오뚜기,007310,2011/12,347607,70652,84845,324138,61239,76017
(주)오뚜기,007310,2012/12,385625,75786,108688,358209,61833,95702
(주)오뚜기,007310,2013/12,390842,92241,105076,360969,75366,90069
(주)오뚜기,007310,2014/12,415513,94111,115871,392432,87711,105573
(주)오뚜기,007310,2015/12,457936,104933,133409,430549,94004,118672
(주)오뚜기,007310,2016/12,486892,137991,142501,456894,119662,125860
(주)오뚜기,007310,2017/12,476926,132382,146055,469642,104168,129473
(주)오뚜기,007310,2018/12,399014,160829,151725,440043,139427,136298
(주)오뚜기,007310,2019/12,408473,99795,148278,436307,95989,126105
(주)오뚜기,007310,2020/12,462285,110380,198445,479750,137759,155242
(주)오뚜기,007310,2021/12,441581,129978,166575,482253,100918,133100
(주)오뚜기,007310,2022/12,500890,278494,185656,542025,185343,156754
(주)오라바이오틱스,016160,2009/12,5929,-13844,-3281,3829,-13342,-1185
(주)오리온,271560,2017/12,523744,76680,107427,184481,34264,45023
(주)오리온,271560,2018/12,876973,143026,282175,333797,70765,92211
(주)오리온,271560,2019/12,913216,220468,327589,346891,76478,107774
(주)오리온,271560,2020/12,953062,274562,376122,361651,75659,114170
(주)오리온,271560,2021/12,946390,263662,372910,362513,92263,130936
(주)오리온,271560,2022/12,1091168,398308,466655,386692,104657,140232
(주)오리온홀딩스,001800,2009/12,784756,48489,142768,234501,37056,52898
(주)오리온홀딩스,001800,2010/12,724064,211500,337612,263105,166405,239810
(주)오리온홀딩스,001800,2011/12,837090,110497,209980,297152,45988,76726
(주)오리온홀딩스,001800,2012/12,1019622,169800,263732,321944,5837,61949
(주)오리온홀딩스,001800,2013/12,1077272,160241,258780,320856,10930,47478
(주)오리온홀딩스,001800,2014/12,1102405,174297,279050,308896,5209,44731
(주)오리온홀딩스,001800,2015/12,1114723,177108,299320,339291,15354,95149
(주)오리온홀딩스,001800,2016/12,1150673,249050,326247,313350,50954,78674
(주)오리온홀딩스,001800,2017/12,27504,1486406,4901,13597,2228911,-712
(주)오리온홀딩스,001800,2018/12,897395,118295,230513,26309,22916,15281
(주)오리온홀딩스,001800,2019/12,928229,156390,266660,28973,7966,17598
(주)오리온홀딩스,001800,2020/12,963402,218532,308629,26052,13482,13166
(주)오리온홀딩스,001800,2021/12,969095,225328,315697,27554,23625,14975
(주)오리온홀딩스,001800,2022/12,1106645,323575,399825,30499,19122,18314
(주)온미디어,045710,2009/12,96576,18313,24002,44293,15217,18685
(주)와이지플러스,037270,2009/12,,,,6729,-5302,-3297
(주)와이지플러스,037270,2010/12,9607,-1513,-1529,6239,-2089,-1751
(주)와이지플러스,037270,2011/12,10922,1222,242,6924,1069,542
(주)와이지플러스,037270,2012/12,10532,-2038,-2355,5382,-2359,-2616
(주)와이지플러스,037270,2013/12,8074,-2881,-3124,3300,-3812,-3522
(주)와이지플러스,037270,2014/12,3535,-3461,-1629,535,-1574,-2131
(주)와이지플러스,037270,2015/12,8272,-4520,-6986,36,-1737,-3442
(주)와이지플러스,037270,2016/12,23359,-5448,-6761,7380,922,-555
(주)와이지플러스,037270,2017/12,23283,-9984,-6012,5948,-7877,-2541
(주)와이지플러스,037270,2018/12,31954,-1431,807,9852,345,-358
(주)와이지플러스,037270,2019/12,32958,-4250,1196,10386,-19261,341
(주)와이지플러스,037270,2020/12,28460,-7470,6139,12623,-2837,688
(주)와이지플러스,037270,2021/12,37461,22616,25571,23233,9863,5360
(주)와이지플러스,037270,2022/12,31268,16692,10337,31452,9155,8135
(주)와이투솔루션,011690,2009/12,,,,17198,2718,6642
(주)와이투솔루션,011690,2010/12,20694,2195,4892,18661,2200,4847
(주)와이투솔루션,011690,2011/12,9245,-5345,-2868,8226,-4839,-2383
(주)와이투솔루션,011690,2012/12,12401,-1521,1702,11685,-545,2646
(주)와이투솔루션,011690,2013/12,7975,-4381,-534,7782,-2725,1051
(주)와이투솔루션,011690,2014/12,12058,301,3438,10782,889,4014
(주)와이투솔루션,011690,2015/12,13632,1617,4220,11840,1585,4157
(주)와이투솔루션,011690,2016/12,5161,-5114,-4787,3619,-5160,-4860
(주)와이투솔루션,011690,2017/12,6581,4109,-3235,4619,3874,-3519
(주)와이투솔루션,011690,2018/12,-4710,-29972,-18410,-6231,-29972,-18327
(주)와이투솔루션,011690,2019/12,7245,-9501,-5100,5557,-9501,-5086
(주)와이투솔루션,011690,2020/12,6954,-43045,-4157,5264,-43045,-4165
(주)와이투솔루션,011690,2021/12,6141,-9658,-4530,5111,-9658,-3224
(주)와이투솔루션,011690,2022/12,13329,-2214,1782,12035,-1550,3887
(주)용평리조트,070960,2009/12,,,,,,
(주)용평리조트,070960,2010/12,,,,,,
(주)용평리조트,070960,2011/12,,,,,,
(주)용평리조트,070960,2012/12,,,,,,
(주)용평리조트,070960,2013/12,39671,11726,24618,39579,11663,24586
(주)용평리조트,070960,2014/12,29403,3956,17200,29312,3929,17186
(주)용평리조트,070960,2015/12,41463,11573,26430,41589,11607,26591
(주)용평리조트,070960,2016/12,48965,14321,30374,48911,14279,30322
(주)용평리조트,070960,2017/12,47327,16953,33497,47395,16971,33565
(주)용평리조트,070960,2018/12,41553,10186,24563,41556,10162,24566
(주)용평리조트,070960,2019/12,13278,-13792,-4124,13189,-13879,-4218
(주)용평리조트,070960,2020/12,9109,-17562,-6952,9286,-17522,-6776
(주)용평리조트,070960,2021/12,50791,8674,30731,51014,8789,30955
(주)용평리조트,070960,2022/12,19088,-12121,1552,19099,-10771,1565
(주)우성,006980,2009/12,77000,17766,17842,62389,14527,14504
(주)우성,006980,2010/12,59445,7081,9905,54746,9102,12454
(주)우성,006980,2011/12,58305,13817,11811,52414,6277,7858
(주)우성,006980,2012/12,53663,6981,4014,48960,7056,3326
(주)우성,006980,2013/12,50253,2983,2931,45753,2378,2566
(주)우성,006980,2014/12,53973,4015,6144,49256,3728,5542
(주)우성,006980,2015/12,51261,-5522,3477,46517,-5058,3506
(주)우성,006980,2016/12,47325,804,1090,44175,-246,1768
(주)우성,006980,2017/12,46201,1047,-1904,43571,2116,-300
(주)우성,006980,2018/12,46012,-4218,-4135,42539,-4832,-3688
(주)우성,006980,2019/12,54116,11868,-3576,49763,11243,-3487
(주)우성,006980,2020/12,64869,5716,4505,60474,3344,4951
(주)우성,006980,2021/12,68642,-5842,912,50492,-6590,3077
(주)우성,006980,2022/12,70711,126,-607,9577,397,-1207
(주)우신시스템,017370,2009/12,12786,4091,4709,11571,4081,4491
(주)우신시스템,017370,2010/12,20452,6218,9465,16856,5674,8465
(주)우신시스템,017370,2011/12,23343,8136,11607,19570,7546,10605
(주)우신시스템,017370,2012/12,20554,5660,9370,16646,5582,8276
(주)우신시스템,017370,2013/12,18792,3745,5189,12743,3771,4543
(주)우신시스템,017370,2014/12,32474,12108,16595,17500,6740,9327
(주)우신시스템,017370,2015/12,35418,15161,16149,16195,8711,7793
(주)우신시스템,017370,2016/12,33689,9215,11545,10622,6635,1030
(주)우신시스템,017370,2017/12,27584,-788,6707,13261,4410,4472
(주)우신시스템,017370,2018/12,22462,-3134,-1259,10368,2414,2477
(주)우신시스템,017370,2019/12,27077,4162,666,11789,-8426,3739
(주)우신시스템,017370,2020/12,19298,-14013,-3556,13163,221,5308
(주)우신시스템,017370,2021/12,16906,-12911,-11487,13323,-11704,5267
(주)우신시스템,017370,2022/12,36944,2817,7972,20407,7532,10933
(주)우진,105840,2009/12,,,,14948,10618,8517
(주)우진,105840,2010/12,19032,11339,10340,16891,8979,9381
(주)우진,105840,2011/12,24355,13447,11320,18169,7103,8545
(주)우진,105840,2012/12,18713,8037,5496,12640,4844,3118
(주)우진,105840,2013/12,15514,2588,-2346,6842,898,-3947
(주)우진,105840,2014/12,21108,1910,1133,11015,2461,1392
(주)우진,105840,2015/12,22608,13796,1348,11818,19204,1168
(주)우진,105840,2016/12,23798,-251,-284,11582,1212,729
(주)우진,105840,2017/12,18801,-15456,-2781,8315,-15033,-2395
(주)우진,105840,2018/12,20072,-7205,-1087,10321,-4284,334
(주)우진,105840,2019/12,17864,-13994,-1965,8535,-12179,-675
(주)우진,105840,2020/12,19843,33898,1146,10653,30925,1220
(주)우진,105840,2021/12,30577,-6165,8370,17146,-9273,3572
(주)우진,105840,2022/12,37279,11785,11894,20649,6857,5025
(주)우진아이엔에스,010400,2009/12,,,,,,
(주)우진아이엔에스,010400,2010/12,,,,,,
(주)우진아이엔에스,010400,2011/12,,,,,,
(주)우진아이엔에스,010400,2012/12,,,,,,
(주)우진아이엔에스,010400,2013/12,,,,,,
(주)우진아이엔에스,010400,2014/12,,,,,,
(주)우진아이엔에스,010400,2015/12,,,,,,
(주)우진아이엔에스,010400,2016/12,,,,18040,10335,13565
(주)우진아이엔에스,010400,2017/12,27840,16846,22812,27840,16846,22907
(주)우진아이엔에스,010400,2018/12,23144,14447,17980,23144,14447,18089
(주)우진아이엔에스,010400,2019/12,6267,2125,880,6267,2125,1000
(주)우진아이엔에스,010400,2020/12,7327,1764,1774,7327,1764,1846
(주)우진아이엔에스,010400,2021/12,-53,-3212,-6727,-53,-3211,-6691
(주)우진아이엔에스,010400,2022/12,1370,-3325,-5607,1370,-3326,-5540
(주)우진플라임,049800,2009/12,14548,1027,2528,12757,1027,2545
(주)우진플라임,049800,2010/12,27153,6667,9567,23824,6321,9053
(주)우진플라임,049800,2011/12,36117,9390,13671,32962,9409,13515
(주)우진플라임,049800,2012/12,37673,6907,9495,35621,8719,11074
(주)우진플라임,049800,2013/12,44982,6785,10294,42775,8646,11770
(주)우진플라임,049800,2014/12,31400,-172,-7186,29506,-2037,-4559
(주)우진플라임,049800,2015/12,34946,-17252,-10716,32931,-15644,-8405
(주)우진플라임,049800,2016/12,62255,14801,16137,59847,12836,14574
(주)우진플라임,049800,2017/12,57676,744,6217,55677,2209,7499
(주)우진플라임,049800,2018/12,33966,-13596,-11777,32267,-14022,-11952
(주)우진플라임,049800,2019/12,38651,-13606,-8331,36021,-15260,-9639
(주)우진플라임,049800,2020/12,53165,7770,9434,49209,7701,9095
(주)우진플라임,049800,2021/12,62619,22512,16625,60672,22352,17036
(주)우진플라임,049800,2022/12,76079,21850,22613,74134,20923,22628
(주)웅진,016880,2009/12,1811018,167269,330486,86251,5801,61633
(주)웅진,016880,2010/12,141907,87856,182439,92050,25705,63842
(주)웅진,016880,2011/12,173018,-161341,-87555,94471,9019,57972
(주)웅진,016880,2012/12,-140624,-1588237,-243728,88551,-1327958,-48283
(주)웅진,016880,2013/12,58539,229973,-14884,39760,390606,16505
(주)웅진,016880,2014/12,47300,66534,4718,33369,101136,15324
(주)웅진,016880,2015/12,79198,20423,22419,37979,2910,15805
(주)웅진,016880,2016/12,31496,-2605,-11793,28154,2015,3174
(주)웅진,016880,2017/12,51723,6947,10377,26464,9940,4322
(주)웅진,016880,2018/12,29570,-103259,-84222,36781,-113964,-55320
(주)웅진,016880,2019/12,374958,-228082,75213,43266,-104994,-518
(주)웅진,016880,2020/12,379894,-22583,22859,56733,38342,28272
(주)웅진,016880,2021/12,450728,34162,42953,50721,19647,24370
(주)웅진,016880,2022/12,489340,8093,42327,52231,23633,21909
(주)웅진씽크빅,095720,2009/12,522310,59113,88053,500990,57895,86171
(주)웅진씽크빅,095720,2010/12,525890,54193,76767,482358,47255,66972
(주)웅진씽크빅,095720,2011/12,506052,28439,43214,454770,21173,32613
(주)웅진씽크빅,095720,2012/12,409483,-57656,9510,399149,-51020,6945
(주)웅진씽크빅,095720,2013/12,341955,3108,12864,339670,-4931,10478
(주)웅진씽크빅,095720,2014/12,317435,10405,17965,311610,11892,17905
(주)웅진씽크빅,095720,2015/12,320262,13399,23370,313459,12236,22226
(주)웅진씽크빅,095720,2016/12,334087,23696,37709,326444,23405,35928
(주)웅진씽크빅,095720,2017/12,348774,24938,34215,342618,27052,33859
(주)웅진씽크빅,095720,2018/12,366501,22334,33995,360091,21862,33342
(주)웅진씽크빅,095720,2019/12,372172,-141194,21654,364276,-142698,20080
(주)웅진씽크빅,095720,2020/12,374649,358,13993,366789,7736,19391
(주)웅진씽크빅,095720,2021/12,428120,44177,26789,412329,43702,30724
(주)웅진씽크빅,095720,2022/12,467478,3109,27552,446029,6908,30773
(주)원림,005820,2009/12,22352,4614,8256,8111,3186,3667
(주)원림,005820,2010/12,,,,6846,3083,3270
(주)원림,005820,2011/12,,,,5958,2637,3604
(주)원림,005820,2012/12,,,,5369,3944,775
(주)원림,005820,2013/12,18426,8614,5037,6333,4877,2437
(주)원림,005820,2014/12,18210,5300,5025,6221,2889,2018
(주)원림,005820,2015/12,19058,5143,7046,4673,1810,944
(주)원림,005820,2016/12,26343,10437,10394,4215,3689,859
(주)원림,005820,2017/12,17069,5514,4981,3468,1652,315
(주)원림,005820,2018/12,13662,460,1977,1278,-872,-1452
(주)원림,005820,2019/12,16200,4349,4182,1859,197,-446
(주)원림,005820,2020/12,16645,18305,5424,2392,18080,134
(주)원림,005820,2021/12,14479,2724,3193,2428,1825,-147
(주)원림,005820,2022/12,15683,9219,3401,2232,1973,-723
(주)위스컴,024070,2009/12,17834,9968,11004,15465,9968,9873
(주)위스컴,024070,2010/12,16780,9670,10071,14514,8981,9420
(주)위스컴,024070,2011/12,17358,9415,10736,15721,9261,10717
(주)위스컴,024070,2012/12,14703,7341,7640,13331,8055,7565
(주)위스컴,024070,2013/12,13524,4924,6253,11953,4871,6110
(주)위스컴,024070,2014/12,12222,5509,5362,10359,5904,5152
(주)위스컴,024070,2015/12,9458,2793,2150,7365,2243,1403
(주)위스컴,024070,2016/12,8207,1894,1474,5742,1629,445
(주)위스컴,024070,2017/12,6374,65,336,4834,495,92
(주)위스컴,024070,2018/12,5885,1050,-345,4259,897,-569
(주)위스컴,024070,2019/12,6975,1076,827,5497,1376,856
(주)위스컴,024070,2020/12,4803,-1001,-1721,3619,-65,-1007
(주)위스컴,024070,2021/12,6157,1212,-34,5293,3319,845
(주)위스컴,024070,2022/12,7192,-7425,744,6201,-9051,1646
(주)윌비스,008600,2009/12,44701,1606,8182,28466,1902,6720
(주)윌비스,008600,2010/12,45044,851,4452,30088,8430,8479
(주)윌비스,008600,2011/12,48132,2925,8973,31595,3369,5310
(주)윌비스,008600,2012/12,36668,-6427,-1933,31012,1940,4795
(주)윌비스,008600,2013/12,46220,-3345,8222,34651,442,6820
(주)윌비스,008600,2014/12,45152,3099,6860,31256,5006,4133
(주)윌비스,008600,2015/12,54829,4192,9829,28521,-2046,-2252
(주)윌비스,008600,2016/12,61749,3966,10144,34760,438,1163
(주)윌비스,008600,2017/12,55613,652,7002,36292,-2992,3524
(주)윌비스,008600,2018/12,52122,-6622,3414,40594,135,8627
(주)윌비스,008600,2019/12,27551,-36493,-19744,36756,-34863,5797
(주)윌비스,008600,2020/12,44711,-2449,2385,29233,-2453,597
(주)윌비스,008600,2021/12,49468,-14579,4389,31757,-8946,167
(주)윌비스,008600,2022/12,43046,-9325,193,31559,5303,2581
(주)유니드,014830,2009/12,89791,35197,45012,84286,35197,45081
(주)유니드,014830,2010/12,144764,74973,86136,120401,60882,70541
(주)유니드,014830,2011/12,137741,66263,69889,113836,49779,57938
(주)유니드,014830,2012/12,111359,4495,28872,96495,9527,25443
(주)유니드,014830,2013/12,137071,35924,48574,106725,26103,31990
(주)유니드,014830,2014/12,161332,45705,63419,129188,34505,46995
(주)유니드,014830,2015/12,157947,70875,53066,125662,63478,42951
(주)유니드,014830,2016/12,177424,48473,68047,131527,42787,50088
(주)유니드,014830,2017/12,186337,41086,67090,130456,28967,43470
(주)유니드,014830,2018/12,174933,35974,80055,97594,12892,31691
(주)유니드,014830,2019/12,190745,67466,84758,93802,37802,27616
(주)유니드,014830,2020/12,205900,76818,96249,104344,45214,36785
(주)유니드,014830,2021/12,296710,182423,168339,134522,104572,60267
(주)유니드,014830,2022/12,287283,126750,147871,171064,117383,95951
(주)유니드비티플러스,446070,2022/12,,,,4634,960,1427
(주)유니온,000910,2009/12,,,,17680,6275,6777
(주)유니온,000910,2010/12,23886,10406,12477,23686,10346,12363
(주)유니온,000910,2011/12,22081,8413,9802,21529,8317,9656
(주)유니온,000910,2012/12,17569,5417,4620,17085,5782,4951
