회사명,거래소코드,회계년도,매출총이익(손실)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원)
(주)DB하이텍,000990,2009/12,155169,-183352,-136196,147283,-176443,-130420
(주)DB하이텍,000990,2010/12,-133770,-191153,-378472,-133821,-204815,-362804
(주)DB하이텍,000990,2011/12,91775,-97947,-43150,91177,-93084,-39984
(주)DB하이텍,000990,2012/12,96783,-31341,-15622,96948,-32122,-14430
(주)DB하이텍,000990,2013/12,89251,-83047,-9611,89251,-73243,-9393
(주)DB하이텍,000990,2014/12,136905,-77009,45560,136905,-58320,45311
(주)DB하이텍,000990,2015/12,229679,126733,124969,229679,127470,124373
(주)DB하이텍,000990,2016/12,290010,88344,172428,290010,88002,171788
(주)DB하이텍,000990,2017/12,253567,110175,143195,253567,74402,142354
(주)DB하이텍,000990,2018/12,215336,86829,112993,215336,95087,112884
(주)DB하이텍,000990,2019/12,294124,104637,181292,294124,121160,181156
(주)DB하이텍,000990,2020/12,358885,166026,239335,358885,165658,239189
(주)DB하이텍,000990,2021/12,535197,316892,399107,535197,316920,398950
(주)DB하이텍,000990,2022/12,933218,558837,768747,933218,558547,768587
(주)HJ중공업,097230,2009/12,534322,51644,390400,592185,51904,460906
(주)HJ중공업,097230,2010/12,325985,-72295,119726,297918,-39395,101888
(주)HJ중공업,097230,2011/12,226941,-96920,107974,159175,-116272,59453
(주)HJ중공업,097230,2012/12,191059,-53214,52914,147316,13082,28591
(주)HJ중공업,097230,2013/12,64973,-190193,-69574,26380,-212716,-109107
(주)HJ중공업,097230,2014/12,-16934,-299811,-144988,766,-225739,-106249
(주)HJ중공업,097230,2015/12,111036,-260925,-79370,68989,-260118,-97810
(주)HJ중공업,097230,2016/12,59726,-334446,-79319,152126,-334429,49319
(주)HJ중공업,097230,2017/12,21248,-277978,-116693,192416,-299028,86683
(주)HJ중공업,097230,2018/12,140780,-1283647,61676,199822,-963474,-66005
(주)HJ중공업,097230,2019/12,177484,306169,83839,170398,-73654,77055
(주)HJ중공업,097230,2020/12,130471,78346,51629,129821,76553,51087
(주)HJ중공업,097230,2021/12,-20527,-139844,-108991,-20844,-139995,-109186
(주)HJ중공업,097230,2022/12,96635,-50160,6625,96297,-50187,6360
(주)MH에탄올,023150,2009/12,12251,1317,4917,11844,1317,7440
(주)MH에탄올,023150,2010/12,8116,-1793,3449,11445,4582,9209
(주)MH에탄올,023150,2011/12,7527,-4357,603,10491,3352,6908
(주)MH에탄올,023150,2012/12,10738,287,5452,10010,2572,6519
(주)MH에탄올,023150,2013/12,7883,7028,3010,13051,-11627,9650
(주)MH에탄올,023150,2014/12,11874,-203,8745,11874,4618,8747
(주)MH에탄올,023150,2015/12,13961,7779,11092,13961,7745,11094
(주)MH에탄올,023150,2016/12,14935,8145,11874,14935,8135,11877
(주)MH에탄올,023150,2017/12,14752,4308,8117,13693,5903,10453
(주)MH에탄올,023150,2018/12,19271,-12033,1228,12612,6553,9029
(주)MH에탄올,023150,2019/12,26660,-7552,7829,11577,-5005,7829
(주)MH에탄올,023150,2020/12,34821,3803,15782,12368,1156,8239
(주)MH에탄올,023150,2021/12,43856,8689,23335,8156,4939,3675
(주)MH에탄올,023150,2022/12,43260,11906,21925,4700,5685,586
(주)SH에너지화학,002360,2009/12,14494,4921,5764,14494,4507,5933
(주)SH에너지화학,002360,2010/12,12826,-6501,-6801,12548,-6557,-7398
(주)SH에너지화학,002360,2011/12,12420,1801,4166,12178,3164,4988
(주)SH에너지화학,002360,2012/12,15121,211,2183,13391,1080,2875
(주)SH에너지화학,002360,2013/12,17960,4607,6424,16386,4842,7203
(주)SH에너지화학,002360,2014/12,33251,16733,21272,30142,15570,20275
(주)SH에너지화학,002360,2015/12,37306,12591,22950,34801,12639,22900
(주)SH에너지화학,002360,2016/12,38639,18029,24101,34654,17574,23600
(주)SH에너지화학,002360,2017/12,26291,9879,14182,22961,8905,13189
(주)SH에너지화학,002360,2018/12,12269,2034,2101,11695,2767,2812
(주)SH에너지화학,002360,2019/12,6668,-3090,-3131,6300,-3152,-2363
(주)SH에너지화학,002360,2020/12,1088,-6946,-7852,963,-7219,-7104
(주)SH에너지화학,002360,2021/12,9933,611,343,9810,753,722
(주)SH에너지화학,002360,2022/12,10961,1832,805,10127,1231,549
(주)SIMPAC,009160,2009/12,25726,13693,11711,25706,13693,11763
(주)SIMPAC,009160,2010/12,37874,20515,21539,37412,14885,21914
(주)SIMPAC,009160,2011/12,44956,24977,27346,44168,21196,27383
(주)SIMPAC,009160,2012/12,42491,19286,25191,41753,22517,25310
(주)SIMPAC,009160,2013/12,41346,20044,23599,40652,19196,23741
(주)SIMPAC,009160,2014/12,43068,14312,17342,39142,10219,18737
(주)SIMPAC,009160,2015/12,48115,16450,21241,41810,19449,23630
(주)SIMPAC,009160,2016/12,49360,16184,23566,39868,16445,21406
(주)SIMPAC,009160,2017/12,37625,12896,11698,34666,7134,13971
(주)SIMPAC,009160,2018/12,34156,69199,10191,25289,62381,7216
(주)SIMPAC,009160,2019/12,44780,9488,11141,34844,11507,8438
(주)SIMPAC,009160,2020/12,37678,34139,7787,27718,26302,6896
(주)SIMPAC,009160,2021/12,159437,90833,106402,119172,65314,80178
(주)SIMPAC,009160,2022/12,175641,76137,118946,134666,47520,87062
(주)SNT에너지,100840,2009/12,,,,58892,35404,44030
(주)SNT에너지,100840,2010/12,,,,25320,3201,4122
(주)SNT에너지,100840,2011/12,,,,14099,-4156,-6597
(주)SNT에너지,100840,2012/12,,,,38868,9088,15133
(주)SNT에너지,100840,2013/12,,,,38943,16190,16804
(주)SNT에너지,100840,2014/12,,,,39135,11264,13778
(주)SNT에너지,100840,2015/12,,,,57789,27030,33918
(주)SNT에너지,100840,2016/12,,,,49110,1660,1195
(주)SNT에너지,100840,2017/12,,,,38042,4582,19202
(주)SNT에너지,100840,2018/12,,,,20766,1825,-1892
(주)SNT에너지,100840,2019/12,35692,15452,17474,32531,14579,14680
(주)SNT에너지,100840,2020/12,40089,9788,23126,39026,9407,22713
(주)SNT에너지,100840,2021/12,28721,12503,13281,28410,12938,13710
(주)SNT에너지,100840,2022/12,22121,15099,3561,19072,6511,2287
(주)SNT홀딩스,036530,2009/12,213070,66370,102007,22922,17114,21542
(주)SNT홀딩스,036530,2010/12,245177,85736,120835,2069,4777,184
(주)SNT홀딩스,036530,2011/12,214497,87197,120505,2258,5766,-4240
(주)SNT홀딩스,036530,2012/12,203581,63254,85694,8718,9011,6696
(주)SNT홀딩스,036530,2013/12,197167,53763,84798,8827,8018,6923
(주)SNT홀딩스,036530,2014/12,172251,66985,65505,7702,6892,5966
(주)SNT홀딩스,036530,2015/12,281400,116420,161534,8475,27766,6720
(주)SNT홀딩스,036530,2016/12,201083,10147,72283,9818,6923,8000
(주)SNT홀딩스,036530,2017/12,204780,25863,60637,7418,4172,5402
(주)SNT홀딩스,036530,2018/12,180187,73732,72650,7292,6218,5392
(주)SNT홀딩스,036530,2019/12,227943,124509,126277,11016,9244,8992
(주)SNT홀딩스,036530,2020/12,208643,77889,127086,25310,22951,22973
(주)SNT홀딩스,036530,2021/12,213619,151815,125567,18897,16540,16501
(주)SNT홀딩스,036530,2022/12,253838,115575,144693,21176,19026,18740
(주)STX,011810,2009/12,457399,-500414,-191954,2044,-171799,-95403
(주)STX,011810,2010/12,265457,229769,89391,207167,8971,72473
(주)STX,011810,2011/12,451680,222363,234608,184409,84657,61711
(주)STX,011810,2012/12,-193758,-490928,-410811,119132,-23863,17733
(주)STX,011810,2013/12,-691464,-1595630,-961776,80892,-1646014,-67233
(주)STX,011810,2014/12,121243,380584,35691,57971,334488,23414
(주)STX,011810,2015/12,44746,-48982,-34170,9946,-53449,-16336
(주)STX,011810,2016/12,84759,-457446,-34169,-28626,-456150,-105780
(주)STX,011810,2017/12,85306,334386,44053,53604,336179,30170
(주)STX,011810,2018/12,19937,9107,-14778,10153,5024,-6902
(주)STX,011810,2019/12,46467,-33218,1748,12417,-37142,-13697
(주)STX,011810,2020/12,40376,-20448,-493,13886,-16578,-7439
(주)STX,011810,2021/12,55345,-23318,9040,26309,-16136,7736
(주)STX,011810,2022/12,47629,-18650,-1955,26990,-14969,1979
(주)TCC스틸,002710,2009/12,43539,12011,15084,41038,12011,15756
(주)TCC스틸,002710,2010/12,49725,13847,19639,44491,13684,19558
(주)TCC스틸,002710,2011/12,42150,4558,11421,37865,6829,12576
(주)TCC스틸,002710,2012/12,43410,125,5934,41230,4206,11676
(주)TCC스틸,002710,2013/12,26728,-19956,-7746,34141,392,8348
(주)TCC스틸,002710,2014/12,35407,-15814,344,36339,1023,10869
(주)TCC스틸,002710,2015/12,43859,-110219,15855,38383,-140083,14570
(주)TCC스틸,002710,2016/12,41555,16949,15351,35676,15468,13291
(주)TCC스틸,002710,2017/12,34392,1504,8106,29292,-2329,6760
(주)TCC스틸,002710,2018/12,35286,9755,17081,30503,7565,16306
(주)TCC스틸,002710,2019/12,31555,5037,12856,27014,1996,12657
(주)TCC스틸,002710,2020/12,20463,-1687,971,16901,-3176,2414
(주)TCC스틸,002710,2021/12,48872,28723,25598,39935,28951,23158
(주)TCC스틸,002710,2022/12,78785,29567,43983,70069,23192,42909
(주)강원랜드,035250,2009/12,692160,390000,463658,692160,390000,465032
(주)강원랜드,035250,2010/12,823657,426209,555664,825837,434447,564054
(주)강원랜드,035250,2011/12,727298,381175,488541,733632,393401,501040
(주)강원랜드,035250,2012/12,648346,306229,404868,653799,296504,416789
(주)강원랜드,035250,2013/12,635195,297596,388041,638619,293129,398564
(주)강원랜드,035250,2014/12,774244,359349,513172,778968,363816,526318
(주)강원랜드,035250,2015/12,874071,441629,595400,876225,430460,603885
(주)강원랜드,035250,2016/12,911355,454534,618616,912471,454999,624885
(주)강원랜드,035250,2017/12,816936,437541,530897,817770,437096,535825
(주)강원랜드,035250,2018/12,708466,297237,430700,708857,297320,434852
(주)강원랜드,035250,2019/12,783421,334654,501153,783249,335610,502725
(주)강원랜드,035250,2020/12,-65921,-275879,-431584,-66894,-278763,-430880
(주)강원랜드,035250,2021/12,61650,-10582,-52695,60615,-11911,-52801
(주)강원랜드,035250,2022/12,348895,115613,217565,348692,115888,217938
(주)갤럭시아에스엠,011420,2009/12,,,,5535,1983,2179
(주)갤럭시아에스엠,011420,2010/12,9008,-5,613,7074,1314,2165
(주)갤럭시아에스엠,011420,2011/12,8636,2909,5165,5604,3001,5152
(주)갤럭시아에스엠,011420,2012/12,7494,389,2074,3652,224,1599
(주)갤럭시아에스엠,011420,2013/12,4673,-1737,747,2702,-1420,652
(주)갤럭시아에스엠,011420,2014/12,3669,-255,-423,1744,-931,-512
(주)갤럭시아에스엠,011420,2015/12,6463,1864,2101,5328,2576,2582
(주)갤럭시아에스엠,011420,2016/12,947,-1563,-3714,386,-1563,-3225
(주)갤럭시아에스엠,011420,2017/12,-154,-5900,-3546,-151,-5900,-3330
(주)갤럭시아에스엠,011420,2018/12,-5368,-16003,-10338,-2082,-15678,-6688
(주)갤럭시아에스엠,011420,2019/12,1795,-1375,-456,1795,-1375,-777
(주)갤럭시아에스엠,011420,2020/12,,,,2874,984,1375
(주)갤럭시아에스엠,011420,2021/12,,,,7875,3682,3452
(주)갤럭시아에스엠,011420,2022/12,,,,10033,4613,4175
(주)경농,002100,2009/12,,,,54682,16776,16797
(주)경농,002100,2010/12,50070,8680,13762,49837,9486,14340
(주)경농,002100,2011/12,42034,510,7677,41654,3154,8213
(주)경농,002100,2012/12,49356,10310,12731,47935,6590,13994
(주)경농,002100,2013/12,67198,13950,18784,53689,13752,16404
(주)경농,002100,2014/12,65703,7099,14654,53662,9272,14039
(주)경농,002100,2015/12,69313,6980,12112,53207,6489,9123
(주)경농,002100,2016/12,68613,6366,9168,52833,5771,7226
(주)경농,002100,2017/12,67674,10079,8448,52201,11539,9079
(주)경농,002100,2018/12,72743,4878,14770,54808,9614,15180
(주)경농,002100,2019/12,74413,4015,8691,56711,7062,11750
(주)경농,002100,2020/12,80611,13295,14282,58120,10460,11857
(주)경농,002100,2021/12,83218,16108,16759,60746,24475,14713
(주)경농,002100,2022/12,110424,30880,40975,77417,18699,26820
(주)경동나비엔,009450,2009/12,66259,3689,6960,51864,3696,6369
(주)경동나비엔,009450,2010/12,84921,7841,11122,65225,5954,8171
(주)경동나비엔,009450,2011/12,89706,9467,12421,71650,9445,12583
(주)경동나비엔,009450,2012/12,96431,9170,13925,73196,9215,11593
(주)경동나비엔,009450,2013/12,118009,11130,19784,87443,9252,14799
(주)경동나비엔,009450,2014/12,115145,9380,13465,88954,9082,16080
(주)경동나비엔,009450,2015/12,159980,16752,24223,113473,19321,20801
(주)경동나비엔,009450,2016/12,200920,37470,45832,137027,28636,36574
(주)경동나비엔,009450,2017/12,238582,27019,47757,146603,16291,32020
(주)경동나비엔,009450,2018/12,238897,24749,40802,151677,22818,29338
(주)경동나비엔,009450,2019/12,264655,27852,44825,176259,20474,39203
(주)경동나비엔,009450,2020/12,330367,41637,67099,215914,18888,45463
(주)경동나비엔,009450,2021/12,419118,80658,64296,247560,62279,46250
(주)경동나비엔,009450,2022/12,467908,53582,59771,281592,43696,58703
(주)경동도시가스,267290,2017/12,78310,17799,21665,77212,17679,21529
(주)경동도시가스,267290,2018/12,126012,34165,42657,125168,33981,43022
(주)경동도시가스,267290,2019/12,112519,24638,28055,111075,24355,27681
(주)경동도시가스,267290,2020/12,103373,19017,18135,101819,18814,17854
(주)경동도시가스,267290,2021/12,113889,22151,27132,112385,22198,26831
(주)경동도시가스,267290,2022/12,115644,24201,25271,114217,23489,25054
(주)경동인베스트,012320,2009/12,88250,23670,22458,85774,24168,25555
(주)경동인베스트,012320,2010/12,106080,42209,45265,102059,41515,47145
(주)경동인베스트,012320,2011/12,108197,30328,35857,108704,50053,55958
(주)경동인베스트,012320,2012/12,121063,42879,49897,111078,56918,51502
(주)경동인베스트,012320,2013/12,129066,49842,50540,111124,46254,46688
(주)경동인베스트,012320,2014/12,132102,75930,47933,105552,44839,37837
(주)경동인베스트,012320,2015/12,83732,-21251,-13298,88755,-6096,18398
(주)경동인베스트,012320,2016/12,117099,19132,28668,96584,16357,23543
(주)경동인베스트,012320,2017/12,54345,51931,36380,612,7248,-2257
(주)경동인베스트,012320,2018/12,57514,29828,39213,3825,1575,-162
(주)경동인베스트,012320,2019/12,48427,8856,21960,4712,-918,-96
(주)경동인베스트,012320,2020/12,42831,16484,19466,5104,1310,467
(주)경동인베스트,012320,2021/12,38438,13891,13892,5544,357,618
(주)경동인베스트,012320,2022/12,38171,9357,14709,6950,-7428,2155
(주)경방,000050,2009/12,21995,-242,-16289,5235,6481,-9594
(주)경방,000050,2010/12,106189,20061,48085,55652,23831,49768
(주)경방,000050,2011/12,89322,-1131,22188,29335,-1822,21405
(주)경방,000050,2012/12,72784,-7910,7254,14809,-7074,8241
(주)경방,000050,2013/12,95721,14574,36032,41363,15104,35902
(주)경방,000050,2014/12,90678,11488,30618,47912,14236,32096
(주)경방,000050,2015/12,101759,16692,38962,98277,21605,38630
(주)경방,000050,2016/12,109092,29475,43437,103781,30978,42577
(주)경방,000050,2017/12,107347,25315,42309,99732,25679,39411
(주)경방,000050,2018/12,107396,20189,40980,101270,29198,38972
(주)경방,000050,2019/12,99496,43622,32021,101989,22224,38966
(주)경방,000050,2020/12,96826,13026,21854,96145,26011,25369
(주)경방,000050,2021/12,136586,22282,53797,106843,23306,28678
(주)경방,000050,2022/12,126188,4415,31895,126196,-2570,36897
(주)경보제약,214390,2009/12,,,,,,
(주)경보제약,214390,2010/12,,,,,,
(주)경보제약,214390,2011/12,,,,,,
(주)경보제약,214390,2012/12,,,,,,
(주)경보제약,214390,2013/12,,,,50821,18025,26214
(주)경보제약,214390,2014/12,,,,49805,8636,27669
(주)경보제약,214390,2015/12,,,,48557,26110,25632
(주)경보제약,214390,2016/12,,,,44103,12706,15594
(주)경보제약,214390,2017/12,,,,54623,17963,24587
(주)경보제약,214390,2018/12,,,,49261,13116,17267
(주)경보제약,214390,2019/12,,,,40716,5285,6194
(주)경보제약,214390,2020/12,,,,52465,9404,8661
(주)경보제약,214390,2021/12,,,,35360,-7495,-6625
(주)경보제약,214390,2022/12,,,,44418,611,1393
(주)경인양행,012610,2009/12,53499,14623,26167,21834,11570,4945
(주)경인양행,012610,2010/12,40095,8279,10381,19294,3367,701
(주)경인양행,012610,2011/12,34276,2886,6353,18876,2789,1876
(주)경인양행,012610,2012/12,28437,2093,3641,20691,4475,3007
(주)경인양행,012610,2013/12,43325,10216,11146,35223,12327,12078
(주)경인양행,012610,2014/12,48990,10148,14093,36749,9090,10971
(주)경인양행,012610,2015/12,43041,3671,6718,26621,107,75
(주)경인양행,012610,2016/12,46832,6838,10577,28491,3725,2198
(주)경인양행,012610,2017/12,47146,4779,7365,29130,531,159
(주)경인양행,012610,2018/12,75736,13802,19691,52854,7420,11975
(주)경인양행,012610,2019/12,84748,16373,23555,56979,4798,14176
(주)경인양행,012610,2020/12,68564,-7582,3370,41040,-10223,-5437
(주)경인양행,012610,2021/12,101910,27210,28355,70094,18016,16095
(주)경인양행,012610,2022/12,103832,17241,28060,65910,7675,10920
(주)고제,002540,2009/12,,,,5347,-21902,1334
(주)광명전기,017040,2009/12,12015,1221,4021,5912,261,1777
(주)광명전기,017040,2010/12,13610,254,3414,6742,-231,2176
(주)광명전기,017040,2011/12,11281,-1825,496,5974,-75,1484
(주)광명전기,017040,2012/12,14625,408,4188,8795,-1564,3566
(주)광명전기,017040,2013/12,19125,6473,10781,14226,5301,8443
(주)광명전기,017040,2014/12,19998,9107,12462,15782,6979,10270
(주)광명전기,017040,2015/12,17657,8891,9342,9474,3443,3839
(주)광명전기,017040,2016/12,9211,11594,3617,9371,15613,3819
(주)광명전기,017040,2017/12,9107,-2043,2198,9661,-1350,3755
(주)광명전기,017040,2018/12,10807,2718,3258,9631,3183,2971
(주)광명전기,017040,2019/12,14826,7118,7986,13444,6470,7313
(주)광명전기,017040,2020/12,11256,4530,4237,10979,4892,4730
(주)광명전기,017040,2021/12,9481,5859,2865,8034,4589,2324
(주)광명전기,017040,2022/12,11458,5635,4635,10478,4154,4340
(주)광주신세계,037710,2009/12,,,,119797,36519,43297
(주)광주신세계,037710,2010/12,,,,129912,44347,50643
(주)광주신세계,037710,2011/12,,,,138915,52282,58897
(주)광주신세계,037710,2012/12,,,,136807,53770,58186
(주)광주신세계,037710,2013/12,,,,133590,48570,55982
(주)광주신세계,037710,2014/12,,,,133360,42236,51836
(주)광주신세계,037710,2015/12,,,,137379,45901,54772
(주)광주신세계,037710,2016/12,,,,141409,45554,56047
(주)광주신세계,037710,2017/12,,,,141028,47846,56290
(주)광주신세계,037710,2018/12,,,,117480,45093,50069
(주)광주신세계,037710,2019/12,,,,136310,47669,55103
(주)광주신세계,037710,2020/12,,,,131553,43160,48310
(주)광주신세계,037710,2021/12,,,,154708,52393,60594
(주)광주신세계,037710,2022/12,,,,169412,56947,65585
(주)국동,005320,2009/12,31308,-10923,966,18957,-20241,2635
(주)국동,005320,2010/12,21252,-1206,1843,17607,919,2928
(주)국동,005320,2011/12,20114,-7212,1138,13701,-12931,-5805
(주)국동,005320,2012/12,25450,5142,6793,15738,263,1814
(주)국동,005320,2013/12,24284,4009,5522,17060,2374,3421
(주)국동,005320,2014/12,32836,8899,10149,22311,4693,5708
(주)국동,005320,2015/12,29695,5236,8656,19779,5322,6876
(주)국동,005320,2016/12,36717,6209,10564,25023,4380,7881
(주)국동,005320,2017/12,28407,-8968,-5856,18439,-6593,-2405
(주)국동,005320,2018/12,36511,2112,5762,21554,1352,1683
(주)국동,005320,2019/12,34172,-4523,-4249,16914,-6990,-9537
(주)국동,005320,2020/12,66825,10673,26589,58855,-891,29930
(주)국동,005320,2021/12,24509,-7949,-3587,12658,-1927,-2404
(주)국동,005320,2022/12,46147,1390,17034,19590,-1275,7110
(주)국보,001140,2009/12,,,,9005,493,2715
(주)국보,001140,2010/12,10417,914,2591,9365,713,2634
(주)국보,001140,2011/12,9158,-38,1738,7903,-177,1856
(주)국보,001140,2012/12,9567,-875,1366,7688,-1916,1079
(주)국보,001140,2013/12,9346,-3847,731,7753,-3767,653
(주)국보,001140,2014/12,5963,-7000,-2409,4939,-6633,-1998
(주)국보,001140,2015/12,5872,-4044,-2462,4876,-3680,-2191
(주)국보,001140,2016/12,7742,-4187,204,5335,-5034,-507
(주)국보,001140,2017/12,5918,-2890,-3934,4841,-2762,-3409
(주)국보,001140,2018/12,3614,-4000,-5294,2827,-4038,-4639
(주)국보,001140,2019/12,17740,-6676,-968,1795,-9851,-1522
(주)국보,001140,2020/12,31493,-20527,-10803,1820,-10081,-7534
(주)국보,001140,2021/12,27744,-17669,-8009,130,-15307,-8723
(주)국보,001140,2022/12,28900,-24432,-14021,1232,-27106,-8832
(주)금양,001570,2009/12,10830,1484,1863,8630,1484,2422
(주)금양,001570,2010/12,15946,530,3027,11656,1512,3968
(주)금양,001570,2011/12,17512,2964,6953,13752,2437,6136
(주)금양,001570,2012/12,20432,3717,6614,14533,3160,6410
(주)금양,001570,2013/12,20482,719,5644,13390,1518,5188
(주)금양,001570,2014/12,20089,-112,5164,15799,2862,7002
(주)금양,001570,2015/12,22916,14475,6856,19072,2339,8206
(주)금양,001570,2016/12,31152,-20526,12127,20548,-23749,8874
(주)금양,001570,2017/12,35466,18645,13141,17822,367,5935
(주)금양,001570,2018/12,40431,20253,13526,20445,16116,6517
(주)금양,001570,2019/12,35819,-10904,9211,19464,-12753,5272
(주)금양,001570,2020/12,31267,-3962,6007,17702,-4096,3964
(주)금양,001570,2021/12,42367,13332,12136,23090,208,7236
(주)금양,001570,2022/12,54365,-29131,13208,35670,-3494,11564
(주)금호에이치티,214330,2009/12,,,,,,
(주)금호에이치티,214330,2010/12,,,,,,
(주)금호에이치티,214330,2011/12,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,
(주)금호에이치티,214330,2013/12,14643,7172,10456,14645,7164,10458
(주)금호에이치티,214330,2014/12,23883,13452,16325,22766,13520,16251
(주)금호에이치티,214330,2015/12,31977,14971,20339,30014,16768,20514
(주)금호에이치티,214330,2016/12,24001,8354,14295,23459,12888,16481
(주)금호에이치티,214330,2017/12,18476,4933,8924,18381,5434,11008
(주)금호에이치티,214330,2018/12,21173,7793,10493,15179,7103,7514
(주)금호에이치티,214330,2019/12,14572,-75,4059,11928,1795,4530
(주)금호에이치티,214330,2020/12,6816,-9813,-4711,3764,-10620,-4472
(주)금호에이치티,214330,2021/12,21256,-17808,6526,12784,-29332,-5801
(주)금호에이치티,214330,2022/12,28899,-22636,9292,14900,-22409,6566
(주)까뮤이앤씨,013700,2009/12,,,,19332,2495,7284
(주)까뮤이앤씨,013700,2010/12,,,,23940,1651,9518
(주)까뮤이앤씨,013700,2011/12,,,,-18209,-115818,-132766
(주)까뮤이앤씨,013700,2012/12,,,,6479,-4642,3874
(주)까뮤이앤씨,013700,2013/12,,,,3526,-12045,-1085
(주)까뮤이앤씨,013700,2014/12,,,,8175,2285,2850
(주)까뮤이앤씨,013700,2015/12,,,,10848,5169,4030
(주)까뮤이앤씨,013700,2016/12,,,,11172,3256,4443
(주)까뮤이앤씨,013700,2017/12,,,,18852,8437,10091
(주)까뮤이앤씨,013700,2018/12,,,,11793,1739,4050
(주)까뮤이앤씨,013700,2019/12,,,,28262,13495,14845
(주)까뮤이앤씨,013700,2020/12,,,,13028,9203,2818
(주)까뮤이앤씨,013700,2021/12,,,,9615,-3017,-3011
(주)까뮤이앤씨,013700,2022/12,,,,-3593,-15888,-15898
(주)나이스홀딩스,034310,2009/12,70234,25336,19375,12456,9836,1580
(주)나이스홀딩스,034310,2010/12,101592,26607,16105,14074,16300,5004
(주)나이스홀딩스,034310,2011/12,194810,33822,46386,27907,6505,8388
(주)나이스홀딩스,034310,2012/12,211902,44822,44717,32479,17518,13242
(주)나이스홀딩스,034310,2013/12,754166,63731,73230,24586,8548,6707
(주)나이스홀딩스,034310,2014/12,936827,53713,71784,24855,8735,5482
(주)나이스홀딩스,034310,2015/12,1090840,62915,91245,30358,6822,8150
(주)나이스홀딩스,034310,2016/12,1346411,90779,126927,33693,18360,15309
(주)나이스홀딩스,034310,2017/12,1450069,92751,122598,37458,5119,18273
(주)나이스홀딩스,034310,2018/12,1389922,99302,128331,40325,-16465,22616
(주)나이스홀딩스,034310,2019/12,1877744,77666,154235,44670,5118,27467
(주)나이스홀딩스,034310,2020/12,2055514,52928,153148,38981,-14070,19196
(주)나이스홀딩스,034310,2021/12,2449867,101055,144269,43252,25210,21844
(주)나이스홀딩스,034310,2022/12,2752922,69015,145243,47636,-6797,24886
(주)남선알미늄,008350,2009/12,24407,2565,6403,24407,2567,6425
(주)남선알미늄,008350,2010/12,27156,7094,5717,27156,1177,5634
(주)남선알미늄,008350,2011/12,26277,24748,4921,26277,-2024,4914
(주)남선알미늄,008350,2012/12,,,,24192,-16537,-3929
(주)남선알미늄,008350,2013/12,,,,40945,9656,13600
(주)남선알미늄,008350,2014/12,,,,38882,17604,13927
(주)남선알미늄,008350,2015/12,,,,43967,14882,17101
(주)남선알미늄,008350,2016/12,,,,47036,20400,24179
(주)남선알미늄,008350,2017/12,,,,44273,21742,20750
(주)남선알미늄,008350,2018/12,34874,25221,9426,34874,25376,9582
(주)남선알미늄,008350,2019/12,34886,14479,11579,34886,8339,11593
(주)남선알미늄,008350,2020/12,19128,10539,-1515,19128,-2462,-1421
(주)남선알미늄,008350,2021/12,14379,41689,-6912,14379,-6277,-6778
(주)남선알미늄,008350,2022/12,18072,27929,-2490,18072,2714,-2334
(주)남성,004270,2009/12,18260,-3232,-331,8064,1702,3694
(주)남성,004270,2010/12,16652,-808,1878,8142,1895,3442
(주)남성,004270,2011/12,14627,-1822,-328,7646,2681,4352
(주)남성,004270,2012/12,16580,-6862,-36,8414,1286,3884
(주)남성,004270,2013/12,17643,-733,2047,7721,1381,3152
(주)남성,004270,2014/12,17470,-3975,1583,7407,-701,3518
(주)남성,004270,2015/12,19269,-521,2786,8065,1849,3677
(주)남성,004270,2016/12,22155,1328,4559,9078,1360,4119
(주)남성,004270,2017/12,24911,1357,7210,10760,1355,5823
(주)남성,004270,2018/12,19063,-3576,977,7812,-3506,2973
(주)남성,004270,2019/12,18896,-2196,461,7202,-2135,2403
(주)남성,004270,2020/12,18061,-16174,-2456,6829,-16025,1951
(주)남성,004270,2021/12,28495,7100,6945,10422,7086,5138
(주)남성,004270,2022/12,26453,3167,2540,8970,3192,3581
(주)넥센,005720,2009/12,375728,122134,182122,34353,46242,17883
(주)넥센,005720,2010/12,42895,49354,21214,34072,14214,17238
(주)넥센,005720,2011/12,40258,39246,15935,29821,9964,13098
(주)넥센,005720,2012/12,52802,74432,24641,37270,15215,15437
(주)넥센,005720,2013/12,115812,69078,84321,46100,17336,23238
(주)넥센,005720,2014/12,120575,78943,88240,49220,24869,24285
(주)넥센,005720,2015/12,118294,77792,85770,48614,19983,24279
(주)넥센,005720,2016/12,142310,99387,109069,51773,24424,26530
(주)넥센,005720,2017/12,108412,81842,73407,46476,37984,20062
(주)넥센,005720,2018/12,361664,88542,143585,45864,31163,19010
(주)넥센,005720,2019/12,669594,113666,225120,45485,11176,17660
(주)넥센,005720,2020/12,497495,769,62332,47603,19440,22953
(주)넥센,005720,2021/12,508704,29422,33579,55213,26878,26176
(주)넥센,005720,2022/12,504979,1777,-22543,62962,31224,30654
(주)넥솔론,110570,2009/12,,,,20412,9937,11697
(주)넥솔론,110570,2010/12,,,,57516,30926,45552
