,거래소코드,회계년도,종가,상장주식수,시가총액
744,037440,2011/12,6310,13922475,87850817250
744,037440,2012/12,6880,13922475,95786628000
744,039570,2021/12,12200,25957601,316682732200
744,065680,2015/12,17000,9934220,168881740000
744,085310,2013/12,3380,32126520,108587637600
744,131390,2018/12,11750,14280000,167790000000
744,148150,2020/12,23000,11642000,267766000000
745,001210,2014/12,18050,6916051,124834720550
745,005740,2018/12,11300,14847347,167775021100
745,005960,2019/12,8540,21824400,186380376000
745,009155,2020/12,92100,2906984,267733226400
745,016880,2016/12,2825,60070918,169700343350
745,027710,2012/12,1190,80206969,95446293110
745,032620,2013/12,2685,40286470,108169171950
745,041440,2015/12,9400,17915944,168409873600
745,056080,2011/12,4590,19113235,87729748650
745,089600,2021/12,32900,9604910,316001539000
745,138690,2017/12,13550,13720391,185911298050
746,000490,2016/12,7150,23728210,169656701500
746,003280,2013/12,1275,84713430,108009623250
746,016090,2015/12,3715,45282310,168223781650
746,028080,2014/12,9880,12577506,124265759280
746,033270,2011/12,5650,15484924,87489820600
746,057030,2012/12,5840,16312697,95266150480
746,064550,2017/12,9000,20624568,185621112000
746,100130,2018/12,2935,57143000,167714705000
746,101360,2021/12,30600,10320383,315803719800
746,126340,2020/12,54600,4901300,267610980000
746,215360,2019/12,20400,9132163,186296125200
747,000490,2011/12,3675,23728210,87201171750
747,002390,2021/12,22800,13763533,313808552400
747,004060,2014/12,613,202424960,124086500480
747,014790,2018/12,4310,38874942,167551000020
747,024950,2016/12,12750,13273577,169238106750
747,029530,2020/12,26500,10080029,267120768500
747,045100,2013/12,5970,18000000,107460000000
747,063570,2015/12,6460,26015009,168056958140
747,092200,2012/12,4390,21700000,95263000000
747,121600,2017/12,17100,10848333,185506494300
747,176440,2019/12,2170,85739345,186054378650
748,008040,2018/12,1185,141144600,167256351000
748,009190,2019/12,15050,12317933,185384891650
748,009440,2016/12,7540,22434980,169159749200
748,016380,2017/12,7420,25000123,185500912660
748,034300,2015/12,42000,4000000,168000000000
748,054210,2021/12,12400,25291210,313611004000
748,079950,2013/12,4625,23200000,107300000000
748,089530,2012/12,2055,46330294,95208754170
748,102120,2014/12,7100,17459653,123963536300
748,109860,2011/12,12450,7000000,87150000000
748,267850,2020/12,24050,11100000,266955000000
749,006220,2016/12,7640,22128774,169063833360
749,012030,2018/12,831,201173933,167175538323
749,021050,2011/12,3115,27974590,87140847850
749,025750,2014/12,1640,75529325,123868093000
749,031330,2015/12,2100,79996594,167992847400
749,037950,2017/12,2190,84447519,184940066610
749,058110,2020/12,38050,6989265,265941533250
749,076610,2013/12,6550,16375000,107256250000
749,083930,2012/12,5930,15996505,94859274650
749,109740,2019/12,9100,20354763,185228343300
749,123860,2021/12,27000,11597158,313123266000
750,004150,2019/12,3925,47183679,185195940075
750,005945,2011/12,4610,18870968,86995162480
750,014910,2016/12,10200,16554309,168853951800
750,025000,2020/12,54900,4840000,265716000000
750,030210,2021/12,5190,60314092,313030137480
750,034590,2013/12,26800,4000000,107200000000
750,060570,2015/12,5400,31096196,167919458400
750,096240,2012/12,15250,6213550,94756637500
750,183490,2014/12,24400,5072681,123773416400
750,197210,2018/12,11300,14753970,166719861000
750,900100,2017/12,2450,75473557,184910214650
751,001045,2016/12,74600,2260223,168612635800
751,003650,2012/12,54400,1739672,94638156800
751,006340,2015/12,2460,68107171,167543640660
751,006980,2011/12,2815,30900000,86983500000
751,016590,2014/12,33700,3665813,123537898100
751,035510,2019/12,107500,1720000,184900000000
751,060720,2018/12,8190,20350017,166666639230
751,074430,2017/12,2105,87826844,184875506620
751,074600,2013/12,8280,12848000,106381440000
751,149950,2021/12,20050,15607500,312930375000
751,227950,2020/12,4530,58616478,265532645340
752,001530,2012/12,42700,2213747,94526996900
752,007980,2016/12,3895,43269712,168535528240
752,037070,2021/12,22300,14000000,312200000000
752,043650,2013/12,5940,17858304,106078325760
752,047820,2020/12,2090,126571392,264534209280
752,061460,2014/12,1535,80474889,123528954615
752,066910,2011/12,4165,20871367,86929243555
752,072870,2015/12,41450,4016291,166475261950
752,131290,2017/12,16700,11061429,184725864300
752,214420,2019/12,10450,17640000,184338000000
752,232140,2018/12,2695,61788456,166519888920
753,000040,2014/12,1035,119341379,123518327265
753,000850,2012/12,42950,2200000,94490000000
753,001270,2015/12,16000,10369886,165918176000
753,002460,2016/12,13500,12450800,168085800000
753,005945,2018/12,8810,18870968,166253228080
753,018000,2013/12,2530,41854738,105892487140
753,023900,2020/12,20950,12600000,263970000000
753,046440,2019/12,6130,29906957,183329646410
753,049070,2017/12,10700,17200000,184040000000
753,090460,2011/12,6230,13941150,86853364500
753,208640,2021/12,2280,136665762,311597937360
754,001250,2019/12,2220,82533764,183224956080
754,003545,2020/12,10150,26000000,263900000000
754,039840,2013/12,8870,11921403,105742844610
754,060280,2015/12,6150,26954866,165772425900
754,060570,2016/12,5400,31096196,167919458400
754,064800,2017/12,3405,53997926,183862938030
754,079430,2021/12,15150,20535282,311109522300
754,083420,2012/12,4715,20000000,94300000000
754,090460,2014/12,7900,15634888,123515615200
754,110310,2011/12,6150,14122162,86851296300
754,121600,2018/12,15300,10848333,165979494900
755,000180,2017/12,2620,69751600,182749192000
755,004060,2019/12,904,202424960,182992163840
755,004980,2016/12,6990,24008482,167819289180
755,008700,2020/12,3410,77124820,262995636200
755,016090,2013/12,2335,45282310,105734193850
755,033130,2011/12,2340,37115267,86849724780
755,058860,2015/12,4760,34802000,165657520000
755,069410,2014/12,17900,6899227,123496163300
755,072020,2012/12,12850,7320000,94062000000
755,097955,2018/12,125000,1327433,165929125000
755,365270,2021/12,22650,13687468,310021150200
756,003060,2012/12,793,118559238,94017475734
756,003100,2014/12,18700,6600000,123420000000
756,004080,2011/12,9020,9600000,86592000000
756,005190,2013/12,21650,4876849,105583780850
756,011280,2021/12,4375,70805940,309775987500
756,035900,2016/12,4925,34043012,167661834100
756,040160,2015/12,13700,12055535,165160829500
756,049180,2017/12,9790,18580912,181907128480
756,061250,2020/12,12600,20868651,262945002600
756,072020,2018/12,16600,9960000,165336000000
756,225530,2019/12,5100,35860150,182886765000
757,003960,2011/12,16450,5263095,86577912750
757,005010,2014/12,17800,6918617,123151382600
757,005710,2016/12,9200,18216000,167587200000
757,008970,2013/12,1295,81451824,105480112080
757,009460,2019/12,3060,59667486,182582507160
757,011160,2017/12,2950,61584271,181673599450
757,029460,2021/12,22850,13554044,309709905400
757,036200,2020/12,8570,30664223,262792391110
757,065060,2012/12,2210,42511646,93950737660
757,088130,2015/12,14800,11150296,165024380800
757,100700,2018/12,3770,43800000,165126000000
758,000680,2019/12,2310,78803016,182034966960
758,001940,2020/12,14200,18476380,262364596000
758,025320,2013/12,1860,56487275,105066331500
758,031330,2018/12,1650,99995067,164991860550
758,032850,2011/12,5360,16090772,86246537920
758,046210,2014/12,4590,26806666,123042596940
758,048910,2012/12,10350,9015664,93312122400
758,065680,2016/12,16850,9934220,167391607000
758,077360,2017/12,7990,22718501,181520822990
758,082920,2021/12,14350,21539152,309086831200
758,187420,2015/12,18450,8940453,164951357850
759,002100,2020/12,12000,21691750,260301000000
759,011785,2013/12,34750,3023486,105066138500
759,016610,2015/12,3875,42446389,164479757375
759,035610,2014/12,4460,27345997,121963146620
759,038880,2021/12,1045,294769150,308033761750
759,053980,2012/12,6200,15038522,93238836400
759,054800,2011/12,12450,6913800,86076810000
759,071200,2016/12,6860,24396458,167359701880
759,077500,2019/12,6670,27237225,181672290750
759,090350,2018/12,8230,20000000,164600000000
759,225190,2017/12,18150,10000000,181500000000
760,012690,2017/12,4950,36571255,181027712250
760,013870,2014/12,6350,19072280,121108978000
760,014470,2012/12,2660,35038960,93203633600
760,023910,2016/12,27850,6000000,167100000000
760,043370,2019/12,8630,21000000,181230000000
760,043610,2013/12,2900,36177119,104913645100
760,057500,2018/12,2670,61494040,164189086800
760,101060,2020/12,1860,139896190,260206913400
760,104460,2011/12,8420,10222500,86073450000
760,117580,2015/12,5980,27500000,164450000000
760,122990,2021/12,10900,28186941,307237656900
761,000215,2011/12,22650,3800000,86070000000
761,001540,2016/12,12800,13042420,166942976000
761,011785,2014/12,40050,3023486,121090614300
761,042420,2013/12,11450,9156866,104846115700
761,075180,2015/12,8490,19200000,163008000000
761,083310,2021/12,17200,17810033,306332567600
761,101140,2020/12,5240,49407098,258893193520
761,119650,2012/12,9270,10000000,92700000000
761,121600,2019/12,16700,10848333,181167161100
761,122450,2018/12,7520,21783233,163809912160
761,216050,2017/12,22950,7885652,180975713400
762,000500,2012/12,22100,4160347,91943668700
762,001780,2021/12,3410,89791232,306188101120
762,002810,2020/12,14000,18466948,258537272000
762,012200,2015/12,5000,32600000,163000000000
762,014100,2016/12,15150,11000000,166650000000
762,067990,2014/12,4600,26263308,120811216800
762,092130,2011/12,7120,12043600,85750432000
762,099660,2013/12,6670,15674025,104545746750
762,160980,2017/12,17050,10576294,180325812700
762,194700,2019/12,20100,9003740,180975174000
762,290380,2018/12,18050,9052400,163395820000
763,002140,2016/12,6670,24939425,166345964750
763,003460,2017/12,15900,11340483,180313679700
763,009160,2015/12,5600,29084925,162875580000
763,009520,2014/12,2900,41642703,120763838700
763,013580,2019/12,20250,8930907,180850866750
763,015890,2018/12,5580,29228750,163096425000
763,021050,2012/12,3285,27974590,91896528150
763,038880,2020/12,938,275454805,258376607090
763,047400,2011/12,2035,42000000,85470000000
763,100130,2021/12,5350,57143000,305715050000
763,110570,2013/12,856,122007656,104438553536
764,000320,2018/12,12250,13291151,162816599750
764,059090,2019/12,5770,31316603,180696799310
764,078070,2021/12,16350,18696628,305689867800
764,082920,2015/12,12050,13492533,162585022650
764,086890,2016/12,8420,19750932,166302847440
764,092200,2017/12,8020,22467410,180188628200
764,092600,2012/12,6910,13297500,91885725000
764,095500,2014/12,5180,23289533,120639780940
764,125210,2020/12,15650,16496790,258174763500
764,138070,2011/12,18950,4500000,85275000000
764,900180,2013/12,2135,48696351,103966709385
765,000140,2018/12,7010,23206765,162679422650
765,001360,2016/12,4185,39713570,166201290450
765,005680,2019/12,9020,20000000,180400000000
765,007590,2011/12,6260,13617577,85246032020
765,009155,2021/12,105000,2906984,305233320000
765,045390,2013/12,1475,70448332,103911289700
765,045660,2020/12,31250,8260000,258125000000
765,052420,2017/12,882,204144157,180055146474
765,109860,2012/12,13100,7000000,91700000000
765,131290,2014/12,11050,10889244,120326146200
765,900080,2015/12,1780,91237922,162403501160
766,001380,2017/12,4000,44964143,179856572000
766,006140,2013/12,10300,10000000,103000000000
766,007720,2011/12,840,100800453,84672380520
766,048430,2016/12,14400,11520000,165888000000
766,052400,2018/12,10450,15559118,162592783100
766,058860,2014/12,3455,34802000,120240910000
766,067170,2019/12,11700,15391605,180081778500
766,067370,2021/12,26000,11682816,303753216000
766,092220,2012/12,503,182185201,91639156103
766,138070,2015/12,18100,8972183,162396512300
766,356860,2020/12,52500,4916315,258106537500
767,002450,2018/12,1795,90530915,162502992425
767,002840,2017/12,225000,792938,178411050000
767,004780,2011/12,5310,15903199,84445986690
767,016610,2019/12,4235,42446389,179760457415
767,047560,2015/12,16400,9899400,162350160000
767,088390,2021/12,32450,9350844,303434887800
767,090850,2020/12,10850,23746361,257648016850
767,094850,2014/12,8580,14000000,120120000000
767,097955,2012/12,68900,1327433,91460133700
767,122450,2013/12,8030,12775360,102586140800
767,950130,2016/12,6120,27064930,165637371600
768,000860,2018/12,25000,6500000,162500000000
768,005800,2011/12,93800,900000,84420000000
768,007340,2020/12,25750,9994005,257345628750
768,007980,2013/12,2785,36770834,102406772690
768,018120,2012/12,12150,7524000,91416600000
768,019440,2015/12,18900,8570000,161973000000
768,045100,2021/12,16850,18000000,303300000000
768,053280,2014/12,6970,17200000,119884000000
768,053450,2016/12,15150,10925918,165527657700
768,086960,2017/12,20150,8825608,177836001200
768,201490,2019/12,5750,31257770,179732177500
769,002170,2019/12,59900,3000000,179700000000
769,002450,2012/12,1295,70530917,91337537515
769,016590,2020/12,63800,4029782,257100091600
769,066410,2021/12,5550,54578911,302912956050
769,067390,2018/12,10300,15715097,161865499100
769,090120,2011/12,4195,20089268,84274479260
769,090350,2013/12,5110,20000000,102200000000
769,095610,2015/12,15700,10288255,161525603500
769,119860,2017/12,13600,13074822,177817579200
769,122450,2014/12,9380,12775360,119832876800
769,194480,2016/12,14900,11089095,165227515500
770,001530,2019/12,74100,2421420,179427222000
770,002840,2015/12,179500,897614,161121713000
770,003350,2018/12,35700,4532000,161792400000
770,006980,2012/12,2955,30900000,91309500000
770,039560,2014/12,6480,18476006,119724518880
770,039860,2013/12,5170,19758964,102153843880
770,054620,2021/12,14850,20394221,302854181850
770,063170,2016/12,9750,16917500,164945625000
770,104480,2017/12,1955,90895434,177700573470
770,123860,2011/12,8320,10123240,84225356800
770,306200,2020/12,90500,2836300,256685150000
771,002310,2012/12,15100,6041660,91229066000
771,018310,2013/12,10400,9800000,101920000000
771,023600,2014/12,8550,14000000,119700000000
771,039570,2019/12,10900,16460000,179414000000
771,063160,2011/12,16100,5229489,84194772900
771,065060,2018/12,1650,98008044,161713272600
771,084010,2020/12,10400,24646734,256326033600
771,101490,2015/12,8890,18114586,161038669540
771,121600,2016/12,15200,10848333,164894661600
771,234340,2021/12,31850,9453000,301078050000
771,950110,2017/12,7200,24656540,177527088000
772,002150,2016/12,4885,33720000,164722200000
772,007700,2012/12,5920,15400000,91168000000
772,045520,2019/12,27600,6500000,179400000000
772,073490,2021/12,44500,6737544,299820708000
772,088390,2015/12,13050,12308242,160622558100
772,096775,2017/12,142000,1248426,177276492000
772,106240,2011/12,10550,7913171,83483954050
772,129260,2013/12,6850,14871381,101868959850
772,194510,2014/12,26050,4592400,119632020000
772,262260,2020/12,37250,6880626,256303318500
772,306200,2018/12,57000,2836300,161669100000
773,004650,2016/12,19500,8444121,164660359500
773,007980,2015/12,4045,39706670,160613480150
773,018310,2017/12,12050,14700000,177135000000
773,033530,2020/12,9230,27765096,256271836080
773,034300,2014/12,29850,4000000,119400000000
773,048530,2011/12,9100,9163333,83386330300
773,065150,2013/12,1565,64998136,101722082840
773,067170,2018/12,10500,15391605,161611852500
773,072020,2019/12,18000,9960000,179280000000
773,090350,2012/12,4555,20000000,91100000000
773,090350,2021/12,14900,20000000,298000000000
774,00104K,2021/12,70500,4226512,297969096000
774,003280,2015/12,1895,84713430,160531949850
774,003650,2016/12,94600,1739672,164572971200
774,007110,2011/12,1075,77456610,83265855750
774,023910,2014/12,19900,6000000,119400000000
774,037460,2018/12,9880,16318522,161226997360
774,044450,2019/12,7730,23185880,179226852400
774,049180,2012/12,739,123207912,91050646968
774,053300,2017/12,5670,31165000,176705550000
774,101330,2013/12,11300,9000000,101700000000
774,290670,2020/12,35950,7119459,255944551050
775,003570,2021/12,8960,33252697,297944165120
775,005389,2018/12,66300,2428735,161025130500
775,012200,2016/12,5040,32600000,164304000000
775,017510,2011/12,5450,15246000,83090700000
775,036670,2013/12,9220,11000000,101420000000
