,상장기간
5793,19
5794,20
5795,21
5796,22
5797,23
5798,12
5799,11
5800,12
5801,13
5802,14
5803,15
5804,16
5805,17
5806,18
5807,19
5808,20
5809,21
5810,22
5811,0
5812,0
5813,0
5814,1
5815,2
5816,3
5817,4
5818,5
5819,6
5820,7
5821,8
5822,9
5823,2
5824,3
5825,4
5826,5
5827,6
5828,7
5829,8
5830,9
5831,10
5832,11
5833,12
5834,13
5835,0
5836,0
5837,0
5838,0
5839,1
5840,2
5841,3
5842,4
5843,5
5844,6
5845,7
5846,8
5847,16
5848,17
5849,18
5850,19
5851,20
5852,21
5853,22
5854,23
5855,24
5856,25
5857,26
5858,27
5859,6
5860,7
5861,8
5862,9
5863,10
5864,11
5865,12
5866,13
5867,14
5868,15
5869,16
5870,17
5871,0
5872,0
5873,0
5874,0
5875,0
5876,1
5877,2
5878,3
5879,4
5880,23
5881,24
5882,25
5883,3
5884,4
5885,5
5886,6
5887,7
5888,8
5889,9
5890,10
5891,11
5892,12
5893,8
5894,9
5895,10
5896,11
5897,12
5898,13
5899,14
5900,15
5901,16
5902,17
5903,18
5904,19
5905,0
5906,0
5907,0
5908,0
5909,0
5910,1
5911,2
5912,3
5913,4
5914,5
5915,6
5916,7
5917,12
5918,13
5919,14
5920,15
5921,16
5922,17
5923,18
5924,19
5925,20
5926,21
5927,22
5928,23
5929,0
5930,1
5931,2
5932,3
5933,4
5934,5
5935,0
5936,0
5937,1
5938,2
5939,3
5940,0
5941,0
5942,0
5943,1
5944,2
5945,3
5946,4
5947,5
5948,6
5949,7
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,1
5962,12
5963,13
5964,14
5965,15
5966,16
5967,17
5968,18
5969,19
5970,20
5971,21
5972,22
5973,23
5974,0
5975,0
5976,0
5977,0
5978,0
5979,1
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,1
5988,2
5989,11
5990,12
5991,13
5992,14
5993,15
5994,16
5995,17
5996,18
5997,19
5998,20
5999,21
6000,22
6001,1
6002,2
6003,3
6004,4
6005,5
6006,6
6007,7
6008,8
6009,1
6010,2
6011,3
6012,4
6013,5
6014,6
6015,7
6016,1
6017,2
6018,3
6019,4
6020,5
6021,6
6022,7
6023,8
6024,9
6025,10
6026,11
6027,12
6028,0
6029,0
6030,0
6031,1
6032,2
6033,3
6034,4
6035,5
6036,6
6037,7
6038,8
6039,9
6040,8
6041,9
6042,10
6043,11
6044,12
6045,13
6046,14
6047,15
6048,16
6049,17
6050,0
6051,0
6052,0
6053,0
6054,1
6055,2
6056,3
6057,3
6058,4
6059,5
6060,6
6061,7
6062,8
6063,9
6064,10
6065,11
6066,12
6067,13
6068,14
6069,0
6070,0
6071,0
6072,1
6073,11
6074,12
6075,13
6076,14
6077,15
6078,16
6079,17
6080,1
6081,2
6082,3
6083,4
6084,5
6085,6
6086,7
6087,8
6088,0
6089,0
6090,0
6091,1
6092,2
6093,3
6094,4
6095,5
6096,6
6097,7
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,0
6106,0
6107,1
6108,2
6109,3
6110,5
6111,6
6112,7
6113,8
6114,9
6115,10
6116,11
6117,12
6118,13
6119,14
6120,15
6121,16
6122,0
6123,0
6124,0
6125,1
6126,2
6127,3
6128,4
6129,1
6130,2
6131,5
6132,6
6133,7
6134,8
6135,9
6136,10
6137,11
6138,12
6139,13
6140,14
6141,15
6142,16
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,1
6153,2
6154,3
6155,10
6156,11
6157,12
6158,13
6159,14
6160,15
6161,16
6162,17
6163,18
6164,19
6165,20
6166,21
6167,1
6168,2
6169,3
6170,4
6171,5
6172,6
6173,7
6174,8
6175,12
6176,13
6177,14
6178,15
6179,16
6180,17
6181,18
6182,19
6183,20
6184,21
6185,22
6186,23
6187,0
6188,0
6189,0
6190,1
6191,2
6192,3
6193,4
6194,5
6195,6
6196,7
6197,8
6198,9
6199,10
6200,11
6201,12
6202,13
6203,14
6204,15
6205,16
6206,17
6207,7
6208,11
6209,12
6210,13
6211,14
6212,15
6213,16
6214,17
6215,18
6216,19
6217,20
6218,21
6219,22
6220,11
6221,12
6222,13
6223,14
6224,15
6225,16
6226,17
6227,18
6228,19
6229,20
6230,21
6231,22
6232,0
6233,1
6234,2
6235,3
6236,4
6237,5
6238,6
6239,7
6240,8
6241,9
6242,10
6243,1
6244,2
6245,3
6246,4
6247,5
6248,6
6249,7
6250,8
6251,9
6252,0
6253,0
6254,0
6255,0
6256,0
6257,0
6258,0
6259,0
6260,1
6261,2
6262,3
6263,4
6264,5
6265,6
6266,7
6267,8
6268,12
6269,0
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,1
6277,2
6278,3
6279,4
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6286,0
6287,1
6288,2
6289,4
6290,0
6291,0
6292,0
6293,0
6294,1
6295,2
6296,3
6297,4
6298,5
6299,6
6300,7
6301,8
6302,15
6303,16
6304,17
6305,18
6306,19
6307,20
6308,21
6309,22
6310,23
6311,24
6312,25
6313,26
6314,3
6315,4
6316,5
6317,6
6318,7
6319,8
6320,9
6321,10
6322,11
6323,12
6324,13
6325,14
6326,0
6327,0
6328,0
6329,1
6330,2
6331,3
6332,10
6333,11
6334,12
6335,13
6336,14
6337,15
6338,16
6339,17
6340,18
6341,19
6342,20
6343,21
6344,0
6345,1
6346,2
6347,3
6348,0
6349,1
6350,2
6351,3
6352,4
6353,5
6354,6
6355,7
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,1
6364,2
6365,3
6366,4
6367,5
6368,0
6369,0
6370,0
6371,1
6372,2
6373,0
6374,3
6375,4
6376,1
6377,5
6378,6
6379,7
6380,8
6381,16
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,1
6391,2
6392,9
6393,10
6394,5
6395,6
6396,7
6397,8
6398,9
6399,10
6400,11
6401,12
6402,13
6403,14
6404,15
6405,16
6406,1
6407,2
6408,3
6409,4
6410,6
6411,7
6412,8
6413,1
6414,2
6415,3
6416,4
6417,5
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6425,0
6426,0
6427,1
6428,2
6429,3
6430,12
6431,13
6432,14
6433,15
6434,16
6435,17
6436,18
6437,19
6438,20
6439,21
6440,22
6441,23
6442,4
6443,5
6444,6
6445,7
6446,8
6447,9
6448,10
6449,11
6450,12
6451,13
6452,14
6453,15
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,1
6465,2
6466,1
6467,2
6468,3
6469,4
6470,5
6471,6
6472,7
6473,8
6474,9
6475,10
6476,11
6477,12
6478,0
6479,0
6480,1
6481,2
6482,3
6483,4
6484,5
6485,11
6486,9
6487,10
6488,11
6489,12
6490,13
6491,14
6492,15
6493,16
6494,17
6495,18
6496,19
6497,20
6498,0
6499,0
6500,0
6501,0
6502,0
6503,1
6504,2
6505,3
6506,4
6507,5
6508,6
6509,7
6510,2
6511,3
6512,4
6513,5
6514,6
6515,7
6516,8
6517,9
6518,10
6519,11
6520,12
6521,5
6522,6
6523,7
6524,8
6525,9
6526,10
6527,11
6528,12
6529,13
6530,14
6531,15
6532,16
6533,7
6534,8
6535,9
6536,10
6537,11
6538,12
6539,13
6540,14
6541,15
6542,16
6543,17
6544,18
6545,1
6546,2
6547,3
6548,4
6549,5
6550,6
6551,7
6552,4
6553,5
6554,6
6555,7
6556,8
6557,9
6558,10
6559,11
6560,12
6561,13
6562,14
6563,15
6564,6
6565,7
6566,8
6567,9
6568,10
6569,11
6570,12
6571,13
6572,14
6573,15
6574,16
6575,17
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,0
6583,0
6584,0
6585,1
6586,2
6587,0
6588,1
6589,2
6590,3
6591,4
6592,5
6593,6
6594,7
6595,8
6596,9
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,1
6605,2
6606,3
6607,4
6608,5
6609,0
6610,0
6611,1
6612,2
6613,3
6614,4
6615,5
6616,19
6617,20
6618,21
6619,22
6620,23
6621,24
6622,25
6623,26
6624,27
6625,28
6626,29
6627,30
6628,2
6629,3
6630,4
6631,5
6632,6
6633,7
6634,8
6635,9
6636,10
6637,11
6638,12
6639,13
6640,7
6641,8
6642,9
6643,10
6644,11
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,1
6655,2
6656,3
6657,15
6658,16
6659,17
6660,18
6661,19
6662,20
6663,21
6664,22
6665,23
6666,24
6667,25
6668,26
6669,0
6670,0
6671,0
6672,1
6673,2
6674,3
6675,4
6676,5
6677,6
6678,5
6679,6
6680,7
6681,8
6682,9
6683,10
6684,11
6685,12
6686,13
6687,14
6688,15
6689,16
6690,7
6691,8
6692,9
6693,10
6694,11
6695,12
6696,13
6697,14
6698,15
6699,16
6700,17
6701,18
6702,0
6703,0
6704,0
6705,0
6706,1
6707,2
6708,3
6709,4
6710,5
6711,6
6712,7
6713,8
6714,5
6715,6
6716,7
6717,8
6718,9
6719,10
6720,11
6721,12
6722,13
6723,14
6724,15
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,1
6735,2
6736,3
6737,0
6738,0
6739,0
6740,1
6741,2
6742,3
6743,4
6744,5
6745,6
6746,7
6747,8
6748,9
6749,11
6750,12
6751,13
6752,14
6753,0
6754,0
6755,1
6756,2
6757,3
6758,11
6759,12
6760,13
6761,14
6762,15
6763,16
6764,17
6765,18
6766,19
6767,20
6768,21
6769,22
6770,23
6771,24
6772,1
6773,2
6774,3
6775,4
6776,5
6777,6
6778,7
6779,0
6780,0
6781,0
6782,0
6783,1
6784,2
6785,3
6786,4
6787,5
6788,6
6789,7
6790,8
6791,12
6792,13
6793,14
6794,15
6795,16
6796,17
6797,18
6798,19
6799,20
6800,21
6801,22
6802,23
6803,5
6804,6
6805,7
6806,8
6807,9
6808,10
6809,11
6810,12
6811,13
6812,14
6813,15
6814,16
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,1
6824,2
6825,2
6826,3
6827,4
6828,5
6829,6
6830,7
6831,8
6832,9
6833,10
6834,11
6835,12
6836,13
6837,11
6838,12
6839,13
6840,14
6841,15
6842,16
6843,17
6844,18
6845,19
6846,20
6847,21
6848,22
6849,10
6850,11
6851,12
6852,13
6853,14
6854,15
6855,16
6856,17
6857,18
6858,19
6859,20
6860,21
6861,12
6862,13
6863,14
6864,15
6865,16
6866,17
6867,18
6868,19
6869,20
6870,21
6871,22
6872,23
6873,0
6874,0
6875,0
6876,0
6877,0
6878,0
6879,0
6880,0
6881,0
6882,0
6883,1
6884,2
6885,0
6886,0
6887,1
6888,2
6889,5
6890,6
6891,7
6892,8
6893,9
6894,10
6895,11
6896,12
6897,13
6898,14
6899,15
6900,16
6901,0
6902,0
6903,0
6904,1
6905,2
6906,3
6907,4
6908,5
6909,15
6910,16
6911,17
6912,18
6913,19
6914,20
6915,21
6916,22
6917,23
6918,24
6919,25
6920,26
6921,0
6922,0
6923,1
6924,0
6925,0
6926,0
6927,1
6928,2
6929,3
6930,4
6931,5
6932,6
6933,7
6934,8
6935,9
6936,0
6937,0
6938,0
6939,1
6940,2
6941,3
6942,4
6943,5
6944,6
6945,7
6946,8
6947,9
6948,9
6949,10
6950,11
6951,12
6952,13
6953,14
6954,15
6955,16
6956,17
6957,18
6958,19
6959,20
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,1
6968,2
6969,3
6970,4
6971,5
6972,11
6973,12
6974,13
6975,14
6976,15
6977,16
6978,17
6979,18
6980,19
6981,20
6982,21
6983,22
6984,1
6985,2
6986,3
6987,4
6988,5
6989,2
6990,3
6991,4
6992,5
6993,6
6994,7
6995,8
6996,9
6997,10
6998,11
6999,12
7000,13
7001,7
7002,8
7003,9
7004,10
7005,11
7006,12
7007,13
7008,14
7009,15
7010,16
7011,17
7012,18
7013,0
7014,0
7015,0
7016,0
7017,1
7018,0
7019,0
7020,0
7021,0
7022,0
7023,1
7024,2
7025,3
7026,4
7027,5
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,1
7036,2
7037,8
7038,9
7039,10
7040,11
7041,12
7042,13
7043,14
7044,15
7045,16
7046,17
7047,18
7048,19
7049,2
7050,3
7051,4
7052,5
7053,6
7054,7
7055,8
7056,9
7057,10
7058,11
7059,12
7060,13
7061,10
7062,11
7063,12
7064,13
7065,14
7066,15
7067,16
7068,17
7069,18
7070,19
7071,20
7072,21
7073,7
7074,8
7075,9
7076,10
7077,11
7078,12
7079,13
7080,14
7081,15
7082,16
7083,17
7084,18
7085,0
7086,0
7087,0
7088,0
7089,0
7090,1
7091,2
7092,10
7093,11
7094,12
7095,13
7096,14
7097,15
7098,16
7099,17
7100,18
7101,19
7102,20
7103,21
7104,0
7105,1
7106,2
7107,3
7108,4
7109,5
7110,6
7111,7
7112,8
7113,9
7114,1
7115,2
7116,3
7117,4
7118,5
7119,6
7120,12
7121,13
7122,14
7123,15
7124,15
7125,16
7126,17
7127,18
7128,19
7129,20
7130,21
7131,22
7132,23
7133,24
7134,25
7135,26
7136,1
7137,2
7138,3
7139,4
7140,5
7141,6
7142,7
7143,8
7144,9
7145,10
7146,11
7147,12
7148,11
7149,12
7150,13
7151,14
7152,15
7153,16
7154,17
7155,18
7156,19
7157,20
7158,21
7159,22
7160,0
7161,0
7162,0
7163,0
7164,0
7165,0
7166,0
7167,1
7168,2
7169,3
7170,12
7171,13
7172,14
7173,15
7174,16
7175,17
7176,18
7177,19
7178,20
7179,21
7180,22
7181,23
7182,2
7183,3
7184,4
7185,5
7186,6
7187,7
7188,8
7189,9
7190,10
7191,11
7192,12
7193,13
7194,0
7195,1
7196,2
7197,3
7198,4
7199,5
7200,6
7201,7
7202,8
7203,9
7204,10
7205,11
7206,1
7207,2
7208,3
7209,4
7210,0
7211,0
7212,0
7213,0
7214,0
7215,0
7216,0
7217,0
7218,1
7219,2
7220,3
7221,4
7222,11
7223,12
7224,13
7225,14
7226,15
7227,16
7228,1
7229,2
7230,3
7231,4
7232,5
7233,6
7234,7
7235,8
7236,8
7237,9
7238,10
7239,11
7240,12
7241,13
7242,14
7243,15
7244,16
7245,17
7246,18
7247,19
7248,0
7249,0
7250,0
7251,1
7252,0
7253,1
7254,2
7255,3
7256,4
7257,5
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,0
7265,0
7266,0
7267,1
7268,2
7269,3
7270,15
7271,16
7272,17
7273,18
7274,19
7275,20
7276,21
7277,22
7278,23
7279,24
7280,25
7281,26
7282,1
7283,2
7284,3
7285,4
7286,5
7287,6
7288,7
7289,8
7290,9
7291,10
7292,11
7293,12
7294,1
7295,2
7296,3
7297,4
7298,5
7299,6
7300,7
7301,16
7302,17
7303,18
7304,19
7305,20
7306,21
7307,22
7308,23
7309,24
7310,25
7311,26
7312,27
7313,9
7314,10
7315,11
7316,12
7317,13
7318,14
7319,15
7320,16
7321,17
7322,18
7323,19
7324,20
7325,1
7326,2
7327,3
7328,4
7329,5
7330,6
7331,7
7332,1
7333,2
7334,3
7335,0
7336,4
7337,0
7338,5
7339,1
7340,6
7341,2
7342,7
7343,3
7344,8
7345,4
7346,9
7347,5
7348,10
7349,6
7350,7
7351,11
7352,8
7353,16
7354,17
7355,18
7356,19
7357,20
7358,21
7359,22
7360,23
7361,24
7362,25
7363,26
7364,27
7365,18
7366,19
7367,20
7368,21
7369,22
7370,23
7371,24
7372,25
7373,26
7374,27
7375,28
7376,29
7377,0
7378,1
7379,2
7380,0
7381,1
7382,2
7383,20
7384,21
7385,22
7386,23
7387,24
7388,25
7389,26
7390,27
7391,28
7392,29
7393,30
7394,31
7395,4
7396,5
7397,6
7398,7
7399,8
7400,9
7401,10
7402,11
7403,12
7404,13
7405,14
7406,15
7407,1
7408,2
7409,3
7410,4
7411,5
7412,6
7413,7
7414,8
7415,9
7416,10
7417,11
7418,12
7419,13
7420,14
7421,15
7422,16
7423,9
7424,10
7425,11
7426,12
7427,13
7428,14
7429,15
7430,16
7431,17
7432,18
7433,19
7434,20
7435,4
7436,5
7437,6
7438,7
7439,8
7440,9
7441,10
7442,11
7443,12
7444,13
7445,14
7446,15
7447,0
7448,0
7449,1
7450,2
7451,0
7452,0
7453,0
7454,0
7455,1
7456,2
7457,3
7458,4
7459,5
7460,6
7461,7
7462,8
7463,9
7464,10
7465,11
7466,12
7467,13
7468,14
7469,15
7470,16
7471,17
7472,18
7473,19
7474,20
7475,16
7476,17
7477,18
7478,19
7479,20
7480,21
7481,22
7482,12
7483,13
7484,14
7485,15
7486,16
7487,17
7488,0
7489,0
7490,0
7491,0
7492,0
7493,1
7494,2
7495,3
7496,4
7497,5
7498,6
7499,7
7500,0
7501,0
7502,0
7503,0
7504,0
7505,0
7506,1
7507,12
7508,13
7509,14
7510,15
7511,16
7512,17
7513,18
7514,19
7515,20
7516,21
7517,22
7518,23
7519,10
7520,11
7521,0
7522,0
7523,0
7524,0
7525,0
7526,0
7527,0
7528,0
7529,0
7530,1
7531,2
7532,3
7533,3
7534,4
7535,5
7536,6
7537,7
7538,8
7539,9
7540,10
7541,11
7542,12
7543,13
7544,14
7545,3
7546,4
7547,5
7548,6
7549,7
7550,8
7551,9
7552,10
7553,11
7554,12
7555,13
7556,14
7557,2
7558,3
7559,4
7560,5
7561,6
7562,7
7563,8
7564,9
7565,10
7566,11
7567,12
7568,13
7569,0
7570,0
7571,0
7572,0
7573,0
7574,0
7575,0
7576,0
7577,1
7578,2
7579,3
7580,0
7581,0
7582,1
7583,2
7584,3
7585,4
7586,5
7587,13
7588,14
7589,15
7590,16
7591,17
7592,18
7593,19
7594,20
7595,21
7596,22
7597,23
7598,24
7599,1
7600,2
7601,3
7602,4
7603,5
7604,6
7605,7
7606,8
7607,9
7608,10
7609,11
7610,12
7611,0
7612,0
7613,1
7614,2
7615,3
7616,4
7617,5
7618,6
7619,7
7620,8
7621,9
7622,10
7623,0
7624,0
7625,0
7626,1
7627,2
7628,3
7629,4
7630,5
7631,6
7632,7
7633,8
7634,9
7635,0
7636,0
7637,0
7638,0
7639,0
7640,0
7641,0
7642,0
7643,1
7644,2
7645,3
7646,4
7647,1
7648,2
7649,3
7650,4
7651,1
7652,2
7653,3
7654,0
7655,0
7656,0
7657,0
7658,0
7659,1
7660,2
7661,3
7662,4
7663,5
7664,6
7665,7
7666,19
7667,20
7668,21
7669,22
7670,23
7671,24
7672,25
7673,26
7674,27
7675,28
7676,29
7677,30
7678,6
7679,7
7680,8
7681,9
7682,10
7683,11
7684,12
7685,13
7686,14
7687,15
7688,16
7689,17
7690,0
7691,0
7692,0
7693,0
7694,0
7695,1
7696,2
7697,3
7698,4
7699,5
7700,6
7701,7
7702,0
7703,0
7704,0
7705,0
7706,0
7707,1
7708,2
7709,3
7710,4
7711,5
7712,6
7713,7
7714,0
7715,0
7716,0
7717,1
7718,2
7719,3
7720,4
7721,11
7722,12
7723,13
7724,14
7725,15
7726,16
7727,17
7728,18
7729,19
7730,20
7731,21
7732,22
7733,0
7734,0
7735,0
7736,0
7737,1
7738,2
7739,3
7740,4
7741,5
7742,6
7743,15
7744,16
7745,17
7746,18
7747,19
7748,20
7749,21
7750,22
7751,23
7752,24
7753,25
7754,26
7755,1
7756,2
7757,3
7758,4
7759,5
7760,6
7761,3
7762,4
7763,5
7764,6
7765,7
7766,8
7767,9
7768,10
7769,11
7770,12
7771,13
7772,14
7773,13
7774,14
7775,15
7776,16
7777,17
7778,18
7779,19
7780,20
7781,21
7782,22
7783,23
7784,24
7785,10
7786,11
7787,12
7788,13
7789,14
7790,15
7791,16
7792,17
7793,18
7794,19
7795,20
7796,21
7797,0
7798,0
7799,1
7800,2
7801,3
7802,9
7803,10
7804,11
7805,12
7806,13
7807,14
7808,15
7809,16
7810,17
7811,18
7812,19
7813,20
7814,12
7815,1
7816,2
7817,3
7818,4
7819,5
7820,6
7821,8
7822,9
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,1
7831,11
7832,12
7833,11
7834,12
7835,13
7836,14
7837,15
7838,16
7839,17
7840,18
7841,19
7842,20
7843,21
7844,22
7845,6
7846,7
7847,8
7848,9
7849,10
7850,11
7851,12
7852,13
7853,14
7854,15
7855,16
7856,17
7857,0
7858,0
7859,0
7860,0
7861,1
7862,2
7863,3
7864,4
7865,5
7866,6
7867,7
7868,8
7869,0
7870,0
7871,0
7872,0
7873,1
7874,2
7875,3
7876,4
7877,5
7878,6
7879,0
7880,0
7881,0
7882,1
7883,2
7884,3
7885,4
7886,5
7887,0
7888,0
7889,0
7890,0
7891,1
7892,2
7893,3
7894,4
7895,5
7896,6
7897,7
7898,8
7899,1
7900,5
7901,6
7902,7
7903,8
7904,9
7905,10
7906,11
7907,12
7908,13
7909,14
7910,15
7911,16
7912,12
7913,13
7914,14
7915,15
7916,16
7917,17
7918,18
7919,19
7920,20
7921,21
7922,22
7923,23
7924,2
7925,3
7926,4
7927,5
7928,6
7929,7
7930,8
7931,9
7932,10
7933,11
7934,12
7935,13
7936,12
7937,13
7938,14
7939,15
7940,16
7941,17
7942,18
7943,19
7944,20
7945,21
7946,22
7947,23
7948,0
7949,0
7950,0
7951,1
7952,0
7953,1
7954,2
7955,3
7956,4
7957,5
7958,7
7959,8
7960,9
7961,10
7962,11
7963,12
7964,13
7965,14
7966,15
7967,16
7968,17
7969,18
7970,1
7971,2
7972,3
7973,4
7974,5
7975,6
7976,7
7977,8
7978,0
7979,0
7980,0
7981,0
7982,0
7983,0
7984,0
7985,0
7986,1
7987,2
7988,3
7989,4
7990,6
7991,7
7992,8
7993,9
7994,10
7995,11
7996,12
7997,13
7998,14
7999,15
8000,16
8001,17
8002,1
8003,2
8004,3
8005,4
8006,5
8007,6
8008,9
8009,10
8010,11
8011,12
8012,13
8013,14
8014,15
8015,16
8016,17
8017,18
8018,19
8019,20
8020,1
8021,2
8022,3
8023,4
8024,5
8025,6
8026,10
8027,11
8028,12
8029,13
8030,14
8031,15
8032,16
8033,17
8034,18
8035,19
8036,20
8037,21
8038,0
8039,0
8040,0
8041,0
8042,1
8043,2
8044,3
8045,9
8046,10
8047,11
8048,12
8049,13
8050,14
8051,15
8052,16
8053,17
8054,18
8055,19
8056,20
8057,13
8058,14
8059,15
8060,16
8061,17
8062,18
8063,19
8064,20
8065,21
8066,2
8067,3
8068,4
8069,5
8070,6
8071,7
8072,8
8073,9
8074,10
8075,11
8076,12
8077,13
8078,2
8079,3
8080,4
8081,5
8082,6
8083,7
8084,8
8085,9
8086,10
8087,11
8088,12
8089,13
8090,7
8091,8
8092,9
8093,10
8094,11
8095,12
8096,13
8097,14
8098,15
8099,16
8100,17
8101,18
8102,3
8103,4
8104,5
8105,6
8106,7
8107,8
8108,9
8109,10
8110,11
8111,12
8112,13
8113,14
8114,4
8115,5
8116,6
8117,7
8118,8
8119,9
8120,10
8121,11
8122,12
8123,13
8124,14
8125,15
8126,0
8127,0
8128,1
8129,2
8130,3
8131,4
8132,3
8133,4
8134,5
8135,6
8136,7
8137,8
8138,9
8139,10
8140,11
8141,12
8142,13
8143,14
8144,9
8145,10
8146,11
8147,12
8148,13
8149,14
8150,15
8151,16
8152,17
8153,18
8154,19
8155,20
8156,0
8157,0
8158,0
8159,1
8160,2
8161,3
8162,4
8163,5
8164,6
8165,4
8166,5
8167,6
8168,7
8169,8
8170,9
8171,10
8172,11
8173,12
8174,13
8175,1
8176,2
8177,3
8178,4
8179,5
8180,6
8181,7
8182,8
8183,9
8184,10
8185,11
8186,12
8187,4
8188,5
8189,6
8190,7
8191,8
8192,9
8193,10
8194,11
8195,12
8196,13
8197,14
8198,15
8199,5
8200,6
8201,7
8202,8
8203,9
8204,10
8205,11
8206,12
8207,13
8208,14
8209,15
8210,16
8211,12
8212,13
8213,14
8214,15
8215,16
8216,17
8217,18
8218,19
8219,20
8220,21
8221,22
8222,23
8223,0
8224,0
8225,0
8226,0
8227,0
8228,0
8229,1
8230,2
8231,3
8232,4
8233,5
8234,6
8235,12
8236,13
8237,14
8238,15
8239,16
8240,17
8241,18
8242,19
8243,20
8244,21
8245,22
8246,23
8247,1
8248,2
8249,3
8250,0
8251,0
8252,0
8253,0
8254,0
8255,0
8256,0
8257,1
8258,13
8259,14
8260,15
8261,16
8262,17
8263,18
8264,19
8265,20
8266,21
8267,22
8268,23
8269,24
8270,0
8271,0
8272,0
8273,0
8274,1
8275,2
8276,3
8277,4
8278,5
8279,7
8280,8
8281,4
8282,5
8283,6
8284,7
8285,8
8286,9
8287,10
8288,11
8289,12
8290,13
8291,14
8292,15
8293,0
8294,0
8295,1
8296,2
8297,3
8298,1
8299,2
8300,3
8301,4
8302,5
8303,6
8304,7
8305,8
8306,9
8307,10
8308,11
8309,12
8310,12
8311,13
8312,14
8313,15
8314,16
8315,17
8316,18
8317,19
8318,20
8319,21
8320,22
8321,23
8322,0
8323,0
8324,1
8325,0
8326,0
8327,0
8328,0
8329,1
8330,2
8331,1
8332,3
8333,2
8334,3
8335,4
8336,5
8337,6
8338,13
8339,14
8340,15
8341,16
8342,17
8343,18
8344,19
8345,20
8346,21
8347,22
8348,23
8349,24
8350,7
8351,13
8352,14
8353,15
8354,16
8355,17
8356,18
8357,19
8358,20
8359,21
8360,22
8361,23
8362,24
8363,2
8364,3
8365,4
8366,5
8367,6
8368,7
8369,8
8370,9
8371,10
8372,11
8373,12
8374,13
8375,7
8376,8
8377,9
8378,10
8379,11
8380,12
8381,13
8382,14
8383,15
8384,16
8385,17
8386,18
8387,2
8388,3
8389,4
8390,5
8391,6
8392,7
8393,8
8394,9
8395,10
8396,11
8397,12
8398,13
8399,0
8400,0
8401,1
8402,2
8403,3
8404,4
8405,5
8406,6
8407,0
8408,0
8409,0
8410,1
8411,2
8412,3
8413,4
8414,5
8415,6
8416,9
8417,10
8418,11
8419,12
8420,13
8421,14
8422,15
8423,16
8424,17
8425,18
8426,19
8427,20
8428,1
8429,2
8430,3
8431,4
8432,5
8433,6
8434,7
8435,8
8436,9
8437,10
8438,11
8439,12
8440,0
8441,0
8442,0
8443,0
8444,0
8445,1
8446,2
8447,3
8448,4
8449,5
8450,6
8451,7
8452,0
8453,0
8454,1
8455,2
8456,3
8457,4
8458,5
8459,6
8460,7
8461,8
8462,9
8463,10
8464,1
8465,2
8466,3
8467,4
8468,5
8469,6
8470,7
8471,8
8472,9
8473,10
8474,11
8475,12
8476,0
8477,0
8478,0
8479,0
8480,1
8481,2
8482,3
8483,4
8484,5
8485,6
8486,7
8487,8
8488,2
8489,3
8490,4
8491,5
8492,6
8493,7
8494,8
8495,9
8496,10
8497,11
8498,12
8499,13
8500,5
8501,6
8502,7
8503,8
8504,9
8505,0
8506,0
8507,1
8508,2
8509,3
8510,2
8511,3
8512,4
8513,5
8514,6
8515,7
8516,8
8517,9
8518,10
8519,11
8520,12
8521,13
8522,1
8523,2
8524,3
8525,4
8526,5
8527,6
8528,7
8529,8
8530,9
8531,10
8532,11
8533,12
8534,13
8535,14
8536,15
8537,16
8538,10
8539,11
8540,12
8541,13
8542,14
8543,15
8544,16
8545,17
8546,18
8547,19
8548,20
8549,21
8550,20
8551,21
8552,22
8553,23
8554,24
8555,25
8556,26
8557,27
8558,28
8559,29
8560,30
8561,31
8562,5
8563,6
8564,7
8565,8
8566,9
8567,10
8568,11
8569,12
8570,13
8571,14
8572,15
8573,16
8574,10
8575,11
8576,12
8577,13
8578,14
8579,15
8580,16
8581,17
8582,18
8583,19
8584,20
8585,21
8586,0
8587,0
8588,0
8589,0
8590,0
