,상장기간
2995,10
2996,11
2997,12
2998,13
2999,14
3000,11
3001,12
3002,13
3003,14
3004,15
3005,16
3006,17
3007,18
3008,19
3009,20
3010,21
3011,22
3012,12
3013,13
3014,14
3015,15
3016,16
3017,17
3018,18
3019,19
3020,20
3021,21
3022,22
3023,23
3024,8
3025,9
3026,10
3027,11
3028,12
3029,13
3030,14
3031,15
3032,16
3033,17
3034,18
3035,19
3036,1
3037,2
3038,3
3039,4
3040,5
3041,0
3042,0
3043,0
3044,1
3045,2
3046,15
3047,16
3048,17
3049,18
3050,19
3051,20
3052,21
3053,22
3054,23
3055,24
3056,25
3057,26
3058,0
3059,0
3060,0
3061,1
3062,2
3063,3
3064,4
3065,5
3066,5
3067,6
3068,7
3069,8
3070,9
3071,10
3072,11
3073,12
3074,13
3075,14
3076,15
3077,16
3078,9
3079,10
3080,11
3081,12
3082,13
3083,14
3084,15
3085,16
3086,17
3087,18
3088,19
3089,20
3090,0
3091,1
3092,2
3093,3
3094,4
3095,5
3096,6
3097,7
3098,8
3099,9
3100,10
3101,11
3102,0
3103,0
3104,1
3105,2
3106,3
3107,4
3108,5
3109,6
3110,7
3111,8
3112,9
3113,10
3114,11
3115,12
3116,13
3117,0
3118,0
3119,16
3120,17
3121,18
3122,19
3123,20
3124,21
3125,22
3126,23
3127,24
3128,25
3129,26
3130,27
3131,0
3132,0
3133,0
3134,0
3135,1
3136,2
3137,3
3138,4
3139,5
3140,6
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,1
3148,2
3149,17
3150,18
3151,15
3152,16
3153,17
3154,18
3155,19
3156,20
3157,21
3158,22
3159,23
3160,24
3161,25
3162,26
3163,20
3164,21
3165,22
3166,23
3167,24
3168,25
3169,26
3170,27
3171,28
3172,29
3173,30
3174,31
3175,15
3176,16
3177,17
3178,18
3179,19
3180,20
3181,21
3182,22
3183,23
3184,24
3185,25
3186,26
3187,8
3188,9
3189,10
3190,11
3191,12
3192,13
3193,14
3194,15
3195,16
3196,17
3197,18
3198,19
3199,11
3200,12
3201,13
3202,14
3203,15
3204,16
3205,17
3206,18
3207,19
3208,20
3209,21
3210,22
3211,11
3212,12
3213,13
3214,14
3215,15
3216,16
3217,17
3218,18
3219,19
3220,20
3221,21
3222,22
3223,5
3224,6
3225,7
3226,8
3227,9
3228,10
3229,11
3230,12
3231,13
3232,14
3233,15
3234,16
3235,12
3236,13
3237,14
3238,15
3239,16
3240,17
3241,18
3242,19
3243,20
3244,21
3245,22
3246,23
3247,3
3248,4
3249,5
3250,6
3251,7
3252,8
3253,9
3254,10
3255,11
3256,12
3257,13
3258,14
3259,1
3260,2
3261,3
3262,4
3263,5
3264,6
3265,7
3266,8
3267,9
3268,10
3269,11
3270,12
3271,12
3272,13
3273,14
3274,15
3275,16
3276,17
3277,18
3278,19
3279,20
3280,21
3281,22
3282,23
3283,10
3284,11
3285,12
3286,13
3287,14
3288,15
3289,16
3290,17
3291,18
3292,19
3293,20
3294,21
3295,0
3296,0
3297,0
3298,0
3299,0
3300,0
3301,1
3302,0
3303,0
3304,0
3305,0
3306,0
3307,0
3308,1
3309,2
3310,0
3311,0
3312,0
3313,0
3314,1
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,1
3325,2
3326,3
3327,7
3328,8
3329,9
3330,10
3331,11
3332,12
3333,13
3334,14
3335,15
3336,16
3337,17
3338,18
3339,17
3340,18
3341,19
3342,20
3343,21
3344,22
3345,23
3346,24
3347,25
3348,26
3349,27
3350,28
3351,7
3352,8
3353,9
3354,10
3355,11
3356,12
3357,13
3358,14
3359,15
3360,16
3361,17
3362,18
3363,1
3364,2
3365,3
3366,4
3367,5
3368,6
3369,7
3370,8
3371,9
3372,10
3373,11
3374,12
3375,10
3376,11
3377,12
3378,13
3379,14
3380,15
3381,16
3382,17
3383,18
3384,19
3385,20
3386,21
3387,4
3388,5
3389,6
3390,7
3391,8
3392,9
3393,10
3394,11
3395,12
3396,13
3397,14
3398,15
3399,12
3400,13
3401,14
3402,15
3403,16
3404,17
3405,18
3406,19
3407,20
3408,21
3409,22
3410,23
3411,5
3412,6
3413,7
3414,8
3415,9
3416,10
3417,11
3418,12
3419,13
3420,14
3421,15
3422,16
3423,0
3424,0
3425,0
3426,1
3427,2
3428,3
3429,4
3430,5
3431,6
3432,7
3433,8
3434,9
3435,0
3436,0
3437,0
3438,0
3439,0
3440,0
3441,1
3442,2
3443,3
3444,4
3445,5
3446,6
3447,2
3448,3
3449,4
3450,5
3451,6
3452,7
3453,8
3454,9
3455,10
3456,11
3457,12
3458,13
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,1
3466,2
3467,3
3468,4
3469,5
3470,6
3471,18
3472,19
3473,20
3474,21
3475,22
3476,23
3477,24
3478,25
3479,26
3480,27
3481,28
3482,29
3483,13
3484,14
3485,15
3486,16
3487,17
3488,18
3489,19
3490,20
3491,21
3492,22
3493,23
3494,24
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,1
3505,2
3506,3
3507,13
3508,14
3509,15
3510,16
3511,17
3512,18
3513,19
3514,20
3515,21
3516,22
3517,23
3518,24
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,1
3526,2
3527,3
3528,4
3529,5
3530,6
3531,11
3532,12
3533,13
3534,14
3535,15
3536,16
3537,17
3538,18
3539,19
3540,20
3541,21
3542,22
3543,12
3544,13
3545,14
3546,15
3547,16
3548,17
3549,18
3550,19
3551,20
3552,21
3553,22
3554,23
3555,17
3556,18
3557,19
3558,20
3559,21
3560,22
3561,23
3562,24
3563,25
3564,26
3565,27
3566,28
3567,6
3568,7
3569,8
3570,9
3571,10
3572,11
3573,12
3574,13
3575,14
3576,15
3577,16
3578,17
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,1
3588,2
3589,3
3590,4
3591,0
3592,0
3593,0
3594,0
3595,1
3596,2
3597,11
3598,12
3599,13
3600,14
3601,15
3602,16
3603,17
3604,18
3605,19
3606,20
3607,21
3608,22
3609,1
3610,2
3611,3
3612,4
3613,16
3614,17
3615,18
3616,19
3617,20
3618,21
3619,22
3620,23
3621,24
3622,25
3623,26
3624,27
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,1
3637,11
3638,12
3639,13
3640,14
3641,15
3642,16
3643,17
3644,18
3645,19
3646,20
3647,21
3648,4
3649,5
3650,6
3651,7
3652,8
3653,9
3654,10
3655,11
3656,12
3657,13
3658,14
3659,15
3660,18
3661,19
3662,20
3663,21
3664,22
3665,23
3666,24
3667,25
3668,26
3669,27
3670,28
3671,29
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,1
3679,2
3680,3
3681,4
3682,5
3683,12
3684,13
3685,14
3686,15
3687,16
3688,17
3689,18
3690,19
3691,20
3692,21
3693,22
3694,23
3695,8
3696,9
3697,10
3698,11
3699,12
3700,13
3701,14
3702,15
3703,16
3704,17
3705,18
3706,19
3707,11
3708,12
3709,13
3710,14
3711,15
3712,16
3713,17
3714,18
3715,19
3716,20
3717,21
3718,22
3719,1
3720,2
3721,3
3722,4
3723,5
3724,6
3725,7
3726,8
3727,0
3728,0
3729,1
3730,2
3731,3
3732,1
3733,4
3734,2
3735,3
3736,4
3737,5
3738,6
3739,7
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,1
3748,2
3749,3
3750,0
3751,0
3752,0
3753,1
3754,2
3755,3
3756,10
3757,11
3758,12
3759,13
3760,14
3761,15
3762,16
3763,17
3764,18
3765,19
3766,20
3767,21
3768,0
3769,0
3770,1
3771,2
3772,3
3773,4
3774,0
3775,0
3776,0
3777,1
3778,2
3779,3
3780,4
3781,5
3782,3
3783,4
3784,5
3785,6
3786,7
3787,8
3788,9
3789,10
3790,11
3791,12
3792,13
3793,14
3794,1
3795,2
3796,3
3797,4
3798,5
3799,6
3800,7
3801,8
3802,9
3803,7
3804,8
3805,9
3806,10
3807,11
3808,12
3809,6
3810,7
3811,8
3812,9
3813,10
3814,11
3815,12
3816,13
3817,14
3818,15
3819,16
3820,17
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,1
3828,2
3829,3
3830,4
3831,5
3832,6
3833,2
3834,3
3835,4
3836,5
3837,6
3838,7
3839,8
3840,9
3841,10
3842,11
3843,12
3844,13
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,1
3855,2
3856,3
3857,11
3858,12
3859,13
3860,14
3861,15
3862,16
3863,17
3864,18
3865,19
3866,20
3867,21
3868,0
3869,1
3870,2
3871,3
3872,15
3873,16
3874,17
3875,18
3876,19
3877,20
3878,21
3879,22
3880,23
3881,24
3882,25
3883,26
3884,7
3885,8
3886,9
3887,10
3888,11
3889,12
3890,13
3891,14
3892,15
3893,16
3894,17
3895,18
3896,12
3897,13
3898,14
3899,15
3900,16
3901,17
3902,18
3903,19
3904,20
3905,21
3906,22
3907,23
3908,0
3909,0
3910,1
3911,2
3912,3
3913,4
3914,5
3915,6
3916,7
3917,8
3918,9
3919,10
3920,13
3921,14
3922,15
3923,16
3924,17
3925,18
3926,19
3927,20
3928,21
3929,22
3930,23
3931,24
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,1
3940,2
3941,3
3942,0
3943,0
3944,1
3945,6
3946,7
3947,8
3948,9
3949,10
3950,11
3951,12
3952,13
3953,14
3954,15
3955,16
3956,17
3957,0
3958,0
3959,0
3960,0
3961,0
3962,1
3963,2
3964,3
3965,4
3966,5
3967,6
3968,7
3969,7
3970,8
3971,9
3972,10
3973,11
3974,12
3975,13
3976,14
3977,15
3978,16
3979,17
3980,18
3981,0
3982,0
3983,0
3984,0
3985,0
3986,1
3987,2
3988,3
3989,4
3990,0
3991,1
3992,2
3993,3
3994,4
3995,5
3996,6
3997,7
3998,0
3999,0
4000,1
4001,2
4002,3
4003,4
4004,4
4005,5
4006,6
4007,7
4008,8
4009,9
4010,10
4011,11
4012,12
4013,13
4014,14
4015,15
4016,0
4017,0
4018,0
4019,1
4020,2
4021,3
4022,4
4023,5
4024,6
4025,7
4026,8
4027,9
4028,1
4029,2
4030,3
4031,4
4032,5
4033,6
4034,7
4035,8
4036,9
4037,10
4038,11
4039,12
4040,3
4041,4
4042,5
4043,6
4044,7
4045,8
4046,9
4047,10
4048,11
4049,12
4050,13
4051,14
4052,11
4053,12
4054,13
4055,14
4056,15
4057,16
4058,17
4059,18
4060,19
4061,20
4062,21
4063,22
4064,0
4065,0
4066,0
4067,0
4068,0
4069,1
4070,0
4071,1
4072,2
4073,3
4074,4
4075,5
4076,6
4077,7
4078,8
4079,9
4080,10
4081,11
4082,2
4083,3
4084,4
4085,5
4086,6
4087,7
4088,8
4089,9
4090,10
4091,11
4092,12
4093,13
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,1
4103,2
4104,3
4105,4
4106,5
4107,6
4108,7
4109,8
4110,9
4111,3
4112,4
4113,5
4114,6
4115,7
4116,8
4117,9
4118,0
4119,0
4120,1
4121,2
4122,15
4123,16
4124,17
4125,18
4126,19
4127,20
4128,21
4129,22
4130,23
4131,24
4132,25
4133,26
4134,11
4135,12
4136,13
4137,14
4138,15
4139,16
4140,17
4141,18
4142,19
4143,20
4144,21
4145,22
4146,2
4147,3
4148,4
4149,5
4150,13
4151,14
4152,15
4153,16
4154,17
4155,18
4156,19
4157,20
4158,21
4159,22
4160,23
4161,24
4162,0
4163,0
4164,1
4165,2
4166,8
4167,9
4168,10
4169,11
4170,12
4171,13
4172,14
4173,15
4174,16
4175,17
4176,18
4177,19
4178,17
4179,18
4180,19
4181,20
4182,21
4183,22
4184,23
4185,24
4186,25
4187,26
4188,27
4189,28
4190,10
4191,0
4192,1
4193,2
4194,3
4195,4
4196,5
4197,6
4198,1
4199,2
4200,3
4201,4
4202,5
4203,6
4204,7
4205,8
4206,9
4207,10
4208,11
4209,12
4210,1
4211,2
4212,3
4213,4
4214,5
4215,6
4216,7
4217,8
4218,9
4219,10
4220,11
4221,12
4222,0
4223,0
4224,0
4225,0
4226,1
4227,2
4228,3
4229,19
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,1
4241,1
4242,2
4243,3
4244,4
4245,5
4246,6
4247,7
4248,8
4249,9
4250,10
4251,11
4252,12
4253,0
4254,1
4255,2
4256,3
4257,4
4258,0
4259,0
4260,0
4261,1
4262,2
4263,3
4264,4
4265,5
4266,6
4267,7
4268,8
4269,9
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,1
4280,2
4281,4
4282,5
4283,6
4284,1
4285,2
4286,3
4287,4
4288,5
4289,6
4290,7
4291,8
4292,12
4293,13
4294,14
4295,15
4296,16
4297,17
4298,18
4299,19
4300,20
4301,21
4302,22
4303,23
4304,4
4305,5
4306,6
4307,7
4308,8
4309,9
4310,10
4311,0
4312,0
4313,0
4314,0
4315,1
4316,2
4317,3
4318,4
4319,5
4320,6
4321,7
4322,8
4323,0
4324,0
4325,0
4326,1
4327,2
4328,0
4329,0
4330,0
4331,0
4332,1
4333,2
4334,3
4335,4
4336,5
4337,11
4338,12
4339,13
4340,14
4341,15
4342,16
4343,2
4344,3
4345,4
4346,5
4347,6
4348,7
4349,8
4350,9
4351,1
4352,2
4353,3
4354,4
4355,5
4356,6
4357,7
4358,8
4359,9
4360,1
4361,2
4362,3
4363,4
4364,5
4365,6
4366,7
4367,8
4368,12
4369,13
4370,14
4371,15
4372,16
4373,17
4374,18
4375,19
4376,20
4377,21
4378,22
4379,23
4380,4
4381,5
4382,6
4383,7
4384,8
4385,9
4386,10
4387,11
4388,12
4389,13
4390,14
4391,15
4392,10
4393,11
4394,12
4395,13
4396,14
4397,15
4398,16
4399,17
4400,18
4401,19
4402,20
4403,21
4404,7
4405,8
4406,9
4407,10
4408,11
4409,12
4410,13
4411,14
4412,15
4413,16
4414,17
4415,18
4416,1
4417,2
4418,3
4419,4
4420,5
4421,6
4422,7
4423,9
4424,10
4425,11
4426,12
4427,13
4428,14
4429,15
4430,16
4431,17
4432,18
4433,19
4434,20
4435,0
4436,0
4437,0
4438,0
4439,0
4440,1
4441,2
4442,15
4443,16
4444,17
4445,18
4446,19
4447,20
4448,21
4449,12
4450,13
4451,14
4452,15
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,1
4464,2
4465,8
4466,9
4467,10
4468,11
4469,12
4470,13
4471,14
4472,15
4473,16
4474,17
4475,18
4476,19
4477,6
4478,7
4479,8
4480,9
4481,10
4482,11
4483,12
4484,13
4485,14
4486,15
4487,16
4488,17
4489,1
4490,2
4491,3
4492,1
4493,2
4494,3
4495,4
4496,5
4497,6
4498,7
4499,8
4500,9
4501,10
4502,11
4503,12
4504,13
4505,14
4506,15
4507,16
4508,17
4509,0
4510,0
4511,0
4512,0
4513,1
4514,2
4515,3
4516,4
4517,5
4518,1
4519,2
4520,3
4521,4
4522,5
4523,6
4524,7
4525,8
4526,9
4527,10
4528,11
4529,12
4530,10
4531,11
4532,12
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,1
4544,2
4545,13
4546,14
4547,15
4548,16
4549,17
4550,18
4551,19
4552,20
4553,21
4554,22
4555,23
4556,24
4557,2
4558,3
4559,4
4560,5
4561,6
4562,7
4563,8
4564,9
4565,10
4566,11
4567,12
4568,13
4569,0
4570,0
4571,1
4572,2
4573,3
4574,4
4575,5
4576,6
4577,7
4578,10
4579,11
4580,12
4581,13
4582,14
4583,15
4584,16
4585,17
4586,18
4587,19
4588,20
4589,21
4590,10
4591,0
4592,1
4593,2
4594,3
4595,4
4596,5
4597,6
4598,10
4599,11
4600,12
4601,13
4602,14
4603,15
4604,16
4605,17
4606,18
4607,19
4608,20
4609,21
4610,2
4611,3
4612,4
4613,5
4614,6
4615,7
4616,8
4617,9
4618,10
4619,11
4620,12
4621,13
4622,16
4623,17
4624,18
4625,19
4626,20
4627,21
4628,22
4629,23
4630,24
4631,25
4632,26
4633,27
4634,12
4635,13
4636,14
4637,7
4638,8
4639,9
4640,10
4641,11
4642,12
4643,13
4644,14
4645,15
4646,16
4647,0
4648,0
4649,0
4650,0
4651,1
4652,2
4653,3
4654,4
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,1
4664,2
4665,9
4666,10
4667,11
4668,12
4669,13
4670,14
4671,15
4672,16
4673,17
4674,18
4675,19
4676,20
4677,8
4678,9
4679,10
4680,11
4681,12
4682,13
4683,14
4684,15
4685,16
4686,17
4687,18
4688,19
4689,7
4690,8
4691,9
4692,10
4693,11
4694,12
4695,13
4696,14
4697,15
4698,16
4699,17
4700,18
4701,0
4702,1
4703,2
4704,3
4705,4
4706,5
4707,6
4708,7
4709,8
4710,9
4711,10
4712,11
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,0
4722,0
4723,0
4724,1
4725,0
4726,0
4727,1
4728,2
4729,3
4730,4
4731,5
4732,6
4733,0
4734,0
4735,0
4736,1
4737,2
4738,3
4739,4
4740,5
4741,6
4742,7
4743,8
4744,9
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,1
4756,2
4757,0
4758,0
4759,0
4760,0
4761,1
4762,2
4763,3
4764,4
4765,5
4766,6
4767,7
4768,8
4769,0
4770,0
4771,1
4772,2
4773,3
4774,4
4775,5
4776,6
4777,1
4778,2
4779,3
4780,4
4781,5
4782,6
4783,7
4784,8
4785,9
4786,10
4787,11
4788,12
4789,11
4790,12
4791,13
4792,14
4793,15
4794,16
4795,17
4796,18
4797,19
4798,20
4799,21
4800,22
4801,7
4802,8
4803,9
4804,10
4805,11
4806,1
4807,2
4808,3
4809,4
4810,0
4811,0
4812,1
4813,2
4814,3
4815,4
4816,5
4817,6
4818,7
4819,8
4820,9
4821,10
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,1
4829,2
4830,3
4831,4
4832,1
4833,2
4834,3
4835,4
4836,5
4837,6
4838,7
4839,8
4840,9
4841,10
4842,11
4843,12
4844,0
4845,0
4846,0
4847,0
4848,0
4849,1
4850,3
4851,4
4852,5
4853,6
4854,7
4855,8
4856,9
4857,10
4858,11
4859,12
4860,13
4861,14
4862,5
4863,6
4864,7
4865,8
4866,9
4867,10
4868,11
4869,12
4870,13
4871,14
4872,15
4873,16
4874,5
4875,6
4876,7
4877,8
4878,9
4879,10
4880,11
4881,12
4882,13
4883,14
4884,15
4885,16
4886,12
4887,13
4888,14
4889,15
4890,16
4891,17
4892,18
4893,19
4894,20
4895,21
4896,22
4897,23
4898,0
4899,0
4900,1
4901,1
4902,2
4903,3
4904,4
4905,5
4906,4
4907,5
4908,6
4909,7
4910,8
4911,9
4912,10
4913,11
4914,12
4915,13
4916,14
4917,15
4918,7
4919,8
4920,9
4921,10
4922,11
4923,12
4924,13
4925,14
4926,15
4927,16
4928,17
4929,18
4930,0
4931,0
4932,0
4933,0
4934,0
4935,1
4936,2
4937,3
4938,4
4939,5
4940,6
4941,7
4942,8
4943,9
4944,10
4945,11
4946,12
4947,13
4948,14
4949,15
4950,16
4951,17
4952,6
4953,7
4954,8
4955,9
4956,10
4957,11
4958,12
4959,13
4960,14
4961,15
4962,16
4963,17
4964,0
4965,0
4966,0
4967,0
4968,0
4969,1
4970,2
4971,3
4972,4
4973,5
4974,6
4975,7
4976,15
4977,16
4978,17
4979,18
4980,19
4981,20
4982,21
4983,22
4984,23
4985,24
4986,25
4987,26
4988,4
4989,5
4990,6
4991,7
4992,8
4993,9
4994,10
4995,11
4996,12
4997,13
4998,14
4999,15
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,1
5007,2
5008,10
5009,11
5010,12
5011,13
5012,14
5013,15
5014,16
5015,17
5016,18
5017,19
5018,20
5019,21
5020,0
5021,0
5022,1
5023,2
5024,3
5025,4
5026,5
5027,6
5028,7
5029,8
5030,9
5031,0
5032,0
5033,0
5034,1
5035,2
5036,3
5037,4
5038,5
5039,6
5040,7
5041,8
5042,9
5043,10
5044,11
5045,12
5046,13
5047,14
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,1
5057,2
5058,3
5059,4
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,1
5071,2
5072,10
5073,11
5074,12
5075,13
5076,14
5077,8
5078,12
5079,13
5080,14
5081,15
5082,16
5083,17
5084,18
5085,19
5086,20
5087,21
5088,22
5089,23
5090,0
5091,0
5092,0
5093,1
5094,2
5095,3
5096,4
5097,5
5098,6
5099,7
5100,8
5101,9
5102,15
5103,16
5104,0
5105,1
5106,2
5107,3
5108,4
5109,9
5110,10
5111,11
5112,12
5113,13
5114,14
5115,15
5116,16
5117,17
5118,18
5119,19
5120,20
5121,11
5122,12
5123,13
5124,14
5125,15
5126,16
5127,17
5128,18
5129,19
5130,20
5131,21
5132,22
5133,0
5134,0
5135,1
5136,2
5137,3
5138,4
5139,5
5140,6
5141,7
5142,0
5143,0
5144,1
5145,1
5146,2
5147,2
5148,3
5149,4
5150,5
5151,0
5152,0
5153,0
5154,0
5155,1
5156,2
5157,5
5158,6
5159,7
5160,8
5161,9
5162,10
5163,11
5164,12
5165,13
5166,14
5167,15
5168,16
5169,10
5170,11
5171,12
5172,13
5173,14
5174,15
5175,16
5176,17
5177,18
5178,19
5179,20
5180,21
5181,0
5182,0
5183,0
5184,0
5185,0
5186,1
5187,2
5188,3
5189,4
5190,5
5191,6
5192,7
5193,0
5194,1
5195,2
5196,3
5197,0
5198,1
5199,2
5200,3
5201,4
5202,5
5203,6
5204,7
5205,8
5206,9
5207,2
5208,3
5209,4
5210,5
5211,6
5212,7
5213,8
5214,9
5215,10
5216,11
5217,12
5218,13
5219,0
5220,0
5221,1
5222,2
5223,3
5224,4
5225,5
5226,6
5227,7
5228,8
5229,9
5230,10
5231,2
5232,3
5233,4
5234,5
5235,6
5236,7
5237,8
5238,9
5239,10
5240,11
5241,12
5242,1
5243,0
5244,0
5245,0
5246,0
5247,1
5248,2
5249,3
5250,1
5251,2
5252,3
5253,4
5254,5
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,1
5262,1
5263,2
5264,3
5265,4
5266,5
5267,6
5268,7
5269,8
5270,9
5271,11
5272,12
5273,13
5274,14
5275,15
5276,16
5277,17
5278,18
5279,19
5280,20
5281,21
5282,22
5283,0
5284,0
5285,1
5286,2
5287,3
5288,4
5289,5
5290,0
5291,0
5292,0
5293,0
5294,0
5295,1
5296,2
5297,3
5298,4
5299,5
5300,6
5301,7
5302,5
5303,6
5304,7
5305,8
5306,9
5307,10
5308,11
5309,12
5310,13
5311,14
5312,15
5313,16
5314,0
5315,0
5316,0
5317,0
5318,1
5319,2
5320,3
5321,0
5322,0
5323,0
5324,0
5325,0
5326,0
5327,1
5328,2
5329,3
5330,4
5331,5
5332,6
5333,8
5334,9
5335,10
5336,11
5337,12
5338,13
5339,14
5340,15
5341,16
5342,17
5343,18
5344,19
5345,0
5346,0
5347,0
5348,0
5349,0
5350,1
5351,2
5352,3
5353,4
5354,5
5355,6
5356,0
5357,1
5358,2
5359,3
5360,4
5361,5
5362,6
5363,7
5364,6
5365,7
5366,8
5367,9
5368,10
5369,11
5370,12
5371,13
5372,14
5373,15
5374,16
5375,17
5376,19
5377,20
5378,0
5379,0
5380,1
5381,2
5382,3
5383,4
5384,5
5385,6
5386,2
5387,3
5388,4
5389,5
5390,6
5391,7
5392,8
5393,9
5394,10
5395,11
5396,12
5397,13
5398,15
5399,16
5400,17
5401,18
5402,19
5403,20
5404,21
5405,22
5406,23
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,1
5419,9
5420,10
5421,11
5422,12
5423,13
5424,14
5425,15
5426,16
5427,17
5428,18
5429,19
5430,20
5431,13
5432,14
5433,12
5434,13
5435,14
5436,15
5437,16
5438,17
5439,18
5440,19
5441,20
5442,21
5443,22
5444,23
5445,10
5446,11
5447,12
5448,13
5449,14
5450,15
5451,16
5452,17
5453,18
5454,19
5455,20
5456,21
5457,3
5458,4
5459,5
5460,6
5461,7
5462,8
5463,9
5464,10
5465,11
5466,12
5467,13
5468,14
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,1
5480,2
5481,3
5482,4
5483,5
5484,6
5485,7
5486,8
5487,9
5488,10
5489,11
5490,12
5491,13
5492,14
5493,5
5494,6
5495,7
5496,8
5497,9
5498,10
5499,11
5500,12
5501,13
5502,14
5503,15
5504,16
5505,0
5506,1
5507,2
5508,3
5509,4
5510,5
5511,13
5512,14
5513,15
5514,16
5515,17
5516,18
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,1
5526,12
5527,13
5528,14
5529,15
5530,16
5531,17
5532,18
5533,19
5534,20
5535,21
5536,22
5537,23
5538,6
5539,0
5540,0
5541,7
5542,1
5543,8
5544,2
5545,9
5546,3
5547,10
5548,4
5549,11
5550,5
5551,12
5552,13
5553,6
5554,7
5555,14
5556,8
5557,15
5558,16
5559,17
5560,1
5561,2
5562,3
5563,1
5564,2
5565,3
5566,4
5567,5
5568,6
5569,7
5570,8
5571,9
5572,11
5573,12
5574,13
5575,14
5576,15
5577,16
5578,17
5579,18
5580,19
5581,20
5582,21
5583,22
5584,11
5585,12
5586,13
5587,14
5588,15
5589,16
5590,17
5591,18
5592,19
5593,20
5594,21
5595,22
5596,0
5597,0
5598,0
5599,1
5600,2
5601,3
5602,4
5603,5
5604,6
5605,7
5606,8
5607,10
5608,11
5609,12
5610,13
5611,14
5612,15
5613,16
5614,17
5615,18
5616,19
5617,20
5618,21
5619,12
5620,13
5621,14
5622,15
5623,16
5624,17
5625,18
5626,19
5627,20
5628,21
5629,22
5630,23
5631,11
5632,12
5633,13
5634,14
5635,15
5636,16
5637,17
5638,18
5639,19
5640,20
5641,21
5642,22
5643,1
5644,2
5645,3
5646,4
5647,5
5648,6
5649,7
5650,8
5651,9
5652,10
5653,11
5654,12
5655,0
5656,0
5657,1
5658,2
5659,0
5660,0
5661,1
5662,0
5663,0
5664,0
5665,1
5666,2
5667,3
5668,4
5669,7
5670,8
5671,9
5672,10
5673,11
5674,12
5675,13
5676,14
5677,15
5678,12
5679,13
5680,14
5681,15
5682,16
5683,17
5684,18
5685,19
5686,20
5687,21
5688,22
5689,23
5690,5
5691,6
5692,7
5693,8
5694,9
5695,10
5696,11
5697,12
5698,13
5699,14
5700,15
5701,16
5702,8
5703,9
5704,10
5705,11
5706,12
5707,13
5708,14
5709,15
5710,16
5711,17
5712,18
5713,19
5714,10
5715,11
5716,12
5717,13
5718,14
5719,15
5720,16
5721,17
5722,18
5723,19
5724,20
5725,21
5726,3
5727,4
5728,5
5729,6
5730,7
5731,8
5732,9
5733,10
5734,11
5735,12
5736,13
5737,14
5738,11
5739,12
5740,13
5741,14
5742,15
5743,16
5744,17
5745,18
5746,19
5747,20
5748,21
5749,22
5750,10
5751,11
5752,12
5753,13
5754,14
5755,15
5756,16
5757,17
5758,18
5759,19
5760,20
5761,21
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,1
5771,2
5772,3
5773,4
5774,10
5775,11
5776,12
5777,13
5778,14
5779,15
5780,16
5781,17
5782,18
5783,19
5784,20
5785,21
5786,12
5787,13
5788,14
5789,15
5790,16
5791,17
5792,18
