,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,비유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출총이익증가율,당기순이익증가율,정상영업손익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,영업비용대영업수익비율,기업순이익률,금융비용대총비용비율,이자부담률,1주당매출액,1주당순이익,1주당CASHFLOW,1주당정상영업이익,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,비유동비율,유동비율,당좌비율,현금비율,매입채무대재고자산비율,부채비율,유동부채비율,단기차입금대총차입금비율,순운전자본비율,차입금비율,CASHFLOW대부채비율,CASHFLOW대차입금비율,CASHFLOW대총자본비율,CASHFLOW대매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,현금및현금성자산의증가,기업생애주기,통계청 한국표준산업분류 10차(대분류),경영기간,상장기간,label
1166,(주)세아베스틸지주,1430,2012/12,7.986587989808953,14.35097459906419,-2.512334933902705,15.6996098457342,1.011809466408001,4.789980295367625,-11.697549918824308,-33.60945073343962,-47.39471837358039,-42.23127265878808,11.35,5.43,5.73,9.04,88.65,92.17,6.74,1.02,2.75,61181.02,3336.0,4027.52,4789.82,38.23,64.97,61.9,13.39,61.77,62.51,37.49,98.8,210.41,73.72,1.9,15.81,59.97,29.07,33.97,20.06,42.51,24.54,34.62,9.2,9.05,1.06,1.66,2.89,20.19,2.62,7.25,4.11,7.67,1.84,1.69,144435.0,-251893.0,114929.0,7471.0,성장기,제조업,57.0,22.0,0
1167,(주)세아베스틸지주,1430,2013/12,2.31699895233446,-0.5942728549208345,4.661493286558096,0.8657161410881103,-2.02535138783745,5.438469369157113,-3.711394428920354,-10.085174223653617,-12.730110251548052,-16.254591815943133,10.6,4.92,4.76,7.5,89.4,93.19,5.65,0.97,2.42,58910.34,2922.0,3965.06,4011.26,39.11,60.82,64.23,15.33,60.89,64.42,35.58,94.52,210.36,82.43,1.19,23.26,55.23,28.86,39.35,20.52,38.5,18.23,26.16,6.49,6.78,0.97,1.52,2.65,20.41,2.5,6.73,3.98,7.17,1.67,1.7,142195.0,-86437.0,-58361.0,-2603.0,성숙기,제조업,58.0,23.0,0
1168,(주)세아베스틸지주,1430,2014/12,9.967217596934876,-4.673375756595739,31.936980679152168,-4.144156333658707,-7.115179658952497,5.677376922006687,4.24665704210352,17.978606998503828,18.925103355446595,21.83077051413953,11.99,5.62,5.33,8.45,88.01,92.04,5.96,0.71,1.71,61412.07,3475.0,6836.67,4886.94,46.92,42.81,88.41,26.83,53.08,61.91,38.09,85.73,218.76,125.1,50.35,20.82,61.53,34.65,47.68,25.47,46.01,20.93,27.99,7.97,8.79,0.95,1.5,2.57,19.68,2.2,4.45,4.35,6.95,1.79,1.5,245178.0,-99184.0,111497.0,257491.0,성장기,제조업,59.0,24.0,0
1169,(주)세아베스틸지주,1430,2015/12,47.94103154860724,92.66148573025092,2.9854700457312395,87.68546719001938,51.21134136796338,27.4412567706484,14.727745194147932,26.514233797698367,33.43250278914095,26.838453462363628,13.23,6.53,4.59,10.24,86.77,91.2,5.36,1.17,1.64,70456.68,4240.0,9863.14,6198.52,32.66,62.86,48.51,12.13,67.34,53.33,46.67,126.26,197.13,73.21,19.78,20.8,87.51,31.07,29.84,16.09,50.87,21.09,36.28,9.84,14.0,0.7,1.32,1.51,16.46,2.15,5.8,3.42,8.21,1.09,1.43,353713.0,-442397.0,-55963.0,-144556.0,성숙기,제조업,60.0,25.0,0
1170,(주)세아베스틸지주,1430,2016/12,-1.581611216690364,0.4826985542349634,-5.665729377581555,0.3996318973279498,1.0027195379901976,4.050219867140559,0.1735843142469741,-22.399461400359066,-36.59117347680675,-35.46146509995861,10.25,4.13,2.94,5.52,89.75,94.33,3.69,1.09,1.66,70578.97,2492.0,7117.02,4000.43,31.31,67.31,45.58,10.24,68.69,56.38,43.62,121.83,142.52,46.59,2.85,24.1,77.37,38.96,43.9,9.34,50.11,19.73,30.47,8.61,12.03,0.71,1.29,1.57,15.2,2.22,6.34,3.41,7.94,1.09,1.39,255231.0,-171363.0,-179069.0,-95625.0,성숙기,제조업,61.0,26.0,0
1171,(주)세아베스틸지주,1430,2017/12,1.523767573778204,-3.1268066858005343,10.678411471501844,-2.648943386037813,6.510391162782586,5.462284109377061,20.71156867021293,22.840969997030932,31.04963929100377,31.408576367590477,10.43,4.49,3.85,7.09,89.57,93.83,4.55,0.85,1.64,85197.0,3560.0,6187.75,5256.91,34.13,64.77,51.82,12.02,65.87,58.57,41.43,112.46,193.32,68.1,1.95,28.06,70.74,30.15,29.73,16.48,43.95,16.03,25.81,6.64,7.81,0.86,1.49,2.02,15.18,2.62,7.7,3.97,8.49,1.33,1.63,221906.0,-125509.0,-104336.0,-9844.0,성숙기,제조업,62.0,27.0,0
1172,(주)세아베스틸지주,1430,2018/12,3.5619474879455084,-1.382173408159492,12.664875576916646,-1.1552081606975555,13.019935232850624,-5.14323616255462,7.289225930295924,-40.32839784416326,-81.91031717098068,-70.36875941524686,5.8,0.76,0.68,1.14,94.2,98.3,1.31,0.7,1.43,91407.22,590.0,2454.43,1557.68,37.13,64.98,59.07,13.0,62.87,53.64,46.36,117.19,140.66,49.26,7.31,21.97,86.41,49.21,54.87,10.73,57.64,8.99,13.48,4.17,4.73,0.9,1.6,2.04,15.61,2.52,7.16,3.88,8.38,1.46,1.55,88021.0,-91794.0,63106.0,59403.0,성장기,제조업,63.0,28.0,0
1173,(주)세아베스틸지주,1430,2019/12,-3.818473987158548,-7.917406262420262,-2.613021659316548,-4.530480366678016,-7.808075213225616,-0.5968925297706916,-9.681927337421936,-9.43766438716465,-22.656187021362356,-21.254162042175363,5.81,0.65,0.53,0.93,94.19,98.51,1.19,0.81,1.45,82557.23,483.0,9017.78,1226.61,37.6,61.51,60.25,14.47,62.4,55.44,44.56,112.55,182.77,70.35,10.19,26.81,80.37,37.1,37.72,17.03,52.14,12.91,19.89,5.75,6.95,0.81,1.49,1.78,14.13,2.17,5.91,3.43,8.07,1.39,1.33,323397.0,-150118.0,-170714.0,3212.0,성숙기,제조업,64.0,29.0,0
1174,(주)세아베스틸지주,1430,2020/12,-8.288040249501732,-15.768545327597908,-0.3303723995163758,-13.08267806668599,-13.143776564623057,-13.583340350997508,-14.351481097059896,-22.69704168820683,-1379.2537391213716,-107.57462092795926,5.25,-9.68,-7.16,-14.18,94.75,100.13,-6.63,0.63,1.15,70709.04,-6913.0,10756.14,-92.91,40.86,53.6,69.09,18.96,59.14,52.24,47.76,113.21,177.1,82.17,10.0,43.33,91.42,44.17,32.54,17.79,50.7,22.63,40.81,10.81,13.98,0.74,1.37,1.6,9.51,1.89,4.45,3.28,7.51,1.34,1.21,385738.0,-233698.0,-149420.0,745.0,성숙기,제조업,65.0,30.0,0
1175,(주)세아베스틸지주,1430,2021/12,7.485653579479551,-2.5605517478042312,22.05426278514745,-2.580060535083957,51.3786379660932,11.241094670602742,43.98365628509774,195.88831114183523,174.8215711515586,7255.762304921968,10.79,5.03,5.21,10.22,89.21,93.47,5.58,0.38,0.81,101809.46,5231.0,2316.74,6648.51,46.4,66.48,86.56,15.55,53.6,54.07,45.93,99.14,179.6,60.2,7.11,41.64,84.96,47.78,38.27,20.56,41.11,5.13,10.6,2.36,2.28,1.04,1.92,2.25,8.06,2.23,6.66,3.36,8.6,2.17,1.43,83083.0,94974.0,-191216.0,-10925.0,Shake-Out,제조업,66.0,31.0,0
1176,(주)세아제강,306200,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14979.0,-2649.0,-22221.0,-9891.0,성숙기,제조업,0.0,1.0,0
1177,(주)세아제강,306200,2019/12,-2.4020058456398186,-2.9305539551765856,-2.143411111296429,-2.618097249083057,-9.002969960548285,3.206420791685639,183.14594297764927,237.9570747217806,253.5135135135135,309.89197393089904,9.01,2.03,2.42,4.35,90.99,96.26,2.93,0.44,1.15,432669.4,8768.0,23224.43,16187.28,45.62,39.36,83.9,27.67,54.38,55.52,44.48,97.94,186.6,113.15,2.57,52.89,80.11,44.04,39.82,21.17,38.03,14.39,30.32,6.4,5.37,1.19,2.15,2.68,12.56,2.61,4.31,6.64,4.99,2.28,1.7,65871.0,-1318.0,-61003.0,3551.0,성숙기,제조업,1.0,2.0,0
1178,(주)세아제강,306200,2020/12,2.260305462971873,-0.4097212819509335,3.8348868175765647,0.9391819785743524,-6.415557985212769,4.211149198701676,-6.251242686484461,12.578366006567816,33.023499114759375,16.66448858686182,10.82,2.87,3.18,5.67,89.18,95.34,3.62,0.41,1.02,405622.17,11713.0,24738.55,18884.99,46.33,35.48,86.31,29.89,53.67,56.58,43.42,94.86,215.79,139.24,15.5,55.73,76.74,37.94,33.03,24.86,39.33,14.89,29.06,6.47,5.91,1.11,1.97,2.52,11.86,2.4,3.84,6.43,4.88,2.14,1.6,70166.0,-52446.0,10914.0,28534.0,성장기,제조업,2.0,3.0,0
1179,(주)세아제강,306200,2021/12,16.742312412017267,-3.41342948347854,39.805488586817134,-3.1632242857421144,40.15708411171711,14.168957013164173,30.152564265262946,65.69192320982296,176.4602680056868,146.3379571719284,13.77,6.1,8.02,14.34,86.23,91.19,8.36,0.28,0.77,527927.5,32640.0,7767.38,46520.35,55.48,35.57,124.61,35.75,44.52,55.33,44.67,80.46,205.25,132.25,32.62,42.99,80.72,48.85,50.61,28.45,43.52,8.4,15.59,3.75,3.08,1.31,2.35,2.98,14.93,2.56,3.97,7.21,6.28,2.84,1.73,22031.0,-1704.0,53026.0,73281.0,성장기,제조업,3.0,4.0,0
1180,(주)세아제강지주,3030,2011/12,24.94150899361852,6.977651755531687,46.03531057523802,3.4509131392072336,27.18226156809705,8.232835935897711,18.634780836016912,7.517405001750224,4.148878980488885,-5.165355380717429,12.87,4.6,5.68,10.65,87.13,93.56,6.0,0.27,0.67,357897.94,16561.0,-4235.19,23705.58,58.99,40.83,143.82,34.9,41.01,49.42,50.58,82.98,170.75,101.03,30.0,40.71,102.33,69.89,67.2,24.44,61.03,0.75,1.25,0.38,0.34,1.23,2.34,2.62,13.27,2.24,3.94,5.17,6.23,3.65,1.4,-25411.0,-68021.0,205028.0,113174.0,도입기,"전문, 과학 및 기술 서비스업",51.0,43.0,0
1181,(주)세아제강지주,3030,2012/12,5.056920168952081,31.48013645506054,-4.933704686506283,19.425366242600717,-4.030996760249899,5.104356856898776,15.04274029658357,20.1184352368343,0.8450989322402713,21.94778989404709,13.44,4.03,5.03,10.05,86.56,92.98,5.55,0.43,1.03,411735.72,16610.0,20746.28,28908.32,53.38,41.22,114.48,31.38,46.62,49.45,50.55,94.29,146.73,86.25,20.57,47.1,102.24,73.57,69.97,17.0,61.39,4.83,8.04,2.44,2.01,1.25,2.52,2.47,12.36,2.22,3.77,5.42,6.53,3.51,1.36,124478.0,-155646.0,-13084.0,-48332.0,성숙기,"전문, 과학 및 기술 서비스업",52.0,44.0,0
1182,(주)세아제강지주,3030,2013/12,-1.7134484202231144,7.297234807061397,-8.686464919371211,6.269477233688773,-1.0474474205571909,9.51301870629719,-10.170724421088934,-8.239949646592562,17.07145724608591,-10.863649466705102,13.73,5.26,5.79,11.01,86.27,93.03,6.23,0.42,0.92,369859.25,19512.0,23637.42,25767.88,49.59,44.67,98.37,27.44,50.41,55.09,44.91,91.5,155.77,86.19,20.33,36.24,81.51,57.78,71.84,17.75,50.72,14.86,23.88,6.67,6.0,1.1,2.11,2.31,11.98,2.14,3.75,4.99,6.08,2.68,1.29,141824.0,-98319.0,-64306.0,-22809.0,성숙기,"전문, 과학 및 기술 서비스업",53.0,45.0,0
1183,(주)세아제강지주,3030,2014/12,14.50564527969829,0.7549108224462792,21.18949791530668,7.930685530127262,34.32580888906988,6.843998562911287,10.544013374460098,14.94591259370118,-34.390912987569656,6.186653903122109,14.28,3.12,3.58,6.46,85.72,93.31,3.87,0.27,0.63,408857.15,12334.0,1381.76,27362.07,52.48,49.51,110.46,26.5,47.52,51.41,48.59,92.43,139.08,70.22,14.8,30.87,94.52,73.4,82.75,14.75,61.1,6.76,10.46,3.28,3.06,1.15,2.16,2.45,14.29,2.24,4.25,4.74,6.28,2.85,1.33,8291.0,-94302.0,83111.0,-1567.0,성장기,"전문, 과학 및 기술 서비스업",54.0,46.0,0
1184,(주)세아제강지주,3030,2015/12,-9.24184802825346,-1.2143450871856765,-17.161239539591957,-0.4943145081814715,-32.265833550875364,4.464493215662673,-10.659182933893376,-29.430575819958825,-40.191812682110985,-52.66854274784981,11.28,2.09,2.1,3.91,88.72,96.45,2.35,0.26,0.56,365276.35,7862.0,48831.33,12950.89,47.9,40.48,91.96,28.51,52.1,59.17,40.83,88.04,161.29,96.0,13.59,37.1,69.0,50.2,81.01,18.2,40.3,17.79,30.46,7.26,6.87,1.01,1.82,2.24,13.18,2.0,3.66,4.4,5.35,2.55,1.19,292988.0,-99761.0,-239631.0,-43875.0,성숙기,"전문, 과학 및 기술 서비스업",55.0,47.0,0
1185,(주)세아제강지주,3030,2016/12,4.621643502836028,8.6956063799534,2.698515911872705,6.390072372750674,3.15310499160813,5.291349362539574,-17.984922830113092,-4.555017883442036,42.695475498656414,-0.5881217424876134,13.12,3.63,3.08,5.3,86.88,95.7,3.23,0.18,0.36,299581.59,11201.0,19928.28,12874.73,47.02,40.66,88.77,27.9,52.98,59.55,40.45,88.96,169.65,100.67,14.54,42.52,67.92,46.55,68.41,19.31,37.97,23.5,42.05,9.51,11.48,0.85,1.43,2.08,11.04,1.79,3.0,4.4,4.32,2.02,1.11,119570.0,-106913.0,-12294.0,3753.0,성숙기,"전문, 과학 및 기술 서비스업",56.0,48.0,0
1186,(주)세아제강지주,3030,2017/12,11.153769397293724,-3.1649712745157146,20.762711449100788,2.624376204959736,42.79822396204949,-1.77599149270123,27.39586868355317,31.63740260621116,-55.45961173372528,54.23311930405965,13.56,1.27,1.27,2.04,86.44,94.8,1.5,0.23,0.52,381654.63,4384.0,-23580.86,19857.07,51.09,48.08,104.45,26.53,48.91,52.62,47.38,92.94,139.7,72.53,9.84,31.55,90.03,69.49,80.0,14.52,54.95,-0.96,-1.57,-0.45,-0.48,1.0,1.79,2.27,12.61,2.03,3.68,4.55,5.13,2.51,1.23,-141485.0,-75094.0,222871.0,-703.0,도입기,"전문, 과학 및 기술 서비스업",57.0,49.0,0
1187,(주)세아제강지주,3030,2018/12,1.3965667371563628,9.1701541923691,4.277833553414889,-1.6129456137391158,9.162282012197696,6.577707387796268,-22.194540614377395,-47.79795832930795,1009.4699573765984,-32.404189958201144,9.1,18.12,13.29,29.05,90.9,95.48,13.78,0.68,1.07,296948.24,65799.0,21251.01,13422.55,52.54,50.33,110.71,26.1,47.46,55.31,44.69,85.8,158.84,78.89,13.82,30.64,80.79,59.8,77.04,19.46,50.07,-0.64,-1.03,-0.29,-0.39,0.73,1.36,1.59,9.25,1.42,2.79,2.88,3.94,1.89,0.85,127506.0,-48135.0,-56441.0,25066.0,성숙기,"전문, 과학 및 기술 서비스업",58.0,50.0,0
1188,(주)세아제강지주,3030,2019/12,0.129509471121269,0.2014519204132514,0.0272410215538745,0.2426425287901047,-4.869449577460433,-0.0186307989285812,48.39329422811725,32.76126906966558,-95.4316891131993,-21.60054634630906,8.14,0.56,0.6,-0.32,91.86,97.61,1.27,0.62,1.49,638369.29,-760.0,22333.73,15244.78,52.49,47.87,110.47,27.36,47.51,55.23,44.77,86.03,166.95,87.03,15.62,27.99,81.06,56.92,72.85,21.05,51.14,10.03,15.9,4.49,4.16,1.08,1.95,2.42,14.28,2.06,4.04,4.19,5.77,2.69,1.27,92499.0,-56893.0,-29965.0,8418.0,성숙기,"전문, 과학 및 기술 서비스업",59.0,51.0,0
1189,(주)세아제강지주,3030,2020/12,-5.431382190588055,-0.7133201199369822,-8.836526019373208,-1.6697167111781197,-25.691041052024158,-1.5995155089633062,-12.767090521716534,7.134426838901538,129.03357070193286,6.279795372115491,10.0,1.46,1.42,1.76,90.0,97.09,2.0,0.6,1.32,556868.29,4227.0,64895.48,16202.28,50.6,39.02,102.42,30.86,49.4,57.47,42.53,85.96,174.67,106.52,27.88,35.34,74.01,50.4,68.78,21.63,45.3,18.34,29.97,7.8,7.83,0.97,1.72,2.22,13.82,1.88,3.33,4.3,5.19,2.35,1.18,268775.0,-92860.0,-99961.0,66773.0,성숙기,"전문, 과학 및 기술 서비스업",60.0,52.0,0
1190,(주)세아제강지주,3030,2021/12,25.19656169268919,2.317696389962655,46.08035766106868,3.8076972164770018,84.04160605497162,19.23295428926984,23.21258157345112,106.66539442410784,571.1438808445115,345.50548402479734,16.77,7.98,8.69,16.14,83.23,89.48,8.89,0.2,0.45,686131.69,43550.0,-40006.37,72181.8,59.04,49.16,144.13,30.02,40.96,54.73,45.27,74.84,184.33,93.72,25.24,23.37,82.71,58.52,69.8,27.01,52.53,3.93,6.18,1.78,1.81,1.09,1.95,2.47,15.87,1.97,3.59,4.38,5.99,2.88,1.27,-165693.0,-18231.0,223754.0,47305.0,도입기,"전문, 과학 및 기술 서비스업",61.0,53.0,0
1191,(주)세아특수강,19440,2011/12,30.90017486085599,34.13174153311095,30.735964501759312,31.18693191302105,46.52823081941384,51.4037930883448,21.18861283535073,-2.689774386791047,-7.1478581885303285,-3.050365053829972,9.44,4.22,6.97,17.12,90.56,93.69,8.96,1.27,3.39,80714.64,3633.0,-3070.97,5485.03,63.57,39.46,174.49,38.49,36.43,43.7,56.3,83.37,156.93,95.01,4.77,35.95,128.84,92.7,62.55,23.06,91.4,-3.01,-4.25,-1.7,-1.16,1.65,4.02,2.81,17.8,2.6,4.16,6.91,4.56,4.94,1.53,-26318.0,-53852.0,79397.0,-646.0,도입기,제조업,25.0,1.0,0
1192,(주)세아특수강,19440,2012/12,2.1805271696761555,4.23400794071267,2.862095710336689,0.9924410232090084,0.3839013449147772,4.329755740060366,2.9478520334699967,-18.188082877750723,-26.74801206471072,-27.95328355351331,7.5,3.0,4.45,10.2,92.5,95.24,6.45,1.38,3.58,83093.91,2481.0,1911.62,3951.75,63.99,38.51,177.72,39.35,36.01,44.62,55.38,80.7,168.83,103.82,5.39,34.91,124.12,84.95,59.51,26.09,93.09,-1.85,-2.47,-1.02,-0.7,1.48,3.36,2.66,16.85,2.33,3.81,5.97,4.13,4.35,1.44,16383.0,-24010.0,8539.0,726.0,성장기,제조업,26.0,2.0,0
1193,(주)세아특수강,19440,2013/12,0.2594033722438391,-1.6677430156907769,1.4938599006886064,-1.9355984034176483,-11.12821971915848,12.792653732750416,7.33491079390267,39.30630428271938,54.44038929440389,50.527061741518295,9.74,4.32,6.8,14.35,90.26,93.33,8.22,0.96,2.71,89188.83,3860.0,6406.26,5948.54,64.78,33.72,183.93,42.94,35.22,50.2,49.8,70.16,196.79,130.44,5.45,44.47,99.22,65.58,51.31,31.86,65.64,14.72,22.25,7.33,4.66,1.57,3.32,2.99,17.19,2.44,3.83,6.77,4.14,4.61,1.58,54902.0,-11853.0,-44653.0,-1179.0,성숙기,제조업,27.0,3.0,0
1194,(주)세아특수강,19440,2014/12,9.027450706166176,15.2776341954355,5.653500458769481,15.234491336872164,17.034839924670433,12.586094573941974,-1.802320409028348,-3.579538583502412,-2.5509740358105857,-5.7710037466407735,9.56,4.29,6.33,12.46,90.44,93.6,7.52,0.85,2.44,87581.36,3726.0,3735.73,5605.25,62.78,37.35,168.64,39.33,37.22,51.83,48.17,71.81,169.11,105.95,3.53,37.45,92.92,71.61,70.42,25.66,64.09,17.02,24.68,8.2,5.79,1.48,2.89,3.02,16.01,2.32,3.6,6.51,3.92,4.24,1.49,32015.0,-44116.0,10213.0,-1784.0,성장기,제조업,28.0,4.0,0
1195,(주)세아특수강,19440,2015/12,-5.621663428345061,0.1746093708787441,-9.214796562293406,0.4373362522867668,-17.61511292048499,4.588381292738581,-9.226962902959343,-15.48655917724606,-40.264262397015386,-27.395549264108915,8.9,2.82,3.73,7.08,91.1,94.88,4.7,0.76,2.15,79500.24,2284.0,8174.76,4069.64,60.39,33.89,152.43,39.92,39.61,57.44,42.56,68.96,180.56,119.36,8.21,40.21,74.09,58.22,72.43,26.94,49.13,23.97,36.14,10.2,7.49,1.32,2.42,2.91,15.53,2.15,3.34,6.01,3.71,3.59,1.36,70058.0,-20489.0,-43103.0,6793.0,성숙기,제조업,29.0,5.0,0
1196,(주)세아특수강,19440,2016/12,3.300760130239512,2.3923495368541894,4.158681296857157,1.9929967607495684,-18.5532779280643,6.425089338840387,-1.8317464557614151,9.921511723774032,23.181013844072037,15.806978811250968,9.97,3.54,4.65,8.21,90.03,93.96,5.41,0.6,1.81,78044.02,2802.0,7347.0,4712.91,60.89,26.5,155.67,44.75,39.11,59.18,40.82,66.09,224.06,164.67,21.39,67.0,68.98,45.92,46.48,33.71,39.61,31.53,54.9,12.87,9.94,1.32,2.25,3.16,13.78,2.17,3.1,7.2,3.61,3.48,1.45,62964.0,-22705.0,-23869.0,16313.0,성숙기,제조업,30.0,6.0,0
1197,(주)세아특수강,19440,2017/12,2.0364805745874315,-7.44651306315573,8.03358342946304,-7.2992520183631475,38.323001474837824,5.051429767143801,9.127485471049,-4.480746441054258,0.1352036504985634,-13.201287447387966,8.72,3.25,4.54,7.81,91.28,95.2,5.34,0.59,2.0,85167.46,2814.0,335.54,4090.75,64.47,33.93,181.42,42.59,35.53,60.93,39.07,58.32,196.29,129.68,8.62,50.67,64.13,53.9,73.64,31.62,36.0,15.98,28.46,6.24,4.51,1.4,2.33,3.5,12.77,2.23,3.2,7.34,3.7,3.9,1.51,2876.0,-10398.0,-7345.0,-15126.0,성숙기,제조업,31.0,7.0,0
1198,(주)세아특수강,19440,2018/12,-5.179122704551832,-6.615877884652786,-4.9267705811583165,-5.636937066743513,-5.959604715672677,1.1792570276124792,-0.8642457373421841,-25.21672215591432,-53.30379746835443,-43.83592903189001,6.58,1.53,2.15,3.56,93.42,97.28,2.99,0.61,2.26,84431.4,1325.0,4176.07,2297.6,64.64,33.56,182.78,42.94,35.36,65.01,34.99,54.39,198.63,131.96,7.6,50.9,53.81,50.05,91.48,32.1,28.3,11.05,21.01,3.87,2.67,1.41,2.24,3.8,12.73,2.18,3.29,6.46,3.65,4.16,1.45,35789.0,-7551.0,-30983.0,-2561.0,성숙기,제조업,32.0,8.0,0
1199,(주)세아특수강,19440,2019/12,14.626346903022982,10.770283538127398,15.768695275517466,12.538314501261128,41.444439323408766,0.70810506531977,-0.8435867917305276,-0.7623007623007623,-0.6686545585976326,-1.112239715591671,6.59,1.53,2.05,3.47,93.41,97.29,2.81,0.58,1.93,83719.09,1304.0,1643.62,2272.0,65.28,41.01,188.03,38.51,34.72,57.12,42.88,60.78,166.36,98.14,4.79,35.34,75.07,68.7,88.98,26.04,49.56,10.15,15.37,4.35,3.48,1.34,2.2,3.41,13.11,2.06,3.3,5.48,3.63,4.05,1.32,14086.0,-48371.0,32274.0,-1579.0,성장기,제조업,33.0,9.0,0
1200,(주)세아특수강,19440,2020/12,-3.6282239393690903,-8.613252397195884,-1.6291798511930211,-7.387046035869887,-12.85142656048382,-3.849783900181738,-8.704996564330644,-35.33519553072625,-138.71554625670882,-95.60371835036722,4.67,-0.65,-0.76,-1.42,95.33,99.87,0.1,0.73,2.0,76431.44,-526.0,6422.9,99.85,66.64,36.33,199.72,42.43,33.36,56.99,43.01,58.55,195.61,124.55,13.64,50.37,75.47,59.77,67.83,32.57,45.05,14.55,24.38,6.26,5.28,1.16,2.04,2.71,10.77,1.76,2.88,4.56,3.24,3.68,1.13,55044.0,-9679.0,-30571.0,14883.0,성숙기,제조업,34.0,10.0,0
1201,(주)세아특수강,19440,2021/12,17.88072276724049,-1.2255982506568852,27.518474244729408,-1.367358123029675,56.5050925025799,8.126979487977739,36.75950395180583,130.82335231363308,728.8768796992481,4039.369158878505,7.87,2.99,4.11,7.95,92.13,96.04,4.78,0.5,1.4,104527.14,3130.0,-3113.51,4134.53,72.08,44.59,258.21,39.94,27.92,52.27,47.73,53.41,172.2,95.42,1.98,45.13,91.3,80.08,81.04,30.22,53.79,-8.59,-14.57,-4.1,-2.98,1.38,2.63,2.88,9.48,1.91,3.44,4.28,3.67,5.33,1.21,-26683.0,-22560.0,28652.0,-20260.0,도입기,제조업,35.0,11.0,0
1202,(주)세아홀딩스,58650,2011/12,5.850805237249195,-2.0250645322227285,16.435747807484237,-1.0093925043260328,20.71166106078089,13.957714835064774,28.132074416624626,14.27377936567825,22.837894516095208,22.55744396354552,13.93,5.5,6.27,10.02,86.07,92.41,7.64,1.27,2.98,1065496.98,32272.0,73358.99,87074.02,43.26,44.34,76.23,24.08,56.74,55.98,44.02,101.36,130.46,72.62,6.82,47.17,78.62,59.23,69.08,10.1,45.88,17.23,29.52,7.58,6.84,1.14,2.11,2.48,13.58,2.76,4.89,6.32,6.89,2.33,1.49,293436.0,-178166.0,-164102.0,-48575.0,성숙기,제조업,10.0,11.0,0
1203,(주)세아홀딩스,58650,2012/12,4.256397052895481,8.147409333164331,-3.301849357895243,10.01824140064624,2.490013640566992,1.5342070189994346,-9.782641340144552,-45.68218801483743,-45.95925753624611,-38.4402921652847,8.39,3.29,3.22,5.39,91.61,94.42,4.47,1.32,2.79,961263.31,18411.0,46144.93,53602.51,40.12,47.0,67.0,21.27,59.88,54.52,45.48,109.83,154.67,81.98,13.1,30.43,83.41,47.58,47.45,14.18,60.56,13.11,18.06,5.96,6.22,0.98,1.77,2.19,13.31,2.35,4.32,5.15,6.02,2.04,1.38,184580.0,-455680.0,320303.0,49200.0,성장기,제조업,11.0,12.0,0
1204,(주)세아홀딩스,58650,2013/12,-2.347164758278924,-8.323216793524322,6.484365139418327,-8.264550603995195,-2.1973355206583145,-0.1433428391947728,-4.756397376056975,5.6253857199122965,-81.7063924560489,-8.100834849120844,9.3,0.63,0.58,-0.03,90.7,94.62,1.52,1.03,2.08,915541.84,-120.0,61621.64,49260.35,43.75,43.16,77.78,24.87,56.25,55.75,44.25,100.89,161.36,91.71,7.74,33.25,79.36,48.63,53.22,16.64,56.02,12.44,17.63,5.51,5.89,0.92,1.68,2.06,15.39,2.21,4.01,4.9,5.5,1.96,1.35,246487.0,-232086.0,-68406.0,-54058.0,성숙기,제조업,12.0,13.0,0
1205,(주)세아홀딩스,58650,2014/12,5.7826127717033815,-2.738672974299226,13.982984293957973,-0.5952640451071003,1.400317343942126,6.149314375570437,6.386655769657692,8.922510481872527,610.2793247852178,29.742540892504604,9.52,4.22,4.08,6.76,90.48,93.44,4.91,0.89,1.86,974014.32,24350.0,73650.03,63911.56,47.14,38.4,89.18,29.04,52.86,55.95,44.05,94.48,161.77,99.65,27.89,34.17,78.75,52.09,60.11,18.0,56.6,14.83,20.63,6.53,6.94,0.97,1.73,2.19,15.52,2.13,3.58,5.23,5.4,2.21,1.31,294600.0,-105815.0,65244.0,254379.0,성장기,제조업,13.0,14.0,0
1206,(주)세아홀딩스,58650,2015/12,25.36530990880866,63.00731483883707,-3.736067163456589,51.3183550028781,26.557837177316827,20.326302354119807,3.905102004411126,14.846203403445497,25.864018186017677,12.480539496021844,10.52,5.12,4.44,7.7,89.48,92.9,5.39,1.15,2.1,1012050.52,28989.0,125215.16,71887.88,36.2,50.48,56.73,17.92,63.8,53.7,46.3,118.82,171.09,84.71,17.57,28.9,86.23,39.4,42.36,15.04,53.31,16.55,26.76,7.66,9.82,0.87,1.59,1.91,15.27,2.11,3.8,4.77,6.02,1.77,1.32,500861.0,-480705.0,-163947.0,-143478.0,성숙기,제조업,14.0,15.0,0
