,상장기간
2993,12
2994,13
2995,14
2996,15
2997,16
2998,17
2999,14
3000,15
3001,16
3002,17
3003,18
3004,19
3005,20
3006,21
3007,22
3008,23
3009,24
3010,25
3011,1
3012,2
3013,3
3014,4
3015,5
3016,6
3017,7
3018,8
3019,9
3020,10
3021,11
3022,12
3023,2
3024,3
3025,4
3026,5
3027,6
3028,7
3029,8
3030,9
3031,10
3032,11
3033,12
3034,13
3035,2
3036,3
3037,4
3038,5
3039,6
3040,7
3041,8
3042,9
3043,10
3044,11
3045,12
3046,13
3047,13
3048,14
3049,15
3050,16
3051,17
3052,18
3053,19
3054,20
3055,21
3056,22
3057,23
3058,24
3059,10
3060,27
3061,28
3062,29
3063,30
3064,31
3065,32
3066,33
3067,34
3068,35
3069,36
3070,37
3071,38
3072,7
3073,8
3074,9
3075,10
3076,11
3077,12
3078,13
3079,14
3080,15
3081,16
3082,17
3083,18
3084,37
3085,38
3086,39
3087,40
3088,41
3089,42
3090,43
3091,44
3092,45
3093,46
3094,47
3095,48
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,1
3105,2
3106,3
3107,4
3108,15
3109,16
3110,17
3111,18
3112,19
3113,20
3114,21
3115,22
3116,23
3117,24
3118,25
3119,26
3120,23
3121,24
3122,25
3123,26
3124,27
3125,28
3126,29
3127,30
3128,31
3129,32
3130,33
3131,34
3132,1
3133,2
3134,3
3135,4
3136,5
3137,6
3138,36
3139,37
3140,38
3141,39
3142,40
3143,41
3144,42
3145,43
3146,44
3147,45
3148,46
3149,47
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,0
3158,0
3159,0
3160,1
3161,2
3162,16
3163,17
3164,18
3165,19
3166,20
3167,21
3168,22
3169,23
3170,24
3171,25
3172,26
3173,27
3174,21
3175,22
3176,23
3177,24
3178,25
3179,26
3180,27
3181,28
3182,29
3183,30
3184,31
3185,32
3186,23
3187,24
3188,25
3189,26
3190,27
3191,28
3192,29
3193,30
3194,31
3195,32
3196,33
3197,34
3198,24
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,1
3206,2
3207,3
3208,4
3209,5
3210,6
3211,0
3212,0
3213,0
3214,0
3215,1
3216,2
3217,3
3218,4
3219,5
3220,6
3221,7
3222,8
3223,7
3224,8
3225,9
3226,10
3227,11
3228,12
3229,13
3230,14
3231,15
3232,16
3233,17
3234,18
3235,16
3236,17
3237,18
3238,19
3239,20
3240,21
3241,22
3242,23
3243,24
3244,25
3245,26
3246,27
3247,1
3248,2
3249,3
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,1
3258,2
3259,3
3260,4
3261,5
3262,35
3263,36
3264,37
3265,38
3266,39
3267,40
3268,41
3269,42
3270,43
3271,44
3272,45
3273,46
3274,28
3275,29
3276,30
3277,31
3278,32
3279,4
3280,5
3281,6
3282,13
3283,14
3284,15
3285,16
3286,17
3287,18
3288,19
3289,20
3290,21
3291,22
3292,23
3293,24
3294,16
3295,17
3296,18
3297,19
3298,20
3299,21
3300,22
3301,23
3302,24
3303,25
3304,26
3305,27
3306,11
3307,12
3308,13
3309,14
3310,15
3311,16
3312,17
3313,18
3314,19
3315,20
3316,21
3317,22
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,1
3327,2
3328,3
3329,4
3330,5
3331,6
3332,7
3333,8
3334,9
3335,24
3336,25
3337,26
3338,27
3339,28
3340,29
3341,30
3342,31
3343,32
3344,33
3345,17
3346,18
3347,19
3348,20
3349,21
3350,22
3351,23
3352,24
3353,25
3354,26
3355,27
3356,28
3357,4
3358,5
3359,6
3360,7
3361,8
3362,9
3363,10
3364,11
3365,12
3366,13
3367,14
3368,15
3369,24
3370,25
3371,26
3372,27
3373,28
3374,29
3375,30
3376,31
3377,32
3378,33
3379,34
3380,35
3381,24
3382,25
3383,26
3384,27
3385,28
3386,29
3387,30
3388,31
3389,32
3390,33
3391,34
3392,35
3393,1
3394,2
3395,3
3396,4
3397,5
3398,6
3399,7
3400,8
3401,9
3402,10
3403,11
3404,12
3405,0
3406,0
3407,0
3408,0
3409,1
3410,2
3411,3
3412,9
3413,10
3414,11
3415,12
3416,13
3417,14
3418,15
3419,16
3420,17
3421,18
3422,19
3423,20
3424,14
3425,15
3426,16
3427,17
3428,18
3429,19
3430,20
3431,21
3432,22
3433,23
3434,24
3435,25
3436,33
3437,34
3438,35
3439,36
3440,37
3441,38
3442,39
3443,40
3444,41
3445,42
3446,43
3447,44
3448,1
3449,2
3450,3
3451,4
3452,5
3453,6
3454,7
3455,8
3456,9
3457,10
3458,11
3459,12
3460,17
3461,18
3462,19
3463,20
3464,21
3465,22
3466,23
3467,24
3468,25
3469,26
3470,27
3471,28
3472,23
3473,24
3474,25
3475,26
3476,27
3477,28
3478,29
3479,30
3480,31
3481,32
3482,33
3483,34
3484,34
3485,35
3486,36
3487,37
3488,38
3489,39
3490,40
3491,41
3492,42
3493,43
3494,44
3495,45
3496,9
3497,10
3498,11
3499,12
3500,13
3501,14
3502,15
3503,16
3504,17
3505,18
3506,19
3507,20
3508,36
3509,37
3510,38
3511,39
3512,40
3513,41
3514,42
3515,43
3516,44
3517,45
3518,46
3519,47
3520,3
3521,4
3522,5
3523,6
3524,7
3525,8
3526,9
3527,10
3528,11
3529,12
3530,13
3531,14
3532,10
3533,11
3534,12
3535,13
3536,14
3537,15
3538,16
3539,17
3540,18
3541,19
3542,20
3543,21
3544,16
3545,17
3546,18
3547,19
3548,20
3549,21
3550,22
3551,23
3552,24
3553,25
3554,26
3555,27
3556,23
3557,24
3558,25
3559,26
3560,27
3561,28
3562,29
3563,30
3564,31
3565,32
3566,33
3567,34
3568,9
3569,10
3570,11
3571,12
3572,13
3573,14
3574,15
3575,16
3576,17
3577,18
3578,19
3579,20
3580,23
3581,24
3582,25
3583,26
3584,27
3585,28
3586,29
3587,30
3588,31
3589,32
3590,33
3591,34
3592,38
3593,39
3594,40
3595,41
3596,42
3597,43
3598,44
3599,45
3600,46
3601,47
3602,48
3603,49
3604,56
3605,57
3606,58
3607,59
3608,60
3609,61
3610,62
3611,63
3612,64
3613,65
3614,66
3615,67
3616,1
3617,2
3618,3
3619,4
3620,5
3621,6
3622,7
3623,8
3624,9
3625,10
3626,3
3627,4
3628,5
3629,6
3630,7
3631,36
3632,37
3633,38
3634,39
3635,40
3636,41
3637,42
3638,43
3639,44
3640,45
3641,46
3642,47
3643,25
3644,26
3645,27
3646,28
3647,29
3648,30
3649,31
3650,32
3651,33
3652,34
3653,35
3654,36
3655,0
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,0
3665,1
3666,2
3667,36
3668,37
3669,38
3670,39
3671,40
3672,41
3673,42
3674,43
3675,44
3676,45
3677,46
3678,47
3679,16
3680,17
3681,18
3682,19
3683,20
3684,21
3685,22
3686,23
3687,24
3688,24
3689,23
3690,24
3691,25
3692,26
3693,27
3694,28
3695,29
3696,30
3697,31
3698,32
3699,33
3700,34
3701,7
3702,8
3703,9
3704,10
3705,11
3706,12
3707,13
3708,14
3709,15
3710,16
3711,17
3712,18
3713,29
3714,30
3715,31
3716,32
3717,33
3718,34
3719,35
3720,36
3721,37
3722,38
3723,39
3724,40
3725,10
3726,11
3727,12
3728,13
3729,14
3730,15
3731,16
3732,17
3733,18
3734,19
3735,20
3736,21
3737,2
3738,3
3739,4
3740,5
3741,6
3742,7
3743,8
3744,9
3745,10
3746,11
3747,12
3748,13
3749,2
3750,3
3751,4
3752,5
3753,6
3754,7
3755,8
3756,9
3757,10
3758,11
3759,12
3760,13
3761,24
3762,25
3763,26
3764,27
3765,28
3766,29
3767,30
3768,31
3769,32
3770,33
3771,34
3772,35
3773,21
3774,22
3775,23
3776,24
3777,25
3778,26
3779,27
3780,28
3781,29
3782,30
3783,31
3784,32
3785,1
3786,2
3787,0
3788,1
3789,2
3790,3
3791,4
3792,5
3793,6
3794,7
3795,21
3796,22
3797,23
3798,24
3799,25
3800,26
3801,27
3802,28
3803,29
3804,30
3805,31
3806,32
3807,21
3808,22
3809,23
3810,24
3811,25
3812,26
3813,27
3814,28
3815,29
3816,30
3817,31
3818,32
3819,18
3820,19
3821,20
3822,21
3823,22
3824,23
3825,24
3826,25
3827,26
3828,27
3829,28
3830,29
3831,0
3832,0
3833,0
3834,1
3835,2
3836,3
3837,4
3838,5
3839,6
3840,7
3841,8
3842,9
3843,3
3844,4
3845,5
3846,6
3847,7
3848,8
3849,9
3850,10
3851,11
3852,12
3853,13
3854,14
3855,39
3856,40
3857,41
3858,42
3859,43
3860,44
3861,45
3862,46
3863,47
3864,48
3865,49
3866,50
3867,6
3868,7
3869,8
3870,9
3871,10
3872,11
3873,12
3874,13
3875,14
3876,15
3877,16
3878,17
3879,2
3880,3
3881,4
3882,5
3883,6
3884,7
3885,8
3886,9
3887,10
3888,11
3889,12
3890,13
3891,21
3892,22
3893,23
3894,24
3895,25
3896,26
3897,27
3898,28
3899,29
3900,30
3901,31
3902,32
3903,0
3904,1
3905,2
3906,3
3907,4
3908,5
3909,6
3910,7
3911,8
3912,9
3913,10
3914,11
3915,39
3916,40
3917,41
3918,42
3919,43
3920,44
3921,45
3922,46
3923,47
3924,48
3925,49
3926,50
3927,0
3928,0
3929,0
3930,0
3931,1
3932,2
3933,3
3934,4
3935,5
3936,6
3937,7
3938,8
3939,37
3940,38
3941,39
3942,40
3943,41
3944,42
3945,43
3946,44
3947,45
3948,46
3949,47
3950,48
3951,1
3952,2
3953,3
3954,4
3955,5
3956,6
3957,26
3958,27
3959,28
3960,29
3961,30
3962,31
3963,32
3964,33
3965,34
3966,35
3967,36
3968,37
3969,23
3970,24
3971,25
3972,26
3973,27
3974,28
3975,29
3976,30
3977,31
3978,32
3979,33
3980,34
3981,4
3982,5
3983,6
3984,7
3985,8
3986,9
3987,10
3988,11
3989,12
3990,13
3991,14
3992,15
3993,18
3994,19
3995,20
3996,21
3997,22
3998,23
3999,24
4000,25
4001,26
4002,27
4003,28
4004,29
4005,27
4006,28
4007,29
4008,30
4009,31
4010,32
4011,33
4012,34
4013,35
4014,36
4015,37
4016,38
4017,5
4018,6
4019,7
4020,8
4021,9
4022,10
4023,11
4024,12
4025,13
4026,14
4027,15
4028,16
4029,10
4030,11
4031,12
4032,13
4033,14
4034,15
4035,16
4036,17
4037,18
4038,19
4039,20
4040,21
4041,36
4042,37
4043,38
4044,39
4045,40
4046,41
4047,42
4048,43
4049,44
4050,45
4051,46
4052,47
4053,8
4054,9
4055,10
4056,11
4057,12
4058,13
4059,14
4060,15
4061,16
4062,17
4063,18
4064,19
4065,9
4066,10
4067,11
4068,3
4069,4
4070,5
4071,6
4072,7
4073,8
4074,9
4075,10
4076,11
4077,12
4078,13
4079,14
4080,25
4081,26
4082,27
4083,28
4084,29
4085,30
4086,31
4087,32
4088,33
4089,34
4090,35
4091,36
4092,37
4093,38
4094,39
4095,40
4096,41
4097,42
4098,43
4099,44
4100,45
4101,46
4102,47
4103,48
4104,39
4105,40
4106,41
4107,42
4108,18
4109,19
4110,20
4111,21
4112,22
4113,23
4114,24
4115,25
4116,26
4117,27
4118,28
4119,29
4120,30
4121,31
4122,32
4123,33
4124,34
4125,16
4126,17
4127,18
4128,19
4129,20
4130,21
4131,22
4132,23
4133,24
4134,25
4135,26
4136,27
4137,24
4138,25
4139,26
4140,27
4141,28
4142,29
4143,30
4144,31
4145,32
4146,33
4147,34
4148,35
4149,34
4150,35
4151,36
4152,37
4153,38
4154,39
4155,40
4156,41
4157,42
4158,21
4159,22
4160,23
4161,24
4162,25
4163,26
4164,27
4165,28
4166,29
4167,30
4168,31
4169,32
4170,22
4171,23
4172,24
4173,25
4174,26
4175,27
4176,28
4177,29
4178,30
4179,31
4180,32
4181,33
4182,36
4183,37
4184,38
4185,39
4186,40
4187,41
4188,42
4189,43
4190,44
4191,45
4192,46
4193,47
4194,23
4195,24
4196,25
4197,26
4198,27
4199,28
4200,29
4201,30
4202,31
4203,32
4204,33
4205,34
4206,16
4207,17
4208,18
4209,19
4210,20
4211,21
4212,22
4213,23
4214,24
4215,25
4216,26
4217,27
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,1
4228,2
4229,3
4230,23
4231,24
4232,25
4233,26
4234,27
4235,28
4236,29
4237,30
4238,31
4239,32
4240,33
4241,34
4242,37
4243,38
4244,39
4245,40
4246,41
4247,42
4248,43
4249,44
4250,45
4251,46
4252,47
4253,48
4254,3
4255,4
4256,5
4257,6
4258,7
4259,8
4260,9
4261,10
4262,11
4263,12
4264,13
4265,14
4266,7
4267,8
4268,9
4269,10
4270,11
4271,12
4272,13
4273,14
4274,15
4275,16
4276,17
4277,18
4278,21
4279,22
4280,23
4281,24
4282,25
4283,26
4284,27
4285,28
4286,29
4287,30
4288,31
4289,32
4290,23
4291,24
4292,24
4293,25
4294,26
4295,27
4296,28
4297,29
4298,30
4299,31
4300,32
4301,33
4302,34
4303,35
4304,36
4305,37
4306,38
4307,39
4308,40
4309,41
4310,42
4311,43
4312,44
4313,45
4314,46
4315,47
4316,24
4317,25
4318,26
4319,27
4320,28
4321,29
4322,30
4323,31
4324,32
4325,33
4326,34
4327,35
4328,39
4329,40
4330,41
4331,42
4332,43
4333,44
4334,45
4335,46
4336,47
4337,48
4338,49
4339,50
4340,7
4341,8
4342,9
4343,10
4344,11
4345,12
4346,13
4347,14
4348,15
4349,16
4350,17
4351,18
4352,39
4353,40
4354,41
4355,42
4356,43
4357,44
4358,45
4359,46
4360,47
4361,48
4362,49
4363,50
4364,38
4365,39
4366,40
4367,41
4368,42
4369,43
4370,44
4371,45
4372,46
4373,47
4374,48
4375,49
4376,36
4377,37
4378,38
4379,39
4380,40
4381,41
4382,42
4383,43
4384,44
4385,45
4386,46
4387,47
4388,34
4389,35
4390,36
4391,37
4392,38
4393,39
4394,40
4395,41
4396,42
4397,43
4398,44
4399,45
4400,17
4401,18
4402,19
4403,20
4404,21
4405,22
4406,23
4407,24
4408,25
4409,26
4410,27
4411,28
4412,4
4413,5
4414,6
4415,7
4416,8
4417,9
4418,10
4419,11
4420,12
4421,13
4422,14
4423,15
4424,36
4425,37
4426,38
4427,39
4428,40
4429,41
4430,42
4431,43
4432,44
4433,45
4434,46
4435,47
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,1
4443,2
4444,3
4445,4
4446,5
4447,6
4448,8
4449,9
4450,10
4451,11
4452,12
4453,13
4454,14
4455,15
4456,16
4457,17
4458,18
4459,19
4460,25
4461,26
4462,27
4463,28
4464,29
4465,30
4466,31
4467,1
4468,2
4469,3
4470,20
4471,21
4472,22
4473,23
4474,24
4475,25
4476,26
4477,27
4478,28
4479,29
4480,30
4481,31
4482,37
4483,38
4484,39
4485,40
4486,41
4487,42
4488,43
4489,44
4490,45
4491,46
4492,47
4493,48
4494,42
4495,43
4496,44
4497,45
4498,46
4499,47
4500,48
4501,49
4502,50
4503,51
4504,52
4505,53
4506,7
4507,8
4508,9
4509,10
4510,11
4511,12
4512,13
4513,14
4514,15
4515,16
4516,17
4517,18
4518,2
4519,3
4520,4
4521,5
4522,6
4523,7
4524,8
4525,9
4526,10
4527,11
4528,12
4529,13
4530,2
4531,3
4532,4
4533,5
4534,6
4535,7
4536,8
4537,9
4538,10
4539,11
4540,12
4541,13
4542,13
4543,14
4544,15
4545,16
4546,17
4547,18
4548,19
4549,20
4550,21
4551,22
4552,23
4553,24
4554,22
4555,23
4556,24
4557,25
4558,26
4559,27
4560,28
4561,29
4562,30
4563,31
4564,32
4565,33
4566,34
4567,23
4568,24
4569,25
4570,26
4571,27
4572,28
4573,29
4574,30
4575,31
4576,32
4577,33
4578,34
4579,11
4580,12
4581,13
4582,14
4583,15
4584,16
4585,17
4586,18
4587,19
4588,20
4589,21
4590,22
4591,35
4592,36
4593,37
4594,38
4595,39
4596,40
4597,41
4598,42
4599,43
4600,44
4601,45
4602,46
4603,24
4604,25
4605,26
4606,27
4607,28
4608,29
4609,30
4610,31
4611,32
4612,33
4613,34
4614,35
4615,13
4616,14
4617,15
4618,16
4619,17
4620,18
4621,19
4622,20
4623,21
4624,22
4625,23
4626,24
4627,15
4628,16
4629,17
4630,18
4631,19
4632,20
4633,21
4634,22
4635,23
4636,24
4637,25
4638,26
4639,23
4640,24
4641,25
4642,26
4643,27
4644,28
4645,29
4646,30
4647,31
4648,32
4649,33
4650,34
4651,39
4652,40
4653,41
4654,42
4655,43
4656,44
4657,45
4658,46
4659,47
4660,48
4661,49
4662,50
4663,13
4664,14
4665,15
4666,16
4667,17
4668,18
4669,19
4670,20
4671,21
4672,22
4673,23
4674,24
4675,44
4676,45
4677,46
4678,47
4679,48
4680,49
4681,50
4682,51
4683,52
4684,53
4685,54
4686,55
4687,7
4688,8
4689,9
4690,10
4691,11
4692,12
4693,13
4694,14
4695,15
4696,16
4697,17
4698,18
4699,44
4700,45
4701,46
4702,47
4703,48
4704,49
4705,50
4706,51
4707,52
4708,53
4709,54
4710,55
4711,42
4712,43
4713,44
4714,45
4715,46
4716,47
4717,48
4718,49
4719,50
4720,51
4721,52
4722,53
4723,20
4724,21
4725,22
4726,23
4727,24
4728,25
4729,26
4730,27
4731,28
4732,29
4733,30
4734,31
4735,27
4736,28
4737,29
4738,30
4739,31
4740,32
4741,33
4742,34
4743,35
4744,36
4745,37
4746,38
4747,15
4748,16
4749,17
4750,18
4751,19
4752,20
4753,21
4754,22
4755,23
4756,24
4757,25
4758,26
4759,24
4760,25
4761,26
4762,27
4763,28
4764,29
4765,30
4766,31
4767,32
4768,33
4769,34
4770,35
4771,34
4772,35
4773,36
4774,37
4775,38
4776,39
4777,40
4778,41
4779,42
4780,43
4781,44
4782,45
4783,22
4784,23
4785,24
4786,25
4787,26
4788,27
4789,28
4790,29
4791,30
4792,31
4793,32
4794,33
4795,42
4796,43
4797,44
4798,45
4799,46
4800,47
4801,48
4802,49
4803,50
4804,51
4805,52
4806,53
4807,1
4808,2
4809,3
4810,4
4811,5
4812,6
4813,7
4814,8
4815,9
4816,10
4817,1
4818,2
4819,3
4820,4
4821,5
4822,6
4823,35
4824,36
4825,37
4826,38
4827,39
4828,40
4829,41
4830,42
4831,43
4832,44
4833,45
4834,46
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,1
4842,2
4843,3
4844,4
4845,5
4846,6
4847,23
4848,24
4849,25
4850,26
4851,27
4852,28
4853,29
4854,30
4855,31
4856,32
4857,33
4858,34
4859,16
4860,17
4861,18
4862,19
4863,20
4864,21
4865,22
4866,23
4867,24
4868,25
4869,26
4870,27
4871,18
4872,19
4873,20
4874,21
4875,22
4876,23
4877,24
4878,25
4879,26
4880,27
4881,28
4882,29
4883,1
4884,2
4885,3
4886,4
4887,5
4888,6
4889,7
4890,8
4891,9
4892,10
4893,11
4894,7
4895,8
4896,9
4897,10
4898,11
4899,12
4900,13
4901,14
4902,15
4903,16
4904,17
4905,18
4906,0
4907,0
4908,0
4909,0
4910,1
4911,2
4912,3
4913,4
4914,5
4915,6
4916,7
4917,8
4918,36
4919,37
4920,38
4921,39
4922,40
4923,41
4924,42
4925,43
4926,44
4927,45
4928,46
4929,47
4930,16
4931,17
4932,18
4933,19
4934,20
4935,21
4936,22
4937,23
4938,24
4939,0
4940,0
4941,1
4942,2
4943,3
4944,4
4945,5
4946,6
4947,7
4948,12
4949,13
4950,14
4951,15
4952,16
4953,17
4954,18
4955,19
4956,20
4957,21
4958,22
4959,23
4960,1
4961,2
4962,3
4963,4
4964,13
4965,14
4966,15
4967,16
4968,17
4969,18
4970,19
4971,20
4972,21
4973,22
4974,23
4975,24
4976,48
4977,49
4978,50
4979,51
4980,52
4981,53
4982,54
4983,55
4984,56
4985,57
4986,58
4987,59
4988,0
4989,0
4990,1
4991,2
4992,3
4993,4
4994,5
4995,6
4996,7
4997,8
4998,9
4999,10
5000,9
5001,10
5002,11
5003,12
5004,13
5005,14
5006,15
5007,16
5008,17
5009,18
5010,19
5011,20
5012,37
5013,38
5014,39
5015,40
5016,41
5017,42
5018,43
5019,44
5020,45
5021,46
5022,47
5023,48
5024,35
5025,36
5026,37
5027,38
5028,39
5029,40
5030,41
5031,42
5032,43
5033,44
5034,45
5035,46
5036,1
5037,2
5038,23
5039,24
5040,25
5041,26
5042,27
5043,28
5044,29
5045,30
5046,31
5047,32
5048,33
5049,34
5050,0
5051,1
5052,2
5053,3
5054,4
5055,5
5056,6
5057,7
5058,8
5059,6
5060,7
5061,8
5062,9
5063,10
5064,11
5065,12
5066,13
5067,14
5068,15
5069,16
5070,17
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,1
5082,2
5083,6
5084,7
5085,8
5086,9
5087,10
5088,11
5089,12
5090,13
5091,14
5092,15
5093,16
5094,17
5095,36
5096,37
5097,38
5098,39
5099,40
5100,41
5101,42
5102,43
5103,44
5104,45
5105,46
5106,47
5107,0
5108,1
5109,2
5110,3
5111,4
5112,5
5113,1
5114,2
5115,3
5116,4
5117,5
5118,6
5119,38
5120,39
5121,40
5122,41
5123,42
5124,43
5125,44
5126,45
5127,46
5128,47
5129,48
5130,49
5131,39
5132,40
5133,41
5134,42
5135,43
5136,44
5137,45
5138,46
5139,47
5140,48
5141,49
5142,50
5143,21
5144,22
5145,23
5146,24
5147,25
5148,26
5149,27
5150,28
5151,29
5152,30
5153,31
5154,32
5155,39
5156,40
5157,41
5158,42
5159,43
5160,44
5161,45
5162,46
5163,47
5164,48
5165,49
5166,1
5167,2
5168,3
5169,4
5170,5
5171,6
5172,7
5173,8
5174,9
5175,10
5176,11
5177,12
5178,4
5179,5
5180,6
5181,7
5182,8
5183,9
5184,10
5185,11
5186,12
5187,13
5188,14
5189,15
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,1
5200,2
5201,3
5202,22
5203,23
5204,24
5205,25
5206,26
5207,27
5208,28
5209,29
5210,30
5211,31
5212,32
5213,33
5214,23
5215,24
5216,25
5217,26
5218,27
5219,28
5220,29
5221,30
5222,31
5223,32
5224,33
5225,34
5226,18
5227,19
5228,20
5229,21
5230,22
5231,23
5232,24
5233,25
5234,26
5235,27
5236,28
5237,29
5238,16
5239,17
5240,18
5241,19
5242,20
5243,21
5244,22
5245,23
5246,24
5247,25
5248,26
5249,27
5250,23
5251,24
5252,25
5253,26
5254,27
5255,28
5256,29
5257,30
5258,31
5259,32
5260,33
5261,34
5262,1
5263,2
5264,3
5265,4
5266,5
5267,6
5268,3
5269,4
5270,5
5271,6
5272,7
5273,8
5274,9
5275,10
5276,11
5277,12
5278,13
5279,14
5280,1
5281,2
5282,3
5283,4
5284,5
5285,6
5286,7
5287,8
5288,9
5289,10
5290,11
5291,12
5292,23
5293,24
5294,25
5295,26
5296,27
5297,28
5298,29
5299,30
5300,31
5301,32
5302,33
5303,34
5304,36
5305,37
5306,38
5307,39
5308,40
5309,41
5310,42
5311,43
5312,44
5313,45
5314,46
5315,47
5316,24
5317,25
5318,26
5319,27
5320,28
5321,29
5322,30
5323,31
5324,32
5325,33
5326,34
5327,35
5328,37
5329,38
5330,24
5331,25
5332,26
5333,27
5334,28
5335,29
5336,30
5337,31
5338,32
5339,33
5340,34
5341,35
5342,24
5343,25
5344,26
5345,27
5346,28
5347,29
5348,30
5349,31
5350,32
5351,33
5352,34
5353,35
5354,4
5355,5
5356,6
5357,7
5358,8
5359,9
5360,10
5361,11
5362,12
5363,13
5364,14
5365,15
5366,22
5367,23
5368,24
5369,25
5370,26
5371,27
5372,28
5373,29
5374,30
5375,31
5376,32
5377,33
5378,37
5379,38
5380,39
5381,40
5382,41
5383,42
5384,43
5385,44
5386,45
5387,46
5388,47
5389,48
5390,2
5391,3
5392,4
5393,5
5394,6
5395,7
5396,8
5397,9
5398,10
5399,11
5400,12
5401,13
5402,23
5403,24
5404,25
5405,26
5406,27
5407,28
5408,29
5409,30
5410,31
5411,32
5412,33
5413,34
5414,23
5415,24
5416,25
5417,26
5418,27
5419,28
5420,29
5421,30
5422,31
5423,32
5424,33
5425,34
5426,0
5427,1
5428,2
5429,3
5430,4
5431,5
5432,6
5433,7
5434,8
5435,9
5436,10
5437,11
5438,36
5439,37
5440,38
5441,39
5442,40
5443,41
5444,42
5445,43
5446,44
5447,45
5448,46
5449,47
5450,33
5451,34
5452,35
5453,36
5454,37
5455,38
5456,39
5457,40
5458,41
5459,42
5460,43
5461,44
5462,25
5463,26
5464,27
5465,28
5466,29
5467,30
5468,31
5469,32
5470,33
5471,34
5472,35
5473,36
5474,37
5475,0
5476,0
5477,38
5478,39
5479,0
5480,1
5481,40
5482,2
5483,3
5484,4
5485,5
5486,6
5487,7
5488,8
5489,9
5490,0
5491,0
5492,0
5493,0
5494,1
5495,2
5496,3
5497,4
5498,5
5499,6
5500,7
5501,0
5502,0
5503,0
5504,1
5505,2
5506,3
5507,4
5508,5
5509,6
5510,7
5511,8
5512,9
5513,16
5514,17
5515,18
5516,19
5517,20
5518,21
5519,22
5520,23
5521,24
5522,25
5523,26
5524,27
5525,33
5526,34
5527,35
5528,36
5529,37
5530,38
5531,39
5532,40
5533,41
5534,42
5535,43
5536,44
5537,37
5538,38
5539,39
5540,40
5541,41
5542,42
5543,43
5544,44
5545,45
5546,46
5547,47
5548,48
5549,37
5550,38
5551,39
5552,40
5553,41
5554,42
5555,43
5556,44
5557,45
5558,46
5559,47
5560,48
5561,18
5562,19
5563,20
5564,21
5565,22
5566,23
5567,24
5568,25
5569,26
5570,27
5571,28
5572,29
5573,32
5574,33
5575,34
5576,35
5577,36
5578,37
5579,38
5580,39
5581,40
5582,41
5583,42
5584,43
5585,37
5586,38
5587,39
5588,40
5589,41
5590,42
5591,43
5592,44
5593,45
5594,46
5595,47
5596,48
5597,23
5598,24
5599,25
5600,26
5601,27
5602,28
5603,29
5604,30
5605,31
5606,32
5607,33
5608,34
5609,24
5610,25
5611,26
5612,27
5613,28
5614,29
5615,30
5616,31
5617,32
5618,33
5619,34
5620,35
5621,36
5622,37
5623,38
5624,39
5625,40
5626,41
5627,42
5628,43
5629,44
5630,45
5631,46
5632,47
5633,36
5634,37
5635,38
5636,39
5637,40
5638,41
5639,42
5640,43
5641,44
5642,45
5643,46
5644,47
5645,23
5646,24
5647,25
5648,26
5649,27
5650,28
5651,29
5652,30
5653,31
5654,32
5655,33
5656,34
5657,27
5658,28
5659,29
5660,30
5661,31
5662,32
5663,33
5664,34
5665,35
5666,36
5667,37
5668,38
5669,6
5670,7
5671,8
5672,9
5673,10
5674,11
5675,12
5676,13
5677,14
5678,15
5679,16
5680,17
5681,24
5682,25
5683,26
5684,27
5685,28
5686,29
5687,30
5688,31
5689,32
5690,33
5691,34
5692,35
5693,7
5694,8
5695,9
5696,10
5697,11
5698,12
5699,13
5700,14
5701,15
5702,16
5703,17
5704,18
5705,36
5706,37
5707,38
5708,39
5709,40
5710,41
5711,42
5712,43
5713,44
5714,45
5715,46
5716,47
5717,26
5718,27
5719,28
5720,29
5721,30
5722,31
5723,32
5724,33
5725,34
5726,35
5727,36
5728,37
5729,25
5730,26
5731,27
5732,28
5733,29
5734,30
5735,31
5736,32
5737,33
5738,34
5739,35
5740,36
5741,36
5742,37
5743,38
5744,39
5745,40
5746,41
5747,42
5748,43
5749,44
5750,45
5751,46
5752,47
5753,19
5754,20
5755,21
5756,22
5757,23
5758,24
5759,25
5760,26
5761,27
5762,28
5763,29
5764,30
5765,39
5766,40
5767,41
5768,42
5769,8
5770,9
5771,10
5772,11
5773,12
5774,13
5775,14
5776,15
5777,16
5778,17
5779,18
5780,19
5781,7
5782,8
5783,9
5784,10
5785,11
5786,12
5787,13
5788,14
5789,15
5790,16
