,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,비유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출총이익증가율,당기순이익증가율,정상영업손익증가율
0,(주)CMG제약,58820,2011/12,1.9756498356737375,-5.902878743820878,17.636684303350968,-12.88772389689821,-1.4372978799856269,-2.015756587883727,56.40528634361234,137.02521544845197,78.28653707703384,108.4914422183893
1,(주)CMG제약,58820,2012/12,109.1485075993408,-4.130613926658426,207.07906916107163,-16.424272818455364,7.728764126868393,75.17467006765,-8.432852636322668,-37.96121734446539,-341.64456233421754,-757.1875
2,(주)CMG제약,58820,2013/12,-2.0925264411290887,16.09541205544214,-18.890233288755866,77.04770477047704,56.31133671742808,55.097970941090814,25.51215010765918,71.36965487301931,104.44444444444446,118.80646695197336
3,(주)CMG제약,58820,2014/12,3.8542020639207344,74.3081906524757,-25.933001831981155,68.14664181212224,6.365014072310024,0.0122456476927158,11.523380060778356,6.839772007599747,-46.62162162162162,-44.121365360303415
4,(주)CMG제약,58820,2015/12,-2.6434525039608734,-5.373261123500053,-7.169357973216495,1.6595558840326536,11.052310197435377,-4.481358284186682,18.850261503977496,16.229994072317723,-2410.126582278481,-681.9004524886877
5,(주)CMG제약,58820,2016/12,96.31011975306458,-5.13971495903939,199.8325213154689,6.4340239912759,17.192082111436953,116.01042579101416,21.92145551364544,35.72011423908609,147.34246575342468,167.30171073094868
6,(주)CMG제약,58820,2017/12,-1.2723013155523517,-4.276588193540755,3.116589651145077,-12.006333830104325,23.631529558961525,-3.129327056217114,25.98119502578101,35.56290395310386,64.0625,-9.936452917388792
7,(주)CMG제약,58820,2018/12,4.391793224299065,6.710745844404623,0.1760498356457828,16.470837302847467,8.45034788108792,6.164747202483052,20.052484591679505,26.06719148464353,113.93298059964728,64.72097498396407
8,(주)CMG제약,58820,2019/12,68.07396397971674,39.66645434014709,85.06083323092048,26.20497440092096,5.552315408841713,73.25883325960262,17.56342123734082,27.189973614775724,-49.69497114591921,1.4018691588785046
9,(주)CMG제약,58820,2020/12,1.6193047341125553,23.30942410547701,-3.0567656590341605,18.519407570993064,66.28356724499945,0.5400814840306842,9.95684287736895,7.907201880856066,-92.95313012127173,-30.030721966205835
10,(주)CMG제약,58820,2021/12,1.9548926063187209,2.605830335227464,-14.04223837348696,49.25466844898124,-12.301455439622517,1.9715012891222372,7.780018616196091,7.180390900352451,1372.093023255814,-8.89132821075741
11,(주)CMG제약,58820,2022/12,7.071670641395758,22.794599554332155,7.640936548668336,6.102343506167478,61.18520763867839,0.1358945761280332,18.31162288593019,22.27138202146423,-112.25908372827804,79.57831325301204
12,(주)ES큐브,50120,2011/12,12.783345870011589,27.82222222222222,3.8298650254410287,30.736803519061585,27.47780177585793,-7.918631660449074,21.63055118827899,36.47435897435897,-193.87254901960785,-583.5205992509362
13,(주)ES큐브,50120,2012/12,-16.574436252861545,-26.240148354195643,-33.3675685192793,10.16869947193794,-8.810240963855422,1.5644906487285326,4.8538778568752345,5.220425417701134,92.51459549624688,102.43835616438358
14,(주)ES큐브,50120,2013/12,1.8495311352145545,-31.583909490886235,68.92147795833884,-62.757158006362666,29.335260115606932,6.302057200200703,4.691715352593307,-7.474013136917288,-4483.844011142061,-1408.9887640449438
15,(주)ES큐브,50120,2014/12,20.09843438414867,5.604042259990813,20.48648225877936,18.416856492027332,-2.889066241021548,17.12451618993675,-24.125808488489174,-34.364876972913365,96.26276130286826,114.67811158798284
16,(주)ES큐브,50120,2015/12,-1.7522786688334628,-14.39756415832971,-10.892567348263553,38.886217178032126,11.48915187376726,0.0523897799629241,-5.1889338731444,23.07046098918408,-275.1219512195122,-2474.2690058479534
17,(주)ES큐브,50120,2016/12,89.07766990291263,258.9430894308943,23.566693378014133,275.893351800554,9.803921568627452,44.39118701413784,-18.655848931274168,-16.083617747440275,1033.7234503684438,153.2266009852217
18,(주)ES큐브,50120,2017/12,0.6912946322445681,64.55266138165345,0.2987069134929057,1.059341550139096,12.070354457572504,1.5635460834635124,4.249176120621774,-1.4946619217081851,-91.93166519660184,4.072188801480796
19,(주)ES큐브,50120,2018/12,6.17515959657009,30.781142463867862,-11.708922763431168,22.81510919896452,10.66251347789625,-2.8399961547440844,-5.54467632742125,-20.241535920726676,-452.1864211737629,-153.84615384615387
20,(주)ES큐브,50120,2019/12,312.66109880726844,14.01789238258124,696.7489237051174,55.75116151345575,-17.20255494208076,4.650242406253092,29.45148679066461,6.0825676200336485,-124.9305669008332,-116.10239471511149
21,(주)ES큐브,50120,2020/12,54.084735935718456,69.21479259216522,-10.255938902211788,274.2385254650808,23.10407949790795,-6.133254095814368,84.57033037430219,194.52238623886788,-83.70133643230679,494.1918226977455
22,(주)ES큐브,50120,2021/12,51.45434962022129,13.146948516876918,-34.32182217132358,-82.89069244501262,42.145512480084975,66.70263892486115,55.92398849662832,-36.68295915831331,121.2557330381148,-97.25668863900736
23,(주)ES큐브,50120,2022/12,-88.75945293941622,-75.46555776532273,-80.47925300419145,19.66212696286373,34.7381005753568,-4.709334944542747,-40.20526763497023,56.3914693183305,359.1331845238095,5321.554770318021
24,(주)가비아,79940,2011/12,22.75854248563653,11.46394242866489,23.69493415690816,22.01689189189189,-54.83870967741935,30.731209369795305,30.07163429584226,25.350919010540814,25.87475327471739,22.2504482964734
25,(주)가비아,79940,2012/12,31.239030698648275,70.81583818682559,10.958144051045531,47.429188470803226,1671.4285714285716,21.12152221263305,30.695130490736013,21.512782590323265,34.26942266571632,-6.857352401906858
