회사명,거래소코드,회계년도,유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),비유동비율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),순운전자본비율(IFRS연결),차입금비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결)
(주)DB하이텍,000990,2011/12,23.33,27.57,30.43,16.9,76.67,25.69,74.31,298.42,35.2,25.5,5.04,30.08,289.22,257.97,0,-42.95,229.64,5.87,7.39,4.36,9.47
(주)DB하이텍,000990,2012/12,26.7,25.64,36.43,19.86,73.3,25.13,74.87,291.73,55.66,41.39,7.19,22.38,298,190.94,68.49,-21.27,234.33,7.77,9.87,5.81,11.39
(주)DB하이텍,000990,2013/12,21.07,32.46,26.69,14.23,78.93,19.35,80.65,408.01,46.76,31.58,7.39,41.06,416.9,232.89,58.3,-23.99,324.25,5.99,7.7,4.83,10.36
(주)DB하이텍,000990,2014/12,25.14,27.94,33.58,18.11,74.86,12.26,87.74,610.83,65.77,47.39,10.72,52.38,715.95,311.87,40.52,-13.08,545.5,4.42,5.81,3.88,6.73
(주)DB하이텍,000990,2015/12,34.3,24.71,52.21,25.83,65.7,25.8,74.2,254.62,138.4,104.2,44.31,53.05,287.57,96.06,23.96,9.52,206.91,13.74,19.1,10.2,15.06
(주)DB하이텍,000990,2016/12,37.39,20.69,59.71,29.65,62.61,34.65,65.35,180.71,134.53,106.69,42.15,57.89,188.6,80.2,33.11,9.6,123.51,31.09,47.48,20.32,25.94
(주)DB하이텍,000990,2017/12,35.58,21.21,55.23,28.03,64.42,45.86,54.14,140.48,243.53,191.87,74.02,45.17,118.07,31.86,11.24,20.97,78.01,40.08,60.67,21.7,31.74
(주)DB하이텍,000990,2018/12,35.95,11.19,56.12,31.92,64.05,52.36,47.64,122.34,244.51,217.15,75.96,85.03,91,28.08,9.05,21.24,54.62,35.76,59.59,17.04,27.15
(주)DB하이텍,000990,2019/12,39.15,12.16,64.33,34.39,60.85,59.2,40.8,102.79,194.01,170.41,38.58,59.12,68.91,34.08,25.48,18.97,39.2,38.43,67.56,15.68,21.14
(주)DB하이텍,000990,2020/12,38.96,11.29,63.83,34.56,61.04,67.42,32.58,90.53,175.47,155.66,18.45,71,48.33,32.94,42.87,16.76,22.38,61.34,132.42,19.98,25.17
(주)DB하이텍,000990,2021/12,52.59,8.1,110.94,48.33,47.41,71.36,28.64,66.43,243.09,223.4,54.58,67.02,40.13,30.32,43.13,30.96,15.53,79.2,204.66,22.68,28.94
(주)DB하이텍,000990,2022/12,62.55,5.56,167.01,59.07,37.45,77.18,22.82,48.52,328.36,310.11,37.42,65.8,29.57,24.68,44.84,43.5,7.61,115.93,450.43,26.46,33.52
(주)HJ중공업,097230,2011/12,33.99,15.08,51.48,28.86,66.01,26.53,73.47,248.82,96.33,81.81,34.4,59.46,276.93,132.98,32.69,-1.29,182.52,-0.99,-1.51,-0.73,-1.77
(주)HJ중공업,097230,2012/12,34.54,9.84,52.76,31.14,65.46,26.05,73.95,251.29,92.89,83.75,29.88,110.8,283.85,142.72,46.07,-2.64,215.87,-4.99,-6.56,-3.69,-9.54
(주)HJ중공업,097230,2013/12,41.73,21.58,71.61,32.72,58.27,24.52,75.48,237.61,84.9,66.58,17.98,37.94,307.77,200.42,65.15,-7.42,230.21,-4.02,-5.38,-3.04,-8.02
(주)HJ중공업,097230,2014/12,40.92,24.77,69.26,30.78,59.08,24.31,75.69,243.01,93.12,70.06,12.33,44.65,311.31,180.73,50.54,-3.02,217.82,-5.71,-8.17,-4.33,-11.1
(주)HJ중공업,097230,2015/12,41.08,35.97,69.71,26.3,58.92,23.14,76.86,254.65,70.83,45.35,4.75,40.38,332.17,250.64,74.48,-16.92,222.9,0.21,0.31,0.16,0.31
(주)HJ중공업,097230,2016/12,45.13,28.45,82.25,32.29,54.87,17.03,82.97,322.2,89.96,64.36,5.26,43.23,487.19,294.57,53.65,-5.04,350.07,2.53,3.52,2.1,3.92
(주)HJ중공업,097230,2017/12,45.03,37.46,81.91,28.16,54.97,13.72,86.28,400.64,56.89,35.58,4.37,39.39,628.81,576.82,96.67,-34.12,429.87,4.8,7.03,4.14,7.11
(주)HJ중공업,097230,2018/12,62.95,30.17,169.93,43.96,37.05,-25.91,125.91,0,80.41,56.15,10.7,38.09,0,0,34.67,-15.34,0,11.7,24.1,14.74,23.73
(주)HJ중공업,097230,2019/12,52.65,27.97,111.19,37.92,47.35,9.92,90.08,477.43,70.48,50.77,6.64,45.88,908.28,753.17,83.86,-22.05,456.22,12.95,25.77,11.66,17.69
(주)HJ중공업,097230,2020/12,48.66,15.66,94.78,41.04,51.34,14.59,85.41,351.98,103.19,87.03,20.67,123.5,585.57,323.3,18.49,1.5,274.31,11.22,23.95,9.58,12.39
(주)HJ중공업,097230,2021/12,39.79,15.5,66.08,33.62,60.21,18.11,81.89,332.46,99.9,84.41,12.45,152.46,452.13,219.9,18.74,-0.04,201.67,3.94,8.83,3.22,4.51
(주)HJ중공업,097230,2022/12,55.7,14.03,125.76,47.89,44.3,14.99,85.01,295.43,100.85,86.7,7.21,114.31,566.95,368.38,29.47,0.47,218.39,-0.6,-1.55,-0.51,-0.73
(주)MH에탄올,023150,2011/12,34.04,21.31,51.6,26.78,65.96,31.79,68.21,207.49,58.36,45.92,5.22,0.11,214.54,183.43,32.19,-24.28,27.96,2.62,20.09,1.79,5.35
(주)MH에탄올,023150,2012/12,37.21,41.13,59.27,21.91,62.79,29.53,70.47,212.65,61.27,36.07,0.73,0.07,238.69,205.72,90.04,-23.53,192.7,-2.5,-3.09,-1.76,-3.95
(주)MH에탄올,023150,2013/12,33.29,28.92,49.91,23.66,66.71,35.38,64.62,188.56,57.37,40.78,0.14,0.03,182.66,164.02,89.08,-24.74,163.01,0.72,0.81,0.47,0.97
(주)MH에탄올,023150,2014/12,33.59,24.32,50.58,25.42,66.41,61.72,38.28,107.61,90.87,68.77,0.02,0,62.03,59.9,97.51,-3.38,55.71,17.21,19.17,6.59,11.51
(주)MH에탄올,023150,2015/12,28.48,16.01,39.83,23.92,71.52,73.27,26.73,97.6,109.55,92.01,15.38,0,36.47,35.48,97.4,2.48,32.17,43.92,49.79,11.74,18.4
(주)MH에탄올,023150,2016/12,27.25,28.1,37.45,19.59,72.75,87.89,12.11,82.78,257.95,185.46,17.87,0,13.77,12.02,93.65,16.68,8.63,146.33,233.68,17.71,26.21
(주)MH에탄올,023150,2017/12,16.95,6.62,20.41,15.83,83.05,21.36,78.64,388.83,44.64,41.69,7.8,8.16,368.17,177.74,33.04,-21.02,237.29,1.98,3.07,1.56,14.99
(주)MH에탄올,023150,2018/12,6.72,22.11,7.2,5.23,93.28,20.81,79.19,448.33,20.96,16.33,4.89,9.59,380.62,154.04,25.28,-25.33,239.34,-1.14,-1.81,-0.9,-5.45
(주)MH에탄올,023150,2019/12,7.27,24.91,7.84,5.46,92.73,17.58,82.42,527.35,11.62,8.73,3.21,6.47,468.69,355.65,78.57,-55.27,302.7,0.01,0.02,0.01,0.06
(주)MH에탄올,023150,2020/12,8.39,22.15,9.16,6.53,91.61,17.89,82.11,512.21,25.82,20.1,8.54,5.94,459.13,181.71,22.4,-24.11,297.81,4.11,6.34,3.38,16.04
(주)MH에탄올,023150,2021/12,11.53,17.64,13.04,9.5,88.47,18.76,81.24,471.51,17.51,14.42,8.94,5.9,432.99,351.03,80.55,-54.33,278.96,6.18,9.6,5.02,22.22
(주)MH에탄올,023150,2022/12,11.79,16.64,13.36,9.83,88.21,21.32,78.68,413.75,27.62,23.02,7.82,7.2,369.03,200.15,38.83,-30.89,241.08,6.09,9.32,4.79,19.35
(주)SH에너지화학,002360,2011/12,48.09,22.07,92.64,37.48,51.91,62.31,37.69,83.31,147.77,115.16,15.37,8.59,60.5,52.23,99.37,15.55,44.61,8.32,11.28,3.13,1.9
(주)SH에너지화학,002360,2012/12,48.71,28.13,94.98,35.01,51.29,62.57,37.43,81.97,171.22,123.05,7.42,15.59,59.82,45.47,86,20.26,44.03,6.4,8.7,2.4,1.28
(주)SH에너지화학,002360,2013/12,53.45,20.23,114.8,42.64,46.55,62.99,37.01,73.9,168.09,134.09,15.75,21.76,58.75,50.48,98.21,21.65,40.2,6.23,9.1,2.31,1.1
(주)SH에너지화학,002360,2014/12,54.47,23.04,119.66,41.92,45.53,76.07,23.93,59.85,291.69,224.49,37.69,16,31.46,24.55,0,35.8,11.36,57.91,160.41,13.86,6.65
(주)SH에너지화학,002360,2015/12,59.05,17.44,144.19,48.75,40.95,79.33,20.67,51.62,399.36,329.69,115.03,9.28,26.05,18.64,0,44.26,7.51,103.42,358.77,21.37,11.41
(주)SH에너지화학,002360,2016/12,67.66,13.74,209.17,58.36,32.34,83.61,16.39,38.68,673.11,580.63,211.38,13,19.6,12.02,0,57.6,3.42,89.01,510,14.59,8.31
(주)SH에너지화학,002360,2017/12,69.9,22.82,232.26,53.95,30.1,85.94,14.06,35.02,1057.37,816.13,399.76,8.89,16.36,7.69,0,63.29,3.3,73.48,364.34,10.33,6.88
(주)SH에너지화학,002360,2018/12,70.04,25.95,233.83,51.87,29.96,86.08,13.92,34.8,1287.95,953.73,441.48,4.36,16.17,6.32,0,64.61,3.32,56.94,277.3,7.93,5.29
(주)SH에너지화학,002360,2019/12,67.71,20.05,209.65,54.13,32.29,80.22,19.78,40.26,1110.48,887.83,542.25,6.17,24.66,7.6,41.4,61.61,8.85,43.59,121.45,8.62,7.56
(주)SH에너지화학,002360,2020/12,61.73,13.24,161.33,53.56,38.27,76.7,23.3,49.89,979.37,849.69,445.74,13.55,30.38,8.22,33.18,55.43,12.55,37.11,89.84,8.65,10.84
(주)SH에너지화학,002360,2021/12,65.42,15.75,189.18,55.12,34.58,76.69,23.31,45.09,599.23,504.85,149.24,12.59,30.4,14.24,77.38,54.5,12.06,0.76,1.92,0.18,0.15
(주)SH에너지화학,002360,2022/12,65.8,26.12,192.44,48.62,34.2,75.79,24.21,45.12,759.41,561.05,158.53,7.51,31.94,11.43,41.13,57.14,15.92,-10.2,-20.47,-2.47,-1.83
(주)SIMPAC,009160,2011/12,49.18,17.31,96.77,40.66,50.82,54.34,45.66,93.52,130.69,108.07,54.55,142.9,84.02,69.24,77.04,11.55,25.78,14.71,47.94,6.72,9.7
(주)SIMPAC,009160,2012/12,47.94,16.6,92.07,39.98,52.06,58.95,41.05,88.31,140.97,117.58,22.15,148.52,69.63,57.68,75.21,13.93,21.47,12.07,39.15,4.96,7.01
(주)SIMPAC,009160,2013/12,30.01,23.61,42.88,22.93,69.99,57.69,42.31,121.32,81.19,62.03,7.16,150.34,73.34,64.07,89.95,-6.95,31.76,8.23,19.01,3.48,6.13
(주)SIMPAC,009160,2014/12,37.92,28.11,61.1,27.26,62.08,57.37,42.63,108.2,105.96,76.17,19.44,113.05,74.3,62.39,93.88,2.13,18.64,14.28,56.94,6.09,8.84
(주)SIMPAC,009160,2015/12,41.17,32.29,69.99,27.88,58.83,54.87,45.13,107.21,102.82,69.62,14.76,95.8,82.25,72.98,99.59,1.13,22.93,11.71,42.01,5.29,8.29
(주)SIMPAC,009160,2016/12,42.31,26,73.33,31.31,57.69,57.53,42.47,100.28,113.8,84.21,33.41,101.95,73.81,64.61,99.6,5.13,22.8,12.82,41.51,5.44,8.52
(주)SIMPAC,009160,2017/12,39.53,26.05,65.37,29.23,60.47,63.18,36.82,95.71,115.32,85.28,23.55,75.07,58.27,54.25,99.68,5.25,22.93,9.16,23.27,3.37,5.57
(주)SIMPAC,009160,2018/12,45.58,35.41,83.75,29.44,54.42,63.81,36.19,85.28,135.98,87.82,49.22,39.18,56.71,52.53,99.89,12.06,26.07,5.64,12.26,2.04,4.54
(주)SIMPAC,009160,2019/12,42.58,30.49,74.16,29.6,57.42,64.96,35.04,88.38,131.76,91.59,58.26,37.09,53.93,49.75,98.93,10.26,29.19,15.72,29.05,5.51,8.7
(주)SIMPAC,009160,2020/12,47.91,37.29,91.98,30.04,52.09,62.93,37.07,82.77,141.82,88.93,49.68,35.68,58.9,53.68,98.84,14.13,31.19,3.74,7.06,1.39,2.79
(주)SIMPAC,009160,2021/12,60.03,31.42,150.18,41.17,39.97,60.52,39.48,66.04,163.62,112.22,65.94,23.71,65.23,60.62,99.28,23.34,32.81,6.55,13.02,2.59,3.81
(주)SIMPAC,009160,2022/12,59.76,36.28,148.52,38.08,40.24,62.14,37.86,64.76,169.96,108.3,61.66,7.24,60.93,56.59,95.83,24.6,40.44,9.13,13.76,3.46,4.96
(주)SNT에너지,100840,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2019/12,61.39,4.98,159.01,58.33,38.61,73.36,26.64,52.63,303.82,288.69,31.18,229.41,36.31,27.54,0,41.19,0.03,-45.05,-48067.02,-12,-18.78
(주)SNT에너지,100840,2020/12,60.76,3,154.82,58.94,39.24,70.31,29.69,55.82,251.91,244.37,83.83,527.56,42.24,34.3,10.99,36.64,0.3,15.2,2111.13,4.51,6.38
(주)SNT에너지,100840,2021/12,60.11,1.33,150.72,59.31,39.89,73.72,26.28,54.11,301.77,297.75,134.01,892.34,35.65,27.02,15.54,40.19,0.62,34.21,1969.27,8.99,17.45
(주)SNT에너지,100840,2022/12,58.96,4.47,143.66,56.32,41.04,59.43,40.57,69.05,253.91,242.55,97.92,339.6,68.25,39.07,0.99,35.74,20.72,16.85,55.53,6.84,14.48
(주)SNT홀딩스,036530,2011/12,49.03,26.38,96.2,36.1,50.97,61.7,38.3,82.61,174.28,128.31,39.04,135.3,62.08,45.6,99.26,20.9,6.48,9.54,91.32,3.65,4.66
(주)SNT홀딩스,036530,2012/12,48.14,28.09,92.83,34.62,51.86,63.52,36.48,81.64,184.89,132.96,35.94,113.6,57.43,40.99,98.2,22.1,5.18,9.53,105.76,3.48,4.32
(주)SNT홀딩스,036530,2013/12,49.82,29.06,99.3,35.35,50.18,63.95,36.05,78.46,188.1,133.44,48.56,102,56.38,41.42,99.08,23.34,5.86,9.78,94.02,3.52,4.8
(주)SNT홀딩스,036530,2014/12,48.79,28.54,95.27,34.86,51.21,66.49,33.51,77.02,208.24,148.81,50.97,90.68,50.39,35.23,98.51,25.36,2.46,13.86,284.03,4.64,6.1
(주)SNT홀딩스,036530,2015/12,52.59,23.56,110.92,40.2,47.41,70.49,29.51,67.26,263,201.03,82.77,80.48,41.85,28.36,96.75,32.59,0.49,16.84,1448.33,4.97,6.68
(주)SNT홀딩스,036530,2016/12,54.54,19.65,119.96,43.82,45.46,69.27,30.73,65.64,247.45,198.81,88.69,99.4,44.37,31.82,0,32.5,0.47,19.44,1852.23,5.98,8.59
(주)SNT홀딩스,036530,2017/12,55.34,18.18,123.92,45.28,44.66,70.79,29.21,63.09,264.63,216.54,92.09,113.41,41.26,29.54,0,34.43,0.43,19.79,1902.41,5.78,8.22
(주)SNT홀딩스,036530,2018/12,55.26,18.86,123.49,44.84,44.74,71.12,28.88,62.92,306.08,248.36,70.44,102.21,40.62,25.39,0,37.2,0.43,19.09,1804.58,5.51,8.32
(주)SNT홀딩스,036530,2019/12,56.63,18.14,130.55,46.35,43.37,72.69,27.31,59.67,312.26,255.6,92.67,86.68,37.56,24.95,32.17,38.49,0.08,17.86,7957.52,4.88,7.21
(주)SNT홀딩스,036530,2020/12,54.7,17.42,120.75,45.17,45.3,71.24,28.76,63.59,269.15,222.26,79.06,113.2,40.37,28.53,30.58,34.38,0.11,26.84,10098.25,7.72,12.21
(주)SNT홀딩스,036530,2021/12,55.96,17.23,127.05,46.32,44.04,75.04,24.96,58.7,321.8,266.35,85.12,82.69,33.27,23.17,28.75,38.57,0.16,15.2,3138.9,3.79,6.41
(주)SNT홀딩스,036530,2022/12,58.8,20.61,142.71,46.68,41.2,70.99,29.01,58.04,267.59,212.44,57.22,84.42,40.86,30.95,23.71,36.82,0.2,16.88,3523.73,4.9,7.69
(주)STX,011810,2011/12,27.33,22.04,37.61,21.31,72.67,36.6,63.4,198.53,70.06,54.61,11.42,113.54,173.19,106.57,57.95,-11.68,132.78,-0.52,-0.67,-0.33,-0.29
(주)STX,011810,2012/12,29.29,12.3,41.43,25.69,70.71,29.73,70.27,237.8,62.81,55.08,12.95,183.9,236.31,156.85,63.73,-17.35,187.1,4.3,5.44,3.02,2.49
(주)STX,011810,2013/12,59.11,11.85,144.58,52.11,40.89,0,137.96,0,62.06,54.71,5.09,211.78,0,0,62.47,-36.13,0,10.3,13.35,14.21,7.79
(주)STX,011810,2014/12,71.2,23.24,247.27,54.66,28.8,7.46,92.54,385.85,113.3,86.97,14.11,61.68,1239.93,842.07,62.02,8.36,951.28,2.35,3.07,2.18,1.67
(주)STX,011810,2015/12,71.19,35.06,247.08,46.23,28.81,5.71,94.29,504.69,104.09,67.59,8.89,53.14,1651.71,1198.04,68.25,2.8,1246.41,-3.85,-5.1,-3.63,-2.82
(주)STX,011810,2016/12,68.72,46.5,219.71,36.77,31.28,-46.71,146.71,0,49.89,26.7,4.89,41.47,0,0,96.09,-69.01,0,2.02,2.65,2.96,1.22
(주)STX,011810,2017/12,75.82,38.17,313.52,46.88,24.18,6.78,93.22,356.57,85.88,53.1,17.24,64.17,1374.49,1301.65,94.45,-12.46,818.95,13.52,22.68,12.6,4.38
(주)STX,011810,2018/12,76.32,30.61,322.3,52.96,23.68,11.56,88.44,204.91,91.21,63.3,9.55,59.25,765.34,724.06,93.18,-7.35,517.79,5.32,7.87,4.71,1.74
(주)STX,011810,2019/12,68.99,30.74,222.45,47.78,31.01,10.05,89.95,308.59,87.86,60.85,9.1,86.1,895.02,781.31,86.56,-9.53,590.05,-4.72,-7.16,-4.25,-1.62
(주)STX,011810,2020/12,51.8,31.89,107.48,35.28,48.2,13.23,86.77,364.19,69.81,47.55,5.7,101.42,655.62,560.72,85.5,-22.4,443.81,5.45,8.06,4.73,3
(주)STX,011810,2021/12,54.17,30.55,118.17,37.62,45.83,18.12,81.88,252.93,81.68,56.73,4.37,111.15,451.82,365.94,79.76,-12.15,286.28,4.1,6.47,3.36,2.45
(주)STX,011810,2022/12,62.7,19.75,168.06,50.31,37.3,13.81,86.19,270.21,85.83,68.87,3.46,106.69,624.35,529.12,82.72,-10.35,430.82,-7.59,-11,-6.55,-4.08
(주)TCC스틸,002710,2011/12,40.39,43.4,67.74,22.86,59.61,49.62,50.38,120.14,110.8,62.71,3.21,45.57,101.53,73.45,81.18,3.94,63.59,-6.46,-10.31,-3.25,-2.87
(주)TCC스틸,002710,2012/12,39.93,46.08,66.48,21.53,60.07,41.31,58.69,145.39,113.94,61.44,8.23,40.92,142.04,84.83,59.19,4.89,100.62,-2.31,-3.27,-1.36,-1.48
(주)TCC스틸,002710,2013/12,40.47,53.26,67.98,18.92,59.53,37.84,62.16,157.32,141.27,66.03,8.87,33.1,164.27,75.7,40.21,11.82,124.1,-5,-6.63,-3.11,-3.38
(주)TCC스틸,002710,2014/12,42.33,53.32,73.39,19.76,57.67,34.31,65.69,168.1,82.22,38.38,2.07,30.5,191.48,150.05,82.08,-9.15,148,-7,-9.05,-4.6,-4.88
(주)TCC스틸,002710,2015/12,63.81,20.39,176.33,50.8,36.19,22.85,77.15,158.36,156.35,124.48,6.79,78.06,337.6,178.6,24,23,195.51,1.48,2.56,1.14,0.87
(주)TCC스틸,002710,2016/12,42.69,42.93,74.49,24.36,57.31,36.53,63.47,156.9,128.15,73.14,9.46,49.34,173.78,91.2,35.15,9.38,113.28,-1.45,-2.23,-0.92,-0.59
(주)TCC스틸,002710,2017/12,43.15,43.89,75.89,24.21,56.85,36.21,63.79,157.01,75.13,42.16,5.42,38.18,176.16,158.6,99.86,-14.28,127.28,-10.25,-14.19,-6.54,-4.66
(주)TCC스틸,002710,2018/12,49.93,45.47,99.71,27.22,50.07,36.83,63.17,135.97,163.32,89.05,24.95,47.76,171.53,83.01,36.07,19.36,109.51,5.28,8.27,3.33,2.46
(주)TCC스틸,002710,2019/12,47.42,48.74,90.18,24.31,52.58,37.19,62.81,141.4,89.76,46.01,9.02,40.81,168.92,142.07,92.98,-5.41,115.69,3.74,5.45,2.35,1.69
(주)TCC스틸,002710,2020/12,44.61,39.63,80.55,26.93,55.39,39.49,60.51,140.26,102.32,61.77,10.39,34.94,153.25,110.42,73.91,1.01,116.01,-3.32,-4.39,-2.01,-1.43
(주)TCC스틸,002710,2021/12,55.04,36.98,122.4,34.69,44.96,42.3,57.7,106.3,145.64,91.79,30.1,45.22,136.42,89.34,62.92,17.25,80.67,0.48,0.81,0.28,0.19
(주)TCC스틸,002710,2022/12,54.46,42.37,119.6,31.38,45.54,41.15,58.85,110.68,109.72,63.23,12.94,56.35,143.04,120.64,79.88,4.82,89.5,-0.74,-1.18,-0.43,-0.32
(주)강원랜드,035250,2011/12,42.92,0.19,75.2,42.84,57.08,83.25,16.75,68.56,263.97,263.46,12.14,83.93,20.11,19.53,0,26.66,0,99.17,0,16.61,35.57
(주)강원랜드,035250,2012/12,40.1,0.1,66.93,40.05,59.9,81.61,18.39,73.41,224.82,224.59,17.1,185.96,22.54,21.85,0,22.26,0,80.84,0,14.87,33.34
(주)강원랜드,035250,2013/12,34.83,0.14,53.44,34.78,65.17,81.16,18.84,80.3,189.47,189.21,29.28,148.56,23.21,22.65,0,16.45,0,74.52,0,14.04,31.99
(주)강원랜드,035250,2014/12,40.65,0.09,68.48,40.61,59.35,80.16,19.84,74.05,219.66,219.47,16.33,270.84,24.76,23.08,0,22.14,0,69.79,0,13.85,31.23
(주)강원랜드,035250,2015/12,47.43,0.09,90.21,47.38,52.57,81.22,18.78,64.73,263.38,263.14,15.91,222.43,23.12,22.17,0,29.42,0,78.31,0,14.7,33.22
(주)강원랜드,035250,2016/12,45.48,0.07,83.41,45.44,54.52,81.75,18.25,66.7,251.71,251.53,12.94,235.52,22.33,22.1,0,27.41,0.03,80.65,62312.15,14.72,34.53
(주)강원랜드,035250,2017/12,51.71,0.06,107.07,51.68,48.29,83.65,16.35,57.73,317.65,317.46,15.49,258.64,19.55,19.46,0,35.43,0.04,77.4,37840.6,12.66,33.02
(주)강원랜드,035250,2018/12,41.57,0.07,71.15,41.55,58.43,84.77,15.23,68.93,276.57,276.38,7.68,310.03,17.97,17.73,0,26.54,0,64.16,0,9.77,28.75
(주)강원랜드,035250,2019/12,42.32,0.19,73.37,42.24,57.68,83.77,16.23,68.86,288.36,287.8,9.31,106.09,19.38,17.52,3.52,27.64,1.83,53.57,567.28,8.69,25.39
(주)강원랜드,035250,2020/12,41.14,0.14,69.9,41.08,58.86,89.16,10.84,66.01,454.03,453.38,20.02,56.77,12.15,10.16,4.04,32.08,1.98,-31.4,-192.86,-3.4,-25.89
(주)강원랜드,035250,2021/12,43.3,0.21,76.35,43.21,56.7,84.99,15.01,66.72,326.99,326.31,40.73,77.94,17.66,15.58,3.46,30.05,1.95,-38.71,-350.96,-5.81,-28.21
(주)강원랜드,035250,2022/12,28.95,0.33,40.74,28.85,71.05,81.95,18.05,86.71,175.44,174.85,14.7,81.53,22.03,20.13,4.06,12.45,1.92,41.94,480.77,7.57,24.83
(주)갤럭시아에스엠,011420,2011/12,54.66,0.08,120.56,54.62,45.34,56.03,43.97,80.92,157.4,157.27,55.23,7130.58,78.49,61.98,0,19.93,7.52,30,313.23,13.19,12.57
(주)갤럭시아에스엠,011420,2012/12,56.28,0.15,128.74,56.2,43.72,58.91,41.09,74.21,184.17,183.89,58.88,5225.14,69.76,51.88,40.58,25.72,13.32,15.5,81.2,6.37,5.09
(주)갤럭시아에스엠,011420,2013/12,52.87,0.63,112.19,52.54,47.13,57.11,42.89,82.52,147.37,146.43,23.83,1247.42,75.11,62.83,89.94,16.99,20.58,22.7,82.85,9.74,7.89
(주)갤럭시아에스엠,011420,2014/12,59.07,1.9,144.31,57.95,40.93,51.26,48.74,79.86,149.66,146.81,14.51,469.73,95.1,77,59.66,19.6,19,10.1,50.53,4.92,5.08
(주)갤럭시아에스엠,011420,2015/12,64.68,0.03,183.12,64.66,35.32,72.41,27.59,48.78,263.29,263.23,130.53,25720.55,38.09,33.92,65.28,40.11,2.77,6.28,86.36,1.73,1.91
(주)갤럭시아에스엠,011420,2016/12,64.9,0,184.88,64.9,35.1,76.73,23.27,45.75,304.3,304.3,155.01,0,30.32,27.79,0,43.57,0.94,4.62,149.54,1.07,1.19
(주)갤럭시아에스엠,011420,2017/12,57.7,0,136.39,57.7,42.3,81.26,18.74,52.06,328.78,328.78,112.85,0,23.06,21.59,0,40.15,0,-45.97,0,-8.61,-11.51
(주)갤럭시아에스엠,011420,2018/12,42.86,0,75,42.86,57.14,79.61,20.39,71.78,213.65,213.65,121.27,0,25.62,25.2,0,22.8,0,-75.2,0,-15.34,-23.12
(주)갤럭시아에스엠,011420,2019/12,48.31,0,93.48,48.31,51.69,77.19,22.81,66.96,216.18,216.18,120.35,0,29.56,28.95,0,25.97,0.11,-14.79,-3910.94,-3.37,-3.32
(주)갤럭시아에스엠,011420,2020/12,,,,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2021/12,,,,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2022/12,,,,,,,,,,,,,,,,,,,,,
(주)경농,002100,2011/12,54.3,74.39,118.83,13.91,45.7,82.28,17.72,55.54,379.4,97.18,46.64,23,21.53,17.39,13.13,39.99,0.05,46,21329.72,8.15,11.68
(주)경농,002100,2012/12,52.9,71.98,112.31,14.82,47.1,56.32,43.68,83.63,138.53,38.82,19.56,19.16,77.55,67.8,99.93,14.71,46.29,7.48,12.52,3.27,6.42
(주)경농,002100,2013/12,50.6,76.32,102.43,11.98,49.4,63.74,36.26,77.51,178.73,42.31,14.09,17.71,56.89,44.42,85.54,22.29,28.13,14.74,29.8,5.34,6.97
(주)경농,002100,2014/12,49.06,70.4,96.32,14.52,50.94,59.35,40.65,85.83,154.43,45.72,17.54,22.72,68.5,53.53,85.09,17.29,36.94,14.38,26.66,5.84,8.83
(주)경농,002100,2015/12,50.95,71.62,103.88,14.46,49.05,55.21,44.79,88.83,140.92,39.99,13.08,20.03,81.11,65.49,87.72,14.79,49.68,1.71,2.8,0.77,1.24
(주)경농,002100,2016/12,48.63,74.25,94.67,12.52,51.37,57.33,42.67,89.61,138.91,35.77,8.46,24.46,74.44,61.07,91.17,13.62,41.82,2.24,3.99,0.96,1.51
(주)경농,002100,2017/12,48.66,73.24,94.78,13.02,51.34,57.21,42.79,89.74,135,36.12,10.61,24.67,74.8,63.01,91.03,12.62,41.39,11.07,20,4.74,7.7
(주)경농,002100,2018/12,47.58,71.16,90.76,13.72,52.42,56.39,43.61,92.96,132.49,38.2,9.58,19.93,77.34,63.69,94.56,11.67,41.98,8.48,15.62,3.7,6.21
