회사명,거래소코드,회계년도,기업가치(EV)(IFRS),EBITDA(IFRS),EBITDA/매출액(IFRS),EV/EBITDA(IFRS),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결),투자활동으로 인한 현금흐름(*)(요약)(IFRS연결),재무활동으로 인한 현금흐름(*)(요약)(IFRS연결),현금및현금성자산의 증가(요약)(IFRS연결)
(주)DB하이텍,000990,2011/12,984773.6,82521.05,15.44,11.93,0,0,3.66,1.21,13.09,4.32,1.51,0.5,60749,-23348,-88776,-52752
(주)DB하이텍,000990,2012/12,925177.77,96286.83,16.49,9.61,0,0,2.49,1.35,7.23,3.92,0.84,0.46,73877,-49272,-22718,-107
(주)DB하이텍,000990,2013/12,965307.23,78120.02,15.82,12.36,0,0,3.25,1.79,14.01,7.73,0.81,0.45,28381,-14426,-18090,-4695
(주)DB하이텍,000990,2014/12,827169.61,127228.51,22.41,6.5,0,0,5.25,2.02,8.22,3.17,0.69,0.26,48078,-43635,1206,5147
(주)DB하이텍,000990,2015/12,1059275.75,207129.82,31.07,5.11,6.74,1.47,3.53,0.77,5.71,1.25,1.29,0.28,152722,-12209,-71767,67764
(주)DB하이텍,000990,2016/12,1020304.28,251099.65,32.48,4.06,10.6,5.92,2.75,1.54,3.78,2.11,1.21,0.67,248312,-121032,-118530,7447
(주)DB하이텍,000990,2017/12,789733.92,212643.69,31.28,3.71,14.03,6.76,2.58,1.24,5.73,2.76,1.54,0.74,183124,-101904,-85791,-8085
(주)DB하이텍,000990,2018/12,672035.53,180261.3,26.93,3.73,9.74,4.68,1.84,0.88,5.07,2.44,1.38,0.67,180344,-117302,-50895,11612
(주)DB하이텍,000990,2019/12,1401448.29,261414.87,32.38,5.36,10.6,3.67,2.12,0.73,7.99,2.76,1.59,0.55,161078,-123955,-70941,-34329
(주)DB하이텍,000990,2020/12,2407535.65,351309.81,37.54,6.85,14.05,3.9,3.07,0.85,7.5,2.08,2.49,0.69,309983,-265310,-75975,-36483
(주)DB하이텍,000990,2021/12,3229213.59,543726.58,44.76,5.94,11.12,6.84,3.3,2.03,9.01,5.54,2.9,1.78,393129,-252767,-4884,134724
(주)HJ중공업,097230,2011/12,2777485.03,96675,4.17,28.73,0,0,1.13,0.38,0,0,0.87,0.29,-401788,41457,94035,-262028
(주)HJ중공업,097230,2012/12,3028943.81,63527,3.21,47.68,88.04,39.68,0.62,0.28,0,0,0.58,0.26,-84391,39701,-67579,-122412
(주)HJ중공업,097230,2013/12,3325157,-75575,-3.92,0,0,0,0.52,0.26,0,0,0.48,0.24,-321347,-52839,237949,-141106
(주)HJ중공업,097230,2014/12,2643896.23,-74456,-4.14,0,0,0,0.68,0.2,0,0,0.67,0.19,-238336,204078,-211347,-240066
(주)HJ중공업,097230,2015/12,2496562.01,-67742,-3.32,0,0,0,0.55,0.26,6.86,3.27,0.37,0.18,257547,-32960,-418692,-187486
(주)HJ중공업,097230,2016/12,2362631.69,75323,3.91,31.37,0,0,0.55,0.33,6.28,3.81,0.26,0.16,-36763,-85380,91239,-24183
(주)HJ중공업,097230,2017/12,2047912.8,106110,6.11,19.3,0,0,0.99,0.54,1.5,0.82,0.32,0.17,385461,198422,-572275,6621
(주)HJ중공업,097230,2018/12,1618595.9,-50777,-2.9,0,0,0,0,0,2.34,0.95,0.24,0.1,420195,-2020,-318234,91352
(주)HJ중공업,097230,2019/12,1421599.29,97935,6.08,14.52,0,0,3.63,0.32,6.32,0.56,0.55,0.05,155934,36099,-296104,-106569
(주)HJ중공업,097230,2020/12,1273528.74,70377,4.15,18.1,11.15,3.91,2.68,0.94,3.38,1.18,0.5,0.18,264454,73036,-245607,91459
(주)HJ중공업,097230,2021/12,1422451.22,-90240,-5.29,0,0,0,2.03,1.3,0,0,0.51,0.33,-110633,38384,-23350,-95584
(주)MH에탄올,023150,2011/12,90532.73,7988.15,18.49,11.33,8.42,3.75,0.5,0.22,6.71,2.99,0.65,0.29,179,12547,-9638,3195
(주)MH에탄올,023150,2012/12,91925.64,7471.66,16.43,12.3,16.3,7.08,0.71,0.31,15.03,6.53,0.92,0.4,-4906,1115,377,-3489
(주)MH에탄올,023150,2013/12,92474.31,10500.37,22.68,8.81,0,0,0.62,0.41,5.15,3.44,0.63,0.42,6114,-4784,-1818,109
(주)MH에탄올,023150,2014/12,84299.5,9574.42,19.55,8.8,17.89,4.54,1.63,0.41,16.12,4.09,1.69,0.43,5159,-4570,-40343,-101
(주)MH에탄올,023150,2015/12,80103.95,12227.95,24.27,6.55,16.01,6.76,2.24,0.95,9.28,3.92,2.46,1.04,13384,2896,-13158,3152
(주)MH에탄올,023150,2016/12,62417.53,13045.09,26.68,4.78,7.94,5.99,1.06,0.8,5.28,3.98,1.32,1,12246,1462,-15502,-1794
(주)MH에탄올,023150,2017/12,82570.86,11801.93,24.45,7,10.39,7.36,0.99,0.7,5.7,4.04,1.27,0.9,3337,-25460,35572,13449
(주)MH에탄올,023150,2018/12,79014.59,10366.6,22.08,7.62,7.8,5.07,0.78,0.51,7.67,4.98,1.09,0.71,-11270,40276,-36918,-7911
(주)MH에탄올,023150,2019/12,80995.43,9358.45,19.91,8.65,0,0,0.91,0.71,8.03,6.25,1.1,0.85,11369,-3854,-5343,2172
(주)MH에탄올,023150,2020/12,95667.66,9692.43,18.9,9.87,87.73,37.65,1.85,0.79,13.28,5.7,1.98,0.85,18986,-6484,-9090,3412
(주)MH에탄올,023150,2021/12,110106.88,5398.09,11.76,20.4,29.13,11.35,2.62,1.02,70.86,27.62,3.14,1.22,26371,-2715,-9563,14093
(주)SH에너지화학,002360,2011/12,61511.22,6956.49,4.03,8.84,14.66,8.42,0.73,0.42,6.63,3.81,0.27,0.15,5825,-5937,-2854,2561
(주)SH에너지화학,002360,2012/12,138586.44,4922.12,2.56,28.16,162.25,31.83,2.74,0.54,481.86,94.54,0.91,0.18,-856,-1233,-1096,-3049
(주)SH에너지화학,002360,2013/12,104202.92,9247.61,4.02,11.27,32.02,16.07,2.32,1.16,20.67,10.37,0.67,0.34,5950,-1946,-690,3344
(주)SH에너지화학,002360,2014/12,192898.56,22371.46,9.86,8.62,15.13,5.05,3.07,1.02,9.73,3.25,1.04,0.35,24749,-2050,-20288,2262
(주)SH에너지화학,002360,2015/12,148352.19,25085.07,11.73,5.91,22.07,10.6,3.3,1.59,11.36,5.45,1.3,0.63,24631,-4985,-7799,11854
(주)SH에너지화학,002360,2016/12,153921.53,25816.23,12.04,5.96,13.72,7.21,2.52,1.32,20.82,10.94,1.12,0.59,11686,3931,-8723,6801
(주)SH에너지화학,002360,2017/12,129222.37,15422.63,8.35,8.38,22.84,16.66,2.03,1.48,12.48,9.11,1.1,0.8,14208,-1347,-6094,6668
(주)SH에너지화학,002360,2018/12,99377.69,5079.46,2.81,19.56,74.92,32.62,2.06,0.9,48.38,21.06,1.15,0.5,5203,-4047,-4917,-3722
(주)SH에너지화학,002360,2019/12,84623.73,99.62,0.07,849.43,0,0,1.75,1.02,11.61,6.75,1.22,0.71,16082,-6337,1774,11406
(주)SH에너지화학,002360,2020/12,78059.52,-4582.27,-5.02,0,0,0,2.17,0.62,51.03,14.66,2.12,0.61,4214,-11976,165,-7828
(주)SH에너지화학,002360,2021/12,105373.47,3311.56,2.38,31.82,213.18,122.6,1.79,1.03,0,0,1.15,0.66,-3789,-9604,-297,-13482
(주)SIMPAC,009160,2011/12,124331.98,29385.13,13.74,4.23,11.05,5.59,1.54,0.78,12.88,6.52,1.09,0.55,18427,-8704,10854,20586
(주)SIMPAC,009160,2012/12,239483.08,28071.37,12.54,8.53,10.55,5.98,1.37,0.77,18.3,10.37,1.06,0.6,13157,-50743,-2363,-39810
(주)SIMPAC,009160,2013/12,260319.23,26857.58,13.13,9.69,11.59,7.92,1.14,0.78,19,12.99,1.09,0.74,12061,-49796,23306,-14417
(주)SIMPAC,009160,2014/12,161602.84,22125.59,9.73,7.3,21.72,14.17,1.11,0.72,7.64,4.98,0.98,0.64,34444,10539,-28130,17000
(주)SIMPAC,009160,2015/12,192118.06,27378.24,12.84,7.02,11.96,6.98,1.08,0.63,22.18,12.95,1.09,0.64,10257,-15982,3951,-1587
(주)SIMPAC,009160,2016/12,140310.39,25443.79,11.79,5.51,10.51,7.61,0.77,0.56,5.67,4.1,0.8,0.58,35246,-4527,-4452,26900
(주)SIMPAC,009160,2017/12,148743.69,19121.85,9.41,7.78,21.2,16.19,0.68,0.52,0,0,0.74,0.57,-9544,-377,-10261,-21121
(주)SIMPAC,009160,2018/12,166191.68,14907.86,5.54,11.15,2.44,0.93,0.38,0.14,4.19,1.6,0.57,0.22,37360,34396,10049,81695
(주)SIMPAC,009160,2019/12,195527.07,19771.96,5.04,9.89,23.11,13.08,0.64,0.36,5.89,3.33,0.68,0.38,37470,-30908,9041,15400
(주)SIMPAC,009160,2020/12,202069.01,17921.11,6.59,11.28,7.45,4.14,0.46,0.25,451.62,251.07,0.72,0.4,-17043,13777,3381,-4137
(주)SIMPAC,009160,2021/12,391265.98,90565.38,18.45,4.32,9.89,2.45,1.36,0.34,14.08,3.49,1.32,0.33,63747,3090,25829,94790
(주)SNT에너지,100840,2011/12,124257.76,-4340.47,-2.22,0,0,0,0.99,0.54,0,0,0.79,0.44,,,,
(주)SNT에너지,100840,2012/12,75691.82,17413.43,7.55,4.35,19.06,11.03,0.97,0.56,6.5,3.76,0.75,0.43,,,,
(주)SNT에너지,100840,2013/12,57623.54,18886.68,9.41,3.05,9.04,6.39,0.76,0.54,7.27,5.14,0.73,0.52,,,,
(주)SNT에너지,100840,2014/12,75287.25,16006.95,6.59,4.7,11.57,9.28,0.65,0.52,0,0,0.54,0.43,,,,
(주)SNT에너지,100840,2015/12,179035.12,36175.02,13.91,4.95,8.58,3.96,1.03,0.48,105.23,48.52,0.89,0.41,,,,
(주)SNT에너지,100840,2016/12,77206.46,3500.46,1.38,22.06,126.99,71.71,0.93,0.52,6.02,3.4,0.83,0.47,,,,
(주)SNT에너지,100840,2017/12,56881.08,21528.68,11.69,2.64,32.32,20.87,0.64,0.41,0,0,0.8,0.52,,,,
(주)SNT에너지,100840,2018/12,21058.11,169.98,0.12,123.89,68.56,41.57,0.55,0.33,8.67,5.26,0.9,0.54,,,,
(주)SNT에너지,100840,2019/12,128225.67,16468.94,8.12,7.79,10.43,5.41,0.64,0.33,0,0,0.75,0.39,-40065,4716,-3125,-38536
(주)SNT에너지,100840,2020/12,53844.28,24371.36,10.6,2.21,15.88,8.18,0.64,0.33,2.25,1.16,0.65,0.33,70341,-925,-18613,46761
(주)SNT에너지,100840,2021/12,56955.77,15370.62,9.29,3.71,16.42,8.76,0.88,0.47,7.6,4.05,1.28,0.69,29860,-1437,-9635,20863
(주)SNT홀딩스,036530,2011/12,151930.04,-4164.49,-184.45,0,42.06,25.88,0.64,0.39,25.93,15.96,107.41,66.1,86982,-23826,-67930,-10765
(주)SNT홀딩스,036530,2012/12,130372.24,6774.12,77.7,19.25,23.68,14.51,0.56,0.34,24.61,15.08,24.48,14.99,57311,-42613,-58140,-39216
(주)SNT홀딩스,036530,2013/12,224774.89,6990.74,79.2,32.15,37.69,17.76,0.77,0.36,37.92,17.86,34.24,16.13,94174,-22586,11155,82284
(주)SNT홀딩스,036530,2014/12,282783.15,6040.71,78.43,46.81,47.42,31.29,0.83,0.55,47.73,31.49,42.43,28,95279,-53040,-75561,-32910
(주)SNT홀딩스,036530,2015/12,411020.52,6748.49,79.63,60.91,17.69,10.55,1.18,0.7,61.71,36.79,57.94,34.55,120263,-47888,42865,115514
(주)SNT홀딩스,036530,2016/12,219422.3,8026.65,81.75,27.34,70.43,32.7,1.16,0.54,640.17,297.22,49.66,23.06,143866,-50765,-20649,72953
(주)SNT홀딩스,036530,2017/12,236173.78,5425.8,73.14,43.53,69.81,54.44,0.69,0.54,47.1,36.73,39.27,30.62,104209,-87583,-31461,-18699
(주)SNT홀딩스,036530,2018/12,208349.92,5406.87,74.15,38.53,41.82,28.32,0.62,0.42,38.86,26.31,35.66,24.15,128943,-181259,-91314,-144496
(주)SNT홀딩스,036530,2019/12,249905.05,9030.95,81.98,27.67,29.1,20.64,0.66,0.47,26.64,18.89,24.42,17.32,89186,27443,-10381,107078
(주)SNT홀딩스,036530,2020/12,240526.08,23023.95,90.97,10.45,11.93,7.14,0.66,0.39,11.95,7.15,10.82,6.47,261292,-173633,-88569,-11061
(주)SNT홀딩스,036530,2021/12,283885.96,16658.47,88.15,17.04,23.61,14.19,0.93,0.56,23.29,14.01,20.66,12.42,90010,-60675,-55542,-13677
(주)STX,011810,2011/12,2357683.15,65442,1.57,36.03,26.13,8,1.94,0.59,0,0,0.53,0.16,55801,-738589,453660,-226639
(주)STX,011810,2012/12,2257173.02,22826,0.55,98.89,0,0,0.94,0.41,6.51,2.82,0.25,0.11,250636,-546582,373696,72980
(주)STX,011810,2013/12,1476016.62,-62206,-3.28,0,0,0,0,0,6.13,0.77,0.28,0.03,130779,-28285,-343552,-240654
(주)STX,011810,2014/12,890135.76,28051,2.17,31.73,4.25,0.25,28.64,1.7,0,0,1.1,0.07,-76097,44980,77015,46135
(주)STX,011810,2015/12,879659.8,-12271,-0.9,0,0,0,3.09,0.17,7.19,0.39,0.15,0.01,-15950,42142,-61762,-34277
(주)STX,011810,2016/12,785859.57,-102641,-7,0,0,0,0,0,4.4,1.09,0.1,0.02,57833,53174,-140896,-29313
(주)STX,011810,2017/12,651014.96,31418,1.97,20.72,11.28,0.79,89.15,6.26,40.4,2.84,2.38,0.17,100295,47311,-96231,47812
(주)STX,011810,2018/12,499181.1,-5725,-0.43,0,142.82,40.18,11.95,3.36,0,0,0.54,0.15,-48114,24797,-28778,-51225
(주)STX,011810,2019/12,440595.49,-11947,-0.97,0,0,0,7.88,2.79,30.55,10.84,0.31,0.11,528,-26727,21637,-4254
(주)STX,011810,2020/12,356107.65,-2197,-0.28,0,0,0,7.04,3.34,2.57,1.22,0.22,0.1,57915,-12083,-57741,-13905
(주)STX,011810,2021/12,337725.96,14752,2.28,22.89,0,0,6.68,1.51,0,0,0.6,0.14,-12528,1726,2746,-6524
(주)TCC스틸,002710,2011/12,206619.53,18070.13,3.95,11.43,19.99,9.84,0.69,0.34,0,0,0.3,0.15,-10246,-33632,37294,-7446
(주)TCC스틸,002710,2012/12,226435.19,18103.47,4.11,12.51,23.68,17.1,0.49,0.35,9.16,6.61,0.23,0.16,-4610,-43257,58746,10460
(주)TCC스틸,002710,2013/12,225326.16,14749.44,3.52,15.28,214.56,149.32,0.41,0.28,3.96,2.76,0.2,0.14,-29220,12244,15087,-1970
(주)TCC스틸,002710,2014/12,230600.59,17219.16,4.29,13.39,73.48,47.94,0.37,0.24,5.42,3.53,0.19,0.12,-21440,4310,9083,-7949
(주)TCC스틸,002710,2015/12,202598.54,20684.06,5.91,9.79,0,0,0.98,0.49,2,0.99,0.21,0.1,30048,21986,-47691,4561
(주)TCC스틸,002710,2016/12,158409.46,18379.43,5.79,8.62,4.91,2.67,0.85,0.46,0,0,0.24,0.13,-35273,87996,-54305,-1510
(주)TCC스틸,002710,2017/12,162924.73,11142.08,3.34,14.62,0,0,0.71,0.47,0,0,0.18,0.12,-1169,272,998,-246
(주)TCC스틸,002710,2018/12,154145.7,20446.08,5.82,7.54,7.99,4.81,0.64,0.39,4.33,2.61,0.17,0.1,21492,-637,-6479,14580
(주)TCC스틸,002710,2019/12,183982.71,17883.68,5.27,10.29,34.42,21.21,0.73,0.45,0,0,0.2,0.12,-6747,-11937,10083,-8278
(주)TCC스틸,002710,2020/12,250329.67,7863.25,2.43,31.84,0,0,1.51,0.25,0,0,0.44,0.07,-5592,-4691,8170,-1071
(주)TCC스틸,002710,2021/12,313640.11,29140.93,7.15,10.76,8.64,2.92,2.08,0.7,38.63,13.06,0.61,0.21,7631,27690,-7758,27839
(주)강원랜드,035250,2011/12,5771270.43,565129.68,44.72,10.21,17.32,12.62,3.25,2.37,15.89,11.57,5.39,3.93,417828,-187764,-218788,11276
(주)강원랜드,035250,2012/12,6177997.33,484856.7,37.5,12.74,23.02,16.09,3.06,2.14,14.89,10.41,5.28,3.69,446540,-216999,-194378,35098
(주)강원랜드,035250,2013/12,6492180.28,473770.15,34.92,13.7,27,18.79,3.33,2.32,18.32,12.75,5.83,4.06,424407,-193316,-152768,78302
(주)강원랜드,035250,2014/12,6410405.12,599478.5,40.17,10.69,21.64,16.41,3.09,2.35,15.24,11.55,5.28,4,510413,-427373,-147999,-64948
(주)강원랜드,035250,2015/12,8111898.11,675082.33,41.39,12.02,22.81,14.81,3.51,2.28,16.88,10.96,6.02,3.91,574982,-398949,-172328,3723
(주)강원랜드,035250,2016/12,7557013.54,697471.98,41.16,10.83,20.97,16.62,3.13,2.48,15.88,12.59,5.63,4.46,596487,-411462,-197744,-12720
(주)강원랜드,035250,2017/12,7341855.02,608190.07,37.94,12.07,19.36,15.86,2.56,2.1,18.16,14.88,5.28,4.32,463050,-250223,-200252,12575
(주)강원랜드,035250,2018/12,6798728.06,499596.38,34.79,13.61,24.65,18.2,2.15,1.59,20.02,14.79,5.1,3.77,363919,-202048,-202354,-56719
(주)강원랜드,035250,2019/12,6339967,574351.05,37.85,11.04,22.02,17.63,2.09,1.67,18.07,14.46,4.87,3.9,407869,-211309,-184754,11811
(주)강원랜드,035250,2020/12,5026356.61,-354271.95,-74.2,0,0,0,1.96,1.06,0,0,13.33,7.17,-655676,844645,-183581,5388
(주)강원랜드,035250,2021/12,5004935.65,26102.41,3.32,191.74,0,0,1.95,1.43,29.49,21.53,8.06,5.88,210874,-73863,3335,140346
(주)갤럭시아에스엠,011420,2011/12,31823.72,12291.1,38.49,2.59,21.94,9.15,5.08,2.12,16.63,6.94,2.06,0.86,5951,382,796,7131
(주)갤럭시아에스엠,011420,2012/12,27612.79,7357.94,19.67,3.75,267.41,127.13,3.12,1.48,23.05,10.96,1.6,0.76,2801,-5044,1396,-893
(주)갤럭시아에스엠,011420,2013/12,37078.42,2901.43,9.39,12.78,0,0,2.44,1.58,0,0,1.48,0.96,4527,-9658,445,-4696
(주)갤럭시아에스엠,011420,2014/12,34152.79,159.79,0.48,213.74,0,0,3.78,1.6,0,0,2.12,0.9,-70,-458,-150,-680
(주)갤럭시아에스엠,011420,2015/12,74639.35,4113.15,7.65,18.15,41.12,13.89,2.23,0.75,35.22,11.9,1.97,0.67,2452,-3398,20350,19407
(주)갤럭시아에스엠,011420,2016/12,40714.33,-2511.56,-5.5,0,0,0,2.34,1.03,0,0,2.16,0.95,-1196,-559,-959,-2704
(주)갤럭시아에스엠,011420,2017/12,71424.86,-2344.62,-6.35,0,0,0,2.63,1.43,0,0,2.72,1.48,-7389,-1969,0,-9453
(주)갤럭시아에스엠,011420,2018/12,37954.46,-6559.78,-29.78,0,0,0,3.72,1.31,0,0,4.29,1.51,-2810,1069,0,-1779
(주)갤럭시아에스엠,011420,2019/12,33516.22,1208.18,4.2,27.74,0,0,4.85,1.92,120.21,47.75,3.45,1.37,904,996,-2068,-493
(주)갤럭시아에스엠,011420,2020/12,36810.69,3010.8,15.41,12.23,63.84,19.4,3.24,0.98,21.89,6.65,3.21,0.98,,,,
(주)갤럭시아에스엠,011420,2021/12,82404.57,5139,17.78,16.04,28.25,10.44,3.28,1.21,64.52,23.84,3.6,1.33,,,,
(주)경농,002100,2011/12,57861.4,12014.17,9.95,4.82,29.5,18.43,0.66,0.41,6.52,4.07,0.77,0.48,14163,-9445,-23134,-18439
(주)경농,002100,2012/12,77746.04,17975.97,13.72,4.32,11.95,9.27,0.53,0.41,6.54,5.08,0.6,0.47,8797,-6775,6494,8467
(주)경농,002100,2013/12,83093.8,20089.63,14.43,4.14,6.62,4.92,0.58,0.43,5.56,4.13,0.65,0.49,18563,-1125,-27231,-9939
(주)경농,002100,2014/12,114969.35,17773.09,13.18,6.47,15.35,8.18,0.88,0.47,10,5.33,1.06,0.56,14707,-16253,7251,5680
(주)경농,002100,2015/12,154875.15,13140.41,9.55,11.79,20.83,15.54,0.82,0.61,0,0,0.98,0.73,-9854,-14265,23083,-926
(주)경농,002100,2016/12,165913.93,10968.21,7.66,15.13,30.33,17.85,1.04,0.61,20.16,11.87,1.22,0.72,15996,-14092,-7381,-5436
(주)경농,002100,2017/12,164526.73,13067.19,9.13,12.59,12.76,10.23,0.85,0.68,10.23,8.2,1.03,0.82,15815,-12829,894,3472
(주)경농,002100,2018/12,273319.08,19160.83,13.1,14.26,36.55,12.7,1.97,0.68,75.99,26.41,2.4,0.84,10607,-12754,1603,-556
(주)경농,002100,2019/12,290526.49,16751.26,11.07,17.34,74.8,30.72,2.89,1.19,120.26,49.39,3.49,1.43,-1020,6298,-6079,-437
(주)경농,002100,2020/12,297036.06,16739.25,10.1,17.74,41.06,11.95,2.27,0.66,50.32,14.64,2.59,0.75,15868,6834,-20880,1475
(주)경농,002100,2021/12,270758.37,19338.98,11.07,14,15.53,8.43,1.86,1.01,17.94,9.73,2.18,1.18,10816,-5751,7383,13029
(주)경동나비엔,009450,2011/12,55422.23,18155.97,5.7,3.05,45.86,5.89,3.2,0.41,34.95,4.49,1.36,0.17,15494,-19735,437,-3804
(주)경동나비엔,009450,2012/12,126850.63,17700.26,5.19,7.17,18.25,7.47,1.17,0.48,7.46,3.05,0.49,0.2,27649,-29096,9446,7998
(주)경동나비엔,009450,2013/12,243739.58,21981.68,5.92,11.09,28.92,14.46,1.75,0.87,13.24,6.62,0.72,0.36,20913,-67413,22497,-24003
(주)경동나비엔,009450,2014/12,435348.36,23355.9,6.11,18.64,45.87,23.71,2.62,1.35,0,0,1.09,0.56,-13266,-38149,50436,2759
(주)경동나비엔,009450,2015/12,426913.75,28602.73,6.38,14.93,27.79,14.37,3.04,1.57,14.7,7.6,1.2,0.62,43720,-7239,-37990,-1509
(주)경동나비엔,009450,2016/12,536720.06,45002.56,8.89,11.93,28.92,11.77,4.13,1.68,15.17,6.17,1.64,0.67,61333,-22070,-35032,4231
(주)경동나비엔,009450,2017/12,655605.1,40830.48,7.17,16.06,43.09,23.81,3.32,1.83,52.17,28.83,1.23,0.68,20112,-40198,26540,6454
(주)경동나비엔,009450,2018/12,574931.01,40380.42,6.53,14.24,40.92,19.43,4.09,1.94,0,0,1.51,0.72,-14286,-44716,56483,-2519
(주)경동나비엔,009450,2019/12,630789.47,55719.92,8.5,11.32,38.7,20.22,3.27,1.71,20.77,10.85,1.21,0.63,78555,-51466,-33521,-5023
(주)경동나비엔,009450,2020/12,748861.71,67569.32,9.05,11.08,41.68,17.57,2.95,1.24,14.47,6.1,1.05,0.44,57625,-58865,18661,16013
(주)경동나비엔,009450,2021/12,801988.24,74619.97,7.85,10.75,17.21,10.21,3.13,1.86,15.76,9.35,1.13,0.67,80669,-12550,-63079,7166
(주)경동도시가스,267290,2017/12,,,,,,,,,,,,,19372,-54219,-857,-35704
(주)경동도시가스,267290,2018/12,54246.4,66544,4.14,0.82,7.32,4.46,0.82,0.5,2.07,1.26,0.15,0.09,120705,-58534,-4857,57314
(주)경동도시가스,267290,2019/12,54201.15,53020.42,3.73,1.02,9.59,4.91,0.72,0.37,6.95,3.56,0.16,0.08,33973,-46540,-6187,-18754
(주)경동도시가스,267290,2020/12,69403.99,43167.32,3.97,1.61,7.1,3.78,0.39,0.21,0,0,0.12,0.07,314,-24925,-9978,-34589
(주)경동도시가스,267290,2021/12,-2969.32,52664.66,3.62,-0.06,7.4,4.7,0.46,0.29,1.19,0.75,0.11,0.07,138737,-36584,-6860,95293
(주)경동인베스트,012320,2011/12,91485.81,70902.64,3.93,1.29,4.04,2.93,0.5,0.36,2.24,1.63,0.11,0.08,88589,-63154,-15653,14672
(주)경동인베스트,012320,2012/12,83284.44,67366.61,2.8,1.24,4.96,3.2,0.62,0.4,1.82,1.18,0.12,0.08,150571,-60093,-9221,81257
(주)경동인베스트,012320,2013/12,130444.82,63669.01,2.39,2.05,7.46,5.43,0.68,0.5,6.29,4.58,0.13,0.09,69234,-38216,-4607,26411
(주)경동인베스트,012320,2014/12,193892.8,56631.45,2.36,3.42,10.34,7.38,0.85,0.61,28.21,20.13,0.19,0.14,20818,-36930,3546,-12565
(주)경동인베스트,012320,2015/12,255904,39142.88,2.89,6.54,0,0,0.85,0.57,0,0,0.33,0.22,-50279,-128436,47601,-131114
(주)경동인베스트,012320,2016/12,218402.36,46811.46,4.58,4.67,19.17,12.59,0.58,0.38,9.63,6.32,0.31,0.2,26876,-25524,-5663,-4311
(주)경동인베스트,012320,2017/12,98089.88,3733.25,609.57,26.27,31.06,14.18,0.73,0.34,4.54,2.07,367.59,167.82,60158,-20173,-6304,-61788
(주)경동인베스트,012320,2018/12,81539.08,187.54,2.51,434.79,114.12,52.56,0.58,0.27,103.98,47.89,24.09,11.09,12514,35768,-46093,2189
(주)경동인베스트,012320,2019/12,86105.7,452.41,5.24,190.33,0,0,0.38,0.24,114.72,71.1,13.6,8.43,32391,-8562,-21627,2202
(주)경동인베스트,012320,2020/12,73538.1,940.86,12.22,78.16,71.87,29.97,0.31,0.13,0,0,12.22,5.1,18458,4845,-26563,-3261
(주)경동인베스트,012320,2021/12,81794.82,1119.02,12.62,73.09,336.86,186.3,0.4,0.22,146.17,80.84,13.58,7.51,25396,-8403,-20191,-3198
(주)경방,000050,2011/12,583186.81,43297.21,15.7,13.47,0,0,0.45,0.26,0,0,1.09,0.64,-14647,-26322,35048,-6153
(주)경방,000050,2012/12,563189.97,31091.36,11.71,18.11,0,0,0.43,0.26,10.5,6.39,1.08,0.66,17789,-27698,8478,-1460
(주)경방,000050,2013/12,595465.29,59032.65,22.29,10.09,24.26,13.4,0.54,0.3,7.27,4.02,1.38,0.76,51154,-3280,-48062,-361
(주)경방,000050,2014/12,838114.41,55463.73,21.58,15.11,38.52,20.7,0.85,0.45,18.54,9.97,2.13,1.15,23819,-33885,7248,-2728
(주)경방,000050,2015/12,830076.79,62016.72,20.15,13.38,33.63,19.54,1.09,0.63,16.48,9.58,2.36,1.37,39921,-36714,-4572,-1421
(주)경방,000050,2016/12,667686.58,66165.53,21.08,10.09,19.47,1.35,0.88,0.06,9.77,0.68,1.92,0.13,67981,-13676,-53644,713
(주)경방,000050,2017/12,576139.57,62665.96,21.75,9.19,18.1,13.99,0.66,0.51,9.06,7,1.61,1.25,57867,-19767,-36110,1956
(주)경방,000050,2018/12,504714.29,61523.83,22.04,8.2,16.01,9.67,0.65,0.39,15.88,9.59,1.67,1.01,12094,-25720,10321,-3266
(주)경방,000050,2019/12,491096.15,62726.46,24.74,7.83,15.48,11.29,0.47,0.34,5.27,3.84,1.36,0.99,66875,-45097,-14957,6788
(주)경방,000050,2020/12,453413.36,52139.63,23.06,8.7,16.02,7.11,0.55,0.25,8.95,3.98,1.84,0.82,33636,88337,-95711,26541
(주)경방,000050,2021/12,547412.49,55384.8,20.38,9.88,18.47,13.53,0.56,0.41,0,0,1.58,1.16,20910,-52177,2603,-26734
(주)경보제약,214390,2011/12,,,,,,,,,,,,,,,,
(주)경보제약,214390,2012/12,,,,,,,,,,,,,,,,
(주)경보제약,214390,2013/12,31326.26,32042.18,19.75,0.98,0,0,0,0,0,0,0,0,,,,
(주)경보제약,214390,2014/12,40325,34871.19,20.54,1.16,0,0,0,0,0,0,0,0,,,,
(주)경보제약,214390,2015/12,374162.97,33910.92,19.05,11.03,33.51,11.01,7.64,2.51,206.37,67.81,4.91,1.61,,,,
(주)경보제약,214390,2016/12,370002.92,26033.97,13.94,14.21,42.9,21.92,4.49,2.3,21.52,11,2.92,1.49,,,,
