,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),설립연도,상장연도,경영기간,상장기간
0,(주)CMG제약,58820,2011,제조업,2001,2001,10,10
1,(주)CMG제약,58820,2012,제조업,2001,2001,11,11
2,(주)CMG제약,58820,2013,제조업,2001,2001,12,12
3,(주)CMG제약,58820,2014,제조업,2001,2001,13,13
4,(주)CMG제약,58820,2015,제조업,2001,2001,14,14
5,(주)CMG제약,58820,2016,제조업,2001,2001,15,15
6,(주)CMG제약,58820,2017,제조업,2001,2001,16,16
7,(주)CMG제약,58820,2018,제조업,2001,2001,17,17
8,(주)CMG제약,58820,2019,제조업,2001,2001,18,18
9,(주)CMG제약,58820,2020,제조업,2001,2001,19,19
10,(주)CMG제약,58820,2021,제조업,2001,2001,20,20
11,(주)CMG제약,58820,2022,제조업,2001,2001,21,21
12,(주)ES큐브,50120,2011,도매 및 소매업,1977,2002,34,9
13,(주)ES큐브,50120,2012,도매 및 소매업,1977,2002,35,10
14,(주)ES큐브,50120,2013,도매 및 소매업,1977,2002,36,11
15,(주)ES큐브,50120,2014,도매 및 소매업,1977,2002,37,12
16,(주)ES큐브,50120,2015,도매 및 소매업,1977,2002,38,13
17,(주)ES큐브,50120,2016,도매 및 소매업,1977,2002,39,14
18,(주)ES큐브,50120,2017,도매 및 소매업,1977,2002,40,15
19,(주)ES큐브,50120,2018,도매 및 소매업,1977,2002,41,16
20,(주)ES큐브,50120,2019,도매 및 소매업,1977,2002,42,17
21,(주)ES큐브,50120,2020,도매 및 소매업,1977,2002,43,18
22,(주)ES큐브,50120,2021,도매 및 소매업,1977,2002,44,19
23,(주)ES큐브,50120,2022,도매 및 소매업,1977,2002,45,20
24,(주)가비아,79940,2011,정보통신업,1999,2005,12,6
25,(주)가비아,79940,2012,정보통신업,1999,2005,13,7
26,(주)가비아,79940,2013,정보통신업,1999,2005,14,8
27,(주)가비아,79940,2014,정보통신업,1999,2005,15,9
28,(주)가비아,79940,2015,정보통신업,1999,2005,16,10
29,(주)가비아,79940,2016,정보통신업,1999,2005,17,11
30,(주)가비아,79940,2017,정보통신업,1999,2005,18,12
31,(주)가비아,79940,2018,정보통신업,1999,2005,19,13
32,(주)가비아,79940,2019,정보통신업,1999,2005,20,14
33,(주)가비아,79940,2020,정보통신업,1999,2005,21,15
34,(주)가비아,79940,2021,정보통신업,1999,2005,22,16
35,(주)가비아,79940,2022,정보통신업,1999,2005,23,17
36,(주)가온칩스,399720,2018,제조업,2012,2022,6,-4
37,(주)가온칩스,399720,2019,제조업,2012,2022,7,-3
38,(주)가온칩스,399720,2020,제조업,2012,2022,8,-2
39,(주)가온칩스,399720,2021,제조업,2012,2022,9,-1
40,(주)가온칩스,399720,2022,제조업,2012,2022,10,0
41,(주)강스템바이오텍,217730,2013,제조업,2010,2015,3,-2
42,(주)강스템바이오텍,217730,2014,제조업,2010,2015,4,-1
43,(주)강스템바이오텍,217730,2015,제조업,2010,2015,5,0
44,(주)강스템바이오텍,217730,2016,제조업,2010,2015,6,1
45,(주)강스템바이오텍,217730,2017,제조업,2010,2015,7,2
46,(주)강스템바이오텍,217730,2018,제조업,2010,2015,8,3
47,(주)강스템바이오텍,217730,2019,제조업,2010,2015,9,4
48,(주)강스템바이오텍,217730,2020,제조업,2010,2015,10,5
49,(주)강스템바이오텍,217730,2021,제조업,2010,2015,11,6
50,(주)강스템바이오텍,217730,2022,제조업,2010,2015,12,7
51,(주)강원에너지,114190,2011,제조업,1976,2009,35,2
52,(주)강원에너지,114190,2012,제조업,1976,2009,36,3
53,(주)강원에너지,114190,2013,제조업,1976,2009,37,4
54,(주)강원에너지,114190,2014,제조업,1976,2009,38,5
55,(주)강원에너지,114190,2015,제조업,1976,2009,39,6
56,(주)강원에너지,114190,2016,제조업,1976,2009,40,7
57,(주)강원에너지,114190,2017,제조업,1976,2009,41,8
58,(주)강원에너지,114190,2018,제조업,1976,2009,42,9
59,(주)강원에너지,114190,2019,제조업,1976,2009,43,10
60,(주)강원에너지,114190,2020,제조업,1976,2009,44,11
61,(주)강원에너지,114190,2021,제조업,1976,2009,45,12
62,(주)강원에너지,114190,2022,제조업,1976,2009,46,13
63,(주)고려시멘트,198440,2014,제조업,2014,2014,0,0
64,(주)고려시멘트,198440,2015,제조업,2014,2014,1,1
65,(주)고려시멘트,198440,2016,제조업,2014,2014,2,2
66,(주)고려시멘트,198440,2017,제조업,2014,2014,3,3
67,(주)고려시멘트,198440,2018,제조업,2014,2014,4,4
68,(주)고려시멘트,198440,2019,제조업,2014,2014,5,5
69,(주)고려시멘트,198440,2020,제조업,2014,2014,6,6
70,(주)고려시멘트,198440,2021,제조업,2014,2014,7,7
71,(주)고려시멘트,198440,2022,제조업,2014,2014,8,8
72,(주)고바이오랩,348150,2019,"전문, 과학 및 기술 서비스업",2014,2020,5,-1
73,(주)고바이오랩,348150,2020,"전문, 과학 및 기술 서비스업",2014,2020,6,0
74,(주)고바이오랩,348150,2021,"전문, 과학 및 기술 서비스업",2014,2020,7,1
75,(주)고바이오랩,348150,2022,"전문, 과학 및 기술 서비스업",2014,2020,8,2
76,(주)고영테크놀러지,98460,2011,제조업,2002,2008,9,3
77,(주)고영테크놀러지,98460,2012,제조업,2002,2008,10,4
78,(주)고영테크놀러지,98460,2013,제조업,2002,2008,11,5
79,(주)고영테크놀러지,98460,2014,제조업,2002,2008,12,6
80,(주)고영테크놀러지,98460,2015,제조업,2002,2008,13,7
81,(주)고영테크놀러지,98460,2016,제조업,2002,2008,14,8
82,(주)고영테크놀러지,98460,2017,제조업,2002,2008,15,9
83,(주)고영테크놀러지,98460,2018,제조업,2002,2008,16,10
84,(주)고영테크놀러지,98460,2019,제조업,2002,2008,17,11
85,(주)고영테크놀러지,98460,2020,제조업,2002,2008,18,12
86,(주)고영테크놀러지,98460,2021,제조업,2002,2008,19,13
87,(주)고영테크놀러지,98460,2022,제조업,2002,2008,20,14
88,(주)골드앤에스,35290,2011,정보통신업,1994,1999,17,12
89,(주)골드앤에스,35290,2012,정보통신업,1994,1999,18,13
90,(주)골드앤에스,35290,2013,정보통신업,1994,1999,19,14
91,(주)골드앤에스,35290,2014,정보통신업,1994,1999,20,15
92,(주)골드앤에스,35290,2015,정보통신업,1994,1999,21,16
93,(주)골드앤에스,35290,2016,정보통신업,1994,1999,22,17
94,(주)골드앤에스,35290,2017,정보통신업,1994,1999,23,18
95,(주)골드앤에스,35290,2018,정보통신업,1994,1999,24,19
96,(주)골드앤에스,35290,2019,정보통신업,1994,1999,25,20
97,(주)골드앤에스,35290,2020,정보통신업,1994,1999,26,21
98,(주)골드앤에스,35290,2021,정보통신업,1994,1999,27,22
99,(주)골드앤에스,35290,2022,정보통신업,1994,1999,28,23
100,(주)골드퍼시픽,38530,2011,도매 및 소매업,1997,2000,14,11
101,(주)골드퍼시픽,38530,2012,도매 및 소매업,1997,2000,15,12
102,(주)골드퍼시픽,38530,2013,도매 및 소매업,1997,2000,16,13
103,(주)골드퍼시픽,38530,2014,도매 및 소매업,1997,2000,17,14
104,(주)골드퍼시픽,38530,2015,도매 및 소매업,1997,2000,18,15
105,(주)골드퍼시픽,38530,2016,도매 및 소매업,1997,2000,19,16
106,(주)골드퍼시픽,38530,2017,도매 및 소매업,1997,2000,20,17
107,(주)골드퍼시픽,38530,2018,도매 및 소매업,1997,2000,21,18
108,(주)골드퍼시픽,38530,2019,도매 및 소매업,1997,2000,22,19
109,(주)골드퍼시픽,38530,2020,도매 및 소매업,1997,2000,23,20
110,(주)골드퍼시픽,38530,2021,도매 및 소매업,1997,2000,24,21
111,(주)골드퍼시픽,38530,2022,도매 및 소매업,1997,2000,25,22
112,(주)골프존,215000,2015,정보통신업,2015,2015,0,0
113,(주)골프존,215000,2016,정보통신업,2015,2015,1,1
114,(주)골프존,215000,2017,정보통신업,2015,2015,2,2
115,(주)골프존,215000,2018,정보통신업,2015,2015,3,3
116,(주)골프존,215000,2019,정보통신업,2015,2015,4,4
117,(주)골프존,215000,2020,정보통신업,2015,2015,5,5
118,(주)골프존,215000,2021,정보통신업,2015,2015,6,6
119,(주)골프존,215000,2022,정보통신업,2015,2015,7,7
120,(주)골프존뉴딘홀딩스,121440,2011,도매 및 소매업,2000,2011,11,0
121,(주)골프존뉴딘홀딩스,121440,2012,도매 및 소매업,2000,2011,12,1
122,(주)골프존뉴딘홀딩스,121440,2013,도매 및 소매업,2000,2011,13,2
123,(주)골프존뉴딘홀딩스,121440,2014,도매 및 소매업,2000,2011,14,3
124,(주)골프존뉴딘홀딩스,121440,2015,도매 및 소매업,2000,2011,15,4
125,(주)골프존뉴딘홀딩스,121440,2016,도매 및 소매업,2000,2011,16,5
126,(주)골프존뉴딘홀딩스,121440,2017,도매 및 소매업,2000,2011,17,6
127,(주)골프존뉴딘홀딩스,121440,2018,도매 및 소매업,2000,2011,18,7
128,(주)골프존뉴딘홀딩스,121440,2019,도매 및 소매업,2000,2011,19,8
129,(주)골프존뉴딘홀딩스,121440,2020,도매 및 소매업,2000,2011,20,9
130,(주)골프존뉴딘홀딩스,121440,2021,도매 및 소매업,2000,2011,21,10
131,(주)골프존뉴딘홀딩스,121440,2022,도매 및 소매업,2000,2011,22,11
132,(주)공구우먼,366030,2017,도매 및 소매업,2006,2022,11,-5
133,(주)공구우먼,366030,2018,도매 및 소매업,2006,2022,12,-4
134,(주)공구우먼,366030,2019,도매 및 소매업,2006,2022,13,-3
135,(주)공구우먼,366030,2020,도매 및 소매업,2006,2022,14,-2
136,(주)공구우먼,366030,2021,도매 및 소매업,2006,2022,15,-1
137,(주)공구우먼,366030,2022,도매 및 소매업,2006,2022,16,0
138,(주)광림,14200,2011,제조업,1980,1993,31,18
139,(주)광림,14200,2012,제조업,1980,1993,32,19
140,(주)광림,14200,2013,제조업,1980,1993,33,20
141,(주)광림,14200,2014,제조업,1980,1993,34,21
142,(주)광림,14200,2015,제조업,1980,1993,35,22
143,(주)광림,14200,2016,제조업,1980,1993,36,23
144,(주)광림,14200,2017,제조업,1980,1993,37,24
145,(주)광림,14200,2018,제조업,1980,1993,38,25
146,(주)광림,14200,2019,제조업,1980,1993,39,26
147,(주)광림,14200,2020,제조업,1980,1993,40,27
148,(주)광림,14200,2021,제조업,1980,1993,41,28
149,(주)광림,14200,2022,제조업,1980,1993,42,29
150,(주)광무,29480,2011,제조업,1972,1996,39,15
151,(주)광무,29480,2012,제조업,1972,1996,40,16
152,(주)광무,29480,2013,제조업,1972,1996,41,17
153,(주)광무,29480,2014,제조업,1972,1996,42,18
154,(주)광무,29480,2015,제조업,1972,1996,43,19
155,(주)광무,29480,2016,제조업,1972,1996,44,20
156,(주)광무,29480,2017,제조업,1972,1996,45,21
157,(주)광무,29480,2018,제조업,1972,1996,46,22
158,(주)광무,29480,2019,제조업,1972,1996,47,23
159,(주)광무,29480,2020,제조업,1972,1996,48,24
160,(주)광무,29480,2021,제조업,1972,1996,49,25
161,(주)광무,29480,2022,제조업,1972,1996,50,26
162,(주)구스앤홈,329050,2017,제조업,2012,2019,5,-2
163,(주)구스앤홈,329050,2018,제조업,2012,2019,6,-1
164,(주)구스앤홈,329050,2019,제조업,2012,2019,7,0
165,(주)구스앤홈,329050,2020,제조업,2012,2019,8,1
166,(주)구영테크,53270,2011,제조업,1989,2002,22,9
167,(주)구영테크,53270,2012,제조업,1989,2002,23,10
168,(주)구영테크,53270,2013,제조업,1989,2002,24,11
169,(주)구영테크,53270,2014,제조업,1989,2002,25,12
170,(주)구영테크,53270,2015,제조업,1989,2002,26,13
171,(주)구영테크,53270,2016,제조업,1989,2002,27,14
172,(주)구영테크,53270,2017,제조업,1989,2002,28,15
173,(주)구영테크,53270,2018,제조업,1989,2002,29,16
174,(주)구영테크,53270,2019,제조업,1989,2002,30,17
175,(주)구영테크,53270,2020,제조업,1989,2002,31,18
176,(주)구영테크,53270,2021,제조업,1989,2002,32,19
177,(주)구영테크,53270,2022,제조업,1989,2002,33,20
178,(주)국보디자인,66620,2011,건설업,1988,2002,23,9
179,(주)국보디자인,66620,2012,건설업,1988,2002,24,10
180,(주)국보디자인,66620,2013,건설업,1988,2002,25,11
181,(주)국보디자인,66620,2014,건설업,1988,2002,26,12
182,(주)국보디자인,66620,2015,건설업,1988,2002,27,13
183,(주)국보디자인,66620,2016,건설업,1988,2002,28,14
184,(주)국보디자인,66620,2017,건설업,1988,2002,29,15
185,(주)국보디자인,66620,2018,건설업,1988,2002,30,16
186,(주)국보디자인,66620,2019,건설업,1988,2002,31,17
187,(주)국보디자인,66620,2020,건설업,1988,2002,32,18
188,(주)국보디자인,66620,2021,건설업,1988,2002,33,19
189,(주)국보디자인,66620,2022,건설업,1988,2002,34,20
190,(주)국순당,43650,2011,제조업,1983,2000,28,11
191,(주)국순당,43650,2012,제조업,1983,2000,29,12
192,(주)국순당,43650,2013,제조업,1983,2000,30,13
193,(주)국순당,43650,2014,제조업,1983,2000,31,14
194,(주)국순당,43650,2015,제조업,1983,2000,32,15
195,(주)국순당,43650,2016,제조업,1983,2000,33,16
196,(주)국순당,43650,2017,제조업,1983,2000,34,17
197,(주)국순당,43650,2018,제조업,1983,2000,35,18
198,(주)국순당,43650,2019,제조업,1983,2000,36,19
199,(주)국순당,43650,2020,제조업,1983,2000,37,20
200,(주)국순당,43650,2021,제조업,1983,2000,38,21
201,(주)국순당,43650,2022,제조업,1983,2000,39,22
202,(주)국영지앤엠,6050,2011,제조업,1969,1994,42,17
203,(주)국영지앤엠,6050,2012,제조업,1969,1994,43,18
204,(주)국영지앤엠,6050,2013,제조업,1969,1994,44,19
205,(주)국영지앤엠,6050,2014,제조업,1969,1994,45,20
206,(주)국영지앤엠,6050,2015,제조업,1969,1994,46,21
207,(주)국영지앤엠,6050,2016,제조업,1969,1994,47,22
208,(주)국영지앤엠,6050,2017,제조업,1969,1994,48,23
209,(주)국영지앤엠,6050,2018,제조업,1969,1994,49,24
210,(주)국영지앤엠,6050,2019,제조업,1969,1994,50,25
211,(주)국영지앤엠,6050,2020,제조업,1969,1994,51,26
212,(주)국영지앤엠,6050,2021,제조업,1969,1994,52,27
213,(주)국영지앤엠,6050,2022,제조업,1969,1994,53,28
214,(주)국전약품,307750,2018,제조업,2018,2018,0,0
215,(주)국전약품,307750,2019,제조업,2018,2018,1,1
216,(주)국전약품,307750,2020,제조업,2018,2018,2,2
217,(주)국전약품,307750,2021,제조업,2018,2018,3,3
218,(주)국전약품,307750,2022,제조업,2018,2018,4,4
219,(주)그래디언트,35080,2011,도매 및 소매업,1997,1999,14,12
220,(주)그래디언트,35080,2012,도매 및 소매업,1997,1999,15,13
221,(주)그래디언트,35080,2013,도매 및 소매업,1997,1999,16,14
222,(주)그래디언트,35080,2014,도매 및 소매업,1997,1999,17,15
223,(주)그래디언트,35080,2015,도매 및 소매업,1997,1999,18,16
224,(주)그래디언트,35080,2016,도매 및 소매업,1997,1999,19,17
225,(주)그래디언트,35080,2017,도매 및 소매업,1997,1999,20,18
226,(주)그래디언트,35080,2018,도매 및 소매업,1997,1999,21,19
227,(주)그래디언트,35080,2019,도매 및 소매업,1997,1999,22,20
228,(주)그래디언트,35080,2020,도매 및 소매업,1997,1999,23,21
229,(주)그래디언트,35080,2021,도매 및 소매업,1997,1999,24,22
230,(주)그래디언트,35080,2022,도매 및 소매업,1997,1999,25,23
231,(주)그리티,204020,2011,제조업,1999,2018,12,-7
232,(주)그리티,204020,2012,제조업,1999,2018,13,-6
233,(주)그리티,204020,2013,제조업,1999,2018,14,-5
234,(주)그리티,204020,2014,제조업,1999,2018,15,-4
235,(주)그리티,204020,2015,제조업,1999,2018,16,-3
236,(주)그리티,204020,2016,제조업,1999,2018,17,-2
237,(주)그리티,204020,2017,제조업,1999,2018,18,-1
238,(주)그리티,204020,2018,제조업,1999,2018,19,0
239,(주)그리티,204020,2019,제조업,1999,2018,20,1
240,(주)그리티,204020,2020,제조업,1999,2018,21,2
241,(주)그리티,204020,2021,제조업,1999,2018,22,3
242,(주)그리티,204020,2022,제조업,1999,2018,23,4
243,(주)그린플러스,186230,2011,제조업,1997,2019,14,-8
244,(주)그린플러스,186230,2012,제조업,1997,2019,15,-7
245,(주)그린플러스,186230,2013,제조업,1997,2019,16,-6
246,(주)그린플러스,186230,2014,제조업,1997,2019,17,-5
247,(주)그린플러스,186230,2015,제조업,1997,2019,18,-4
248,(주)그린플러스,186230,2016,제조업,1997,2019,19,-3
249,(주)그린플러스,186230,2017,제조업,1997,2019,20,-2
250,(주)그린플러스,186230,2018,제조업,1997,2019,21,-1
251,(주)그린플러스,186230,2019,제조업,1997,2019,22,0
252,(주)그린플러스,186230,2020,제조업,1997,2019,23,1
253,(주)그린플러스,186230,2021,제조업,1997,2019,24,2
254,(주)그린플러스,186230,2022,제조업,1997,2019,25,3
255,(주)극동자동화,272420,2014,건설업,1991,2017,23,-3
256,(주)극동자동화,272420,2015,건설업,1991,2017,24,-2
257,(주)극동자동화,272420,2016,건설업,1991,2017,25,-1
258,(주)극동자동화,272420,2017,건설업,1991,2017,26,0
259,(주)글로벌스탠다드테크놀로지,83450,2011,제조업,2001,2006,10,5
260,(주)글로벌스탠다드테크놀로지,83450,2012,제조업,2001,2006,11,6
261,(주)글로벌스탠다드테크놀로지,83450,2013,제조업,2001,2006,12,7
262,(주)글로벌스탠다드테크놀로지,83450,2014,제조업,2001,2006,13,8
263,(주)글로벌스탠다드테크놀로지,83450,2015,제조업,2001,2006,14,9
264,(주)글로벌스탠다드테크놀로지,83450,2016,제조업,2001,2006,15,10
265,(주)글로벌스탠다드테크놀로지,83450,2017,제조업,2001,2006,16,11
266,(주)글로벌스탠다드테크놀로지,83450,2018,제조업,2001,2006,17,12
267,(주)글로벌스탠다드테크놀로지,83450,2019,제조업,2001,2006,18,13
268,(주)글로벌스탠다드테크놀로지,83450,2020,제조업,2001,2006,19,14
269,(주)글로벌스탠다드테크놀로지,83450,2021,제조업,2001,2006,20,15
270,(주)글로벌스탠다드테크놀로지,83450,2022,제조업,2001,2006,21,16
271,(주)금빛,45890,2011,제조업,1999,2005,12,6
272,(주)금빛,45890,2012,제조업,1999,2005,13,7
273,(주)금빛,45890,2013,제조업,1999,2005,14,8
274,(주)금빛,45890,2014,제조업,1999,2005,15,9
275,(주)금빛,45890,2015,제조업,1999,2005,16,10
276,(주)금빛,45890,2016,제조업,1999,2005,17,11
277,(주)금빛,45890,2017,제조업,1999,2005,18,12
278,(주)금빛,45890,2018,제조업,1999,2005,19,13
279,(주)금빛,45890,2019,제조업,1999,2005,20,14
280,(주)금빛,45890,2020,제조업,1999,2005,21,15
281,(주)금오하이텍,165270,2011,제조업,2002,2013,9,-2
282,(주)금오하이텍,165270,2012,제조업,2002,2013,10,-1
283,(주)금오하이텍,165270,2013,제조업,2002,2013,11,0
284,(주)금오하이텍,165270,2014,제조업,2002,2013,12,1
285,(주)금오하이텍,165270,2015,제조업,2002,2013,13,2
286,(주)금오하이텍,165270,2016,제조업,2002,2013,14,3
287,(주)금화피에스시,36190,2011,건설업,1981,2000,30,11
288,(주)금화피에스시,36190,2012,건설업,1981,2000,31,12
289,(주)금화피에스시,36190,2013,건설업,1981,2000,32,13
290,(주)금화피에스시,36190,2014,건설업,1981,2000,33,14
291,(주)금화피에스시,36190,2015,건설업,1981,2000,34,15
292,(주)금화피에스시,36190,2016,건설업,1981,2000,35,16
293,(주)금화피에스시,36190,2017,건설업,1981,2000,36,17
294,(주)금화피에스시,36190,2018,건설업,1981,2000,37,18
295,(주)금화피에스시,36190,2019,건설업,1981,2000,38,19
296,(주)금화피에스시,36190,2020,건설업,1981,2000,39,20
297,(주)금화피에스시,36190,2021,건설업,1981,2000,40,21
298,(주)금화피에스시,36190,2022,건설업,1981,2000,41,22
299,(주)기가레인,49080,2013,제조업,2000,2013,13,0
300,(주)기가레인,49080,2014,제조업,2000,2013,14,1
301,(주)기가레인,49080,2015,제조업,2000,2013,15,2
302,(주)기가레인,49080,2016,제조업,2000,2013,16,3
303,(주)기가레인,49080,2017,제조업,2000,2013,17,4
304,(주)기가레인,49080,2018,제조업,2000,2013,18,5
305,(주)기가레인,49080,2019,제조업,2000,2013,19,6
306,(주)기가레인,49080,2020,제조업,2000,2013,20,7
307,(주)기가레인,49080,2021,제조업,2000,2013,21,8
308,(주)기가레인,49080,2022,제조업,2000,2013,22,9
309,(주)기산텔레콤,35460,2011,제조업,1994,1999,17,12
310,(주)기산텔레콤,35460,2012,제조업,1994,1999,18,13
311,(주)기산텔레콤,35460,2013,제조업,1994,1999,19,14
312,(주)기산텔레콤,35460,2014,제조업,1994,1999,20,15
313,(주)기산텔레콤,35460,2015,제조업,1994,1999,21,16
314,(주)기산텔레콤,35460,2016,제조업,1994,1999,22,17
315,(주)기산텔레콤,35460,2017,제조업,1994,1999,23,18
316,(주)기산텔레콤,35460,2018,제조업,1994,1999,24,19
317,(주)기산텔레콤,35460,2019,제조업,1994,1999,25,20
318,(주)기산텔레콤,35460,2020,제조업,1994,1999,26,21
319,(주)기산텔레콤,35460,2021,제조업,1994,1999,27,22
320,(주)기산텔레콤,35460,2022,제조업,1994,1999,28,23
321,(주)까스텔바작,308100,2016,도매 및 소매업,2016,2019,0,-3
322,(주)까스텔바작,308100,2017,도매 및 소매업,2016,2019,1,-2
323,(주)까스텔바작,308100,2018,도매 및 소매업,2016,2019,2,-1
324,(주)까스텔바작,308100,2019,도매 및 소매업,2016,2019,3,0
325,(주)까스텔바작,308100,2020,도매 및 소매업,2016,2019,4,1
326,(주)까스텔바작,308100,2021,도매 및 소매업,2016,2019,5,2
327,(주)까스텔바작,308100,2022,도매 및 소매업,2016,2019,6,3
328,(주)꿈비,407400,2021,제조업,2014,2023,7,-2
329,(주)꿈비,407400,2022,제조업,2014,2023,8,-1
330,(주)나노,187790,2014,제조업,2013,2014,1,0
331,(주)나노,187790,2015,제조업,2013,2014,2,1
332,(주)나노,187790,2016,제조업,2013,2014,3,2
333,(주)나노,187790,2017,제조업,2013,2014,4,3
334,(주)나노,187790,2018,제조업,2013,2014,5,4
335,(주)나노,187790,2019,제조업,2013,2014,6,5
336,(주)나노,187790,2020,제조업,2013,2014,7,6
337,(주)나노,187790,2021,제조업,2013,2014,8,7
338,(주)나노,187790,2022,제조업,2013,2014,9,8
339,(주)나노브릭,286750,2015,제조업,2007,2019,8,-4
340,(주)나노브릭,286750,2016,제조업,2007,2019,9,-3
341,(주)나노브릭,286750,2017,제조업,2007,2019,10,-2
342,(주)나노브릭,286750,2018,제조업,2007,2019,11,-1
343,(주)나노브릭,286750,2019,제조업,2007,2019,12,0
344,(주)나노브릭,286750,2020,제조업,2007,2019,13,1
345,(주)나노브릭,286750,2021,제조업,2007,2019,14,2
346,(주)나노브릭,286750,2022,제조업,2007,2019,15,3
347,(주)나노신소재,121600,2011,제조업,2000,2011,11,0
348,(주)나노신소재,121600,2012,제조업,2000,2011,12,1
349,(주)나노신소재,121600,2013,제조업,2000,2011,13,2
350,(주)나노신소재,121600,2014,제조업,2000,2011,14,3
351,(주)나노신소재,121600,2015,제조업,2000,2011,15,4
352,(주)나노신소재,121600,2016,제조업,2000,2011,16,5
353,(주)나노신소재,121600,2017,제조업,2000,2011,17,6
354,(주)나노신소재,121600,2018,제조업,2000,2011,18,7
355,(주)나노신소재,121600,2019,제조업,2000,2011,19,8
356,(주)나노신소재,121600,2020,제조업,2000,2011,20,9
357,(주)나노신소재,121600,2021,제조업,2000,2011,21,10
358,(주)나노신소재,121600,2022,제조업,2000,2011,22,11
359,(주)나노엔텍,39860,2011,제조업,1987,2000,24,11
360,(주)나노엔텍,39860,2012,제조업,1987,2000,25,12
361,(주)나노엔텍,39860,2013,제조업,1987,2000,26,13
362,(주)나노엔텍,39860,2014,제조업,1987,2000,27,14
363,(주)나노엔텍,39860,2015,제조업,1987,2000,28,15
364,(주)나노엔텍,39860,2016,제조업,1987,2000,29,16
365,(주)나노엔텍,39860,2017,제조업,1987,2000,30,17
366,(주)나노엔텍,39860,2018,제조업,1987,2000,31,18
367,(주)나노엔텍,39860,2019,제조업,1987,2000,32,19
368,(주)나노엔텍,39860,2020,제조업,1987,2000,33,20
369,(주)나노엔텍,39860,2021,제조업,1987,2000,34,21
370,(주)나노엔텍,39860,2022,제조업,1987,2000,35,22
371,(주)나노트로닉스,10670,2011,제조업,1975,1996,36,15
372,(주)나노트로닉스,10670,2012,제조업,1975,1996,37,16
373,(주)나래나노텍,137080,2011,제조업,1995,2022,16,-11
374,(주)나래나노텍,137080,2012,제조업,1995,2022,17,-10
375,(주)나래나노텍,137080,2013,제조업,1995,2022,18,-9
376,(주)나래나노텍,137080,2014,제조업,1995,2022,19,-8
377,(주)나래나노텍,137080,2015,제조업,1995,2022,20,-7
378,(주)나래나노텍,137080,2016,제조업,1995,2022,21,-6
379,(주)나래나노텍,137080,2017,제조업,1995,2022,22,-5
380,(주)나래나노텍,137080,2018,제조업,1995,2022,23,-4
381,(주)나래나노텍,137080,2019,제조업,1995,2022,24,-3
382,(주)나래나노텍,137080,2020,제조업,1995,2022,25,-2
383,(주)나래나노텍,137080,2021,제조업,1995,2022,26,-1
384,(주)나래나노텍,137080,2022,제조업,1995,2022,27,0
385,(주)나무가,190510,2011,제조업,2004,2015,7,-4
386,(주)나무가,190510,2012,제조업,2004,2015,8,-3
387,(주)나무가,190510,2013,제조업,2004,2015,9,-2
388,(주)나무가,190510,2014,제조업,2004,2015,10,-1
389,(주)나무가,190510,2015,제조업,2004,2015,11,0
390,(주)나무가,190510,2016,제조업,2004,2015,12,1
391,(주)나무가,190510,2017,제조업,2004,2015,13,2
392,(주)나무가,190510,2018,제조업,2004,2015,14,3
393,(주)나무가,190510,2019,제조업,2004,2015,15,4
394,(주)나무가,190510,2020,제조업,2004,2015,16,5
395,(주)나무가,190510,2021,제조업,2004,2015,17,6
396,(주)나무가,190510,2022,제조업,2004,2015,18,7
397,(주)나스미디어,89600,2011,"전문, 과학 및 기술 서비스업",2000,2013,11,-2
398,(주)나스미디어,89600,2012,"전문, 과학 및 기술 서비스업",2000,2013,12,-1
399,(주)나스미디어,89600,2013,"전문, 과학 및 기술 서비스업",2000,2013,13,0
400,(주)나스미디어,89600,2014,"전문, 과학 및 기술 서비스업",2000,2013,14,1
401,(주)나스미디어,89600,2015,"전문, 과학 및 기술 서비스업",2000,2013,15,2
402,(주)나스미디어,89600,2016,"전문, 과학 및 기술 서비스업",2000,2013,16,3
403,(주)나스미디어,89600,2017,"전문, 과학 및 기술 서비스업",2000,2013,17,4
404,(주)나스미디어,89600,2018,"전문, 과학 및 기술 서비스업",2000,2013,18,5
405,(주)나스미디어,89600,2019,"전문, 과학 및 기술 서비스업",2000,2013,19,6
406,(주)나스미디어,89600,2020,"전문, 과학 및 기술 서비스업",2000,2013,20,7
407,(주)나스미디어,89600,2021,"전문, 과학 및 기술 서비스업",2000,2013,21,8
408,(주)나스미디어,89600,2022,"전문, 과학 및 기술 서비스업",2000,2013,22,9
409,(주)나이벡,138610,2011,제조업,2004,2011,7,0
410,(주)나이벡,138610,2012,제조업,2004,2011,8,1
411,(주)나이벡,138610,2013,제조업,2004,2011,9,2
412,(주)나이벡,138610,2014,제조업,2004,2011,10,3
413,(주)나이벡,138610,2015,제조업,2004,2011,11,4
414,(주)나이벡,138610,2016,제조업,2004,2011,12,5
415,(주)나이벡,138610,2017,제조업,2004,2011,13,6
416,(주)나이벡,138610,2018,제조업,2004,2011,14,7
417,(주)나이벡,138610,2019,제조업,2004,2011,15,8
418,(주)나이벡,138610,2020,제조업,2004,2011,16,9
419,(주)나이벡,138610,2021,제조업,2004,2011,17,10
420,(주)나이벡,138610,2022,제조업,2004,2011,18,11
421,(주)나이스디앤비,130580,2011,"사업시설 관리, 사업 지원 및 임대 서비스업",2002,2011,9,0
