회사명,거래소코드,회계년도,유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),비유동비율(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),순운전자본비율(IFRS),차입금비율(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS)
(주)DB하이텍,000990,2011/12,22.47,28.99,28.97,15.95,77.53,24.64,75.36,314.69,33.38,23.7,4.33,29.82,305.87,273.15,0,-44.83,242.51,6.84,8.63,5.15,11.42
(주)DB하이텍,000990,2012/12,26.39,26.13,35.86,19.5,73.61,23.89,76.11,308.05,53.84,39.77,6.84,29.63,318.52,205.19,68.49,-22.63,248.28,7.41,9.51,5.64,11.11
(주)DB하이텍,000990,2013/12,21.18,32.56,26.88,14.29,78.82,18.8,81.2,419.28,46.64,31.45,7.28,40.66,431.96,241.63,58.3,-24.24,336.53,5.67,7.27,4.6,9.78
(주)DB하이텍,000990,2014/12,24.58,28.09,32.6,17.68,75.42,13.58,86.42,555.2,65.48,47.09,10.45,51.95,636.17,276.37,40.52,-12.96,483.77,4.38,5.76,3.79,6.68
(주)DB하이텍,000990,2015/12,33.22,24.98,49.74,24.92,66.78,27.61,72.39,241.89,137.97,103.5,43.28,50.81,262.19,87.2,23.96,9.14,189.32,13.59,18.82,9.84,14.84
(주)DB하이텍,000990,2016/12,36.18,20.97,56.7,28.6,63.82,36.21,63.79,176.22,133.9,105.82,40.74,54.65,176.13,74.62,33.11,9.16,115.87,30.96,47.07,19.75,25.71
(주)DB하이텍,000990,2017/12,35.65,21.53,55.4,27.98,64.35,45.17,54.83,142.47,243.54,191.12,71.34,42.18,121.4,32.41,11.24,21.01,80.53,40.04,60.36,21.96,31.58
(주)DB하이텍,000990,2018/12,36.18,11.28,56.68,32.09,63.82,51.64,48.36,123.6,242.42,215.06,75.75,84.74,93.66,28.9,9.05,21.25,56.21,35.92,59.84,17.37,27.27
(주)DB하이텍,000990,2019/12,38.79,12.27,63.36,34.03,61.21,59.23,40.77,103.34,192.43,168.83,38.36,58.52,68.82,34.03,25.48,18.63,39.16,38.68,67.98,15.77,21.28
(주)DB하이텍,000990,2020/12,38.64,11.38,62.97,34.24,61.36,67.44,32.56,90.99,174.09,154.28,18.24,70.93,48.29,32.91,42.81,16.44,22.34,61.36,132.61,19.98,25.18
(주)DB하이텍,000990,2021/12,52.27,8.16,109.51,48.01,47.73,71.43,28.57,66.82,241.47,221.77,54.25,66.83,39.99,30.3,43.13,30.62,15.53,79.34,204.26,22.66,28.89
(주)DB하이텍,000990,2022/12,62.32,5.58,165.41,58.84,37.68,77.23,22.77,48.79,326.91,308.65,36.75,65.71,29.48,24.68,44.84,43.26,7.61,115.99,449.08,26.41,33.42
(주)HJ중공업,097230,2011/12,37.28,8.41,59.43,34.14,62.72,32.01,67.99,195.94,121.27,111.06,35.94,106.76,212.4,96.03,29,6.54,134.88,-0.74,-1.16,-0.5,-1.27
(주)HJ중공업,097230,2012/12,40.75,6.75,68.77,38,59.25,31.38,68.62,188.81,113.85,106.16,29.3,133.68,218.65,114.05,49.64,4.96,163.56,-6.45,-8.62,-4.42,-13.26
(주)HJ중공업,097230,2013/12,33.39,25.11,50.12,25,66.61,30.9,69.1,215.56,78.29,58.64,17.91,46.87,223.6,137.99,62.19,-9.26,162.71,-5.12,-7.04,-3.54,-10.73
(주)HJ중공업,097230,2014/12,33.98,24.73,51.46,25.57,66.02,32.21,67.79,204.97,84.34,63.48,9.77,83.85,210.45,125.06,52.59,-6.31,136.47,-3.87,-5.97,-2.63,-7.99
(주)HJ중공업,097230,2015/12,34.99,44.47,53.82,19.43,65.01,29.7,70.3,218.9,63.44,35.23,3.12,47.57,236.72,185.73,82.81,-20.17,158.07,0.13,0.19,0.09,0.21
(주)HJ중공업,097230,2016/12,43.59,30.33,77.28,30.37,56.41,23.06,76.94,244.65,106.91,74.48,6.19,35.99,333.73,176.85,45.21,2.82,232.78,3.12,4.47,2.4,4.88
(주)HJ중공업,097230,2017/12,41.98,47.12,72.36,22.2,58.02,17.01,82.99,341.09,54.92,29.04,4.24,31.76,487.9,449.43,99.7,-34.46,320.22,8.14,12.4,6.76,12.88
(주)HJ중공업,097230,2018/12,57.91,37.56,137.56,36.16,42.09,0,116.7,0,92.79,57.94,15.34,38.05,0,0,34.67,-4.5,0,9.88,16.48,11.53,15.73
(주)HJ중공업,097230,2019/12,52.71,27.99,111.44,37.95,47.29,10.03,89.97,471.59,70.61,50.85,6.65,45.85,897.14,744.27,84.02,-21.93,456.52,7.27,14.3,6.54,10.03
(주)HJ중공업,097230,2020/12,48.76,15.66,95.14,41.12,51.24,14.64,85.36,350.11,103.45,87.25,20.73,123.44,583.21,321.98,18.49,1.63,273.96,10.53,22.42,8.99,11.61
(주)HJ중공업,097230,2021/12,39.85,15.5,66.26,33.67,60.15,18.15,81.85,331.36,100.15,84.62,12.49,152.46,450.92,219.23,18.74,0.06,201.58,3.63,8.12,2.97,4.15
(주)HJ중공업,097230,2022/12,55.78,14.03,126.15,47.95,44.22,15.02,84.98,294.36,101.02,86.84,7.22,114.31,565.7,367.6,29.47,0.56,218.3,-0.63,-1.64,-0.54,-0.77
(주)MH에탄올,023150,2011/12,19.31,17.3,23.94,15.97,80.69,41.32,58.68,195.28,39.49,32.66,1.33,0,142.03,118.38,88.81,-29.6,128.75,6.37,7.02,3.74,11.75
(주)MH에탄올,023150,2012/12,16.59,22.97,19.9,12.78,83.41,42.18,57.82,197.74,34.27,26.4,0,0,137.09,114.8,89.51,-31.83,123.61,4.34,4.82,2.51,7.68
(주)MH에탄올,023150,2013/12,21.11,23.56,26.76,16.14,78.89,38.46,61.54,205.12,38.13,29.15,0.07,0,160.02,143.98,89.97,-34.26,151.94,5.59,5.89,3.44,9.1
(주)MH에탄올,023150,2014/12,32.87,24.94,48.95,24.67,67.13,61.59,38.41,109,88.61,66.52,0.01,0,62.36,60.22,97.51,-4.22,56.01,16.44,18.3,6.31,10.99
(주)MH에탄올,023150,2015/12,27.65,16.56,38.22,23.07,72.35,73.16,26.84,98.89,105.94,88.4,15.34,0,36.69,35.68,97.4,1.55,32.34,43.75,49.62,11.74,18.34
(주)MH에탄올,023150,2016/12,26.32,29.22,35.72,18.63,73.68,87.83,12.17,83.89,248.1,175.61,17.76,0,13.86,12.08,93.65,15.71,8.67,145.9,233.26,17.76,26.16
(주)MH에탄올,023150,2017/12,16.97,30.18,20.44,11.85,83.03,60.22,39.78,137.87,117.34,81.93,4.9,0,66.06,24.02,31.02,2.51,56.5,26.89,31.44,10.7,23.81
(주)MH에탄올,023150,2018/12,16.77,34.98,20.14,10.9,83.23,62.44,37.56,133.3,133.8,87,0.03,0,60.15,20.07,29.48,4.24,51.93,21.15,24.5,7.95,18.56
(주)MH에탄올,023150,2019/12,17.94,44.57,21.86,9.94,82.06,58.85,41.15,139.43,127.22,70.51,0.01,0,69.91,23.96,29.96,3.84,60.01,15.74,18.33,6.47,13.92
(주)MH에탄올,023150,2020/12,21.03,40.29,26.62,12.55,78.97,59.08,40.92,133.68,117.69,70.26,0.03,0,69.27,30.24,39.62,3.16,58.36,17.61,20.91,7.21,13.71
(주)MH에탄올,023150,2021/12,19.37,47.68,24.02,10.13,80.63,58.8,41.2,137.14,82.43,43.13,0.56,0,70.07,39.96,57.11,-4.13,60.24,11.88,13.82,4.9,10.54
(주)MH에탄올,023150,2022/12,20.62,38.3,25.98,12.72,79.38,56.71,43.29,139.97,48.93,30.19,0.06,0,76.34,74.32,0,-21.52,68.91,1.24,1.37,0.54,1.15
(주)SH에너지화학,002360,2011/12,46.53,23.33,87.03,35.68,53.47,63,37,84.87,145.06,111.22,10.93,8.46,58.74,50.92,99.37,14.45,45.12,10.03,13.06,3.71,2.2
(주)SH에너지화학,002360,2012/12,47.58,29.14,90.75,33.71,52.42,63.31,36.69,82.8,169.76,120.29,1.6,15.53,57.95,44.27,86,19.55,44.02,9.78,12.88,3.59,1.92
(주)SH에너지화학,002360,2013/12,52.53,20.67,110.65,41.67,47.47,63.45,36.55,74.82,165.4,131.2,13.76,21.71,57.61,50.06,98.21,20.77,40.1,9.78,14.05,3.58,1.71
(주)SH에너지화학,002360,2014/12,50.86,25.05,103.5,38.12,49.14,76.45,23.55,64.28,271.71,203.65,32.85,15.76,30.81,24.48,0,32.14,11.47,61.73,165.75,14.54,6.99
(주)SH에너지화학,002360,2015/12,55.89,17.91,126.69,45.88,44.11,79.56,20.44,55.45,379.52,311.55,110.18,9.53,25.69,18.51,0,41.16,7.52,104.63,357.43,21.38,11.4
(주)SH에너지화학,002360,2016/12,64.73,13.57,183.49,55.94,35.27,83.84,16.16,42.08,652.02,563.52,201.66,13.73,19.28,11.84,0,54.8,3.4,90.92,516.27,14.7,8.43
(주)SH에너지화학,002360,2017/12,64.2,23.45,179.36,49.15,35.8,85.77,14.23,41.74,943.62,722.3,362.72,8.93,16.59,7.93,0,57.4,3.31,79.44,398.2,11.31,7.55
(주)SH에너지화학,002360,2018/12,64.18,26.88,179.18,46.93,35.82,86.08,13.92,41.61,1166.09,852.64,396.3,4.58,16.17,6.39,0,58.68,3.36,61.13,293.96,8.51,5.69
(주)SH에너지화학,002360,2019/12,61.75,21.24,161.43,48.63,38.25,80.4,19.6,47.58,1062.65,836.92,532.73,6.32,24.38,7.23,41.4,55.94,9,39.58,107.23,7.76,6.8
(주)SH에너지화학,002360,2020/12,55.32,14.84,123.83,47.11,44.68,77.05,22.95,57.98,917.82,781.6,368.84,13.58,29.79,7.82,33.24,49.3,12.45,34.2,81.84,7.85,10.02
(주)SH에너지화학,002360,2021/12,59.23,16.25,145.27,49.6,40.77,77.05,22.95,52.91,561.48,470.24,109.95,13.61,29.78,13.69,77.65,48.68,12.03,2.72,6.73,0.62,0.53
(주)SH에너지화학,002360,2022/12,60.32,28.44,152.01,43.16,39.68,75.13,24.87,52.82,653.36,467.53,112.57,7.58,33.11,12.29,41,51.09,16.11,-9.07,-18.64,-2.26,-1.73
(주)SIMPAC,009160,2011/12,50.92,17.43,103.77,42.05,49.08,52.48,47.52,93.52,129.33,106.79,53.55,143.63,90.56,75.03,77.04,11.55,27.95,14.76,47.81,7.01,9.74
(주)SIMPAC,009160,2012/12,49.01,16.78,96.12,40.79,50.99,57.86,42.14,88.13,139.43,116.03,20.81,148.93,72.84,60.76,75.21,13.86,22.68,12.03,38.63,5.07,6.96
(주)SIMPAC,009160,2013/12,30.45,24.04,43.79,23.13,69.55,56.57,43.43,122.94,79.66,60.51,6.31,150.57,76.77,67.58,89.95,-7.77,33.52,8.13,18.62,3.53,6.04
(주)SIMPAC,009160,2014/12,35.84,27.02,55.87,26.16,64.16,61.92,38.08,103.62,101.68,74.21,15.63,123.43,61.51,56.93,91.89,0.59,15.12,16.25,66.11,6.19,8.96
(주)SIMPAC,009160,2015/12,37.38,35.39,59.7,24.15,62.62,59.59,40.41,105.08,96.59,62.41,9.27,90.64,67.82,64.95,0,-1.32,19.31,13.25,46.53,5.35,9.28
(주)SIMPAC,009160,2016/12,37.75,30.05,60.64,26.41,62.25,62.52,37.48,99.58,105.64,73.9,28.69,98.78,59.96,57.16,0,2.01,17.47,14.92,51.2,5.59,9.49
(주)SIMPAC,009160,2017/12,36.38,27.48,57.19,26.39,63.62,65.24,34.76,97.51,109.29,79.26,18.72,72.9,53.28,51.03,0,3.09,22.34,7.06,16.84,2.46,4.15
(주)SIMPAC,009160,2018/12,43.48,38.02,76.94,26.95,56.52,65.43,34.57,86.38,131.38,81.43,46.5,35.63,52.83,50.58,0,10.39,25.11,5.22,10.97,1.8,4.21
(주)SIMPAC,009160,2019/12,36.85,31.18,58.36,25.36,63.15,68.87,31.13,91.69,125.92,86.65,57.53,36.24,45.2,42.49,97.74,7.59,25.12,21.49,38.66,6.69,10.39
(주)SIMPAC,009160,2020/12,39.58,38.36,65.5,24.39,60.42,66.13,33.87,91.37,125.85,77.57,39.29,40.03,51.22,47.55,97.95,8.13,28,10.25,18.74,3.47,8.38
(주)SIMPAC,009160,2021/12,52.33,32.04,109.77,35.56,47.67,61.64,38.36,77.34,144.38,98.12,63.82,27.61,62.24,58.8,98.76,16.09,31.79,7.58,14.83,2.91,4.72
(주)SIMPAC,009160,2022/12,49.95,36.37,99.79,31.78,50.05,65.95,34.05,75.89,152.08,96.77,62.76,9.28,51.63,49.8,99.14,17.1,32.02,12.88,20.77,4.39,6.82
(주)SNT에너지,100840,2011/12,52.61,10.6,111,47.03,47.39,58.08,41.92,81.6,151.52,135.46,21.28,288.39,72.18,59.78,0,17.89,12.45,-14.12,-81.86,-5.92,-8.38
(주)SNT에너지,100840,2012/12,55.14,10.78,122.94,49.2,44.86,62.6,37.4,71.65,182.56,162.88,51.29,227.74,59.73,48.25,0,24.94,2.65,4.27,96.23,1.6,2.03
(주)SNT에너지,100840,2013/12,58.17,9.81,139.08,52.46,41.83,63.58,36.42,65.79,197.1,177.76,71.62,212.77,57.28,46.42,0,28.66,2.62,20.6,450.13,7.5,11.65
(주)SNT에너지,100840,2014/12,55.99,10.41,127.22,50.16,44.01,68.21,31.79,64.52,222.54,199.37,50.89,174.9,46.6,36.88,0,30.83,2.66,-2.4,-42,-0.76,-0.96
(주)SNT에너지,100840,2015/12,58.21,5.81,139.29,54.83,41.79,73.18,26.82,57.1,286.28,269.65,49.36,277.59,36.64,27.78,0,37.88,0,-13.31,0,-3.57,-4.34
(주)SNT에너지,100840,2016/12,60.84,3.2,155.39,58.9,39.16,66.03,33.97,59.3,207.24,200.61,57.56,352.85,51.45,44.47,0,31.49,0,15.74,0,5.35,7.32
(주)SNT에너지,100840,2017/12,57.59,1.34,135.79,56.81,42.41,77.87,22.13,54.46,351.97,347.24,116.39,726.79,28.42,21.01,0,41.23,0,22.15,0,4.9,8
(주)SNT에너지,100840,2018/12,55.35,3.66,123.96,53.32,44.65,82.31,17.69,54.25,492.86,474.82,188.8,230.32,21.5,13.64,0,44.12,0,8.91,0,1.58,3.17
(주)SNT에너지,100840,2019/12,61.02,5.01,156.56,57.97,38.98,74.1,25.9,52.6,310.45,294.91,31.39,209.93,34.96,26.53,0,41.37,0.02,-14.92,-30366.36,-3.87,-6.32
(주)SNT에너지,100840,2020/12,59.97,2.99,149.79,58.17,40.03,71.24,28.76,56.2,257.09,249.39,82.24,537.45,40.37,32.74,67.31,36.64,0.03,13.81,21141.01,3.97,5.73
(주)SNT에너지,100840,2021/12,58.66,1.29,141.91,57.91,41.34,76.21,23.79,54.24,336.67,332.34,148.12,839.07,31.22,22.86,22.85,41.24,0.34,61.58,5594.76,14.65,28.52
(주)SNT에너지,100840,2022/12,46.99,5.09,88.66,44.6,53.01,64.09,35.91,82.7,260.13,246.89,98.92,355.01,56.02,28.19,0.37,28.93,20.47,17.09,46.75,6.13,12.95
(주)SNT홀딩스,036530,2011/12,16.66,0,19.99,16.66,83.34,99.93,0.07,83.4,32384.42,32384.42,18079.7,0,0.07,0.05,0,16.61,0,1814.94,0,1.33,229.01
(주)SNT홀딩스,036530,2012/12,10.47,0,11.7,10.47,89.53,99.91,0.09,89.61,24567.42,24567.42,8944.33,0,0.09,0.04,0,10.43,0,2552.82,0,2.32,103.36
(주)SNT홀딩스,036530,2013/12,12.39,0,14.14,12.39,87.61,99.88,0.12,87.72,16077.7,16077.7,5792.66,0,0.12,0.08,0,12.31,0,1717.51,0,2.09,94.26
(주)SNT홀딩스,036530,2014/12,11.79,0,13.37,11.79,88.21,99.9,0.1,88.29,19138.35,19138.35,3949.6,0,0.1,0.06,0,11.73,0,1942.55,0,1.86,96.19
(주)SNT홀딩스,036530,2015/12,23.23,0,30.27,23.23,76.77,97.99,2.01,78.34,1155.4,1155.4,463.03,0,2.05,2.05,0,21.22,0,85.5,0,1.72,87.35
(주)SNT홀딩스,036530,2016/12,22.82,0,29.57,22.82,77.18,99.93,0.07,77.24,30571.26,30571.26,9877.2,0,0.07,0.07,0,22.75,0,1367.77,0,1.02,44.41
(주)SNT홀딩스,036530,2017/12,23.09,0,30.02,23.09,76.91,99.93,0.07,76.97,32821.88,32821.88,4394.01,0,0.07,0.07,0,23.02,0,1160.43,0,0.82,46.82
(주)SNT홀딩스,036530,2018/12,21.18,0,26.87,21.18,78.82,99.95,0.05,78.86,38653.87,38653.87,1554.05,0,0.05,0.05,0,21.13,0,2778.65,0,1.52,88.29
(주)SNT홀딩스,036530,2019/12,7.61,0,8.23,7.61,92.39,99.94,0.06,92.44,13604.82,13604.82,853.08,0,0.06,0.06,0,7.55,0,3598.86,0,2.01,76.21
(주)SNT홀딩스,036530,2020/12,5.28,0,5.58,5.28,94.72,99.93,0.07,94.78,8808.28,8808.28,957.28,0,0.07,0.06,28.38,5.22,0.01,5956.81,51541.23,3.89,65.24
(주)SNT홀딩스,036530,2021/12,5.5,0,5.82,5.5,94.5,99.84,0.16,94.66,7586.68,7586.68,1150.64,0,0.16,0.07,22.34,5.42,0.11,2890.59,4076.24,4.66,105.01
(주)SNT홀딩스,036530,2022/12,6.36,0,6.79,6.36,93.64,99.8,0.2,93.83,4437.38,4437.38,394.63,0,0.2,0.14,31.77,6.22,0.09,2040.56,4755.81,4.14,84.9
(주)STX,011810,2011/12,30.08,24.21,43.01,22.8,69.92,35.27,64.73,198.26,63.31,47.99,5.63,109.71,183.54,134.7,67.97,-17.43,150.58,-1.09,-1.33,-0.71,-0.56
(주)STX,011810,2012/12,26.56,12.66,36.16,23.19,73.44,34.82,65.18,210.93,47.05,41.09,0.97,194.68,187.21,162.13,84.26,-29.89,157.41,1.21,1.44,0.79,0.62
(주)STX,011810,2013/12,58.93,7.46,143.48,54.53,41.07,0,148.05,0,59.74,55.29,4.03,245.36,0,0,60.59,-39.71,0,7.6,8.99,11.25,6.45
(주)STX,011810,2014/12,68.04,20.4,212.85,54.16,31.96,5.13,94.87,623.29,108.38,86.28,11.61,52.93,1850,1224.13,60.99,5.26,1580.23,0.33,0.39,0.32,0.26
(주)STX,011810,2015/12,62.69,21.64,168.05,49.13,37.31,6.84,93.16,545.56,97.8,76.64,6.85,64.63,1362.39,937.45,65.24,-1.41,1138.71,-2.52,-3.01,-2.35,-1.82
(주)STX,011810,2016/12,70.31,31.67,236.78,48.04,29.69,0,152.4,0,48.26,32.98,2.12,115.6,0,0,95.74,-75.37,0,3.17,4.17,4.83,2.07
(주)STX,011810,2017/12,67.24,29.54,205.21,47.38,32.76,8.59,91.41,381.35,77.07,54.31,16.37,110.19,1063.93,1015.39,93.54,-20,669.5,13.19,20.96,12.06,3.93
(주)STX,011810,2018/12,66.67,29.92,200.01,46.72,33.33,13.93,86.07,239.36,82.29,57.67,4.99,65.03,618.11,581.77,92.08,-14.35,458.85,5.54,7.46,4.76,1.6
(주)STX,011810,2019/12,63.21,30.66,171.78,43.83,36.79,10.94,89.06,336.38,77.55,53.77,5.08,95.31,814.2,745.12,88.66,-18.3,596.15,-4.7,-6.42,-4.18,-1.56
(주)STX,011810,2020/12,43.17,27.28,75.97,31.39,56.83,7.13,92.87,797.49,49.62,36.08,3.28,155.8,1303.36,1221.07,92.01,-43.84,990.01,11.71,15.41,10.87,5
(주)STX,011810,2021/12,43.96,23.12,78.46,33.8,56.04,15.44,84.56,362.98,56.55,43.47,1.31,219.92,547.76,503.58,88.56,-33.78,373.38,9.14,13.41,7.73,4.64
(주)STX,011810,2022/12,49.23,14.85,96.97,41.92,50.77,11.31,88.69,449.02,58.41,49.74,1.56,170.39,784.41,745.38,93.4,-35.05,576.37,-2.81,-3.83,-2.5,-1.07
(주)TCC스틸,002710,2011/12,40.1,46.83,66.95,21.32,59.9,50.43,49.57,118.78,113.58,60.39,1.81,39.96,98.3,70.01,79.93,4.8,61.76,-5.26,-8.37,-2.61,-2.33
(주)TCC스틸,002710,2012/12,38.45,44.98,62.48,21.16,61.55,47.82,52.18,128.71,145.73,80.18,3.63,41.62,109.12,55.18,49.18,12.07,72.55,0.58,0.88,0.3,0.3
(주)TCC스틸,002710,2013/12,33.79,41.79,51.03,19.67,66.21,47.29,52.71,140,152.32,88.67,2.21,41.67,111.44,46.9,38.51,11.61,78.48,6.85,9.73,3.61,3.83
(주)TCC스틸,002710,2014/12,30.61,41.87,44.11,17.79,69.39,45.54,54.46,152.36,74.48,43.3,0.38,43.88,119.57,90.23,84.46,-10.49,86.14,6.98,9.69,3.8,4.37
(주)TCC스틸,002710,2015/12,61.13,22.6,157.25,47.31,38.87,23.15,76.85,167.9,166.66,128.99,1.63,42.47,331.91,158.42,18.61,24.45,203.6,9.88,16.11,7.59,7.17
(주)TCC스틸,002710,2016/12,38.67,46.28,63.05,20.77,61.33,36.92,63.08,166.12,125.14,67.23,3.37,50.79,170.86,83.7,28.89,7.77,114.39,0.68,1.01,0.43,0.34
(주)TCC스틸,002710,2017/12,40.95,47.17,69.34,21.63,59.05,36.01,63.99,163.99,68.58,36.23,0.76,39.65,177.7,165.81,0,-18.76,135.93,-13.01,-17.01,-8.33,-6.21
(주)TCC스틸,002710,2018/12,47.97,48.42,92.2,24.74,52.03,36.68,63.32,141.85,156.79,80.87,9.75,45.51,172.63,83.41,36.24,17.37,119.43,1.98,2.86,1.25,0.96
(주)TCC스틸,002710,2019/12,45.1,55.29,82.14,20.16,54.9,36.08,63.92,152.19,79.7,35.63,4.64,31.51,177.19,156.83,95.56,-11.48,133.65,3.97,5.26,2.54,2.02
(주)TCC스틸,002710,2020/12,42.24,45.42,73.13,23.05,57.76,37.61,62.39,153.56,92.8,50.65,2.94,27.46,165.86,121.02,74.38,-3.28,134.5,-0.38,-0.47,-0.24,-0.19
(주)TCC스틸,002710,2021/12,53.41,41.42,114.63,31.28,46.59,41.29,58.71,112.83,141.17,82.69,24.88,36.72,142.17,91.62,62.05,15.58,90.32,1.51,2.38,0.89,0.67
(주)TCC스틸,002710,2022/12,50.34,48.01,101.39,26.17,49.66,40.02,59.98,124.08,98.38,51.15,4.93,35.51,149.87,127.87,80.97,-0.83,101.88,-1.02,-1.49,-0.61,-0.5
(주)강원랜드,035250,2011/12,40.9,0.2,69.21,40.82,59.1,83.44,16.56,70.83,254.04,253.53,10.9,83.93,19.84,19.29,0,24.8,0,101.79,0,16.85,36.42
(주)강원랜드,035250,2012/12,38.33,0.11,62.14,38.28,61.67,81.74,18.26,75.45,216.22,215.99,15.44,185.96,22.33,21.68,0,20.6,0,83.36,0,15.22,34.32
(주)강원랜드,035250,2013/12,33.26,0.14,49.84,33.22,66.74,81.28,18.72,82.11,181.76,181.5,22.75,148.56,23.04,22.52,0,14.96,0,76.58,0,14.34,32.82
(주)강원랜드,035250,2014/12,39.92,0.09,66.45,39.89,60.08,80.35,19.65,74.77,217.74,217.55,15.07,270.84,24.46,22.82,0,21.59,0,71.42,0,14.03,31.79
(주)강원랜드,035250,2015/12,47.08,0.09,88.95,47.03,52.92,81.27,18.73,65.12,261.93,261.69,15.6,222.43,23.04,22.11,0,29.1,0,79.53,0,14.89,33.68
(주)강원랜드,035250,2016/12,45.25,0.07,82.64,45.21,54.75,81.81,18.19,66.93,250.76,250.58,12.73,235.52,22.23,22.06,0,27.2,0,81.75,0,14.87,34.89
(주)강원랜드,035250,2017/12,51.54,0.06,106.36,51.51,48.46,83.7,16.3,57.89,316.75,316.56,15.17,258.64,19.47,19.44,0,35.27,0,78.23,0,12.75,33.27
(주)강원랜드,035250,2018/12,41.36,0.07,70.54,41.34,58.64,84.79,15.21,69.15,275.44,275.26,7.46,311.44,17.93,17.71,0,26.35,0,64.68,0,9.84,28.97
(주)강원랜드,035250,2019/12,42.11,0.19,72.75,42.03,57.89,83.82,16.18,69.06,287.22,286.66,9.09,106.24,19.31,17.49,3.26,27.45,1.79,53.97,583.1,8.74,25.54
(주)강원랜드,035250,2020/12,40.87,0.15,69.12,40.81,59.13,89.24,10.76,66.26,452.28,451.62,19.63,56.86,12.06,10.13,3.81,31.84,1.95,-31.79,-196.59,-3.42,-26.04
(주)강원랜드,035250,2021/12,43.04,0.21,75.56,42.95,56.96,85.11,14.89,66.93,325.09,324.42,40.22,78.01,17.49,15.55,3.34,29.8,1.94,-38.94,-351.49,-5.8,-28.11
(주)강원랜드,035250,2022/12,28.71,0.34,40.27,28.61,71.29,82.06,17.94,86.88,173.96,173.38,14.53,81.59,21.86,20.11,4.14,12.21,1.77,42.57,525.62,7.64,25.01
(주)갤럭시아에스엠,011420,2011/12,42.55,0,74.06,42.55,57.45,60.28,39.72,95.31,144.34,144.34,31.07,0,65.9,48.91,0,13.07,7.74,3.75,31.89,1.49,1.9
(주)갤럭시아에스엠,011420,2012/12,53.93,0,117.08,53.93,46.07,62.62,37.38,73.57,174.23,174.23,41.68,0,59.7,49.44,0,22.98,5.57,21.82,234.08,8.16,8.76
(주)갤럭시아에스엠,011420,2013/12,45.9,0,84.86,45.9,54.1,65.79,34.21,82.23,165.21,165.21,18.33,0,52,42.23,0,18.12,8.58,7.77,47.11,2.66,2.94
(주)갤럭시아에스엠,011420,2014/12,54.06,1.85,117.68,53.06,45.94,57.74,42.26,79.56,149,146.25,9.82,383.04,73.18,62.84,0,17.78,11.24,-7.94,-51.65,-3.35,-4.11
(주)갤럭시아에스엠,011420,2015/12,60.24,0,151.52,60.24,39.76,75.4,24.6,52.73,270.56,270.56,137.32,0,32.63,29.53,0,37.98,0,3.24,0,0.8,0.99
(주)갤럭시아에스엠,011420,2016/12,60.02,0,150.15,60.02,39.98,80.33,19.67,49.76,340.35,340.35,181.08,0,24.48,21.95,0,42.39,0,5.15,0,1.01,1.24
(주)갤럭시아에스엠,011420,2017/12,52.13,0,108.91,52.13,47.87,82.71,17.29,57.87,324.23,324.23,119.84,0,20.9,19.44,0,36.05,0,-54.71,0,-9.46,-12.54
(주)갤럭시아에스엠,011420,2018/12,42.95,0,75.27,42.95,57.05,80.38,19.62,70.98,222.68,222.68,120.97,0,24.41,23.99,0,23.66,0,-76.62,0,-15.03,-22.75
(주)갤럭시아에스엠,011420,2019/12,48.31,0,93.48,48.31,51.69,77.19,22.81,66.96,216.18,216.18,120.35,0,29.56,28.95,87.87,25.97,0.92,-14.08,-451.18,-3.21,-3.16
(주)갤럭시아에스엠,011420,2020/12,50.04,0,100.17,50.04,49.96,72.56,27.44,68.85,221.64,221.64,81.96,0,37.82,31.12,52.76,27.46,13.03,23.58,68.44,6.47,9.45
(주)갤럭시아에스엠,011420,2021/12,39.82,27.28,66.18,28.96,60.18,80.81,19.19,74.47,222.91,162.1,54.87,25.34,23.75,22.11,81.13,21.96,6.81,28.54,99.6,5.48,7.75
(주)갤럭시아에스엠,011420,2022/12,23.85,48.91,31.31,12.18,76.15,57.61,42.39,132.19,57.09,29.16,3.12,16.62,73.59,72.51,98.62,-17.92,53.24,5.06,7,2.15,4.13
(주)경농,002100,2011/12,48.6,81.5,94.55,8.99,51.4,82.62,17.38,62.21,346.61,64.12,29.81,23.04,21.04,16.97,13.13,34.58,0.05,63.04,29168.5,10.96,16.04
(주)경농,002100,2012/12,43.73,78.35,77.71,9.47,56.27,74.46,25.54,75.57,196.65,42.58,16.11,27.96,34.3,29.86,99.69,21.49,10.38,25.31,83.61,6.46,10.04
(주)경농,002100,2013/12,42.09,77.65,72.69,9.41,57.91,75.68,24.32,76.52,223.01,49.84,23.2,25.4,32.14,24.94,57.49,23.22,9.59,27.16,90.99,6.61,10.2
