,회사명,거래소코드,회계년도,총자본증가율,총자본순이익률,자기자본순이익률,매출원가대매출액비율,금융비용대총비용비율,자기자본구성비율,순운전자본비율,CASHFLOW대총자본비율,순운전자본회전률,1주당순이익,1주당정상영업이익,시가총액
0,(주)더블유게임즈,192080,2015/12,653.4252511325586,8.93,9.28,0.0,-1.81,96.26,94.21,10.13,0.32,2527.0,2355.44,866451237600
1,(주)더블유게임즈,192080,2016/12,14.233988821324187,11.15,12.91,0.0,-4.64,86.56,60.73,12.42,0.41,2952.0,2610.46,684804556600
2,(주)더블유게임즈,192080,2017/12,128.2080094104508,4.97,9.04,0.0,6.07,40.58,-20.29,6.85,0.81,2204.0,4648.98,909688073800
3,(주)엘엑스세미콘,108320,2011/12,10.91398982573156,12.88,15.45,77.46,-2.27,82.29,73.63,14.32,1.1,2046.0,1536.72,507446160000
4,(주)엘엑스세미콘,108320,2012/12,25.259973248184565,13.61,17.26,83.41,-1.35,76.08,65.96,6.27,1.41,2628.0,2677.94,363507105000
5,(주)엘엑스세미콘,108320,2013/12,2.5973485152696845,9.41,12.1,82.34,-1.29,79.42,68.32,5.16,1.09,2048.0,2043.71,390343200000
6,(주)엘엑스세미콘,108320,2014/12,9.121508983216446,8.92,11.24,79.86,-1.4,79.38,69.47,10.2,0.99,2033.0,2194.25,406607500000
7,(주)엘엑스세미콘,108320,2015/12,23.015120236567537,11.54,14.99,78.94,-0.8,75.07,65.41,9.97,1.15,3018.0,3435.93,626175550000
8,(주)엘엑스세미콘,108320,2016/12,4.965356970073951,10.68,13.92,78.63,-0.61,78.33,70.0,9.66,1.15,3116.0,3112.18,452147540000
9,(주)엘엑스세미콘,108320,2017/12,11.995111090992143,9.14,11.87,78.0,-0.58,75.74,67.68,7.49,1.19,2894.0,2798.86,860381470000
10,(주)엘엑스세미콘,108320,2018/12,11.623130146575196,8.5,11.4,75.54,-0.55,73.51,58.09,4.93,1.23,3010.0,3430.65,546480480000
11,(주)엘엑스세미콘,108320,2019/12,3.6498572975748815,6.23,8.39,75.45,-0.44,74.99,59.45,3.82,1.31,2370.0,2905.42,647319140000
12,(주)엘엑스세미콘,108320,2020/12,19.193690024184853,10.51,14.44,74.52,-0.23,70.91,55.99,6.9,1.55,4459.0,5793.46,946582260000
13,(주)엘엑스세미콘,108320,2021/12,56.21208043676942,25.28,37.04,65.32,-0.26,68.26,56.93,35.95,1.36,18225.0,22725.97,2721017390000
14,(주)엠씨넥스,097520,2012/12,7.694694160257427,1.65,4.92,86.64,1.66,36.76,10.62,1.43,0.88,444.0,1167.12,47821438110
15,(주)엠씨넥스,097520,2013/12,42.6892749234593,4.41,13.55,89.08,1.12,29.64,-2.24,7.81,1.34,1372.0,2037.63,74641539600
16,(주)엠씨넥스,097520,2014/12,35.72642590192875,5.44,19.48,87.0,0.99,26.63,-2.62,6.52,1.36,2315.0,3754.33,79758096750
17,(주)엠씨넥스,097520,2015/12,-5.721579764840996,5.76,19.24,86.76,0.79,33.39,-8.24,15.23,1.49,1833.0,2922.2,278944758000
18,(주)엠씨넥스,097520,2019/12,21.870892511008712,19.48,47.71,85.48,0.3,47.12,-2.01,25.35,2.65,5151.0,6371.61,674346445500
19,(주)엠씨넥스,097520,2020/12,-4.86486032804497,8.27,16.1,90.25,0.23,55.79,12.72,14.95,2.92,2180.0,3312.19,721684672800
20,(주)포스코케미칼,003670,2011/12,29.80343475235625,20.96,32.21,85.56,-0.35,66.79,46.69,14.72,2.59,15540.0,19669.0,1083934500000
21,(주)포스코케미칼,003670,2012/12,9.724971827125149,14.59,20.96,88.23,-0.39,73.7,45.82,14.32,2.59,12785.0,15583.25,782677500000
22,(주)포스코케미칼,003670,2013/12,16.65759914136087,9.91,14.03,90.11,-0.24,71.76,32.3,13.92,2.79,9941.0,12572.44,740147100000
23,(주)포스코케미칼,003670,2014/12,14.465915616285375,10.84,15.31,88.86,-0.08,71.34,32.69,11.13,2.72,12296.0,16075.32,827570700000
24,(주)포스코케미칼,003670,2015/12,-0.5673503325942351,4.47,6.68,90.8,-0.07,75.01,35.48,7.79,2.3,585.0,9482.4,809259000000
25,(주)포스코케미칼,003670,2016/12,0.8859856224198822,6.18,8.0,87.4,-0.09,78.66,41.41,10.13,2.11,740.0,1444.76,708840000000
26,(주)포스코케미칼,003670,2017/12,15.469363677933533,13.33,17.16,87.01,-0.15,78.03,37.02,8.41,2.05,1753.0,1759.96,2350986000000
27,(주)포스코케미칼,003670,2018/12,13.374449655436448,14.89,18.96,88.0,-0.1,80.0,30.31,7.39,2.27,2237.0,1799.55,3762759000000
28,피아이첨단소재(주),178920,2014/12,-8.499367189335436,8.56,10.66,64.4,0.69,80.2,13.29,14.35,1.26,660.0,1141.04,224946026520
29,피아이첨단소재(주),178920,2015/12,11.732209117413198,6.64,8.4,69.24,0.02,78.05,16.63,8.58,1.38,578.3,985.54,305409748800
30,피아이첨단소재(주),178920,2016/12,13.987294386253623,7.27,9.55,69.63,0.18,74.32,20.9,9.11,1.38,714.3,1100.99,411128508000
31,피아이첨단소재(주),178920,2017/12,10.930285491318202,10.11,13.75,67.29,0.22,72.76,21.31,15.17,1.38,1116.3,1804.8,1387558714500
32,피아이첨단소재(주),178920,2018/12,9.14833433483314,9.81,13.8,67.35,0.13,69.48,12.66,11.76,1.39,1191.0,2061.32,974961890400
33,피아이첨단소재(주),178920,2019/12,5.532206302955434,4.63,6.95,74.39,0.84,63.95,3.77,7.13,1.22,603.0,1144.25,1027821270000
34,피아이첨단소재(주),178920,2020/12,2.816026872622244,10.47,15.62,67.65,0.51,70.02,15.64,14.73,1.23,1421.0,2043.48,1086553914000
35,(주)CMG제약,058820,2018/12,4.391793224299065,5.42,6.01,54.4,-1.06,90.91,63.71,1.24,0.55,56.0,23.58,461137478340
36,(주)CMG제약,058820,2019/12,68.07396397971674,1.99,2.15,50.66,-1.91,93.71,73.49,0.96,0.47,25.0,23.91,590292037000
37,(주)CMG제약,058820,2020/12,1.6193047341125553,0.11,0.12,51.58,-1.23,92.72,67.74,1.48,0.4,2.0,13.12,802797170320
38,(주)CMG제약,058820,2021/12,1.9548926063187209,1.6,1.73,51.85,-2.38,92.73,56.11,2.15,0.46,23.0,11.96,532651755740
39,(주)가비아,079940,2011/12,22.75854248563653,11.9,18.06,55.21,-0.52,74.92,22.99,15.32,1.41,372.0,642.36,50305951800
40,(주)가비아,079940,2012/12,31.239030698648275,12.54,21.3,58.36,-6.04,69.15,20.11,13.42,1.54,524.0,571.4,53809484940
41,(주)가비아,079940,2013/12,7.0221127338846845,10.77,15.65,55.02,-4.34,75.19,24.57,14.27,1.42,465.0,527.42,63877926360
42,(주)가비아,079940,2014/12,8.015915642709166,7.12,8.18,56.29,-0.35,76.63,26.07,14.73,1.45,271.0,621.35,86899091280
43,(주)가비아,079940,2015/12,6.634599772690372,8.38,11.99,54.64,-0.46,80.03,37.14,16.88,1.48,439.0,838.46,96509426920
44,(주)가비아,079940,2016/12,19.71317637654403,8.82,10.68,53.83,-0.4,76.28,31.68,14.76,1.4,423.0,927.12,79048394560
45,(주)가비아,079940,2017/12,6.030350485305691,7.46,8.88,51.9,-0.3,74.89,27.52,14.36,1.32,370.0,939.16,79454465080
46,(주)가비아,079940,2018/12,13.538456924795511,10.77,12.58,51.08,-0.32,75.4,31.87,13.97,1.27,576.0,1343.74,86086950240
47,(주)가비아,079940,2019/12,32.009165285490724,12.01,15.73,51.01,0.03,67.51,21.9,14.71,1.25,826.0,1753.63,112075463520
48,(주)가비아,079940,2020/12,30.067128193841413,10.33,14.99,50.8,-0.34,66.61,28.1,16.74,1.11,935.0,2108.89,177994244600
49,(주)가비아,079940,2021/12,16.511104701471012,8.88,12.4,50.84,-0.05,67.53,32.0,15.02,1.03,898.0,2445.0,182731734000
50,(주)강원에너지,114190,2013/12,-18.84088821170092,4.85,9.57,76.82,-1.17,63.33,48.31,9.55,0.46,323.0,255.33,27930351330
51,(주)강원에너지,114190,2014/12,-7.458483455501719,1.61,2.33,78.8,-1.4,75.25,48.05,1.77,0.67,80.0,113.01,30292975010
52,(주)강원에너지,114190,2015/12,27.47546167845103,0.12,0.18,82.85,-0.47,66.21,51.57,11.12,0.56,6.0,29.32,43776196100
53,(주)고영테크놀러지,098460,2011/12,23.10195534678401,19.83,25.06,42.92,-0.61,80.02,55.63,13.45,1.21,0.0,2181.91,263327451600
54,(주)고영테크놀러지,098460,2012/12,18.78721007746592,15.99,19.91,42.98,-0.66,80.7,60.23,12.24,1.26,1743.0,2394.92,251611165400
55,(주)고영테크놀러지,098460,2013/12,17.02918182521867,12.42,15.35,44.66,-0.62,81.29,63.72,10.2,1.09,1563.0,1873.03,250309970300
56,(주)고영테크놀러지,098460,2014/12,17.17044778093789,16.84,20.68,42.19,-0.55,81.74,62.22,13.72,1.18,1655.0,2095.46,575080102800
57,(주)고영테크놀러지,098460,2015/12,12.092859158904885,15.66,18.99,39.0,-0.42,82.76,63.47,13.27,1.07,1760.0,1729.62,527106806150
58,(주)고영테크놀러지,098460,2016/12,22.82730488864269,16.79,20.61,37.17,-0.3,80.6,65.3,11.74,1.06,2228.0,2429.3,617836585200
59,(주)고영테크놀러지,098460,2017/12,5.169100199363472,13.36,16.76,35.35,-0.2,78.61,62.9,11.98,1.08,2013.0,3200.21,1129090957500
60,(주)고영테크놀러지,098460,2018/12,35.98902571549704,17.47,21.86,37.5,-0.58,80.94,67.04,7.47,1.03,3122.0,3359.51,1129255957500
61,(주)고영테크놀러지,098460,2019/12,9.468248649927077,10.11,12.59,36.42,-0.65,79.77,61.34,8.34,0.83,2192.0,2435.08,1447243830500
62,(주)고영테크놀러지,098460,2020/12,-0.9516140120007464,3.01,3.74,36.99,-0.52,81.32,53.62,11.07,0.73,678.0,1153.87,1441749855000
63,(주)고영테크놀러지,098460,2021/12,21.73187385565184,10.75,14.12,36.43,-0.23,76.13,60.99,11.53,0.77,586.0,602.31,1627117693500
64,(주)골드퍼시픽,038530,2012/12,8.69185411661935,0.89,1.14,69.92,0.34,76.78,51.73,-4.68,0.52,11.0,31.36,28627949610
65,(주)골프존,215000,2017/12,34.99366731589983,35.96,51.19,34.5,-0.5,74.66,42.84,22.79,1.12,-16.0,5968.94,281452362750
66,(주)골프존,215000,2018/12,0.1521650004730518,8.04,10.63,39.04,-0.69,76.72,35.79,22.29,0.96,3255.0,4487.4,209912631750
67,(주)골프존,215000,2019/12,23.03765281943493,5.72,8.21,38.0,-0.42,64.0,6.61,11.58,1.44,2585.0,5146.67,432376093500
68,(주)골프존,215000,2020/12,17.501367619254797,11.03,18.02,37.48,0.09,61.41,10.12,17.28,1.75,6101.0,8218.25,434886259500
69,(주)골프존,215000,2021/12,31.665913409965857,17.97,29.79,35.2,-0.04,60.36,23.21,23.11,1.54,12167.0,17157.71,1096942542000
70,(주)골프존뉴딘홀딩스,121440,2011/12,100.90447240880876,16.42,18.23,46.51,-3.83,92.31,65.89,15.79,0.93,4045.0,4432.3,587128499400
71,(주)골프존뉴딘홀딩스,121440,2012/12,43.08088262523343,15.96,19.34,45.45,-2.39,76.1,25.77,9.93,0.83,5988.0,5617.73,772602146700
72,(주)골프존뉴딘홀딩스,121440,2013/12,17.91696784939816,0.48,0.67,51.21,-1.21,66.56,10.91,9.78,0.82,77.0,2184.29,742508740350
73,(주)골프존뉴딘홀딩스,121440,2014/12,19.47149755424558,11.32,17.4,51.06,-0.01,63.83,-2.06,6.05,1.0,2156.0,2778.73,930438992250
74,(주)골프존뉴딘홀딩스,121440,2018/12,2.411364955234692,-0.98,-1.45,57.93,2.34,62.73,-14.11,-1.38,0.82,-166.0,26.01,157853674330
75,(주)광림,014200,2011/12,-21.74342522610697,2.63,4.63,83.83,1.05,65.63,29.83,4.39,1.09,170.0,346.09,31634647200
76,(주)광림,014200,2012/12,3.952381503827313,0.67,0.98,87.33,0.71,70.74,36.46,8.15,1.16,37.0,83.17,37951697355
77,(주)광림,014200,2013/12,13.175367065481364,1.7,2.54,86.47,-0.07,63.78,37.83,8.51,1.22,86.0,173.17,33841060110
78,(주)광림,014200,2014/12,141.04613506836102,-0.1,1.09,75.81,1.0,52.67,26.21,-2.59,0.98,37.0,114.31,28870056930
79,(주)광림,014200,2015/12,-40.24199015051902,6.92,12.54,75.14,0.98,55.28,2.21,-2.13,2.28,506.0,69.39,59269653300
80,(주)광림,014200,2016/12,56.893924381060415,-0.83,-1.92,85.91,0.63,49.44,-7.7,1.43,0.45,-42.0,3.54,381198099960
81,(주)구영테크,053270,2011/12,4.742717392066039,-0.44,-1.4,87.75,3.31,24.51,-30.4,2.84,0.95,-42.0,401.17,17746627500
82,(주)구영테크,053270,2012/12,7.822253146095229,1.05,4.49,86.18,3.39,22.76,-30.55,4.15,0.9,136.0,582.28,18518220000
83,(주)구영테크,053270,2013/12,-7.404304958334109,1.4,5.74,87.11,2.91,26.15,-23.73,7.65,1.06,179.0,582.61,19096914375
84,(주)구영테크,053270,2014/12,4.440796086577766,1.47,4.75,86.82,2.18,33.5,-14.26,4.63,1.22,123.0,274.74,27118018380
85,(주)구영테크,053270,2015/12,3.51219387002188,2.62,7.74,85.21,1.74,34.96,-6.2,6.42,1.3,223.0,310.47,43349241060
86,(주)구영테크,053270,2016/12,3.357693189777538,1.55,4.64,84.81,1.41,34.65,-7.81,10.97,1.19,142.0,219.14,46813221510
87,(주)구영테크,053270,2017/12,12.151270180152087,0.77,2.61,84.83,1.48,29.84,-9.47,6.63,1.12,81.0,287.53,41171881920
88,(주)구영테크,053270,2018/12,8.322014865515213,3.04,9.65,88.6,1.83,33.98,-7.04,2.17,1.39,296.0,271.74,40647027960
89,(주)구영테크,053270,2019/12,1.9731158644044369,1.66,4.8,90.39,1.69,34.71,-9.29,2.64,1.56,136.0,198.5,48037396680
90,(주)구영테크,053270,2020/12,2.5158541898630005,0.35,1.03,90.57,1.39,32.82,-12.92,6.1,1.19,29.0,111.34,43550387100
91,(주)구영테크,053270,2021/12,5.252943093116491,1.44,4.29,89.51,1.21,34.22,-11.39,7.95,1.17,127.0,151.35,88156541160
92,(주)국보디자인,066620,2011/12,2.0174266997392354,7.63,13.29,84.28,-1.02,60.03,35.39,15.62,1.45,847.0,1143.09,36562500000
93,(주)국보디자인,066620,2012/12,15.806536078103765,9.57,15.67,83.98,-1.54,61.98,43.1,16.51,1.2,1111.0,1400.17,51000000000
94,(주)국보디자인,066620,2013/12,37.709683671052346,9.91,17.76,86.55,-1.15,51.29,33.87,13.88,1.21,1458.0,1569.04,75750000000
95,(주)국보디자인,066620,2014/12,3.213397757658207,8.42,15.64,85.1,-1.0,56.32,40.03,12.66,1.09,1459.0,1779.53,102000000000
96,(주)국보디자인,066620,2015/12,6.876647577492956,7.89,13.66,86.72,-0.83,59.05,37.19,9.02,1.19,1436.0,1705.26,144750000000
97,(주)국보디자인,066620,2016/12,12.30562052590545,7.17,12.62,87.67,-0.8,54.86,39.14,7.9,1.13,1463.0,1402.19,129000000000
98,(주)국보디자인,066620,2017/12,3.742458283896701,8.26,14.33,83.02,-0.57,60.4,45.03,9.25,1.38,1827.0,3095.43,137250000000
99,(주)국보디자인,066620,2018/12,6.481853244272487,8.17,13.35,85.23,-0.77,62.04,45.89,5.82,1.27,1862.0,2195.12,100500000000
100,(주)국보디자인,066620,2019/12,27.12455080925747,8.02,13.75,88.01,-0.89,55.44,45.16,1.92,1.09,2293.0,1540.97,127875000000
101,(주)국보디자인,066620,2020/12,20.993191470237964,8.17,13.89,84.13,-0.6,61.67,3.57,7.49,1.18,2895.0,3432.41,132000000000
102,(주)국보디자인,066620,2021/12,28.25820494153654,6.36,9.93,84.95,-0.27,65.87,4.54,6.74,1.54,2843.0,3432.86,157500000000
103,(주)국순당,043650,2011/12,-0.8602878578931908,2.64,2.99,57.21,-1.46,89.44,33.11,3.86,1.29,323.0,299.27,142330682880
104,(주)국순당,043650,2012/12,5.3205112109875214,2.95,3.46,55.17,-1.19,91.37,35.08,3.57,1.17,395.0,316.42,131972866560
105,(주)국순당,043650,2013/12,3.9979974252610497,2.68,2.89,57.65,-1.13,89.2,39.81,2.65,0.92,317.0,80.72,106078325760
106,(주)국순당,043650,2014/12,-0.2911308254819705,1.59,1.73,60.62,-0.67,90.5,39.12,1.62,0.81,193.0,60.6,105363993600
107,(주)국전약품,307750,2021/12,85.09567143005432,4.9,7.0,78.98,0.09,77.72,51.47,5.84,1.07,91.0,137.41,537308495550
108,(주)그래디언트,035080,2014/12,20.1342630359386,1.79,2.0,90.24,0.0,46.88,13.76,8.11,1.68,147.0,838.39,552000000000
109,(주)그래디언트,035080,2015/12,9.704007236177135,2.14,2.87,89.04,-0.04,42.9,12.8,5.09,1.6,225.0,1085.82,657475000000
110,(주)그래디언트,035080,2016/12,-1.5742615709293484,-1.87,-14.59,89.01,0.03,40.53,12.97,2.36,1.55,-1073.0,832.03,296180000000
111,(주)그래디언트,035080,2017/12,-12.973195076818016,-3.28,-20.37,89.11,-0.05,41.14,14.05,8.33,1.49,-1259.0,505.36,230490000000
112,(주)그래디언트,035080,2018/12,0.2843394939300084,-0.23,-2.8,89.68,-0.06,39.48,13.59,7.6,1.53,-155.0,341.26,137475000000
113,(주)그래디언트,035080,2019/12,-1.636325859386052,0.36,-1.6,88.9,-0.04,37.62,12.74,6.35,1.53,-89.0,772.04,126945000000
114,(주)그리티,204020,2018/12,30.70035352087684,5.69,7.9,41.09,-0.08,77.76,74.47,-0.05,1.26,572.0,840.43,72430010850
115,(주)그리티,204020,2019/12,-3.762727794893217,1.66,2.43,45.83,-0.03,80.5,70.87,2.03,1.19,89.0,144.63,56211329700
116,(주)그리티,204020,2020/12,-5.281491448910495,0.93,1.31,47.2,0.01,82.44,70.56,0.9,1.33,49.0,106.6,60341552850
117,(주)그린플러스,186230,2019/12,13.505030054773451,3.72,8.37,80.64,3.59,51.7,29.08,-3.68,0.96,667.0,1242.33,52907366400
118,(주)그린플러스,186230,2020/12,23.21423633195985,-2.65,-5.53,82.72,2.28,38.19,17.53,0.31,0.9,-208.0,1228.98,122979097600
119,(주)그린플러스,186230,2021/12,14.08131431585326,-4.97,-8.63,87.19,1.58,59.82,37.71,0.84,0.98,-398.0,470.93,170417961000
120,(주)글로벌스탠다드테크놀로지,083450,2011/12,41.53610079147149,7.85,12.25,62.42,-0.27,52.49,22.31,2.38,0.9,469.0,564.2,26846400000
121,(주)글로벌스탠다드테크놀로지,083450,2012/12,2.377555872563005,13.16,20.94,61.7,-0.13,66.9,29.02,7.89,1.25,923.0,964.58,35022515840
122,(주)글로벌스탠다드테크놀로지,083450,2013/12,16.352995819786344,10.18,14.17,67.58,-0.09,68.07,32.91,4.44,1.58,727.0,844.82,48220698730
123,(주)글로벌스탠다드테크놀로지,083450,2014/12,11.728168361888642,11.89,16.07,67.84,-0.19,72.67,38.51,9.76,1.57,845.0,922.88,52272549450
124,(주)글로벌스탠다드테크놀로지,083450,2015/12,-0.4001600640256103,8.17,10.26,63.9,-0.3,81.32,35.78,13.52,1.61,598.0,645.18,54508808250
125,(주)글로벌스탠다드테크놀로지,083450,2016/12,28.28732135682718,5.84,7.24,63.29,-0.03,67.98,31.68,3.86,1.45,458.0,523.51,51154420050
126,(주)글로벌스탠다드테크놀로지,083450,2017/12,14.53481869225779,16.43,23.25,65.57,-0.02,76.44,35.36,8.86,2.05,1719.0,2389.07,115074150750
127,(주)글로벌스탠다드테크놀로지,083450,2018/12,2.564428081757014,9.93,12.42,66.5,-0.08,81.7,35.78,9.68,1.72,1080.0,1116.77,41370787800
128,(주)글로벌스탠다드테크놀로지,083450,2019/12,30.206518323859576,14.86,19.83,60.56,-0.01,75.55,42.35,7.92,1.75,2010.0,2351.25,95040999000
129,(주)글로벌스탠다드테크놀로지,083450,2020/12,3.7176787176787176,11.12,15.06,63.32,-0.11,80.19,47.11,13.71,1.41,1788.0,1947.91,160265214000
130,(주)글로벌스탠다드테크놀로지,083450,2021/12,45.40948701317014,22.39,29.42,62.6,-0.07,73.39,44.54,10.94,1.97,4292.0,4980.5,350813099250
131,(주)금빛,045890,2015/12,1.555187162836705,2.79,6.54,70.56,2.56,43.83,-6.28,1.16,0.8,123.0,167.46,47906524720
132,(주)금빛,045890,2016/12,-0.1515137850488361,2.39,5.21,69.1,2.73,47.8,0.25,3.07,0.78,105.0,161.52,52324990055
133,(주)금빛,045890,2017/12,-0.9718822541164996,-4.9,-11.04,74.15,2.47,40.91,12.78,1.71,0.8,-211.0,2.27,50996955960
134,(주)금화피에스시,036190,2011/12,14.137851628307216,17.19,21.47,75.32,-2.98,81.07,53.36,14.29,1.09,2618.0,2741.42,66900000000
135,(주)금화피에스시,036190,2012/12,12.008622337375495,18.52,21.92,76.0,-2.74,87.51,60.3,12.85,1.32,3187.0,3408.86,121500000000
136,(주)금화피에스시,036190,2013/12,35.502403230852366,15.94,19.37,78.76,-1.71,82.29,47.51,6.75,1.49,3855.0,4517.28,198600000000
137,(주)금화피에스시,036190,2014/12,10.582654688942997,14.22,17.06,82.13,-1.18,84.48,45.39,5.9,1.69,3565.0,3908.12,288300000000
138,(주)금화피에스시,036190,2015/12,19.577623404066863,13.07,16.07,83.19,-0.64,78.86,45.94,8.91,1.76,3773.0,4613.79,210600000000
139,(주)금화피에스시,036190,2016/12,13.774457413149063,11.84,15.09,82.85,-0.58,78.46,48.41,13.24,1.38,3986.0,4969.35,211500000000
140,(주)금화피에스시,036190,2017/12,7.721032757305754,9.02,11.48,79.25,-1.12,79.53,50.37,17.0,1.07,3369.0,5643.97,257400000000
141,(주)금화피에스시,036190,2018/12,13.32979334222648,16.05,19.63,78.04,-1.25,84.08,53.96,13.11,1.13,6615.0,6897.46,177900000000
142,(주)금화피에스시,036190,2019/12,7.30507854759329,10.17,12.04,79.16,-1.26,84.99,51.57,8.04,0.96,4614.0,5721.22,177000000000
143,(주)금화피에스시,036190,2020/12,4.402310316550287,10.4,12.07,83.92,-0.95,87.58,47.38,6.49,1.12,5034.0,4498.95,174600000000
144,(주)금화피에스시,036190,2021/12,4.643073303093568,7.52,8.45,84.36,-0.71,89.16,45.76,5.54,1.26,3919.0,4269.55,191100000000
145,(주)기가레인,049080,2014/12,7.671966308641573,6.1,11.26,81.43,0.85,57.28,7.34,9.0,1.15,439.0,514.1,200059957300
146,(주)기산텔레콤,035460,2014/12,-0.9617946733324028,3.5,7.2,79.53,0.24,49.33,39.69,-1.87,0.75,181.0,121.87,25520465200
147,(주)기산텔레콤,035460,2015/12,-2.61360870177956,2.21,3.95,83.06,0.49,55.6,50.62,5.33,0.84,106.0,111.25,52416339300
148,(주)까스텔바작,308100,2019/12,12.28506187947065,8.16,9.85,38.4,-0.04,86.15,63.22,7.16,1.06,1083.0,1421.79,62008980000
149,(주)까스텔바작,308100,2020/12,16.496826021010055,4.98,6.06,39.06,-0.06,78.58,58.09,1.07,0.86,727.0,1142.19,71574195000
150,(주)나노신소재,121600,2011/12,46.84032802701399,7.63,11.15,56.17,0.33,79.66,51.33,2.56,0.7,673.0,620.83,142836384500
151,(주)나노신소재,121600,2015/12,16.420429972516356,9.87,11.3,54.08,0.12,88.54,64.48,7.69,0.7,715.0,838.52,260359992000
152,(주)나노신소재,121600,2016/12,0.9466859998322328,7.08,7.84,56.59,-0.16,92.11,69.68,10.85,0.61,548.0,578.36,164894661600
153,(주)나노신소재,121600,2017/12,5.609040943031138,7.88,8.51,54.58,-0.03,93.2,64.93,9.07,0.69,637.0,780.81,185506494300
154,(주)나노신소재,121600,2018/12,10.696461490040916,8.19,8.93,56.85,-0.3,90.23,64.1,6.86,0.73,717.0,800.8,165979494900
155,(주)나노신소재,121600,2019/12,3.466693744922827,5.79,6.35,60.49,-0.34,92.04,67.9,7.78,0.62,541.0,467.7,181167161100
156,(주)나노신소재,121600,2020/12,4.64698608357705,1.58,1.77,67.92,-0.29,86.42,55.61,9.68,0.62,156.0,134.09,410609404050
157,(주)나노신소재,121600,2021/12,13.711091729266895,6.52,7.74,64.59,0.04,82.33,55.5,7.98,0.69,703.0,524.12,745280477100
158,(주)나노엔텍,039860,2019/12,10.618566481665956,12.95,15.1,51.6,-0.27,87.96,51.51,5.99,0.89,219.0,115.0,149114375340
159,(주)나노엔텍,039860,2020/12,13.242136409442743,5.5,6.33,51.3,-0.37,86.12,54.19,9.26,0.86,103.0,127.5,230984338740
160,(주)나노엔텍,039860,2021/12,18.25239041938843,12.7,14.97,50.57,-0.31,83.81,49.48,12.0,0.86,273.0,195.4,199664671150
161,(주)나무가,190510,2015/12,50.390993862134096,5.0,21.31,87.81,0.66,29.57,13.79,9.62,1.71,4210.0,8886.84,193513578000
162,(주)나스미디어,089600,2013/12,7.129859387923903,5.98,11.25,0.0,-6.7,57.85,51.91,-4.81,0.19,726.0,783.31,93184681600
163,(주)나스미디어,089600,2014/12,0.3726580193535104,8.18,13.4,0.0,-5.94,64.17,58.2,-2.11,0.24,965.0,1043.1,196677403200
164,(주)나스미디어,089600,2015/12,45.36419765748395,8.29,15.01,0.0,-2.15,49.06,38.69,6.55,0.29,1202.0,1417.98,412321600000
165,(주)나스미디어,089600,2016/12,86.21280859080102,4.54,12.04,0.0,-0.69,39.57,17.94,6.49,0.21,1413.0,1762.86,345810294500
166,(주)나스미디어,089600,2017/12,19.71848062896656,9.2,22.56,0.0,-0.43,40.44,22.06,5.03,0.32,2805.0,3917.69,652224479500
167,(주)나스미디어,089600,2018/12,-4.068462845803517,6.65,15.03,0.0,-1.32,46.83,27.55,5.95,0.27,2161.0,2849.47,248633224400
168,(주)나스미디어,089600,2019/12,17.526194937844757,6.82,15.07,0.0,-0.42,42.99,25.42,7.55,0.28,2362.0,3490.54,291968944850
169,(주)나스미디어,089600,2020/12,18.471743450970703,5.94,14.85,0.0,-1.33,47.55,35.95,9.42,0.21,2692.0,3080.4,267893544600
170,(주)나스미디어,089600,2021/12,16.19637047760989,5.94,14.8,0.0,-1.05,45.22,32.77,9.34,0.2,2796.0,3422.76,316001539000
171,(주)나이스디앤비,130580,2011/12,59.78828510938603,13.49,17.29,0.0,-2.36,81.45,68.71,12.86,0.93,214.0,246.18,40502000000
172,(주)나이스디앤비,130580,2012/12,9.491211023761153,12.75,15.53,0.0,-4.39,82.78,72.2,13.25,0.8,196.0,207.81,41811000000
173,(주)나이스디앤비,130580,2013/12,9.442943003509338,11.6,13.9,0.0,-3.98,84.11,77.3,14.07,0.74,196.0,215.12,38038000000
174,(주)나이스디앤비,130580,2014/12,14.514226743328912,12.46,15.04,0.0,-3.74,81.76,76.52,14.31,0.69,235.0,266.43,48356000000
175,(주)나이스디앤비,130580,2015/12,19.62986803990988,11.75,15.2,0.0,-2.6,80.42,62.51,14.14,0.71,283.0,320.99,86548000000
176,(주)나이스디앤비,130580,2016/12,8.870295138421804,14.76,18.08,0.0,-1.94,83.36,58.37,14.62,0.94,366.0,419.83,83160000000
177,(주)나이스디앤비,130580,2017/12,15.968961597390402,14.68,17.75,0.0,-1.36,82.12,44.21,15.42,1.15,416.0,548.98,122738000000
178,(주)나이스디앤비,130580,2018/12,20.738152062734404,17.95,22.21,0.0,-1.25,79.77,45.6,17.03,1.24,604.0,676.83,109494000000
179,(주)나이스디앤비,130580,2019/12,38.856336039534064,16.67,21.19,0.0,-1.06,76.38,46.64,15.79,1.31,686.0,831.04,127204000000
180,(주)나이스디앤비,130580,2020/12,10.93726168081753,13.61,18.38,0.0,-0.86,78.49,50.71,18.24,1.08,698.0,914.82,150612000000
181,(주)나이스디앤비,130580,2021/12,18.53897182662893,14.71,19.71,0.0,-0.77,76.7,51.86,18.22,1.0,863.0,1099.82,147994000000
182,(주)내츄럴엔도텍,168330,2013/12,330.68869828456104,28.23,37.97,29.02,-0.85,74.36,54.72,37.19,1.18,4116.0,5054.51,517525784000
