,회사명,거래소코드,회계년도,총자본증가율,총자본순이익률,자기자본순이익률,매출원가대매출액비율,금융비용대총비용비율,자기자본구성비율,순운전자본비율,CASHFLOW대총자본비율,순운전자본회전률,시가총액
8792,(주)케이아이엔엑스,093320,2012/12,12.938643702906353,12.6,12.43,56.08,-2.16,93.86,45.85,15.29,1.32,61696000000
8793,(주)케이아이엔엑스,093320,2013/12,15.522030390501609,13.01,13.08,55.55,-2.11,93.9,49.67,15.57,1.34,56434000000
8794,(주)케이아이엔엑스,093320,2014/12,12.65852623638678,12.5,12.41,55.05,-1.51,94.25,48.07,16.21,1.39,66650500000
8795,(주)케이아이엔엑스,093320,2015/12,9.654335453632406,9.06,9.93,53.01,-1.19,94.12,56.38,16.67,1.37,80520000000
8796,(주)케이아이엔엑스,093320,2016/12,14.960119070335455,11.24,11.4,53.99,-1.17,91.31,51.6,16.87,1.18,68076000000
8797,(주)케이아이엔엑스,093320,2017/12,8.347442153835939,10.72,11.75,52.45,-1.3,89.99,51.35,15.58,1.09,67344000000
8798,(주)케이아이엔엑스,093320,2018/12,18.20758330141708,17.5,19.55,51.89,-1.27,91.29,52.77,14.09,1.15,117120000000
8799,(주)케이아이엔엑스,093320,2019/12,35.90202177293935,17.22,20.1,52.26,-0.31,80.63,40.38,18.23,1.07,177876000000
8800,(주)케이아이엔엑스,093320,2020/12,36.132250004768174,12.66,15.63,54.34,-1.15,79.2,46.1,18.54,0.85,350384000000
8801,(주)케이아이엔엑스,093320,2021/12,17.13473110521117,10.58,13.56,57.98,-0.18,81.62,48.61,15.29,0.79,243756000000
8802,(주)케이에스피,073010,2011/12,15.962290427982218,8.57,10.19,82.01,-0.19,82.21,56.04,0.6,1.05,46464662040
8803,(주)케이에스피,073010,2012/12,-2.5336043235253363,0.47,0.58,92.39,-0.11,81.29,53.13,-3.74,0.79,40939900395
8804,(주)케이에스피,073010,2013/12,2.0864434492073647,1.88,2.3,91.58,0.6,81.62,45.74,5.64,0.59,32393046910
8805,(주)케이에스피,073010,2021/12,5.573462548295515,4.69,9.0,90.44,1.08,52.97,13.35,6.94,1.02,68403365730
8806,(주)케이에이치바텍,060720,2011/12,16.964921638203894,2.94,5.22,88.31,-0.08,53.41,16.51,15.63,0.98,139040000000
8807,(주)케이에이치바텍,060720,2012/12,10.39605041833235,-0.83,-1.67,90.12,0.55,46.59,11.59,7.86,0.97,231200000000
8808,(주)케이에이치바텍,060720,2013/12,9.85262980845338,13.49,26.86,86.51,0.42,55.24,17.93,9.58,2.04,404800000000
8809,(주)케이에이치바텍,060720,2014/12,29.759007117429707,4.89,10.24,87.22,-0.04,46.23,12.09,13.91,1.1,671200000000
8810,(주)케이에이치바텍,060720,2015/12,-20.97756846848879,3.87,7.59,90.74,0.21,61.89,6.71,13.22,1.45,338000000000
8811,(주)케이에이치바텍,060720,2021/12,29.490618440283907,9.78,16.95,81.63,0.87,56.72,24.2,11.19,1.26,632187701400
8812,(주)케이엑스이노베이션,122450,2011/12,146.77357902393405,21.62,25.5,54.48,-3.19,87.52,56.38,14.95,1.17,99624537900
8813,(주)케이엑스이노베이션,122450,2012/12,49.34592819245992,12.28,15.85,59.46,-2.61,64.61,42.77,11.53,0.89,106674256000
8814,(주)케이엑스이노베이션,122450,2013/12,17.569993327255812,7.24,11.19,51.68,-0.44,69.6,34.45,12.36,0.93,102586140800
8815,(주)케이엑스이노베이션,122450,2014/12,5.98091096580281,8.55,11.63,58.79,-0.71,73.94,34.78,12.97,1.04,119832876800
8816,(주)케이엑스이노베이션,122450,2015/12,27.87750791974657,7.2,10.13,61.69,-0.77,82.25,44.34,9.75,1.07,129049758950
8817,(주)케이엑스이노베이션,122450,2016/12,132.02725020644095,12.65,21.83,56.05,0.83,70.31,12.8,7.16,1.06,114795881400
8818,(주)케이엑스이노베이션,122450,2017/12,36.53753759097461,9.21,20.6,56.72,-0.12,73.43,17.64,6.78,1.12,137470990320
8819,(주)케이엑스이노베이션,122450,2018/12,33.33451248347638,10.7,23.7,56.39,1.79,64.9,-3.32,4.04,0.81,163809912160
8820,(주)케이엑스이노베이션,122450,2019/12,4.446116961040448,3.36,7.13,57.5,2.04,65.89,0.28,5.11,0.92,121801386940
8821,(주)케이엑스이노베이션,122450,2020/12,6.000315510552224,4.94,13.44,55.3,2.39,53.84,-2.21,8.08,0.91,411423873300
8822,(주)케이엑스이노베이션,122450,2021/12,5.609578294714432,7.87,15.62,57.02,3.49,38.65,4.56,9.81,0.72,367674668040
8823,(주)케이엑스하이텍,052900,2015/12,-8.714576943561864,1.06,1.48,82.63,0.27,74.56,18.0,1.22,1.82,71945587245
8824,(주)케이엑스하이텍,052900,2016/12,27.56518590053114,3.41,4.46,77.08,0.33,76.52,16.85,4.34,1.41,68258202480
8825,(주)케이엑스하이텍,052900,2017/12,3.647977288857346,-0.67,-0.87,80.9,0.1,79.05,18.18,5.69,1.38,53918323850
8826,(주)케이엑스하이텍,052900,2018/12,17.155117319455858,6.49,7.88,78.46,-0.07,85.26,18.93,2.41,1.78,42290720098
8827,(주)케이엑스하이텍,052900,2019/12,-2.006701995012469,2.91,3.45,76.8,0.18,84.38,25.87,8.28,1.7,60247866215
8828,(주)케이엑스하이텍,052900,2020/12,32.99004599255107,1.81,2.24,76.22,0.72,76.12,12.62,5.6,1.77,76188935875
8829,(주)케이엑스하이텍,052900,2021/12,79.88578490487058,3.51,5.36,77.92,1.45,57.76,2.45,3.24,1.22,93963043720
8830,(주)케이엔더블유,105330,2011/12,2.015587708830549,3.46,5.26,82.94,-0.15,65.75,35.22,11.21,1.29,17556000000
8831,(주)케이엔더블유,105330,2015/12,3.6831739779549575,1.25,2.07,81.17,0.34,64.52,23.07,1.92,1.16,33118879950
8832,(주)케이엔엔,058400,2011/12,10.528520511764622,5.77,6.3,59.08,-2.75,88.73,15.21,6.26,1.01,81973996680
8833,(주)케이엔엔,058400,2012/12,21.519832985386223,15.17,17.49,60.18,-1.3,85.32,9.25,5.9,0.92,97997992800
8834,(주)케이엔엔,058400,2013/12,-3.903772148686937,6.42,7.22,66.01,-1.82,92.95,22.53,1.78,0.91,99322290000
8835,(주)케이엔엔,058400,2014/12,1.5539823203568934,3.06,3.32,65.88,-2.51,93.01,19.54,2.1,1.03,96011547000
8836,(주)케이엔엔,058400,2015/12,2.879490401698661,3.68,4.02,66.6,-2.63,92.1,16.97,6.35,1.14,98660141400
8837,(주)케이엔엔,058400,2016/12,4.512141187372323,3.55,3.89,68.67,-2.42,89.75,15.4,6.55,1.03,150969880800
8838,(주)케이엔엔,058400,2017/12,2.1082911003415585,4.79,5.28,62.11,-2.72,91.45,16.23,5.7,1.04,135078314400
8839,(주)케이엔엔,058400,2018/12,2.077094238900373,3.83,4.16,61.5,-2.49,92.31,20.28,4.71,1.0,110313956760
8840,(주)케이엔엔,058400,2019/12,1.576629917301846,3.9,4.17,60.84,-2.48,93.41,22.12,5.84,1.05,160902109800
8841,(주)케이엔엔,058400,2020/12,1.7410627191792882,2.92,3.1,58.44,-2.53,93.49,21.73,5.47,0.83,329087854200
8842,(주)케이엔엔,058400,2021/12,3.796686901944645,4.14,4.43,55.5,-2.81,92.89,24.81,9.7,0.8,183415162200
8843,(주)케이엔제이,272110,2019/12,10.606718658534282,7.97,26.22,80.29,1.16,45.79,9.81,-3.64,0.95,74168097600
8844,(주)케이엔제이,272110,2020/12,24.056748728104623,-7.58,-20.41,76.18,0.16,30.13,-7.18,5.98,0.72,89470591200
8845,(주)케이엔제이,272110,2021/12,28.99332553498933,6.64,16.83,72.09,0.4,46.65,11.55,8.78,0.85,135920524250
8846,(주)케이엘넷,039420,2011/12,-1.6847756615109293,1.47,2.23,85.58,0.78,66.12,9.68,8.84,1.63,48792554600
8847,(주)케이엘넷,039420,2012/12,-0.4576659038901602,-1.3,-1.94,84.25,0.32,68.0,6.34,19.79,1.59,49517196500
8848,(주)케이엘넷,039420,2013/12,-2.949320794148381,3.7,5.19,86.53,-0.06,71.32,9.01,-0.72,2.0,35024358500
8849,(주)케이엘넷,039420,2014/12,-0.9555597426717988,7.11,9.61,80.17,-0.02,77.9,10.75,3.69,2.45,59662183100
8850,(주)케이엘넷,039420,2015/12,3.5329927165996304,6.57,8.39,80.87,0.08,80.22,10.84,8.73,2.84,68599433200
8851,(주)케이엘넷,039420,2016/12,6.158126837463251,4.1,5.19,84.32,-0.01,77.99,16.58,8.58,2.52,75966625850
8852,(주)케이엘넷,039420,2017/12,-2.1883190742297614,6.98,8.54,74.65,0.02,85.48,14.62,10.63,2.45,72584963650
8853,(주)케이엘넷,039420,2018/12,6.079834163359204,4.14,5.55,72.49,-0.29,84.37,19.98,11.6,2.56,62560750700
8854,(주)케이엘넷,039420,2019/12,6.91578094466422,8.78,10.41,69.3,-0.38,81.25,22.2,10.23,1.96,55676652650
8855,(주)케이엘넷,039420,2020/12,3.2386768901569183,9.74,11.67,69.19,-0.23,85.45,26.33,12.29,2.04,65459318300
8856,(주)케이엘넷,039420,2021/12,13.85452425675238,13.17,14.2,71.69,-0.38,85.71,32.59,14.47,2.03,92633389550
8857,(주)케이엠,083550,2011/12,7.620643288583443,5.06,8.31,82.64,0.8,60.77,26.96,3.08,1.25,27442102800
8858,(주)케이엠,083550,2012/12,0.7982389163782759,2.74,3.98,86.8,0.58,60.42,29.44,2.33,1.38,25620765160
8859,(주)케이엠,083550,2013/12,-0.6453389997245504,2.15,3.81,84.49,0.59,62.47,31.52,7.6,1.3,28945597280
8860,(주)케이엠,083550,2014/12,-3.34072636540061,3.11,4.74,86.36,0.38,67.07,32.25,7.86,1.26,34812948080
8861,(주)케이엠,083550,2015/12,5.608366966462477,6.75,10.26,81.88,0.24,69.57,37.2,7.97,1.28,61020448320
8862,(주)케이엠,083550,2016/12,-5.390069546155562,3.41,5.27,83.05,0.11,75.31,41.06,10.33,1.24,61998340120
8863,(주)케이엠,083550,2017/12,3.769735493131024,4.14,6.14,81.95,0.04,74.3,32.48,6.66,1.37,60790378880
8864,(주)케이엠,083550,2018/12,14.72677514646749,4.21,6.07,82.27,0.07,67.45,29.97,3.54,1.33,67029232100
8865,(주)케이엠,083550,2019/12,13.86202561077478,5.15,8.15,81.17,0.26,63.86,25.48,3.79,1.21,75964853300
8866,(주)케이엠,083550,2020/12,29.971260021176825,21.48,32.92,67.47,0.15,67.33,32.99,10.82,1.45,133152262600
8867,(주)케이엠,083550,2021/12,4.715795354033797,4.22,6.24,79.04,0.16,69.79,28.53,7.54,1.01,89805201900
8868,(주)케이지모빌리언스,046440,2011/12,10.448687109107944,5.58,11.91,58.91,0.72,46.78,34.41,-4.6,0.35,98638379460
8869,(주)케이지모빌리언스,046440,2012/12,50.68318068753653,7.18,17.43,57.8,0.93,37.47,29.83,-1.22,0.31,216410003900
8870,(주)케이지모빌리언스,046440,2013/12,6.041634177605179,3.29,8.55,56.07,-1.57,39.44,31.75,3.58,0.33,217338802200
8871,(주)케이지모빌리언스,046440,2014/12,11.931791687739649,5.29,12.59,62.51,1.53,39.63,25.16,-1.67,0.42,274480832100
8872,(주)케이지모빌리언스,046440,2015/12,23.652333861013016,2.25,6.0,65.79,0.26,35.96,26.75,-7.04,0.36,296173320300
8873,(주)케이지모빌리언스,046440,2016/12,-1.9708863416669475,2.86,7.37,54.7,0.59,38.75,48.8,-1.27,0.31,190752187410
8874,(주)케이지모빌리언스,046440,2017/12,22.747725121741016,3.0,7.8,54.65,0.79,47.09,21.64,-2.12,0.34,240365395890
8875,(주)케이지모빌리언스,046440,2018/12,2.555631175857405,2.58,6.04,50.83,0.68,47.49,31.24,0.54,0.38,219816133950
8876,(주)케이지모빌리언스,046440,2019/12,-5.350355122287231,3.8,8.18,52.1,1.81,52.69,24.45,10.85,0.38,183329646410
8877,(주)케이지모빌리언스,046440,2020/12,4.337503910609567,4.88,9.16,62.39,0.33,58.57,39.92,12.39,0.56,401844628800
8878,(주)케이지모빌리언스,046440,2021/12,4.460431348698341,6.11,10.54,66.81,-0.13,60.42,29.11,12.39,0.64,473671929600
8879,(주)케이지이니시스,035600,2011/12,10.209079800343806,7.8,16.75,77.03,-0.22,56.59,25.79,7.6,0.73,185153419360
8880,(주)케이지이니시스,035600,2012/12,11.052906050768383,10.34,17.73,78.56,-2.53,60.2,15.73,1.25,0.96,311556234500
8881,(주)케이지이니시스,035600,2013/12,122.21597038603912,4.12,10.78,74.77,-1.23,41.0,28.47,6.67,0.66,422190489200
8882,(주)케이지이니시스,035600,2014/12,7.048088291008504,4.57,10.47,79.27,-0.18,41.76,20.91,-8.11,0.74,460954015900
8883,(주)케이지이니시스,035600,2015/12,8.698451316416616,0.57,-0.54,84.32,0.04,36.82,21.7,-9.52,0.93,434584324350
8884,(주)케이지이니시스,035600,2016/12,20.41266766362235,2.02,4.86,83.16,0.18,34.98,17.83,-0.33,0.85,321618980100
8885,(주)케이지이니시스,035600,2017/12,25.8562004470382,0.36,-0.21,69.2,0.11,33.44,-3.19,12.99,0.75,502606156000
8886,(주)케이지이니시스,035600,2018/12,0.6555500974364235,4.29,17.61,64.17,-0.08,36.29,2.87,11.56,0.84,429728283600
8887,(주)케이지이니시스,035600,2019/12,37.07901926061629,5.43,21.61,62.64,0.62,29.79,-9.62,10.43,0.83,474375378000
8888,(주)케이지이니시스,035600,2020/12,9.58458104038228,3.96,15.23,72.62,0.67,32.29,-1.64,12.59,0.67,562274345100
8889,(주)케이지이니시스,035600,2021/12,2.112526713616465,4.39,14.44,74.89,0.78,35.88,0.18,9.15,0.84,530184246000
8890,(주)케이티서브마린,060370,2011/12,19.827797581998908,5.75,8.83,88.12,0.36,62.22,16.9,7.78,1.35,57816000000
8891,(주)케이티서브마린,060370,2012/12,-13.596404932986,6.71,9.71,79.69,0.05,77.2,13.76,8.5,0.94,57816000000
8892,(주)케이티서브마린,060370,2013/12,5.459662801606748,5.45,7.1,84.24,-0.43,76.29,21.86,16.27,1.35,91213500000
8893,(주)케이티서브마린,060370,2014/12,-3.3718831241740874,7.92,9.82,79.5,-0.47,85.29,29.05,22.16,1.25,112347000000
8894,(주)케이티서브마린,060370,2015/12,43.29486847162509,3.05,4.31,83.95,-0.1,60.38,-5.76,10.32,1.17,120012000000
8895,(주)케이티서브마린,060370,2016/12,-2.071559564354953,3.24,5.19,85.04,0.71,64.6,-3.88,8.4,1.45,107967000000
8896,(주)케이티서브마린,060370,2017/12,-9.04244138273681,5.5,7.84,80.6,0.64,76.15,-0.22,13.83,1.61,96250500000
8897,(주)케이티알파,036030,2015/12,3.859996916231635,3.14,3.65,91.1,-1.05,85.6,52.47,14.95,0.94,322506648660
8898,(주)케이티알파,036030,2016/12,5.702905958253625,1.77,2.13,92.08,-0.87,81.16,45.32,10.34,1.01,233576243880
8899,(주)케이티알파,036030,2017/12,3.62677667113426,1.27,1.58,92.94,-0.6,79.5,38.9,11.1,1.13,229647591460
8900,(주)케이티알파,036030,2018/12,5.626161710037175,0.33,0.43,93.58,-0.44,75.85,35.96,14.51,1.31,172146406040
8901,(주)케이티알파,036030,2019/12,2.5842379449277595,0.52,0.69,92.51,-0.27,73.28,19.05,18.0,1.6,192861118800
8902,(주)케이티알파,036030,2020/12,0.295906625020549,-1.5,-2.1,92.05,-0.13,69.1,19.59,19.61,1.84,205361376500
8903,(주)케이티알파,036030,2021/12,39.5184681057275,-2.65,-4.33,95.95,-0.3,55.73,26.05,12.53,1.51,355879994580
8904,(주)케이프,064820,2011/12,11.396656106311944,2.0,3.23,69.51,3.55,59.29,0.07,2.91,0.38,40500000000
8905,(주)케이프,064820,2012/12,8.576122285552781,1.23,2.4,71.2,6.3,56.85,2.42,2.28,0.21,36765000000
8906,(주)케이프,064820,2018/12,67.69984364810017,0.24,1.73,68.07,2.6,8.23,-3.2,-12.06,2.14,47227860050
8907,(주)케이프,064820,2019/12,-12.14356558113923,0.4,4.49,75.2,1.89,9.87,-0.23,-5.03,3.01,57148570990
8908,(주)케이프,064820,2020/12,6.721253374269945,0.59,5.6,76.05,1.32,10.25,-0.36,0.75,4.35,157907227280
8909,(주)케이프,064820,2021/12,6.363169742839511,1.67,15.35,66.41,1.41,11.15,-4.67,-4.13,3.04,145547138880
8910,(주)케이피에스,256940,2017/12,20.13824714449414,7.37,13.71,61.56,0.69,79.22,60.37,12.4,0.72,59353000000
8911,(주)케이피에스,256940,2018/12,17.62099627703763,17.81,22.02,65.56,0.01,80.86,48.97,6.21,1.26,33632940000
8912,(주)케이피에프,024880,2011/12,11.686431932273356,3.71,7.6,86.77,0.68,48.43,21.92,-6.28,1.2,94409445600
8913,(주)케이피에프,024880,2012/12,29.30828592571131,1.12,2.43,87.52,1.08,44.22,11.53,-4.49,1.18,144549293820
8914,(주)케이피에프,024880,2013/12,11.320908967041618,0.04,0.1,86.78,1.47,39.18,8.88,-1.38,1.07,91999447560
8915,(주)케이피에프,024880,2014/12,-0.2189558661132477,-6.38,-17.47,87.18,1.5,33.83,2.06,0.05,0.86,53443044780
8916,(주)케이피에프,024880,2015/12,3.6851674667233656,2.95,8.8,85.76,1.39,33.31,4.56,0.85,0.87,58653369480
8917,(주)케이피에프,024880,2016/12,4.082099440541791,1.14,3.42,86.64,1.41,33.38,11.33,2.8,0.83,74433210000
8918,(주)케이피에프,024880,2017/12,5.592897106556031,3.15,9.48,86.68,1.62,33.13,14.0,1.76,0.78,72423513330
8919,(주)케이피에프,024880,2018/12,-2.261522305441863,2.26,6.51,87.04,1.78,36.31,17.8,2.4,0.78,65657235700
8920,(주)케이피에프,024880,2019/12,1.763901092311721,1.85,4.91,86.71,1.47,38.92,18.36,7.0,0.79,81662990760
8921,(주)케이피에프,024880,2020/12,-8.953317780610403,-1.48,-3.79,90.24,1.18,39.04,9.0,7.64,0.76,93552360000
8922,(주)케이피에프,024880,2021/12,64.26565723538751,-1.72,-2.85,92.16,1.2,28.68,-0.92,0.73,0.95,87971111250
8923,(주)케이피티유,054410,2011/12,-8.606507059545732,-7.1,-14.75,82.42,5.28,48.15,-15.78,5.97,0.64,19582200000
8924,(주)케이피티유,054410,2012/12,12.11938026150815,-3.76,-8.85,80.26,6.15,42.48,-24.79,-0.31,0.5,12827100000
8925,(주)케이피티유,054410,2013/12,7.712123330071689,0.74,1.62,80.85,4.29,40.68,-19.57,0.92,0.62,13307800000
8926,(주)케이피티유,054410,2014/12,7.545560726005303,4.55,11.52,80.21,4.32,38.35,-12.06,1.65,0.52,13029500000
8927,(주)케이피티유,054410,2015/12,-1.8204071781964863,8.29,19.94,83.02,3.07,44.91,-26.05,0.78,0.58,56166000000
8928,(주)케이피티유,054410,2016/12,4.479131915790213,6.35,13.69,85.18,2.44,47.77,-15.99,3.39,0.62,46501400000
8929,(주)케이피티유,054410,2017/12,14.69312987362194,6.21,12.92,81.95,2.25,46.93,-12.72,2.32,0.7,31473200000
8930,(주)케이피티유,054410,2018/12,-3.9430304628774895,3.38,6.92,83.89,2.14,49.07,-19.17,1.58,0.63,23149500000
8931,(주)케이피티유,054410,2019/12,-5.068948685093661,-1.2,-2.35,87.44,2.14,52.85,-9.0,1.94,0.68,23250700000
8932,(주)케이피티유,054410,2020/12,-3.970562241897386,-5.13,-10.1,88.01,1.32,48.57,-13.75,2.59,0.77,30157600000
8933,(주)케이피티유,054410,2021/12,23.26729359793849,9.09,18.15,88.3,2.35,51.37,-6.82,1.26,0.85,32029800000
8934,(주)케일럼,258610,2017/12,4.068740829167599,1.74,4.3,75.75,1.69,54.68,17.18,3.13,0.74,43916616800
8935,(주)케일럼,258610,2018/12,28.825427171705105,5.21,11.74,78.25,2.08,45.93,34.83,4.64,0.55,29819013760
8936,(주)케일럼,258610,2019/12,-9.802066521973028,-2.32,-4.14,83.02,3.48,68.08,34.6,2.48,0.56,94794851200
8937,(주)켐온,217600,2020/12,62.88153825467258,3.28,4.18,79.66,-0.49,75.23,39.93,8.96,0.6,288972563500
8938,(주)켐온,217600,2021/12,10.513063936929871,5.71,7.69,73.46,-1.37,73.39,22.32,9.44,0.54,236286958000
8939,(주)켐트로닉스,089010,2011/12,9.142739076815795,5.62,19.56,83.21,1.56,29.93,10.1,8.87,1.61,67360238400
8940,(주)켐트로닉스,089010,2012/12,8.375089477451683,7.86,22.07,83.44,1.22,41.08,13.67,8.77,1.53,126236285100
8941,(주)켐트로닉스,089010,2013/12,19.52028996582857,10.39,24.7,83.47,0.61,42.89,4.05,7.74,1.7,183623414150
8942,(주)켐트로닉스,089010,2020/12,25.323712630233125,5.43,16.24,85.21,0.99,32.07,-3.25,9.06,1.63,410828041050
8943,(주)켐트로닉스,089010,2021/12,14.666460459841222,7.21,22.5,81.51,0.94,34.36,0.49,2.16,1.37,427914921600
8944,(주)켐트로스,220260,2018/12,25.95209441360301,9.43,16.68,82.89,1.19,55.05,36.29,6.76,1.13,61435378690
8945,(주)켐트로스,220260,2019/12,4.897669831093577,0.43,0.7,85.54,0.32,65.44,6.61,6.69,1.06,83312475405
8946,(주)켐트로스,220260,2020/12,5.014250874151559,2.15,3.32,88.87,0.95,64.43,12.88,6.68,1.14,187156935270
8947,(주)켐트로스,220260,2021/12,33.237734159683264,5.29,8.73,85.14,0.2,57.72,34.22,4.68,0.94,337290498900
8948,(주)코다코,046070,2012/12,12.9791638246511,1.91,7.81,87.05,3.6,25.64,-18.06,1.74,1.19,40412743400
8949,(주)코다코,046070,2013/12,32.01948720102476,2.16,8.77,84.5,3.64,23.99,-18.52,12.5,1.04,56868787520
8950,(주)코다코,046070,2014/12,14.2212378119582,1.93,7.85,82.8,3.58,24.49,-25.68,7.38,0.99,64189932625
8951,(주)코다코,046070,2015/12,10.460278722596865,2.01,7.74,81.3,3.45,26.4,-18.35,4.72,0.96,135947405825
8952,(주)코다코,046070,2016/12,20.827962242148228,3.07,10.63,81.36,2.92,29.33,-10.37,7.16,0.93,118660443520
8953,(주)코다코,046070,2017/12,8.88126061314295,-0.6,-2.25,84.43,3.25,26.7,-12.92,3.83,0.79,108989274240
8954,(주)코데즈컴바인,047770,2011/12,14.977497642325922,1.68,5.29,42.91,0.94,32.94,7.06,-4.29,0.95,64300791750
8955,(주)코데즈컴바인,047770,2018/12,103.961493397511,7.35,11.06,47.04,0.7,55.07,-4.33,4.17,1.42,105202433560
8956,(주)코데즈컴바인,047770,2019/12,11.217376453601204,10.15,17.88,39.31,0.92,59.19,14.39,5.6,1.1,106716137640
8957,(주)코데즈컴바인,047770,2020/12,5.945500739872127,7.67,12.91,40.45,0.66,63.31,13.42,6.1,0.75,96877061120
8958,(주)코데즈컴바인,047770,2021/12,5.823989037197107,8.48,13.54,45.97,0.39,68.02,21.84,5.15,0.75,97823126170
8959,(주)코디,080530,2011/12,28.69871759284961,8.37,13.01,61.89,0.84,60.22,12.06,7.32,0.72,58579200000
8960,(주)코렌텍,104540,2021/12,23.67049768578709,0.71,1.48,39.1,4.15,47.63,52.75,0.2,0.45,143139394200
8961,(주)코리아나화장품,027050,2017/12,2.1751603104961186,1.48,2.28,39.8,-0.28,63.93,9.7,5.71,1.89,269200000000
8962,(주)코리아나화장품,027050,2018/12,1.2502270888041092,1.36,2.22,42.94,-0.19,63.32,9.73,5.11,1.82,170800000000
8963,(주)코리아나화장품,027050,2019/12,-0.2560923889994454,0.42,0.76,54.67,0.19,63.41,10.93,4.75,1.84,153600000000
8964,(주)코리아센터,290510,2019/12,30.36084188880657,2.3,3.75,62.45,1.68,57.46,5.55,3.06,1.3,407326263600
8965,(주)코리아센터,290510,2020/12,17.922851418082914,4.3,7.17,0.0,1.29,57.71,-0.39,4.93,1.22,592840955860
8966,(주)코리아센터,290510,2021/12,20.07170309606888,2.5,3.42,0.0,0.42,63.34,8.15,4.64,1.14,508258248790
8967,(주)코맥스,036690,2011/12,-6.711122322515546,6.45,20.6,75.35,0.98,35.91,27.58,9.52,1.13,28068009375
8968,(주)코맥스,036690,2012/12,-9.110254179501046,6.29,15.66,73.05,1.71,44.83,4.9,15.78,1.09,34936416375
8969,(주)코맥스,036690,2013/12,7.98872058880596,9.6,20.36,75.57,0.81,49.07,23.25,11.72,1.2,34804331625
8970,(주)코맥스,036690,2014/12,2.71306222674732,5.28,10.49,78.39,0.48,51.56,20.08,11.05,1.29,73703290500
8971,(주)코맥스,036690,2015/12,3.942857142857143,6.67,12.42,77.68,0.22,55.27,21.49,10.16,1.29,88218308200
8972,(주)코맥스,036690,2016/12,8.5761407366685,9.65,16.81,76.48,0.04,59.18,28.24,9.71,1.39,88856469640
8973,(주)코맥스,036690,2017/12,8.378196848359597,7.26,12.14,75.88,-0.02,60.76,31.54,8.41,1.37,96908261280
8974,(주)코맥스,036690,2018/12,0.5358351687118026,2.87,4.66,78.67,-0.03,62.87,34.1,3.34,1.36,58976255450
8975,(주)코맥스,036690,2019/12,4.490492673905828,3.62,5.68,80.0,0.05,63.18,36.9,1.98,1.31,61812858585
8976,(주)코맥스,036690,2020/12,4.783989834815756,2.19,3.51,80.41,0.05,61.78,35.84,3.8,1.12,83204306850
8977,(주)코메론,049430,2011/12,3.021687015665942,5.2,6.73,66.02,-1.56,78.79,36.51,9.27,0.99,29541720000
8978,(주)코메론,049430,2012/12,3.562963363818388,7.5,9.37,67.83,-1.2,81.14,32.18,8.84,1.0,31577520000
8979,(주)코메론,049430,2013/12,7.158757197947474,5.19,6.42,66.88,-1.19,80.73,39.98,7.45,0.87,30898920000
8980,(주)코메론,049430,2014/12,7.704535923617815,7.42,9.2,64.93,-2.36,80.7,36.27,7.02,0.86,52930800000
8981,(주)코메론,049430,2015/12,5.514456205800592,10.76,12.87,62.38,-1.14,86.34,44.94,9.34,0.92,76093680000
8982,(주)코메론,049430,2016/12,17.35134346546294,10.07,11.96,58.82,-1.99,82.3,48.31,11.41,0.77,103599600000
8983,(주)코메론,049430,2017/12,1.747034648179837,6.89,8.19,58.18,-2.12,85.77,51.32,10.4,0.65,88218000000
8984,(주)코메론,049430,2018/12,2.4451072699177057,8.69,9.88,62.74,-2.31,90.09,61.62,8.55,0.65,68764800000
8985,(주)코메론,049430,2019/12,7.883567073812414,9.65,10.64,59.5,-5.97,91.35,61.5,9.21,0.61,77360400000
8986,(주)코메론,049430,2020/12,6.110265714620157,7.65,8.37,60.41,-3.28,91.3,47.92,8.41,0.64,80617680000
8987,(주)코메론,049430,2021/12,22.4722681865539,10.99,11.97,62.81,-1.96,91.13,39.76,3.77,0.76,100432800000
8988,(주)코미코,183300,2017/12,29.910834039722307,17.56,34.4,52.11,0.91,59.44,24.96,17.45,1.36,225078750000
8989,(주)코미코,183300,2018/12,92.21213647964451,17.12,36.03,52.31,1.89,42.83,30.9,12.2,1.25,187346250000
8990,(주)코미코,183300,2019/12,25.50694620504733,8.7,21.04,53.64,2.78,41.81,14.31,11.76,0.96,244822500000
8991,(주)코미코,183300,2020/12,7.881510291841849,7.68,16.06,54.87,2.09,53.79,22.27,14.44,1.02,498886663950
8992,(주)코미코,183300,2021/12,19.356323152309137,13.64,24.55,54.07,0.7,59.03,16.05,15.61,1.19,672371993700
8993,(주)코미팜,041960,2012/12,20.055210705262173,1.43,2.53,61.15,3.36,52.7,27.25,-5.63,0.55,400000000000
8994,(주)코미팜,041960,2013/12,41.33702274705431,-0.09,-0.19,65.74,3.6,41.1,-2.51,-0.79,0.5,365531591040
8995,(주)코미팜,041960,2014/12,14.33954980376297,-1.84,-4.39,65.92,4.76,42.73,3.41,0.56,0.48,454957008000
8996,(주)코세스,089890,2012/12,-12.816508209202896,13.22,30.58,78.61,0.38,53.13,9.97,7.86,1.51,40652661600
8997,(주)코세스,089890,2019/12,-7.333562113932738,11.12,25.95,79.28,1.21,50.17,5.75,6.18,1.92,147117628260
8998,(주)코세스,089890,2020/12,34.18879383772174,10.03,22.76,74.92,1.03,39.53,24.35,1.82,1.53,145947665600
