,회사명,거래소코드,회계년도,총자본증가율,총자본순이익률,자기자본순이익률,매출원가대매출액비율,금융비용대총비용비율,자기자본구성비율,순운전자본비율,CASHFLOW대총자본비율,순운전자본회전률,시가총액
2112,(주)한솔홈데코,025750,2014/12,4.17111002528702,0.05,0.11,87.78,1.86,45.71,0.15,1.88,1.52,123868093000
2113,(주)한솔홈데코,025750,2015/12,-0.2968405483504293,0.51,1.12,85.81,1.66,45.97,-2.88,2.7,1.38,122157450405
2114,(주)한솔홈데코,025750,2016/12,-0.6538259463134725,2.58,5.41,82.53,1.51,49.34,-3.46,4.7,1.25,125076192120
2115,(주)한솔홈데코,025750,2017/12,6.335528248734034,1.19,2.4,83.3,1.04,50.08,-0.68,5.01,1.37,114402511580
2116,(주)한솔홈데코,025750,2018/12,0.1443273500328312,3.79,7.39,85.97,0.99,52.47,5.31,5.95,1.76,110374254130
2117,(주)한익스프레스,014130,2011/12,15.20892595763484,-7.97,-39.09,94.65,0.16,20.39,-7.41,0.11,2.13,26760000000
2118,(주)한익스프레스,014130,2012/12,-6.52747147377505,6.76,24.03,95.16,0.22,28.11,-7.33,-10.41,2.92,24960000000
2119,(주)한익스프레스,014130,2013/12,9.48118893134665,7.24,23.74,95.74,0.22,32.63,-4.65,-4.81,3.36,26760000000
2120,(주)한익스프레스,014130,2014/12,11.08690559850082,20.36,49.97,96.17,0.1,48.07,9.35,8.84,3.53,46320000000
2121,(주)한익스프레스,014130,2015/12,38.812390612150224,7.02,16.11,96.12,0.14,40.53,8.89,8.35,3.71,144000000000
2122,(주)한익스프레스,014130,2016/12,11.519998784730134,3.89,9.93,96.74,0.17,39.01,6.13,3.04,3.47,89760000000
2123,(주)한익스프레스,014130,2017/12,28.19002213519496,3.99,11.15,96.7,0.21,33.49,-4.81,1.45,3.29,53280000000
2124,(주)한익스프레스,014130,2018/12,6.039901176845628,2.72,8.16,97.0,0.28,33.56,-17.0,2.05,2.83,52140000000
2125,(주)한익스프레스,014130,2019/12,33.51237329832701,2.48,8.3,96.41,0.38,27.06,-7.88,7.27,2.7,52920000000
2126,(주)한익스프레스,014130,2020/12,13.217346923457976,-0.67,-2.87,96.73,0.45,22.74,-28.23,8.68,2.39,85320000000
2127,(주)한익스프레스,014130,2021/12,24.226021585213864,1.16,4.12,96.59,0.33,19.62,-28.31,4.96,2.27,75840000000
2128,(주)한진,002320,2011/12,-9.874345339217324,-1.56,-3.33,94.7,2.05,42.78,-2.77,3.42,1.93,259251302400
2129,(주)한진,002320,2012/12,3.654464113428981,-0.58,-1.33,94.4,2.33,41.28,-10.68,2.96,2.06,236499456000
2130,(주)한진,002320,2013/12,-2.758398429828946,-0.46,-0.95,94.19,2.19,38.96,-9.4,4.01,1.91,228117196800
2131,(주)한진,002320,2014/12,8.21846184149228,2.22,5.93,93.32,2.04,40.18,-9.94,4.92,1.75,649026355200
2132,(주)한진,002320,2015/12,28.00501656252988,4.43,13.44,93.89,1.44,29.34,-6.16,2.97,1.63,555624038400
2133,(주)한진,002320,2019/12,33.32590623444208,-0.09,-0.34,91.8,4.92,29.7,-2.78,3.99,1.91,359239680000
2134,(주)한진,002320,2020/12,6.771702717502041,0.25,0.74,91.48,4.38,32.67,-4.68,5.39,1.95,714496618400
2135,(주)한진,002320,2021/12,2.3482482169129195,4.22,13.71,92.29,3.49,35.43,-4.22,5.64,1.73,449923602800
2136,(주)한진중공업홀딩스,003480,2011/12,9.12142470716177,-0.5,-0.9,89.4,-0.34,65.7,-0.84,-0.01,1.25,208775770840
2137,(주)한진중공업홀딩스,003480,2020/12,-1.2618082909156576,-0.19,-1.15,83.74,6.01,19.41,-11.79,3.95,0.85,124763455700
2138,(주)한진중공업홀딩스,003480,2021/12,0.0335295574479434,-0.41,-2.0,85.75,4.6,18.97,-9.72,5.05,0.98,122991666980
2139,(주)한진칼,180640,2014/12,69.57695940095677,13.41,17.37,76.63,1.74,67.25,1.27,4.87,0.97,1611227946500
2140,(주)한진칼,180640,2015/12,-4.210986250119476,-8.19,-14.94,77.96,3.87,63.43,-1.54,5.12,1.08,1029078492000
2141,(주)한진칼,180640,2016/12,-10.929228711789689,-19.33,-36.81,80.52,1.9,53.66,-18.51,6.26,1.08,908266530300
2142,(주)한진칼,180640,2017/12,34.61401180971004,9.48,17.56,81.11,2.07,61.73,-0.39,5.46,0.88,1082819381400
2143,(주)한진칼,180640,2018/12,2.676108803855055,-0.45,-2.36,80.18,1.01,60.49,7.1,4.26,0.88,1763279648400
2144,(주)한창,005110,2014/12,16.830264763622857,4.56,8.7,37.84,0.65,55.34,38.92,-7.75,0.49,41867185635
2145,(주)한창,005110,2018/12,2.263122936380351,1.47,-4.5,80.67,0.18,30.71,16.93,-0.69,0.75,62542339035
2146,(주)한창,005110,2019/12,-13.541803942240712,-1.83,-15.0,72.59,0.18,29.11,10.42,-0.58,0.59,94281628990
2147,(주)한창제지,009460,2011/12,13.463189801325475,0.28,0.96,87.06,1.82,28.09,-20.2,6.35,1.25,27087134096
2148,(주)한창제지,009460,2012/12,-1.0776405751728688,0.4,1.34,85.8,2.12,31.86,-19.37,5.35,1.04,27965915164
2149,(주)한창제지,009460,2013/12,3.6042398205726767,-7.43,-26.97,84.19,1.52,23.43,-23.43,5.23,1.1,31274267420
2150,(주)한창제지,009460,2014/12,-7.882329923063815,1.54,6.14,83.76,1.56,26.95,10.08,9.86,1.24,34427540664
2151,(주)한창제지,009460,2015/12,-0.8139550817380818,2.34,8.28,83.42,1.54,29.46,-19.98,4.97,1.39,79059418950
2152,(주)한창제지,009460,2016/12,5.425307047234848,10.85,31.84,81.7,1.16,38.47,24.33,9.61,1.48,68319271470
2153,(주)한창제지,009460,2017/12,-1.105359716944044,7.79,18.34,81.55,0.99,46.54,6.3,16.69,1.66,60264160860
2154,(주)한창제지,009460,2018/12,2.48520866874706,6.3,13.07,84.39,0.77,49.81,18.32,7.96,1.58,177212433420
2155,(주)한창제지,009460,2019/12,11.171161852551007,4.52,9.05,85.11,0.71,49.98,17.52,4.86,1.33,182582507160
2156,(주)한창제지,009460,2020/12,5.302272568677165,6.0,11.72,79.13,0.76,52.3,15.37,8.61,1.11,148572040140
2157,(주)한창제지,009460,2021/12,37.284766017605286,6.99,14.78,78.58,0.64,43.66,23.55,6.97,1.06,122318346300
2158,(주)한컴라이프케어,372910,2021/12,27.78056261711244,2.53,6.25,76.93,0.31,54.56,8.6,8.98,0.65,245471981220
2159,(주)한화,000880,2011/12,2.7717061078666823,0.63,2.87,92.46,2.03,33.66,-5.98,-0.47,1.32,2484882065250
2160,(주)한화,000880,2012/12,5.560052937740536,2.06,6.42,91.29,2.03,33.79,-3.11,4.59,1.22,2563588737000
2161,(주)한화,000880,2013/12,614.275512385701,0.35,2.8,92.86,1.07,9.51,0.34,3.18,2.77,2938382412000
2162,(주)한화,000880,2014/12,9.14349925403236,-0.14,-8.42,94.06,1.13,9.8,-0.5,4.44,2.05,2342460468750
2163,(주)한화,000880,2015/12,17.73665674619136,0.09,-6.7,92.87,0.82,9.37,-1.08,4.88,1.97,2953374159000
2164,(주)한화,000880,2016/12,6.351609716998595,0.86,11.48,91.36,0.88,9.19,-0.79,5.07,1.88,2627303661750
2165,(주)한화,000880,2017/12,3.4376601776246893,0.83,9.06,91.11,0.75,9.97,-0.82,3.51,1.99,3110787502500
2166,(주)한화,000880,2018/12,5.838884037925333,0.48,10.73,91.26,0.7,10.0,-0.68,2.33,1.83,2349956342250
2167,(주)한화,000880,2019/12,7.512655797754056,0.13,2.09,92.56,0.98,10.02,-0.42,1.44,1.69,1873968375000
2168,(주)한화,000880,2020/12,4.878131791210192,0.4,4.79,91.88,0.88,9.68,-0.37,1.56,1.65,2121332200500
2169,(주)한화,000880,2021/12,5.852160928399744,1.1,19.33,89.2,0.66,10.4,0.58,2.64,1.63,2353704279000
2170,(주)한화갤러리아타임월드,027390,2011/12,1.0386952142694694,8.21,12.93,20.77,-0.33,64.5,-15.67,13.78,1.06,111600000000
2171,(주)한화갤러리아타임월드,027390,2012/12,15.65274432693328,11.52,17.38,19.62,-0.95,67.83,-6.54,10.81,0.88,117600000000
2172,(주)한화갤러리아타임월드,027390,2013/12,4.673237596096367,3.32,4.87,19.49,-1.68,68.54,-19.33,9.82,0.89,183000000000
2173,(주)한화갤러리아타임월드,027390,2014/12,8.495695574450227,6.23,9.03,22.66,-1.31,69.48,-16.79,7.7,1.3,457200000000
2174,(주)한화갤러리아타임월드,027390,2015/12,25.30327549778801,1.85,3.02,22.93,-1.76,54.74,-10.28,6.12,0.93,591011229000
2175,(주)현대그린푸드,005440,2011/12,17.967408595644617,5.56,7.3,85.86,-1.05,74.07,16.83,2.88,2.02,1577927384300
2176,(주)현대그린푸드,005440,2012/12,6.831625560664708,4.64,6.24,85.89,-0.85,73.58,16.57,3.52,2.1,1660976194000
2177,(주)현대그린푸드,005440,2013/12,6.928541626102194,4.92,6.64,86.83,-0.68,74.01,17.37,2.92,2.21,1641435297600
2178,(주)현대그린푸드,005440,2014/12,-2.0355404054120143,5.15,6.99,87.01,-0.59,73.38,19.98,3.08,2.22,1851499933900
2179,(주)현대그린푸드,005440,2015/12,3.777863576086489,4.77,6.4,86.56,-0.55,75.12,17.07,2.98,2.33,2423071153600
2180,(주)현대그린푸드,005440,2016/12,11.64840169796403,5.09,6.39,86.01,-0.38,73.66,21.55,5.21,2.42,1504649022800
2181,(주)현대그린푸드,005440,2017/12,28.19592002115755,4.88,7.12,85.73,-0.53,73.06,24.08,5.0,1.77,1460682005900
2182,(주)현대그린푸드,005440,2018/12,1.4476819747683582,4.52,6.1,82.48,-0.39,74.4,23.86,3.56,2.01,1397174092600
2183,(주)현대그린푸드,005440,2019/12,4.553539803515574,2.2,3.2,82.78,-0.42,71.34,19.97,4.59,1.93,1157798111700
2184,(주)현대그린푸드,005440,2020/12,3.434599349553156,2.7,4.07,82.99,-0.35,71.38,18.09,5.61,1.97,855891262320
2185,(주)현대그린푸드,005440,2021/12,1.353151705119105,1.34,2.41,83.23,-0.31,71.08,12.93,2.94,2.16,837327410740
2186,(주)현대리바트,079430,2011/12,6.774780944080431,2.11,3.89,82.0,-0.05,54.88,15.16,3.82,1.83,134986103000
2187,(주)현대리바트,079430,2012/12,-4.693175524006646,1.08,1.93,81.56,-0.04,57.62,16.91,3.39,1.76,102534201000
2188,(주)현대리바트,079430,2013/12,1.7532751559197508,2.2,3.81,80.55,-0.11,58.0,21.35,4.77,1.95,212318295000
2189,(주)현대리바트,079430,2014/12,3.768077604061768,7.95,13.08,78.3,-0.18,63.41,25.31,6.26,2.13,654216535000
2190,(주)현대리바트,079430,2015/12,9.854634151993928,7.96,12.41,77.05,-0.12,64.8,28.43,5.22,2.14,604157750000
2191,(주)현대리바트,079430,2016/12,10.717111092358971,8.3,12.68,76.77,-0.09,66.07,30.28,2.41,2.05,409101105000
2192,(주)현대리바트,079430,2017/12,62.61703389487373,6.7,10.69,77.73,-0.08,60.58,31.72,1.94,1.63,657129024000
2193,(주)현대리바트,079430,2018/12,-0.5656461503986033,5.71,9.03,82.95,-0.1,65.9,33.93,2.05,1.98,411732404100
2194,(주)현대리바트,079430,2019/12,10.88692393691532,2.72,4.3,82.74,-0.05,60.83,19.87,6.8,1.9,274146014700
2195,(주)현대리바트,079430,2020/12,6.709147617984931,3.42,5.66,81.94,0.03,59.88,13.07,12.51,2.18,327537747900
2196,(주)현대리바트,079430,2021/12,7.510503351736244,1.62,2.78,81.53,0.04,56.63,12.74,4.92,2.05,311109522300
2197,(주)현대미포조선,010620,2011/12,-18.299865910340564,2.33,5.46,85.96,-1.7,43.56,2.81,-0.27,0.53,2240000000000
2198,(주)현대미포조선,010620,2012/12,-1.3002002411891578,1.11,3.02,91.91,-0.96,43.93,6.43,-8.5,0.56,2540000000000
2199,(주)현대미포조선,010620,2017/12,-9.829252560908106,5.07,20.05,91.5,0.82,28.12,10.48,-0.9,0.2,1574000000000
2200,(주)현대미포조선,010620,2018/12,-58.365774423010976,2.05,3.77,92.86,0.24,66.9,20.93,-2.32,0.31,2396528940000
2201,(주)현대미포조선,010620,2019/12,-2.3993181924478035,1.79,2.31,93.62,-0.05,69.63,21.99,6.6,1.06,1839335961450
2202,(주)현대미포조선,010620,2020/12,6.460278977752062,-0.35,-0.84,95.29,0.05,65.78,19.12,2.55,0.96,1917223152000
2203,(주)현대백화점,069960,2011/12,20.51312886204954,9.14,15.44,17.2,0.45,61.28,-6.01,8.47,0.75,3814597883000
2204,(주)현대백화점,069960,2012/12,14.406862789755138,7.2,12.4,16.53,-0.62,59.94,0.41,7.21,0.68,3720988119000
2205,(주)현대백화점,069960,2013/12,3.7153180807084936,6.14,10.36,15.83,-0.68,63.32,-2.5,6.95,0.62,3767793001000
2206,(주)현대백화점,069960,2014/12,1.485794826580792,5.16,8.57,16.57,-0.65,66.66,-10.83,6.55,0.66,2878500243000
2207,(주)현대백화점,069960,2015/12,8.390792201369441,4.73,7.2,15.89,0.03,65.43,-2.86,6.49,0.78,2960408786500
2208,(주)현대백화점,069960,2016/12,6.921369740232147,5.04,7.72,17.21,0.38,65.44,-2.66,6.4,0.82,2550866069000
2209,(주)현대백화점,069960,2017/12,2.8846582996091548,4.52,6.63,16.88,0.16,68.14,-10.95,6.49,0.71,2445555084500
2210,(주)현대백화점,069960,2018/12,3.1174739371919302,4.18,5.91,18.82,-0.17,69.1,-0.49,6.24,0.7,2115580666400
2211,(주)현대백화점,069960,2019/12,9.07957888904756,3.33,4.64,26.02,0.15,65.32,-1.02,5.33,0.82,1944742847100
2212,(주)현대백화점,069960,2020/12,14.219147763362225,1.29,1.65,37.17,0.64,57.8,-3.33,3.66,0.64,1670934287400
2213,(주)현대백화점,069960,2021/12,3.010933804890828,2.64,4.36,34.49,0.47,58.26,-0.37,4.23,0.87,1757523319100
2214,(주)현대퓨처넷,126560,2011/12,4.503088704217546,7.66,10.7,56.04,-0.12,73.37,12.02,14.61,0.76,227492585700
2215,(주)현대퓨처넷,126560,2012/12,-1.962350792862226,9.45,11.98,53.53,-1.35,84.16,19.14,17.11,0.95,361785229400
2216,(주)현대퓨처넷,126560,2013/12,4.615115968527231,9.16,10.67,58.07,-1.96,87.28,24.08,16.19,1.15,438886999600
2217,(주)현대퓨처넷,126560,2014/12,4.926834696489178,7.44,8.42,58.15,-2.0,89.4,30.79,15.36,1.04,478504390600
2218,(주)현대퓨처넷,126560,2015/12,1.7133793624032851,5.91,6.61,59.5,-1.97,91.47,35.57,14.03,0.92,375466804800
2219,(주)현대퓨처넷,126560,2016/12,5.965116724805459,6.79,7.37,60.19,-1.83,90.93,40.0,12.86,0.84,446136562600
2220,(주)현대퓨처넷,126560,2017/12,6.351092061966956,6.11,6.71,60.04,-2.22,91.04,41.61,12.49,0.73,445862554200
2221,(주)현대퓨처넷,126560,2018/12,6.192233958166943,5.27,5.77,61.39,-2.51,91.49,44.89,9.64,0.67,458278979760
2222,(주)현대퓨처넷,126560,2019/12,4.228679786797868,4.74,5.19,63.24,-2.21,91.15,42.82,8.94,0.64,384909192360
2223,(주)현대퓨처넷,126560,2020/12,22.26091723992113,-4.47,-4.11,69.13,-0.18,79.01,31.24,5.17,0.6,435139277580
2224,(주)현대퓨처넷,126560,2021/12,3.966827975422618,8.39,12.78,68.37,0.24,82.95,26.99,4.94,0.23,475774852140
2225,(주)현대홈쇼핑,057050,2011/12,19.35203179842013,14.5,18.97,3.01,-5.77,76.26,55.25,12.33,0.68,1596000000000
2226,(주)현대홈쇼핑,057050,2012/12,14.609885149640606,8.64,11.51,2.05,-3.57,74.61,21.48,9.6,0.74,1452000000000
2227,(주)현대홈쇼핑,057050,2013/12,9.39121635017633,14.29,18.36,1.86,-3.14,80.84,31.09,7.1,0.86,2232000000000
2228,(주)현대홈쇼핑,057050,2014/12,8.482046014042973,9.92,12.22,5.64,-2.78,81.63,34.27,6.12,0.87,1656000000000
2229,(주)현대홈쇼핑,057050,2015/12,7.489804896487931,6.67,8.19,8.45,-2.68,81.43,34.67,5.11,0.78,1386000000000
2230,(주)현대홈쇼핑,057050,2016/12,14.20037026701833,7.25,9.21,9.5,-2.19,76.47,29.08,4.81,0.76,1338000000000
2231,(주)현대홈쇼핑,057050,2017/12,-1.448663816773034,6.48,8.16,12.38,-2.04,82.35,26.89,3.35,0.83,1446000000000
2232,(주)현대홈쇼핑,057050,2018/12,35.8461299746671,7.53,10.32,27.03,-1.92,66.12,9.8,0.59,0.7,1188000000000
2233,(주)현대홈쇼핑,057050,2019/12,-1.7211636400746555,3.29,4.87,53.32,-0.09,69.05,15.83,0.69,1.27,966000000000
2234,(주)현대홈쇼핑,057050,2020/12,7.55901423610487,4.34,6.4,52.72,-0.24,66.64,13.32,4.9,1.29,978000000000
2235,(주)현대홈쇼핑,057050,2021/12,-3.4448264479258377,3.84,5.53,55.26,-0.25,72.39,16.57,6.18,1.31,760800000000
2236,(주)혜인,003010,2011/12,3.248252653378204,1.01,3.61,81.5,0.97,55.99,15.78,1.44,1.1,57857553600
2237,(주)혜인,003010,2015/12,-7.961572867644199,-1.82,-3.23,85.2,1.47,38.56,0.58,1.31,0.96,39918025580
2238,(주)혜인,003010,2016/12,-0.8823529411764706,0.13,0.94,84.48,1.69,38.93,-1.55,6.99,0.82,52694336315
2239,(주)혜인,003010,2017/12,-2.813448616937822,0.55,1.99,85.83,1.77,40.49,0.75,-4.13,0.92,44176795825
2240,(주)혜인,003010,2018/12,0.1969704281145675,-0.33,-0.3,83.87,1.8,40.13,1.98,-3.94,0.81,67504686570
2241,(주)혜인,003010,2019/12,-4.405390495704941,1.9,4.55,84.67,1.68,43.76,6.16,6.75,1.01,54855503305
2242,(주)혜인,003010,2020/12,-4.789319410094349,2.26,4.97,84.29,1.26,47.23,10.18,10.98,0.92,65979156930
2243,(주)혜인,003010,2021/12,-6.323268376923558,2.43,4.98,82.94,0.52,52.37,17.95,10.98,0.98,72589785370
2244,(주)호텔신라,008770,2011/12,16.710265476735085,4.36,9.58,0.0,0.7,43.42,20.58,3.7,2.14,1511052658500
2245,(주)호텔신라,008770,2012/12,11.716498123515215,6.89,15.65,0.0,0.44,44.53,25.76,5.37,2.25,1724954917950
2246,(주)호텔신라,008770,2013/12,10.626629930499377,0.66,1.58,0.0,0.3,39.63,16.16,8.7,2.05,2610000046500
2247,(주)호텔신라,008770,2014/12,11.411968312061823,4.06,10.43,0.0,0.34,38.27,20.33,7.2,2.42,3587278259400
2248,(주)호텔신라,008770,2015/12,14.115846689720108,0.91,2.51,0.0,0.57,34.18,20.25,5.61,2.27,3033879753300
2249,(주)호텔신라,008770,2016/12,-6.2364904752825945,1.32,3.96,0.0,0.47,32.41,16.62,5.95,2.17,1889797026150
2250,(주)호텔신라,008770,2017/12,10.238246311163156,1.18,3.81,0.0,0.37,29.7,12.82,7.29,2.04,3332165472900
2251,(주)호텔신라,008770,2018/12,2.3924925097103755,4.84,15.41,0.0,0.17,33.21,11.69,7.84,2.15,3002481256500
2252,(주)호텔신라,008770,2019/12,53.11093863809402,5.81,20.16,0.0,0.49,26.07,7.88,7.9,2.11,3563729386800
2253,(주)화승엔터프라이즈,241590,2018/12,21.32664522387298,2.46,6.39,86.01,1.22,37.23,-6.4,4.94,1.26,644715535500
2254,(주)화승엔터프라이즈,241590,2019/12,28.720530839391103,7.5,19.87,84.67,1.2,37.54,-3.57,5.73,1.36,1026096556500
2255,(주)화승엔터프라이즈,241590,2020/12,17.98954501293848,3.89,9.26,85.67,1.01,46.54,6.27,6.36,1.02,859620714000
2256,(주)화승엔터프라이즈,241590,2021/12,15.178240556350197,-0.51,-1.21,89.77,0.72,41.38,0.17,-0.63,0.82,1020618064250
2257,(주)화승인더스트리,006060,2011/12,4.960592804056584,1.63,5.16,89.76,0.9,29.13,-8.2,1.71,1.1,48294360000
2258,(주)화승인더스트리,006060,2012/12,-4.03716280026359,0.89,1.26,89.12,1.09,29.99,-3.86,2.83,1.02,46081560000
2259,(주)화승인더스트리,006060,2013/12,3.3685356940565674,-1.33,-4.45,90.11,1.04,23.4,-10.64,2.87,1.08,67490400000
2260,(주)화승인더스트리,006060,2014/12,12.767420408577763,0.51,2.27,88.58,1.07,22.01,-16.71,2.66,0.94,52609320000
2261,(주)화승인더스트리,006060,2015/12,5.2726866800122325,3.93,17.47,84.77,0.85,23.1,-19.22,5.48,1.1,418219200000
2262,(주)화승인더스트리,006060,2016/12,43.26581894976966,7.14,24.71,83.52,0.88,35.78,-2.72,4.61,1.29,578094000000
2263,(주)화승인더스트리,006060,2017/12,8.937088094580576,5.77,15.42,82.28,0.91,35.66,-6.57,6.43,1.28,567030000000
2264,(주)화승인더스트리,006060,2018/12,13.19230813150172,2.78,7.94,84.73,1.42,35.72,-7.54,7.04,1.16,378388800000
2265,(주)화승인더스트리,006060,2019/12,28.188899167624204,7.15,19.66,82.69,1.33,35.68,-3.77,5.87,1.22,658308000000
2266,(주)화승인더스트리,006060,2020/12,12.811839922435476,3.69,10.94,83.03,1.16,43.76,3.58,7.06,0.93,394431600000
2267,(주)화승인더스트리,006060,2021/12,14.20101542956242,-0.26,-0.58,87.09,0.88,38.77,-2.1,0.6,0.82,337452000000
2268,(주)화승코퍼레이션,013520,2011/12,7.325302378835309,2.62,10.63,86.43,1.64,24.45,-16.96,3.95,1.21,89740081900
2269,(주)화승코퍼레이션,013520,2012/12,-1.3198960425816848,1.18,4.78,86.21,1.66,24.78,-17.3,7.13,1.26,71340137050
2270,(주)화승코퍼레이션,013520,2013/12,18.3154372941607,-3.33,-15.71,84.19,1.72,17.13,-18.17,5.41,1.31,96841815000
2271,(주)화승코퍼레이션,013520,2014/12,3.212893282951641,1.01,5.87,82.3,1.72,17.37,-15.74,8.28,1.21,195620466300
2272,(주)화승코퍼레이션,013520,2015/12,11.260580178187068,6.24,32.53,80.61,1.26,20.68,-22.8,9.56,1.15,250497494800
2273,(주)화승코퍼레이션,013520,2016/12,3.1025588145667435,4.46,19.64,79.55,1.46,24.28,-19.07,8.31,1.07,216602859550
2274,(주)화승코퍼레이션,013520,2017/12,-4.898397254568876,-3.2,-14.23,82.14,1.62,21.21,-14.14,5.36,0.97,169150370200
2275,(주)화승코퍼레이션,013520,2018/12,-4.89963867411293,-2.67,-13.82,82.64,1.92,18.03,-18.2,3.24,1.03,132996092600
2276,(주)화승코퍼레이션,013520,2019/12,-0.0164223261110858,1.94,9.62,81.83,1.91,21.65,-18.71,4.97,1.05,136546959150
2277,(주)화승코퍼레이션,013520,2020/12,-2.2848940957405537,-3.4,-17.15,83.58,1.66,18.64,-13.51,6.85,0.91,156386641875
2278,(주)화승코퍼레이션,013520,2021/12,-2.423465832349988,-3.22,-23.17,84.95,1.32,17.09,-13.97,2.14,0.99,102855322860
2279,(주)화신,010690,2011/12,16.725737708797293,4.6,10.77,90.92,-0.07,40.91,18.43,9.42,1.6,438251145500
2280,(주)화신,010690,2012/12,-3.8627402175712615,2.82,6.99,89.6,-0.03,42.93,14.57,7.17,1.75,350950120500
2281,(주)화신,010690,2013/12,-8.430803330849724,0.2,0.3,89.41,0.27,42.81,13.23,5.44,1.86,398092674000
2282,(주)화신,010690,2014/12,18.66558516742555,5.14,12.41,89.91,0.35,40.71,12.96,5.4,1.6,254220584800
2283,(주)화신,010690,2015/12,-2.913877439686392,-2.69,-6.28,90.84,0.48,40.35,9.24,5.5,1.44,220696991200
2284,(주)화신,010690,2016/12,7.067406996113271,5.17,12.64,88.98,0.59,40.85,4.42,4.5,1.4,225585848600
2285,(주)화인베스틸,133820,2014/12,24.975951458944824,8.01,22.45,85.94,2.08,41.44,-0.07,-0.82,1.18,149104500000
2286,(주)화인베스틸,133820,2015/12,-12.111152775859006,0.51,1.17,92.37,1.99,45.34,-15.68,-0.72,0.93,71904000000
2287,(주)화인베스틸,133820,2016/12,1.7281799319147406,0.34,0.75,90.22,2.22,44.89,-16.52,10.9,0.79,86028000000
2288,(주)화인베스틸,133820,2017/12,-4.756081409209306,0.5,1.09,90.6,3.02,46.18,-14.43,6.03,0.63,64170000000
2289,(주)화인베스틸,133820,2018/12,5.7458850359465465,0.89,1.97,89.58,3.01,44.17,-7.81,0.36,0.71,78455250000
2290,(주)황금에스티,032560,2011/12,2.5042552853029605,3.65,6.15,90.8,0.24,61.65,20.08,-1.65,0.93,58500000000
2291,(주)황금에스티,032560,2012/12,-6.109044070006092,2.33,3.61,93.18,0.52,67.45,18.48,3.31,0.86,53060000000
2292,(주)황금에스티,032560,2013/12,4.845807696598802,2.76,3.92,91.34,0.16,67.71,20.04,4.1,0.97,58240000000
2293,(주)황금에스티,032560,2014/12,-1.200882828203208,3.52,4.69,88.91,0.21,71.8,21.56,5.47,1.02,70000000000
2294,(주)황금에스티,032560,2015/12,17.337035219779562,1.98,2.54,89.92,0.2,62.69,9.47,4.46,0.88,76020000000
2295,(주)황금에스티,032560,2016/12,26.42753209312445,7.48,11.19,81.81,0.24,60.12,15.07,6.44,0.93,123620000000
2296,(주)황금에스티,032560,2017/12,-2.214698867104623,6.16,9.66,78.21,0.54,68.02,19.54,10.11,0.94,126000000000
2297,(주)황금에스티,032560,2018/12,11.699386486196628,4.49,6.48,81.33,0.43,66.06,11.92,5.05,0.97,109760000000
2298,(주)황금에스티,032560,2019/12,-3.93020948479395,5.94,7.95,82.56,0.5,72.51,31.01,5.35,0.91,97860000000
2299,(주)황금에스티,032560,2020/12,15.906802008082558,4.74,6.46,80.58,-0.08,66.79,26.17,1.95,0.8,113120000000
2300,(주)황금에스티,032560,2021/12,-4.5826285941697344,7.46,10.57,75.23,0.04,77.05,31.0,6.49,0.85,135200000000
2301,(주)후성,093370,2011/12,26.35361291592833,5.31,12.2,75.92,1.31,41.55,-3.88,6.23,1.37,675198665880
2302,(주)후성,093370,2017/12,0.3275327453401167,8.94,17.99,74.98,1.02,66.09,18.98,13.74,1.37,937857492950
2303,(주)후성,093370,2018/12,39.658352181959096,7.41,16.04,74.96,0.72,55.61,11.61,9.36,1.58,687142596980
2304,(주)후성,093370,2019/12,19.803117234943294,0.04,3.85,79.27,1.49,45.93,7.37,5.91,1.2,756597711230
2305,(주)후성,093370,2020/12,1.3643204489249547,-0.25,2.79,83.43,2.0,44.99,-2.45,6.75,1.04,1092760464200
2306,(주)후성,093370,2021/12,14.961091090867038,5.43,9.69,72.29,2.5,45.99,3.28,10.06,1.22,2139217518900
2307,(주)휠라홀딩스,081660,2011/12,23.321976825672465,0.09,0.7,49.52,1.99,35.57,9.74,4.24,1.51,736212472800
2308,(주)휠라홀딩스,081660,2012/12,4.454308492134971,14.18,33.21,48.07,2.47,47.23,5.07,7.36,1.21,636032896000
2309,(주)휠라홀딩스,081660,2013/12,10.783962627822472,10.41,20.93,49.88,1.89,50.65,13.64,7.73,1.35,785103106000
2310,(주)휠라홀딩스,081660,2014/12,6.575858902400356,6.02,11.0,52.73,1.68,54.11,16.86,5.05,1.42,1164953561000
2311,(주)휠라홀딩스,081660,2015/12,-5.438303142004055,-13.24,-25.41,54.78,1.84,48.94,14.52,3.39,1.3,1067004521600
2312,(주)휠라홀딩스,081660,2016/12,245.7763154131237,14.26,48.35,56.68,1.81,38.47,1.42,0.35,0.62,804264987000
2313,(주)휠라홀딩스,081660,2017/12,-9.039842950266106,3.35,7.53,50.97,2.1,40.09,14.92,0.43,1.18,997397942400
2314,(주)휠라홀딩스,081660,2018/12,7.321258985281871,6.58,16.03,50.33,1.94,45.59,20.14,4.61,1.53,3269656245000
2315,(주)휠라홀딩스,081660,2019/12,14.099911026105062,9.56,23.81,49.87,1.75,47.77,19.08,7.87,1.55,3239098710000
2316,(주)휠라홀딩스,081660,2020/12,-0.3131888636533025,5.25,10.94,50.63,1.19,49.42,18.37,10.17,1.22,2654872101400
